_step,train/grad_norm,train/learning_rate,train/loss,train/mean_token_accuracy,_timestamp,train/num_tokens,_runtime,train/epoch,train/global_step
47,0.02524608187377453,0.0001,0.9466437697410583,0.7636663317680359,1766073091.5582988,7470762.0,108.856655341,0.10278372591006424,48
48,0.025249473750591278,0.0001,0.8593152761459351,0.7841360569000244,1766073093.9954698,7629052.0,111.29379332,0.10492505353319058,49
49,0.02516368217766285,0.0001,0.841593861579895,0.7872430682182312,1766073095.4956791,7779609.0,112.794026776,0.10706638115631692,50
50,0.02615806646645069,0.0001,0.8692224025726318,0.7815220952033997,1766073097.9401739,7927458.0,115.238538402,0.10920770877944326,51
51,0.024447331205010414,0.0001,0.8512088656425476,0.7862637639045715,1766073099.7140446,8078023.0,117.01239638,0.11134903640256959,52
52,0.02342814952135086,0.0001,0.8625012636184692,0.782442569732666,1766073101.6494377,8230483.0,118.947769107,0.11349036402569593,53
53,0.023377904668450356,0.0001,0.8310785889625549,0.7917242646217346,1766073103.8267655,8375984.0,121.12509952,0.11563169164882227,54
54,0.02465357817709446,0.0001,0.9247347712516785,0.7681905627250671,1766073106.3967435,8547262.0,123.695110944,0.11777301927194861,55
55,0.02300257794559002,0.0001,0.8969694972038269,0.7762054204940796,1766073108.9093688,8704936.0,126.207711882,0.11991434689507495,56
56,0.023917144164443016,0.0001,0.8601101636886597,0.7835710048675537,1766073111.3164256,8867795.0,128.614756264,0.12205567451820129,57
57,0.02398483268916607,0.0001,0.8660478591918945,0.7825464010238647,1766073113.2238996,9019339.0,130.522211766,0.12419700214132762,58
58,0.021642865613102913,0.0001,0.8728934526443481,0.7804043889045715,1766073115.709453,9189045.0,133.007808338,0.12633832976445397,59
59,0.022777516394853592,0.0001,0.8594238758087158,0.7813353538513184,1766073117.575051,9353955.0,134.873396328,0.1284796573875803,60
60,0.022023309022188187,0.0001,0.8182221055030823,0.7966806292533875,1766073120.046107,9504744.0,137.344484559,0.13062098501070663,61
61,0.022413345053792,0.0001,0.9076184034347534,0.7718641757965088,1766073122.5216384,9662901.0,139.819980864,0.13276231263383298,62
62,0.023622386157512665,0.0001,0.7990236282348633,0.7980912327766418,1766073124.3945954,9809122.0,141.692943005,0.1349036402569593,63
63,0.021798616275191307,0.0001,0.8489819765090942,0.7881174683570862,1766073126.8006706,9968473.0,144.099032315,0.13704496788008566,64
64,0.02426215633749962,0.0001,0.8783416748046875,0.7792597413063049,1766073129.3422184,10119334.0,146.640547315,0.139186295503212,65
65,0.023555589839816093,0.0001,0.834824800491333,0.790164589881897,1766073130.8451402,10259437.0,148.143494971,0.14132762312633834,66
66,0.022889524698257446,0.0001,0.8841739892959595,0.7786863446235657,1766073133.3361835,10416011.0,150.634546015,0.14346895074946467,67
67,0.020928725600242615,0.0001,0.8719474673271179,0.7818536758422852,1766073135.1746235,10566185.0,152.472978092,0.145610278372591,68
68,0.042705412954092026,0.0001,0.8457791805267334,0.7878355979919434,1766073137.119071,10715715.0,154.41743474,0.14775160599571735,69
69,0.024719618260860443,0.0001,0.8619236946105957,0.7821603417396545,1766073139.5247884,10880059.0,156.823129985,0.14989293361884368,70
70,0.02321089617908001,0.0001,0.843189001083374,0.7863808274269104,1766073141.2562208,11036249.0,158.554582003,0.15203426124197003,71
71,0.02809634804725647,0.0001,0.8583608865737915,0.7828018665313721,1766073143.5332596,11186751.0,160.831606563,0.15417558886509636,72
72,0.03945714980363846,0.0001,0.887183427810669,0.7749850749969482,1766073145.83558,11356082.0,163.133932347,0.15631691648822268,73
73,0.025873418897390366,0.0001,0.8706793189048767,0.78045654296875,1766073148.268596,11514483.0,165.56692993,0.15845824411134904,74
74,0.02459878847002983,0.0001,0.8565671443939209,0.7822210788726807,1766073150.106588,11663606.0,167.404918791,0.16059957173447537,75
75,0.024202056229114532,0.0001,0.856372594833374,0.7827939391136169,1766073152.6452653,11816781.0,169.943605374,0.16274089935760172,76
76,0.0342697836458683,0.0001,0.8714115619659424,0.7799897193908691,1766073154.7860262,11978438.0,172.084356049,0.16488222698072805,77
77,0.03254252299666405,0.0001,0.8395408987998962,0.7873294949531555,1766073156.5349572,12137976.0,173.833297844,0.1670235546038544,78
78,0.027854178100824356,0.0001,0.868500828742981,0.784704864025116,1766073159.0546832,12295505.0,176.353008302,0.16916488222698073,79
79,0.02344655990600586,0.0001,0.8780106902122498,0.7778182625770569,1766073161.0438917,12452019.0,178.342256105,0.17130620985010706,80
80,0.03488282859325409,0.0001,0.8906171917915344,0.7746298313140869,1766073163.5594814,12611435.0,180.857826479,0.1734475374732334,81
81,0.037636078894138336,0.0001,0.8150945901870728,0.7945757508277893,1766073166.0007675,12770621.0,183.29912855,0.17558886509635974,82
82,0.02855849079787731,0.0001,0.8514037132263184,0.7853928208351135,1766073167.7672517,12917873.0,185.065603959,0.1777301927194861,83
83,0.027313612401485443,0.0001,0.8385953307151794,0.7890328764915466,1766073169.491682,13056173.0,186.790039991,0.17987152034261242,84
84,0.03620995208621025,0.0001,0.8900689482688904,0.7746285200119019,1766073171.6404314,13211326.0,188.938777148,0.18201284796573874,85
85,0.028200959786772728,0.0001,0.8778915405273438,0.7794726490974426,1766073173.3703904,13369675.0,190.668716765,0.1841541755888651,86
86,0.03604786470532417,0.0001,0.8341162800788879,0.7878076434135437,1766073175.83093,13509971.0,193.129292861,0.18629550321199143,87
87,0.02270454727113247,0.0001,0.8632892370223999,0.7828242778778076,1766073178.3277965,13673080.0,195.626140566,0.18843683083511778,88
88,0.03231081739068031,0.0001,0.906888484954834,0.7695887088775635,1766073180.4579341,13838935.0,197.756279029,0.1905781584582441,89
89,0.03953980654478073,0.0001,0.8821147680282593,0.7751215696334839,1766073182.8990815,14002150.0,200.197436179,0.19271948608137046,90
90,0.03303198143839836,0.0001,0.856616735458374,0.7846925258636475,1766073185.361416,14156247.0,202.65978591,0.1948608137044968,91
91,0.024362176656723022,0.0001,0.857350766658783,0.782156765460968,1766073187.841652,14323035.0,205.140009197,0.19700214132762311,92
92,0.02216305583715439,0.0001,0.9003390073776245,0.7747083306312561,1766073190.2192466,14490759.0,207.517600706,0.19914346895074947,93
93,0.049081895500421524,0.0001,0.8582200407981873,0.7825555801391602,1766073192.3751924,14642384.0,209.673554979,0.2012847965738758,94
94,0.04484481364488602,0.0001,0.8488624095916748,0.7852020263671875,1766073194.3761687,14786158.0,211.674555025,0.20342612419700215,95
95,0.023371247574687004,0.0001,0.8336688280105591,0.7881065011024475,1766073196.2657166,14929253.0,213.564076269,0.20556745182012848,96
96,0.04132350906729698,0.0001,0.7973668575286865,0.7957416772842407,1766073198.689509,15078062.0,215.987882755,0.20770877944325483,97
97,0.0433737151324749,0.0001,0.8797024488449097,0.7769067287445068,1766073200.8735304,15227850.0,218.171861084,0.20985010706638116,98
98,0.031775034964084625,0.0001,0.8525158762931824,0.7838475704193115,1766073203.4235492,15385692.0,220.721897959,0.21199143468950749,99
99,0.02772451564669609,0.0001,0.8157036304473877,0.7939846515655518,1766073205.8175843,15540223.0,223.115937186,0.21413276231263384,100
100,0.034874413162469864,0.0001,0.8099205493927002,0.7951149940490723,1766073224.8468962,15695591.0,242.145272057,0.21627408993576017,101
101,0.028054606169462204,0.0001,0.8494142293930054,0.7852294445037842,1766073227.0974553,15855000.0,244.395822325,0.21841541755888652,102
102,0.024276135489344597,0.0001,0.8674614429473877,0.7789974808692932,1766073229.376611,16010570.0,246.674958356,0.22055674518201285,103
103,0.02878648415207863,0.0001,0.8452256917953491,0.7835148572921753,1766073231.8270788,16175156.0,249.125398193,0.22269807280513917,104
104,0.03470338508486748,0.0001,0.8635920286178589,0.7817847728729248,1766073234.299884,16345184.0,251.598222794,0.22483940042826553,105
105,0.027038155123591423,0.0001,0.8584949970245361,0.7832669019699097,1766073236.8134747,16496673.0,254.111828383,0.22698072805139186,106
106,0.023461608216166496,0.0001,0.8670753240585327,0.7821542620658875,1766073239.2418237,16650964.0,256.540185974,0.2291220556745182,107
107,0.024008406326174736,0.0001,0.8759417533874512,0.7777096629142761,1766073241.6810098,16806131.0,258.979361019,0.23126338329764454,108
108,0.025568194687366486,0.0001,0.8820708990097046,0.7777260541915894,1766073244.1911366,16971757.0,261.489483049,0.2334047109207709,109
109,0.023721350356936455,0.0001,0.8322350978851318,0.7889986634254456,1766073246.5926619,17125261.0,263.891012386,0.23554603854389722,110
110,0.02269154042005539,0.0001,0.8253062963485718,0.790707528591156,1766073249.1351562,17285808.0,266.433497452,0.23768736616702354,111
111,0.023732880130410194,0.0001,0.8255974054336548,0.7916680574417114,1766073251.5887644,17436207.0,268.887112267,0.2398286937901499,112
112,0.023148352280259132,0.0001,0.8545842170715332,0.780799150466919,1766073253.8042228,17609651.0,271.102587427,0.24197002141327623,113
113,0.025134507566690445,0.0001,0.8518040180206299,0.7847997546195984,1766073256.2817833,17764531.0,273.580141754,0.24411134903640258,114
114,0.026822909712791443,0.0001,0.8043988943099976,0.7974379062652588,1766073258.5275037,17923936.0,275.825850007,0.2462526766595289,115
115,0.02424418181180954,0.0001,0.8209085464477539,0.7913621068000793,1766073260.9859006,18080869.0,278.284257715,0.24839400428265523,116
116,0.04776669666171074,0.0001,0.8632724285125732,0.7818111777305603,1766073263.4045854,18244414.0,280.702917835,0.2505353319057816,117
117,0.025116166099905968,0.0001,0.8656567335128784,0.7814993262290955,1766073265.8625555,18401734.0,283.160908214,0.25267665952890794,118
118,0.03338286280632019,0.0001,0.8232226371765137,0.7905491590499878,1766073268.3324509,18555213.0,285.630791855,0.25481798715203424,119
119,0.047331325709819794,0.0001,0.9206976294517517,0.7669662833213806,1766073270.88304,18729596.0,288.181385704,0.2569593147751606,120
120,0.02630544640123844,0.0001,0.8328138589859009,0.788564145565033,1766073272.5991225,18874599.0,289.897462366,0.25910064239828695,121
121,0.049472976475954056,0.0001,0.8559156656265259,0.7806375026702881,1766073274.8903677,19043580.0,292.18871862,0.26124197002141325,122
122,0.06722594052553177,0.0001,0.8468791246414185,0.786159098148346,1766073276.8949053,19188254.0,294.193274136,0.2633832976445396,123
123,0.04508356750011444,0.0001,0.8126550912857056,0.7930426597595215,1766073279.0177772,19336517.0,296.316125281,0.26552462526766596,124
124,0.06587254256010056,0.0001,0.8263596296310425,0.7908003330230713,1766073281.514465,19494094.0,298.812828883,0.2676659528907923,125
125,0.04377732798457146,0.0001,0.8475112915039062,0.7850503921508789,1766073283.4446387,19648425.0,300.74298185,0.2698072805139186,126
126,0.05718522518873215,0.0001,0.8514683246612549,0.7841198444366455,1766073285.6347024,19798344.0,302.933046411,0.27194860813704497,127
127,0.06776485592126846,0.0001,0.8380454182624817,0.7870367169380188,1766073287.4626515,19955841.0,304.760982759,0.2740899357601713,128
128,0.03657063469290733,0.0001,0.8282275199890137,0.7897927165031433,1766073289.9152226,20107598.0,307.213580839,0.2762312633832976,129
129,0.03767140209674835,0.0001,0.8275478482246399,0.790032148361206,1766073291.589733,20258362.0,308.888068247,0.278372591006424,130
130,0.06533733010292053,0.0001,0.8780521750450134,0.776118814945221,1766073294.169504,20412165.0,311.4678662,0.28051391862955033,131
131,0.03821088373661041,0.0001,0.8066014647483826,0.7956286668777466,1766073295.8891306,20561798.0,313.187477303,0.2826552462526767,132
132,0.05497363582253456,0.0001,0.8569763898849487,0.7806933522224426,1766073297.9288948,20720111.0,315.227242928,0.284796573875803,133
133,0.029081901535391808,0.0001,0.8226481676101685,0.7906805276870728,1766073300.1348066,20876095.0,317.433159338,0.28693790149892934,134
134,0.028718309476971626,0.0001,0.841547429561615,0.786689043045044,1766073302.5982711,21031975.0,319.896611554,0.2890792291220557,135
135,0.030291885137557983,0.0001,0.8095264434814453,0.7926401495933533,1766073305.046551,21180614.0,322.344907226,0.291220556745182,136
136,0.05309545248746872,0.0001,0.9016278982162476,0.7724764943122864,1766073307.581822,21349138.0,324.880183566,0.29336188436830835,137
137,0.03629319742321968,0.0001,0.8832572102546692,0.7743539214134216,1766073310.0592391,21511590.0,327.357597526,0.2955032119914347,138
138,0.045340411365032196,0.0001,0.8448578119277954,0.7855089902877808,1766073312.2409186,21656819.0,329.53926969,0.29764453961456105,139
139,0.05568739399313927,0.0001,0.8673123121261597,0.7778476476669312,1766073314.0899382,21811238.0,331.388306767,0.29978586723768735,140
140,0.03751447796821594,0.0001,0.8966127038002014,0.7723356485366821,1766073316.2688248,21980388.0,333.567172048,0.3019271948608137,141
141,0.03463113307952881,0.0001,0.8886305093765259,0.7741917371749878,1766073318.718519,22142594.0,336.01687097,0.30406852248394006,142
142,0.05931861326098442,0.0001,0.8804355263710022,0.7767599821090698,1766073320.957353,22299845.0,338.255700704,0.30620985010706636,143
143,0.04654094949364662,0.0001,0.8357475996017456,0.7887086272239685,1766073323.4677565,22465527.0,340.76607468,0.3083511777301927,144
144,0.036902446299791336,0.0001,0.8122894763946533,0.7940066456794739,1766073325.702103,22618289.0,343.000460595,0.31049250535331907,145
145,0.04654094576835632,0.0001,0.8289086222648621,0.7893778681755066,1766073328.1100528,22770622.0,345.40837599,0.31263383297644537,146
146,0.04159341752529144,0.0001,0.8013017177581787,0.7961993217468262,1766073330.2381263,22922597.0,347.536472446,0.3147751605995717,147
147,0.027132028713822365,0.0001,0.8308113813400269,0.7888104915618896,1766073332.6268742,23075685.0,349.925229282,0.3169164882226981,148
148,0.03367657959461212,0.0001,0.8341127634048462,0.7882993817329407,1766073334.6309505,23239973.0,351.92930964,0.31905781584582443,149
149,0.04621697962284088,0.0001,0.8740899562835693,0.7795190215110779,1766073337.0803058,23407446.0,354.378646206,0.32119914346895073,150
150,0.029044784605503082,0.0001,0.7990599870681763,0.7969009876251221,1766073339.5469453,23555395.0,356.84530427,0.3233404710920771,151
151,0.027602151036262512,0.0001,0.8437134027481079,0.7870610952377319,1766073341.9702659,23712167.0,359.268624652,0.32548179871520344,152
152,0.04912092164158821,0.0001,0.8594187498092651,0.7808580994606018,1766073344.4244761,23869562.0,361.722821694,0.32762312633832974,153
153,0.026749055832624435,0.0001,0.8551691174507141,0.7819914221763611,1766073346.9293225,24027568.0,364.227664558,0.3297644539614561,154
154,0.026801280677318573,0.0001,0.8658369183540344,0.7816342711448669,1766073349.4382963,24183451.0,366.736623029,0.33190578158458245,155
155,0.03240185230970383,0.0001,0.8374326229095459,0.7871604561805725,1766073351.884102,24342400.0,369.182434112,0.3340471092077088,156
156,0.027013516053557396,0.0001,0.8693715333938599,0.7806016206741333,1766073354.3308072,24500736.0,371.629144589,0.3361884368308351,157
157,0.030402041971683502,0.0001,0.8250906467437744,0.7909903526306152,1766073356.7838593,24652820.0,374.082199782,0.33832976445396146,158
158,0.029041564092040062,0.0001,0.8374576568603516,0.784963071346283,1766073358.6358225,24810632.0,375.934172664,0.3404710920770878,159
159,0.031750958412885666,0.0001,0.8261203765869141,0.7882179021835327,1766073361.0799122,24968589.0,378.37824499,0.3426124197002141,160
160,0.0327918715775013,0.0001,0.8642576932907104,0.7797885537147522,1766073363.3966942,25125017.0,380.695034288,0.34475374732334046,161
161,0.02981851063668728,0.0001,0.8014270663261414,0.7950674891471863,1766073365.6029854,25277188.0,382.901330265,0.3468950749464668,162
162,0.030123354867100716,0.0001,0.7888026237487793,0.7995926737785339,1766073367.5787632,25430057.0,384.877113174,0.3490364025695932,163
163,0.03207645192742348,0.0001,0.7985246777534485,0.7984441518783569,1766073370.094892,25583830.0,387.393226278,0.3511777301927195,164
164,0.03504806384444237,0.0001,0.8509082794189453,0.783847987651825,1766073372.535462,25742285.0,389.833789713,0.3533190578158458,165
165,0.037906844168901443,0.0001,0.829861044883728,0.7878715991973877,1766073375.0059824,25907065.0,392.304352593,0.3554603854389722,166
166,0.04785585030913353,0.0001,0.8150449395179749,0.7916830778121948,1766073376.596249,26051750.0,393.894620591,0.3576017130620985,167
167,0.04298747330904007,0.0001,0.8446494936943054,0.7860113382339478,1766073378.667848,26204362.0,395.966200256,0.35974304068522484,168
168,0.03734990209341049,0.0001,0.8644531965255737,0.7802551984786987,1766073381.177052,26364857.0,398.475411638,0.3618843683083512,169
169,0.032280150800943375,0.0001,0.8270688056945801,0.7888711094856262,1766073382.9454317,26513585.0,400.243799862,0.3640256959314775,170
170,0.031574659049510956,0.0001,0.8589369058609009,0.7821811437606812,1766073385.465191,26680409.0,402.763548204,0.36616702355460384,171
171,0.05559787526726723,0.0001,0.799298882484436,0.7991506457328796,1766073387.5239012,26817383.0,404.822230156,0.3683083511777302,172
172,0.0356835201382637,0.0001,0.8470786809921265,0.7847287654876709,1766073390.009117,26962206.0,407.307471106,0.37044967880085655,173
173,0.04363347217440605,0.0001,0.8216212391853333,0.7906806468963623,1766073392.411723,27123276.0,409.71006589,0.37259100642398285,174
174,0.041068632155656815,0.0001,0.8553521037101746,0.7816091179847717,1766073394.8301766,27290681.0,412.128512431,0.3747323340471092,175
175,0.02855508029460907,0.0001,0.8568549156188965,0.7823437452316284,1766073397.2817,27449673.0,414.580039468,0.37687366167023556,176
176,0.028505422174930573,0.0001,0.8261069655418396,0.7899319529533386,1766073399.194231,27601441.0,416.49259398,0.37901498929336186,177
177,0.039615288376808167,0.0001,0.8383527994155884,0.7883776426315308,1766073401.573284,27748300.0,418.871640239,0.3811563169164882,178
178,0.03149794414639473,0.0001,0.7959244847297668,0.7985430955886841,1766073404.016955,27900973.0,421.315293938,0.38329764453961457,179
179,0.03936278447508812,0.0001,0.8395094871520996,0.7871350646018982,1766073406.498859,28057386.0,423.797189337,0.3854389721627409,180
180,0.036898065358400345,0.0001,0.844811201095581,0.7855713367462158,1766073408.9147487,28218433.0,426.213114299,0.3875802997858672,181
181,0.030221858993172646,0.0001,0.8334893584251404,0.7892584800720215,1766073411.4729023,28378531.0,428.77125115,0.3897216274089936,182
182,0.046109456568956375,0.0001,0.7717680931091309,0.8045450448989868,1766073412.9578135,28517567.0,430.256145645,0.39186295503211993,183
183,0.028981098905205727,0.0001,0.798758864402771,0.7950447797775269,1766073414.81632,28678245.0,432.11468049,0.39400428265524623,184
184,0.040696002542972565,0.0001,0.8511718511581421,0.7852832078933716,1766073417.2773414,28847748.0,434.57566913,0.3961456102783726,185
185,0.028747940436005592,0.0001,0.8324645757675171,0.7892253398895264,1766073419.15088,29003477.0,436.449228498,0.39828693790149894,186
186,0.027821190655231476,0.0001,0.8303411602973938,0.788070797920227,1766073421.6178892,29163981.0,438.916260808,0.4004282655246253,187
187,0.03651970997452736,0.0001,0.8211450576782227,0.7898349165916443,1766073424.0424821,29313769.0,441.340809834,0.4025695931477516,188
188,0.03318797051906586,0.0001,0.8155215978622437,0.7911888360977173,1766073426.5272124,29474111.0,443.825561361,0.40471092077087795,189
189,0.031355120241642,0.0001,0.8689645528793335,0.7804247140884399,1766073428.772808,29641339.0,446.071167404,0.4068522483940043,190
190,0.050692491233348846,0.0001,0.8032764196395874,0.7963547706604004,1766073430.875675,29795124.0,448.17401956,0.4089935760171306,191
191,0.02807214856147766,0.0001,0.8452990651130676,0.7849131226539612,1766073433.3625536,29956920.0,450.660906913,0.41113490364025695,192
192,0.0398113913834095,0.0001,0.8560174703598022,0.7794808149337769,1766073435.7541616,30113790.0,453.052520046,0.4132762312633833,193
193,0.03636876866221428,0.0001,0.8227200508117676,0.7887298464775085,1766073438.179443,30267060.0,455.477790535,0.41541755888650966,194
194,0.029157264158129692,0.0001,0.8381291627883911,0.7871646285057068,1766073440.1440206,30420733.0,457.442373779,0.41755888650963596,195
195,0.0298500694334507,0.0001,0.8412662744522095,0.7852917909622192,1766073442.587492,30582338.0,459.885827223,0.4197002141327623,196
196,0.04948797821998596,0.0001,0.8019737005233765,0.7973122596740723,1766073444.2007332,30735043.0,461.49906532,0.42184154175588867,197
197,0.04538235813379288,0.0001,0.8342821002006531,0.7873877286911011,1766073446.0703282,30885025.0,463.368683944,0.42398286937901497,198
198,0.07972151786088943,0.0001,0.828405499458313,0.7887548208236694,1766073447.9727619,31036663.0,465.271086003,0.4261241970021413,199
199,0.035955093801021576,0.0001,0.787826657295227,0.7996230721473694,1766073449.6703486,31184340.0,466.968699374,0.4282655246252677,200
200,0.03320738673210144,0.0001,0.8378430604934692,0.7856689095497131,1766073467.0160327,31345142.0,484.31443356,0.430406852248394,201
201,0.03646354749798775,0.0001,0.8537361025810242,0.7820518612861633,1766073469.1440222,31495847.0,486.442372871,0.43254817987152033,202
202,0.035455767065286636,0.0001,0.824628472328186,0.7898489832878113,1766073471.5263965,31654749.0,488.824754244,0.4346895074946467,203
203,0.04791929945349693,0.0001,0.8338140249252319,0.788701593875885,1766073473.0860891,31808152.0,490.38442332,0.43683083511777304,204
204,0.029349541291594505,0.0001,0.8499546051025391,0.7837857007980347,1766073475.5105636,31977458.0,492.808899787,0.43897216274089934,205
205,0.06074029952287674,0.0001,0.8216180801391602,0.7902501821517944,1766073477.244815,32129990.0,494.543136305,0.4411134903640257,206
206,0.030072558671236038,0.0001,0.8710735440254211,0.7793727517127991,1766073479.6922112,32295318.0,496.990582289,0.44325481798715205,207
207,0.04214855656027794,0.0001,0.8552395701408386,0.7823530435562134,1766073482.2024753,32458576.0,499.500820703,0.44539614561027835,208
208,0.046562615782022476,0.0001,0.8354218006134033,0.786573588848114,1766073484.6778078,32617496.0,501.976165064,0.4475374732334047,209
209,0.03377638757228851,0.0001,0.8239097595214844,0.7917706370353699,1766073487.1127505,32779172.0,504.411083109,0.44967880085653106,210
