train/learning_rate,_step,train/epoch,train/mean_token_accuracy,_runtime,train/loss,train/grad_norm,_timestamp,train/global_step,train/num_tokens
0.0001,41,0.09003215434083602,0.7980504631996155,2281.627329691,0.7622732520103455,0.03181944042444229,1766075392.212036,42,6519771.0
0.0001,42,0.09217577706323687,0.8062396943569183,2333.796722088,0.7255115509033203,0.0369035080075264,1766075444.3814526,43,6672296.0
0.0001,43,0.09431939978563773,0.7924462258815765,2405.934356054,0.781812310218811,0.028977692127227783,1766075516.519038,44,6843136.0
0.0001,44,0.09646302250803858,0.7971288412809372,2464.844495547,0.7563371658325195,0.033191241323947906,1766075575.429189,45,6993296.0
0.0001,45,0.09860664523043944,0.8109691143035889,2519.561692847,0.7135167121887207,0.038077618926763535,1766075630.146389,46,7142356.0
0.0001,46,0.1007502679528403,0.8107224553823471,2566.153632399,0.7155197262763977,0.02853786200284958,1766075676.7383401,47,7294167.0
0.0001,47,0.10289389067524116,0.7864993363618851,2633.294978466,0.814652681350708,0.042037542909383774,1766075743.8796446,48,7470762.0
0.0001,48,0.10503751339764202,0.8065225780010223,2693.994252439,0.7284176349639893,0.026633718982338905,1766075804.578961,49,7629052.0
0.0001,49,0.10718113612004287,0.811824768781662,2737.877924788,0.7066549062728882,0.027518082410097122,1766075848.462477,50,7779609.0
0.0001,50,0.10932475884244373,0.8050561994314194,2790.95225454,0.7308762073516846,0.02973923832178116,1766075901.536993,51,7927458.0
0.0001,51,0.11146838156484459,0.8094076663255692,2838.946881084,0.7141224145889282,0.02770751714706421,1766075949.5315695,52,8078023.0
0.0001,52,0.11361200428724544,0.807473361492157,2889.765985514,0.7218016386032104,0.03228103742003441,1766076000.350641,53,8230483.0
0.0001,53,0.1157556270096463,0.81482894718647,2942.335046216,0.6967198848724365,0.06353750824928284,1766076052.9197435,54,8375984.0
0.0001,54,0.11789924973204716,0.7900785803794861,3000.686701214,0.7901284694671631,0.05143282189965248,1766076111.271447,55,8547262.0
0.0001,55,0.12004287245444802,0.79819056391716,3060.366974687,0.7633720636367798,0.031126338988542557,1766076170.9517438,56,8704936.0
0.0001,56,0.12218649517684887,0.8057583868503571,3116.567370945,0.727003276348114,0.07887262850999832,1766076227.1520715,57,8867795.0
0.0001,57,0.12433011789924973,0.8033424019813538,3165.293165991,0.7325794696807861,0.032852012664079666,1766076275.877872,58,9019339.0
0.0001,58,0.1264737406216506,0.8025784939527512,3220.854052113,0.7451337575912476,0.07275035232305527,1766076331.4387581,59,9189045.0
0.0001,59,0.12861736334405144,0.8050374090671539,3274.166125018,0.7285993099212646,0.0927884429693222,1766076384.7507448,60,9353955.0
0.0001,60,0.1307609860664523,0.8175133019685745,3332.010852039,0.6845484972000122,0.030534138903021812,1766076442.5955484,61,9504744.0
0.0001,61,0.13290460878885316,0.7944262474775314,3391.688093008,0.7726649045944214,0.07792877405881882,1766076502.272803,62,9662901.0
0.0001,62,0.13504823151125403,0.8192443251609802,3438.652183353,0.6672595739364624,0.12823975086212158,1766076549.2367487,63,9809122.0
0.0001,63,0.13719185423365488,0.809037908911705,3495.158631904,0.7176027297973633,0.10664904117584229,1766076605.742828,64,9968473.0
0.0001,64,0.13933547695605572,0.8021114021539688,3552.881136247,0.7432087063789368,0.03943869099020958,1766076663.4656482,65,10119334.0
0.0001,65,0.1414790996784566,0.8125791996717453,3595.175027375,0.6969742774963379,0.05894647538661957,1766076705.7597177,66,10259437.0
0.0001,66,0.14362272240085744,0.8008407354354858,3662.244758325,0.7530399560928345,0.10978717356920242,1766076772.8294482,67,10416011.0
0.0001,67,0.1457663451232583,0.8030914068222046,3708.669115702,0.7380931973457336,0.09979163110256195,1766076819.2538154,68,10566185.0
0.0001,68,0.14790996784565916,0.8110029995441437,3755.266499298,0.7083563804626465,0.024643316864967346,1766076865.8511918,69,10715715.0
0.0001,69,0.15005359056806003,0.8061516135931015,3819.236642258,0.7255806922912598,0.11814593523740768,1766076929.8212485,70,10880059.0
0.0001,70,0.15219721329046088,0.8074084371328354,3864.313828684,0.7161433696746826,0.13642968237400055,1766076974.8984077,71,11036249.0
0.0001,71,0.15434083601286175,0.8047845512628555,3913.644891247,0.7283542156219482,0.03889952227473259,1766077024.229573,72,11186751.0
0.0001,72,0.1564844587352626,0.7988908439874649,3971.699831601,0.7554011344909668,0.12288437783718109,1766077082.2843568,73,11356082.0
0.0001,73,0.15862808145766344,0.803435206413269,4024.973459065,0.7370675802230835,0.13471657037734985,1766077135.5581517,74,11514483.0
0.0001,74,0.1607717041800643,0.8056130111217499,4075.016147209,0.719618558883667,0.04339293763041496,1766077185.6007476,75,11663606.0
0.0001,75,0.16291532690246516,0.8054638057947159,4126.494359218,0.7277206182479858,0.02741679549217224,1766077237.0790098,76,11816781.0
0.0001,76,0.16505894962486603,0.8027897775173187,4177.876696745,0.7384269833564758,0.05281597375869751,1766077288.461388,77,11978438.0
0.0001,77,0.16720257234726688,0.8098087906837463,4230.213435231,0.708694338798523,0.13173864781856537,1766077340.7981458,78,12137976.0
0.0001,78,0.16934619506966775,0.8057585209608078,4286.347637129,0.7371995449066162,0.09695108234882355,1766077396.932264,79,12295505.0
0.0001,79,0.1714898177920686,0.8004195392131805,4340.694523555,0.7448707222938538,0.058762818574905396,1766077451.2791004,80,12452019.0
0.0001,80,0.17363344051446947,0.7981669306755066,4404.606828701,0.7556555271148682,0.12899361550807953,1766077515.1914856,81,12611435.0
0.0001,81,0.1757770632368703,0.8154946863651276,4464.104873447,0.6899024844169617,0.045321784913539886,1766077574.6895428,82,12770621.0
0.0001,82,0.17792068595927116,0.8072169274091721,4510.695083029,0.7204821109771729,0.11552891880273819,1766077621.2797704,83,12917873.0
0.0001,83,0.18006430868167203,0.8117126822471619,4553.859924056,0.7038574814796448,0.14820252358913422,1766077664.4445863,84,13056173.0
0.0001,84,0.18220793140407288,0.7966838330030441,4605.555211813,0.7564098238945007,0.0631541907787323,1766077716.139952,85,13211326.0
0.0001,85,0.18435155412647375,0.8021266758441925,4654.395862528,0.7440025210380554,0.05231071263551712,1766077764.9804902,86,13369675.0
0.0001,86,0.1864951768488746,0.8105216026306152,4704.690031067,0.698752760887146,0.10620476305484772,1766077815.2746875,87,13509971.0
0.0001,87,0.18863879957127547,0.8043225854635239,4767.02875885,0.7346959114074707,0.07249229401350021,1766077877.613414,88,13673080.0
0.0001,88,0.1907824222936763,0.7920543402433395,4819.972118355,0.7728255391120911,0.03943387418985367,1766077930.5567842,89,13838935.0
0.0001,89,0.19292604501607716,0.7971345782279968,4884.338156736,0.7539463639259338,0.07221625000238419,1766077994.9228399,90,14002150.0
0.0001,90,0.19506966773847803,0.8068736493587494,4938.248778834,0.7249927520751953,0.033827465027570724,1766078048.833329,91,14156247.0
0.0001,91,0.19721329046087888,0.8054149150848389,4998.071673889,0.7276931405067444,0.05735550820827484,1766078108.656329,92,14323035.0
0.0001,92,0.19935691318327975,0.7976978123188019,5062.757265932,0.7656272649765015,0.06153324246406555,1766078173.341978,93,14490759.0
0.0001,93,0.2015005359056806,0.8062699735164642,5112.992302284,0.72135329246521,0.028362277895212173,1766078223.5768502,94,14642384.0
0.0001,94,0.20364415862808147,0.8078282624483109,5159.382191679,0.7123326063156128,0.08734079450368881,1766078269.966708,95,14786158.0
0.0001,95,0.2057877813504823,0.8094809651374817,5207.530547154,0.700762152671814,0.09219148755073547,1766078318.1152496,96,14929253.0
0.0001,96,0.20793140407288319,0.8174540549516678,5264.278609436,0.6666305065155029,0.03876953944563866,1766078374.8632076,97,15078062.0
0.0001,97,0.21007502679528403,0.7993889898061752,5319.035201296,0.7445871829986572,0.033594075590372086,1766078429.6197457,98,15227850.0
0.0001,98,0.21221864951768488,0.8069790601730347,5378.452986315,0.7202593088150024,0.028166890144348145,1766078489.0376358,99,15385692.0
0.0001,99,0.21436227224008575,0.816073939204216,5441.482371219,0.6903222799301147,0.047693464905023575,1766078552.0669656,100,15540223.0
0.0001,100,0.2165058949624866,0.8161444216966629,5504.663278536,0.6833266019821167,0.04262928664684296,1766078615.247965,101,15695591.0
0.0001,101,0.21864951768488747,0.8075500875711441,5558.943750798,0.7201985716819763,0.026669969782233238,1766078669.5283906,102,15855000.0
0.0001,102,0.2207931404072883,0.8011030703783035,5609.816361282,0.7392150163650513,0.03192691132426262,1766078720.4010103,103,16010570.0
0.0001,103,0.22293676312968919,0.8044707477092743,5662.856839828,0.7189340591430664,0.026100119575858116,1766078773.4414172,104,16175156.0
0.0001,104,0.22508038585209003,0.8036503940820694,5728.353927407,0.7342910766601562,0.028759727254509926,1766078838.9385908,105,16345184.0
0.0001,105,0.22722400857449088,0.8052522242069244,5785.595469728,0.7307486534118652,0.028449825942516327,1766078896.18015,106,16496673.0
0.0001,106,0.22936763129689175,0.8050627261400223,5838.962725422,0.7397308349609375,0.029574783518910408,1766078949.547384,107,16650964.0
0.0001,107,0.2315112540192926,0.8020944148302078,5892.372365602,0.7468211650848389,0.03508986532688141,1766079002.9569325,108,16806131.0
0.0001,108,0.23365487674169347,0.8012907654047012,5949.87850544,0.7535550594329834,0.030936041846871376,1766079060.4630802,109,16971757.0
0.0001,109,0.2357984994640943,0.8104374408721924,6006.698242949,0.7087839245796204,0.029540905728936195,1766079117.2829394,110,17125261.0
0.0001,110,0.2379421221864952,0.8103170692920685,6063.654158454,0.707107663154602,0.03319665789604187,1766079174.2388165,111,17285808.0
0.0001,111,0.24008574490889603,0.8140951842069626,6122.708696902,0.6954057216644287,0.03947912156581879,1766079233.2933662,112,17436207.0
0.0001,112,0.2422293676312969,0.8028986155986786,6178.891757437,0.7297411561012268,0.029813265427947044,1766079289.4764137,113,17609651.0
0.0001,113,0.24437299035369775,0.8065458536148071,6239.576085521,0.7215934991836548,0.030103642493486404,1766079350.1606667,114,17764531.0
0.0001,114,0.2465166130760986,0.8183356374502182,6297.025799117,0.6789584159851074,0.029402215033769608,1766079407.6104147,115,17923936.0
0.0001,115,0.24866023579849947,0.8142382055521011,6355.495592019,0.6937237977981567,0.027815796434879303,1766079466.0800922,116,18080869.0
0.0001,116,0.2508038585209003,0.8041671365499496,6406.808358962,0.7347267866134644,0.02687888592481613,1766079517.3929195,117,18244414.0
0.0001,117,0.2529474812433012,0.8020682632923126,6470.296806229,0.7398293018341064,0.03204285353422165,1766079580.8814528,118,18401734.0
0.0001,118,0.25509110396570206,0.8126579374074936,6523.137277916,0.6948752403259277,0.031352292746305466,1766079633.7218952,119,18555213.0
0.0001,119,0.2572347266881029,0.7893045097589493,6596.798249324,0.7918679118156433,0.029280509799718857,1766079707.3828201,120,18729596.0
0.0001,120,0.25937834941050375,0.8100251257419586,6641.666270588,0.7004235982894897,0.0480857789516449,1766079752.250851,121,18874599.0
0.0001,121,0.2615219721329046,0.8032172173261642,6701.68768964,0.7281972169876099,0.04391469061374664,1766079812.272406,122,19043580.0
0.0001,122,0.26366559485530544,0.8092747330665588,6750.20525539,0.7138309478759766,0.030546758323907852,1766079860.789951,123,19188254.0
0.0001,123,0.2658092175777063,0.8135032951831818,6800.599836842,0.6865931749343872,0.04384573921561241,1766079911.1845524,124,19336517.0
0.0001,124,0.2679528403001072,0.811784639954567,6857.970888132,0.7037621140480042,0.06620367616415024,1766079968.5554006,125,19494094.0
0.0001,125,0.27009646302250806,0.8074565082788467,6909.537191934,0.7163797616958618,0.05209922045469284,1766080020.1218305,126,19648425.0
0.0001,126,0.2722400857449089,0.8059344291687012,6962.737213522,0.7193428874015808,0.027699777856469154,1766080073.3219001,127,19798344.0
0.0001,127,0.27438370846730975,0.8071493804454803,7014.906415149,0.7149063348770142,0.0343366339802742,1766080125.4910812,128,19955841.0
0.0001,128,0.2765273311897106,0.8128920197486877,7062.977768122,0.6991307735443115,0.03167112171649933,1766080173.5624435,129,20107598.0
0.0001,129,0.27867095391211144,0.8127427846193314,7110.76043663,0.6986507177352905,0.03011273220181465,1766080221.3451667,130,20258362.0
0.0001,130,0.2808145766345123,0.7989148050546646,7167.237672451,0.7435662746429443,0.03107152134180069,1766080277.8221536,131,20412165.0
0.0001,131,0.2829581993569132,0.817370280623436,7214.578826307,0.6775686740875244,0.03502378612756729,1766080325.1632843,132,20561798.0
0.0001,132,0.28510182207931406,0.8037513643503189,7265.813966028,0.729971170425415,0.033044733107089996,1766080376.3986201,133,20720111.0
0.0001,133,0.2872454448017149,0.8123641759157181,7316.869494006,0.6978615522384644,0.02901630289852619,1766080427.4541588,134,20876095.0
0.0001,134,0.28938906752411575,0.8073398917913437,7371.756266791,0.7185502648353577,0.06366278231143951,1766080482.3409672,135,21031975.0
0.0001,135,0.2915326902465166,0.8147242367267609,7430.925139876,0.6834676265716553,0.08410616964101791,1766080541.5098271,136,21180614.0
0.0001,136,0.2936763129689175,0.7937334179878235,7498.695836298,0.7742085456848145,0.05290580540895462,1766080609.280399,137,21349138.0
0.0001,137,0.2958199356913183,0.796827107667923,7561.792786453,0.754807710647583,0.03586609289050102,1766080672.3775163,138,21511590.0
0.0001,138,0.2979635584137192,0.8071707934141159,7611.584469117,0.7171087265014648,0.08791618794202805,1766080722.1691732,139,21656819.0
0.0001,139,0.30010718113612006,0.8020636588335037,7661.005373765,0.7382069826126099,0.10210225731134415,1766080771.5901027,140,21811238.0
0.0001,140,0.3022508038585209,0.7929708808660507,7715.004538838,0.77289879322052,0.057605355978012085,1766080825.5892043,141,21980388.0
0.0001,141,0.30439442658092175,0.7959581166505814,7780.425404813,0.7589549422264099,0.03877000883221626,1766080891.0100353,142,22142594.0
0.0001,142,0.3065380493033226,0.7988833039999008,7833.813041213,0.7527402639389038,0.07370739430189133,1766080944.3976395,143,22299845.0
0.0001,143,0.3086816720257235,0.8104527443647385,7897.17420433,0.716224193572998,0.049657128751277924,1766081007.75877,144,22465527.0
0.0001,144,0.3108252947481243,0.8139937072992325,7953.616688845,0.6893504858016968,0.04272713512182236,1766081064.2013698,145,22618289.0
0.0001,145,0.3129689174705252,0.8112853020429611,8005.506050221,0.7038730978965759,0.0898015946149826,1766081116.0906277,146,22770622.0
0.0001,146,0.31511254019292606,0.8171376883983612,8057.386605184,0.675331175327301,0.07526333630084991,1766081167.9711897,147,22922597.0
0.0001,147,0.3172561629153269,0.8099262416362762,8114.320196971,0.708664059638977,0.030345844104886055,1766081224.9048867,148,23075685.0
0.0001,148,0.31939978563772775,0.8095492273569107,8167.851169047,0.7111893892288208,0.06285949796438217,1766081278.435839,149,23239973.0
0.0001,149,0.3215434083601286,0.7991027683019638,8238.094197207,0.7510278224945068,0.07240904122591019,1766081348.6788635,150,23407446.0
0.0001,150,0.3236870310825295,0.8185141980648041,8289.468927346,0.6741754412651062,0.03750814497470856,1766081400.053562,151,23555395.0
0.0001,151,0.3258306538049303,0.8094150871038437,8342.4756492,0.7192769646644592,0.0466846227645874,1766081453.0602622,152,23712167.0
0.0001,152,0.3279742765273312,0.8038517236709595,8396.145539349,0.7308133840560913,0.07440391927957535,1766081506.7302268,153,23869562.0
0.0001,153,0.33011789924973206,0.8029936701059341,8453.93703518,0.7275437712669373,0.05019243434071541,1766081564.5217242,154,24027568.0
0.0001,154,0.3322615219721329,0.8036081790924072,8508.122373093,0.7384885549545288,0.040372706949710846,1766081618.7070584,155,24183451.0
0.0001,155,0.33440514469453375,0.8085323721170425,8568.347072781,0.7109171152114868,0.07932491600513458,1766081678.931733,156,24342400.0
0.0001,156,0.3365487674169346,0.8003376126289368,8636.061584428,0.7496411800384521,0.0574166402220726,1766081746.6462457,157,24500736.0
0.0001,157,0.3386923901393355,0.8116842359304428,8699.911569877,0.6986809968948364,0.04658478498458862,1766081810.4961042,158,24652820.0
0.0001,158,0.3408360128617363,0.8063186407089233,8753.241236832,0.7161821126937866,0.08976807445287704,1766081863.8258939,159,24810632.0
0.0001,159,0.3429796355841372,0.8084274530410767,8815.146498017,0.7056500315666199,0.04890204221010208,1766081925.7311826,160,24968589.0
0.0001,160,0.34512325830653806,0.8025327771902084,8875.709273399,0.7355647683143616,0.04889960214495659,1766081986.2938547,161,25125017.0
0.0001,161,0.34726688102893893,0.8161730319261551,8932.003483968,0.6797167062759399,0.07433950901031494,1766082042.5880654,162,25277188.0
0.0001,162,0.34941050375133975,0.819919615983963,8982.35900768,0.6694086790084839,0.04252135753631592,1766082092.9436927,163,25430057.0
0.0001,163,0.3515541264737406,0.8195419311523438,9046.31532522,0.67481529712677,0.046292390674352646,1766082156.900011,164,25583830.0
0.0001,164,0.3536977491961415,0.8053579032421112,9104.36055607,0.7239362597465515,0.08324456959962845,1766082214.9451535,165,25742285.0
0.0001,165,0.3558413719185423,0.8086579293012619,9168.552530775,0.708386242389679,0.06126382201910019,1766082279.1370823,166,25907065.0
0.0001,166,0.3579849946409432,0.8129864931106567,9214.664662835,0.68932044506073,0.04805104434490204,1766082325.2493324,167,26051750.0
0.0001,167,0.36012861736334406,0.8078747093677521,9266.505285616,0.7178983688354492,0.10628966242074966,1766082377.0899184,168,26204362.0
0.0001,168,0.36227224008574493,0.8009750545024872,9325.505069381,0.7427648305892944,0.057966046035289764,1766082436.089717,169,26364857.0
0.0001,169,0.36441586280814575,0.8106540888547897,9371.076631417,0.7039334774017334,0.07961723208427429,1766082481.6613483,170,26513585.0
0.0001,170,0.3665594855305466,0.8015547841787338,9432.569544165,0.7424755096435547,0.10544415563344955,1766082543.1542156,171,26680409.0
0.0001,171,0.3687031082529475,0.8200135678052902,9479.412585226,0.6697065830230713,0.04423734173178673,1766082589.9972517,172,26817383.0
0.0001,172,0.3708467309753483,0.8093153387308121,9531.366027229,0.7176001667976379,0.12700359523296356,1766082641.9506996,173,26962206.0
0.0001,173,0.3729903536977492,0.8125274032354355,9590.480856078,0.6957186460494995,0.038519881665706635,1766082701.0653903,174,27123276.0
0.0001,174,0.37513397642015006,0.8040428459644318,9652.304909197,0.7327185869216919,0.0897207260131836,1766082762.8895168,175,27290681.0
0.0001,175,0.37727759914255093,0.8039142340421677,9704.765863218,0.7318148612976074,0.05523831769824028,1766082815.350437,176,27449673.0
0.0001,176,0.37942122186495175,0.8100810199975967,9755.632062384,0.7051849961280823,0.05394608899950981,1766082866.2166526,177,27601441.0
0.0001,177,0.3815648445873526,0.8089442551136017,9812.258052335,0.715808629989624,0.07376907020807266,1766082922.8427079,178,27748300.0
0.0001,178,0.3837084673097535,0.819028452038765,9866.438254365,0.6733919978141785,0.03036813996732235,1766082977.0229068,179,27900973.0
0.0001,179,0.3858520900321543,0.8080685883760452,9922.407934139,0.7142401337623596,0.06402640044689178,1766083032.9925117,180,28057386.0
0.0001,180,0.3879957127545552,0.8061028122901917,9978.226191166,0.7236366271972656,0.057748764753341675,1766083088.8106923,181,28218433.0
0.0001,181,0.39013933547695606,0.808273658156395,10043.577327487,0.7133287191390991,0.0357484444975853,1766083154.1618931,182,28378531.0
0.0001,182,0.39228295819935693,0.8253774642944336,10086.904824732,0.6483370065689087,0.0740174800157547,1766083197.4893515,183,28517567.0
0.0001,183,0.39442658092175775,0.8156888633966446,10135.886584252,0.680691123008728,0.05207972973585129,1766083246.4712114,184,28678245.0
0.0001,184,0.3965702036441586,0.8059528023004532,10196.483292418,0.7282629013061523,0.03515748307108879,1766083307.0677617,185,28847748.0
0.0001,185,0.3987138263665595,0.8086910396814346,10245.58527848,0.7163330912590027,0.04503428936004639,1766083356.169996,186,29003477.0
0.0001,186,0.4008574490889603,0.809183269739151,10304.643345579,0.710277795791626,0.030183831229805946,1766083415.2280173,187,29163981.0
0.0001,187,0.4030010718113612,0.8117323666810989,10360.069536409,0.696370005607605,0.03290016949176788,1766083470.6542077,188,29313769.0
0.0001,188,0.40514469453376206,0.8106737434864044,10416.421412228,0.6944820284843445,0.031088195741176605,1766083527.0061026,189,29474111.0
0.0001,189,0.40728831725616294,0.802922859787941,10472.24983415,0.745366632938385,0.04492494836449623,1766083582.8344793,190,29641339.0
0.0001,190,0.40943193997856375,0.8170743584632874,10525.285615274,0.6798559427261353,0.03918689116835594,1766083635.8702354,191,29795124.0
0.0001,191,0.4115755627009646,0.8069788813591003,10577.821255069,0.7212774753570557,0.03447107598185539,1766083688.405918,192,29956920.0
0.0001,192,0.4137191854233655,0.8020451813936234,10634.476321096,0.7295159101486206,0.04425686597824097,1766083745.0610168,193,30113790.0
0.0001,193,0.41586280814576637,0.8114000409841537,10695.591112775,0.6983851194381714,0.030469894409179688,1766083806.1758518,194,30267060.0
0.0001,194,0.4180064308681672,0.806729257106781,10745.482431084,0.7176591157913208,0.04812055826187134,1766083856.067091,195,30420733.0
0.0001,195,0.42015005359056806,0.8067863583564758,10801.139209881,0.7170898914337158,0.036532286554574966,1766083911.7239683,196,30582338.0
0.0001,196,0.42229367631296894,0.8192567676305771,10847.467206434,0.6798152923583984,0.04475156590342522,1766083958.051894,197,30735043.0
0.0001,197,0.42443729903536975,0.8104613125324249,10897.014358837,0.705478847026825,0.06139196455478668,1766084007.5989904,198,30885025.0
0.0001,198,0.4265809217577706,0.8099577575922012,10948.017415804,0.705470860004425,0.03488009423017502,1766084058.602108,199,31036663.0
0.0001,199,0.4287245444801715,0.8195748925209045,10996.307339571,0.6684212684631348,0.04529116675257683,1766084106.8919728,200,31184340.0
0.0001,200,0.43086816720257237,0.8074629008769989,11052.2856155,0.7136693000793457,0.0489012785255909,1766084162.870215,201,31345142.0
0.0001,201,0.4330117899249732,0.8025270700454712,11104.875081487,0.7309134602546692,0.031400345265865326,1766084215.4597056,202,31495847.0
0.0001,202,0.43515541264737406,0.8106033354997635,11163.466543533,0.7010571360588074,0.04423334449529648,1766084274.0512636,203,31654749.0
0.0001,203,0.43729903536977494,0.8081597983837128,11206.811550358,0.7125983238220215,0.04159409552812576,1766084317.396255,204,31808152.0
0.0001,204,0.43944265809217575,0.804055392742157,11264.332638611,0.7293890714645386,0.030984031036496162,1766084374.9172614,205,31977458.0
0.0001,205,0.4415862808145766,0.8112035095691681,11311.965197017,0.6979919672012329,0.04238259047269821,1766084422.5497859,206,32129990.0
0.0001,206,0.4437299035369775,0.799029529094696,11377.707903269,0.7531771063804626,0.03953428938984871,1766084488.2925518,207,32295318.0
0.0001,207,0.44587352625937837,0.8024337887763977,11434.011847173,0.7345967292785645,0.031161481514573097,1766084544.596474,208,32458576.0
