train/mean_token_accuracy,_timestamp,train/global_step,_step,_runtime,train/epoch,train/learning_rate,train/loss,train/num_tokens,train/grad_norm
0.7976939380168915,1766073845.2702832,274,273,1063.995000256,0.587352625937835,0.0001,0.7954597473144531,42648060.0,0.03443022072315216
0.7914251983165741,1766073848.6521835,275,274,1067.376898616,0.5894962486602358,0.0001,0.8167153596878052,42799438.0,0.043631937354803085
0.7944024205207825,1766073852.6216192,276,275,1071.346334294,0.5916398713826366,0.0001,0.808479905128479,42945465.0,0.036576516926288605
0.7956601679325104,1766073856.2467775,277,276,1074.971533397,0.5937834941050375,0.0001,0.7985228300094604,43089377.0,0.0465773269534111
0.782180905342102,1766073860.8719363,278,277,1079.596663477,0.5959271168274384,0.0001,0.8585277795791626,43253006.0,0.03813183307647705
0.7920977473258972,1766073864.9042387,279,278,1083.628965533,0.5980707395498392,0.0001,0.81392902135849,43420433.0,0.03499888628721237
0.7919375002384186,1766073868.127029,280,279,1086.851779249,0.6002143622722401,0.0001,0.8172470331192017,43577695.0,0.04184376448392868
0.7913753092288971,1766073872.452767,281,280,1091.177472007,0.602357984994641,0.0001,0.811609148979187,43738482.0,0.035158660262823105
0.7902305126190186,1766073876.9378517,282,281,1095.662566169,0.6045016077170418,0.0001,0.8195569515228271,43895774.0,0.033987127244472504
0.7930196523666382,1766073880.191468,283,282,1098.916178467,0.6066452304394426,0.0001,0.8159552812576294,44045728.0,0.05366333946585655
0.786567896604538,1766073884.4457731,284,283,1103.170494525,0.6087888531618435,0.0001,0.8204150199890137,44207082.0,0.03920074552297592
0.7865122258663177,1766073888.4734042,285,284,1107.198113857,0.6109324758842444,0.0001,0.8380158543586731,44360492.0,0.04774048179388046
0.8007491528987885,1766073892.294262,286,285,1111.018995371,0.6130760986066452,0.0001,0.7802956104278564,44507249.0,0.043816886842250824
0.7967184782028198,1766073896.0053885,287,286,1114.730102074,0.6152197213290461,0.0001,0.8122405409812927,44657380.0,0.03965332731604576
0.7915984094142914,1766073899.292752,288,287,1118.017474962,0.617363344051447,0.0001,0.8103657960891724,44809690.0,0.040577325969934464
0.7988542020320892,1766073902.2209034,289,288,1120.945620615,0.6195069667738478,0.0001,0.7859220504760742,44958006.0,0.03519073873758316
0.7877017557621002,1766073905.9827225,290,289,1124.707445479,0.6216505894962486,0.0001,0.8327280282974243,45127484.0,0.03881264105439186
0.7811558544635773,1766073910.1985984,291,290,1128.923336765,0.6237942122186495,0.0001,0.8620688915252686,45288670.0,0.036056116223335266
0.7954387962818146,1766073913.0421782,292,291,1131.766903844,0.6259378349410504,0.0001,0.7965759038925171,45435435.0,0.048032861202955246
0.7924544811248779,1766073916.7989676,293,292,1135.523697678,0.6280814576634512,0.0001,0.8126319646835327,45582758.0,0.044178787618875504
0.7973156273365021,1766073920.3804297,294,293,1139.105180384,0.6302250803858521,0.0001,0.7960260510444641,45724786.0,0.04681268334388733
0.7953340411186218,1766073923.6131024,295,294,1142.337853876,0.632368703108253,0.0001,0.8054059743881226,45875653.0,0.036624275147914886
0.796112596988678,1766073927.320309,296,295,1146.045022191,0.6345123258306538,0.0001,0.797737717628479,46026612.0,0.04816187918186188
0.7950266599655151,1766073930.601656,297,296,1149.326367787,0.6366559485530546,0.0001,0.8061898350715637,46173537.0,0.03765295818448067
0.7861059904098511,1766073934.386762,298,297,1153.111512971,0.6387995712754555,0.0001,0.8395624160766602,46337020.0,0.03356034308671951
0.7923342883586884,1766073937.9442875,299,298,1156.669025615,0.6409431939978564,0.0001,0.8262676000595093,46484878.0,0.03738773614168167
0.7877051830291748,1766073941.445083,300,299,1160.169812328,0.6430868167202572,0.0001,0.8223361968994141,46638837.0,0.03474460169672966
0.7920954525470734,1766073956.7163267,301,300,1175.441097375,0.6452304394426581,0.0001,0.8145742416381836,46792654.0,0.041266653686761856
0.7854393720626831,1766073960.0256538,302,301,1178.750391642,0.647374062165059,0.0001,0.8340775966644287,46956735.0,0.03679798170924187
0.7821604013442993,1766073964.578988,303,302,1183.303712633,0.6495176848874598,0.0001,0.860359787940979,47119017.0,0.039988189935684204
0.7910172939300537,1766073968.693294,304,303,1187.418023624,0.6516613076098606,0.0001,0.8194735050201416,47277064.0,0.041704729199409485
0.7889226078987122,1766073973.0660608,305,304,1191.790775523,0.6538049303322615,0.0001,0.8177838325500488,47425177.0,0.03649855777621269
0.801003485918045,1766073975.8879297,306,305,1194.612663679,0.6559485530546624,0.0001,0.7838276624679565,47567815.0,0.04287189990282059
0.8000165224075317,1766073979.2445078,307,306,1197.969222729,0.6580921757770632,0.0001,0.7742564082145691,47711542.0,0.04492483660578728
0.7895312607288361,1766073983.0117626,308,307,1201.736493389,0.6602357984994641,0.0001,0.8357547521591187,47867963.0,0.03929317742586136
0.7943509519100189,1766073987.09867,309,308,1205.823422763,0.662379421221865,0.0001,0.8023903369903564,48027087.0,0.038138050585985184
0.7828629612922668,1766073990.829809,310,309,1209.554522927,0.6645230439442658,0.0001,0.849251389503479,48181216.0,0.03947991505265236
0.7798844873905182,1766073994.9077148,311,310,1213.632439237,0.6666666666666666,0.0001,0.8687633872032166,48346653.0,0.03761126473546028
0.7821675539016724,1766073998.4758165,312,311,1217.200562882,0.6688102893890675,0.0001,0.856589674949646,48515202.0,0.046780798584222794
0.7880517244338989,1766074002.2670872,313,312,1220.991800723,0.6709539121114684,0.0001,0.8344048261642456,48681596.0,0.03882116079330444
0.8048867881298065,1766074006.1265152,314,313,1224.851252405,0.6730975348338692,0.0001,0.7635923624038696,48830511.0,0.0526706725358963
0.7853848040103912,1766074010.2073374,315,314,1228.93207545,0.6752411575562701,0.0001,0.8437587022781372,48979750.0,0.0367133803665638
0.795317530632019,1766074014.400541,316,315,1233.125240776,0.677384780278671,0.0001,0.8059166669845581,49140486.0,0.05210798606276512
0.7941030859947205,1766074019.2571316,317,316,1237.981858259,0.6795284030010718,0.0001,0.8111163377761841,49297672.0,0.03595370054244995
