train/epoch,train/learning_rate,train/global_step,eval/runtime,train/num_tokens,eval/samples_per_second,eval/loss,eval/steps_per_second,_runtime,_timestamp,train/loss,train/grad_norm,train/mean_token_accuracy,_step,eval/num_tokens,eval/mean_token_accuracy
0.631578947368421,8.218847050625476e-05,36,,323374.0,,,,304.666947768,1764008291.2194493,1.0093,0.19546149671077728,0.7256157994270325,38,,
0.6491228070175439,7.734730651844233e-05,37,,333746.0,,,,311.25103179,1764008297.80359,0.9407,0.186570942401886,0.7408230304718018,39,,
0.6666666666666666,7.261264882983024e-05,38,,341572.0,,,,318.230508513,1764008304.783038,0.9517,0.22439521551132202,0.740199863910675,40,,
0.6842105263157895,6.799994090968938e-05,39,,348381.0,,,,323.961947042,1764008310.5145702,0.9788,0.27708700299263,0.7308881878852844,41,,
0.7017543859649122,6.352422845249344e-05,40,,,,,,329.77869272,1764008316.3311481,0.9591,0.27581125497817993,,42,,
0.7017543859649122,,40,14.2742,,7.006,0.8886370062828064,0.49,344.077748018,1764008330.630458,,,,43,357526.0,0.7496158821242196
0.7192982456140351,5.9200110301990797e-05,41,,368566.0,,,,349.963857556,1764008336.5163128,0.9301,0.2034604847431183,0.7324064075946808,44,,
0.7368421052631579,5.5041690832810564e-05,42,,379575.0,,,,367.962359629,1764008354.5149562,0.6213,0.17197631299495697,0.8242038488388062,45,,
0.7543859649122807,5.106253394492435e-05,43,,390418.0,,,,376.108210848,1764008362.6608496,0.787,0.18423444032669067,0.7787119746208191,46,,
0.7719298245614035,4.72756188210236e-05,44,,399486.0,,,,382.512307726,1764008369.0649881,0.9475,0.22468851506710052,0.7375110387802124,47,,
0.7894736842105263,4.369329759112355e-05,45,,409415.0,,,,388.892235733,1764008375.4448879,0.8183,0.18914635479450226,0.760016143321991,48,,
0.8070175438596491,4.0327255042482585e-05,46,,416507.0,,,,394.570433779,1764008381.1228929,1.0267,0.2599101960659027,0.706447958946228,49,,
0.8245614035087719,3.718847050625475e-05,47,,426203.0,,,,401.801594978,1764008388.3540728,0.825,0.2052585780620575,0.7666391134262085,50,,
0.8421052631578947,3.428718204519369e-05,48,,435086.0,,,,407.61037419,1764008394.16287,0.9484,0.21877741813659668,0.7394787073135376,51,,
0.8596491228070176,3.163285305922007e-05,49,,445846.0,,,,414.244315449,1764008400.7969291,0.8191,0.1925104558467865,0.7622904777526855,52,,
0.8771929824561403,2.9234141417777762e-05,50,,,,,,420.73713416,1764008407.2897532,0.9421,0.27964529395103455,,53,,
0.8771929824561403,,50,14.2401,,7.022,0.8756487369537354,0.492,435.002735831,1764008421.555314,,,,54,453402.0,0.7517167755535671
0.8947368421052632,2.7098871219663504e-05,51,,461215.0,,,,442.063989656,1764008428.6164083,0.8359,0.23860953748226166,0.7522389888763428,55,,
0.9122807017543859,2.523400727244279e-05,52,,474730.0,,,,449.513436919,1764008436.0661018,0.847,0.17846892774105072,0.7531678676605225,56,,
0.9298245614035088,2.3645632374695246e-05,53,,482038.0,,,,455.183122088,1764008441.7357621,0.8901,0.2688107490539551,0.7516465187072754,57,,
0.9473684210526315,2.233892747518999e-05,54,,492355.0,,,,461.750955985,1764008448.3034847,0.9366,0.2472493052482605,0.7345829010009766,58,,
0.9649122807017544,2.1318154773707632e-05,55,,501355.0,,,,467.532618485,1764008454.0851274,0.9467,0.2546665072441101,0.7311804294586182,59,,
0.9824561403508771,2.0586643818630484e-05,56,,511087.0,,,,473.878237536,1764008460.4308486,0.956,0.24658384919166565,0.7270387411117554,60,,
1.0,2.0146780646647795e-05,57,,519069.0,,,,480.688290458,1764008467.2408633,0.8381,0.21264027059078217,0.7524491548538208,61,,
1.0,,57,,,,,,521.644945025,1764008508.1977785,,,,62,,
