_timestamp,train/epoch,train/loss,train/learning_rate,train/mean_token_accuracy,_runtime,train/global_step,train/grad_norm,train/num_tokens,_step,eval/accuracy
1765917350.7154734,0.4008574490889603,0.8973708152770996,1e-05,0.7782682180404663,1243.540140825,187.0,0.125551238656044,29163981.0,186,
1765917357.8354156,0.4030010718113612,0.8914108276367188,1e-05,0.7787269353866577,1250.660071033,188.0,0.13471072912216187,29313769.0,187,
1765917364.5759084,0.40514469453376206,0.882723867893219,1e-05,0.7799165993928909,1257.400581931,189.0,0.12795789539813995,29474111.0,188,
1765917371.0513244,0.40728831725616294,0.9345502853393555,1e-05,0.769989475607872,1263.876015315,190.0,0.12764707207679749,29641339.0,189,
1765917377.3976417,0.40943193997856375,0.8701471090316772,1e-05,0.7849527448415756,1270.222306205,191.0,0.1360640674829483,29795124.0,190,
1765917383.774564,0.4115755627009646,0.913241982460022,1e-05,0.7747756242752075,1276.599227201,192.0,0.12638704478740692,29956920.0,191,
1765917390.6558473,0.4137191854233655,0.9259260892868042,1e-05,0.769303098320961,1283.480502435,193.0,0.1289316713809967,30113790.0,192,
1765917397.6989527,0.41586280814576637,0.8883072733879089,1e-05,0.7783908843994141,1290.523597203,194.0,0.13259081542491913,30267060.0,193,
1765917403.6069705,0.4180064308681672,0.9043386578559875,1e-05,0.7768541872501373,1296.43164716,195.0,0.1317044496536255,30420733.0,194,
1765917410.5927799,0.42015005359056806,0.9091454148292542,1e-05,0.774222731590271,1303.417450658,196.0,0.13334767520427704,30582338.0,195,
1765917415.8956347,0.42229367631296894,0.8698558807373047,1e-05,0.7863481938838959,1308.720314305,197.0,0.13627545535564423,30735043.0,196,
1765917421.6639683,0.42443729903536975,0.9012521505355835,1e-05,0.7774406969547272,1314.488647015,198.0,0.14578880369663239,30885025.0,197,
1765917427.527101,0.4265809217577706,0.8950701951980591,1e-05,0.7770523428916931,1320.351741246,199.0,0.13735510408878326,31036663.0,198,
