_runtime,train/loss,train/global_step,train/epoch,train/mean_token_accuracy,_timestamp,train/grad_norm,train/num_tokens,train/learning_rate,_step,eval/accuracy
476.322513912,1.2774593830108643,72.0,0.15434083601286175,0.7061550617218018,1765916596.1367185,0.11340973526239395,11186751.0,1e-05,71,
483.044764895,1.250156283378601,73.0,0.1564844587352626,0.7101248353719711,1765916602.8589606,0.10119958966970444,11356082.0,1e-05,72,
489.847061869,1.253805160522461,74.0,0.15862808145766344,0.7119741141796112,1765916609.661254,0.10839802771806717,11514483.0,1e-05,73,
495.741040113,1.2543928623199463,75.0,0.1607717041800643,0.712217852473259,1765916615.5552237,0.11536897718906403,11663606.0,1e-05,74,
501.743957498,1.2344977855682373,76.0,0.16291532690246516,0.7181756794452667,1765916621.55816,0.11189344525337219,11816781.0,1e-05,75,
507.766643452,1.2262567281723022,77.0,0.16505894962486603,0.7194699645042419,1765916627.5808225,0.10947946459054947,11978438.0,1e-05,76,
514.227107986,1.1900430917739868,78.0,0.16720257234726688,0.7277771234512329,1765916634.0413125,0.10945598781108856,12137976.0,1e-05,77,
520.880105329,1.2132177352905273,79.0,0.16934619506966775,0.725091814994812,1765916640.694322,0.114731565117836,12295505.0,1e-05,78,
527.493712404,1.2193629741668701,80.0,0.1714898177920686,0.7206496447324753,1765916647.3079169,0.1104939803481102,12452019.0,1e-05,79,
535.140113524,1.216416597366333,81.0,0.17363344051446947,0.7199582904577255,1765916654.9542964,0.10859953612089157,12611435.0,1e-05,80,
542.308232883,1.1354191303253174,82.0,0.1757770632368703,0.7408023029565811,1765916662.122401,0.11221970617771149,12770621.0,1e-05,81,
547.985753208,1.1878912448883057,83.0,0.17792068595927116,0.7302307933568954,1765916667.799966,0.1201057881116867,12917873.0,1e-05,82,
553.180163551,1.1809463500976562,84.0,0.18006430868167203,0.7344973683357239,1765916672.9943686,0.12817570567131042,13056173.0,1e-05,83,
559.375487615,1.1926454305648804,85.0,0.18220793140407288,0.7249710857868195,1765916679.1896822,0.11535768210887909,13211326.0,1e-05,84,
565.46382619,1.1663691997528076,86.0,0.18435155412647375,0.7321002185344696,1765916685.2780602,0.11442052572965622,13369675.0,1e-05,85,
571.226534159,1.145451307296753,87.0,0.1864951768488746,0.7369733899831772,1765916691.0407393,0.12702903151512146,13509971.0,1e-05,86,
578.785268864,1.128239631652832,88.0,0.18863879957127547,0.7405496686697006,1765916698.5994477,0.11094551533460617,13673080.0,1e-05,87,
585.297578172,1.1588393449783325,89.0,0.1907824222936763,0.7287398427724838,1765916705.1118014,0.10870731621980667,13838935.0,1e-05,88,
592.722813352,1.1318429708480835,90.0,0.19292604501607716,0.7358870804309845,1765916712.537027,0.11193137615919113,14002150.0,1e-05,89,
599.504549757,1.1123970746994019,91.0,0.19506966773847803,0.7445888370275497,1765916719.3187556,0.12033765763044357,14156247.0,1e-05,90,
606.72478008,1.0866641998291016,92.0,0.19721329046087888,0.7457825988531113,1765916726.5389602,0.1102224737405777,14323035.0,1e-05,91,
614.112136075,1.12263822555542,93.0,0.19935691318327975,0.7389819473028183,1765916733.9263217,0.11086912453174591,14490759.0,1e-05,92,
620.13585195,1.0913056135177612,94.0,0.2015005359056806,0.745222881436348,1765916739.950045,0.11923274397850037,14642384.0,1e-05,93,
625.61070877,1.0872783660888672,95.0,0.20364415862808147,0.7467271834611893,1765916745.4249344,0.1288488209247589,14786158.0,1e-05,94,
631.304575542,1.0647149085998535,96.0,0.2057877813504823,0.7499383240938187,1765916751.1187727,0.12673640251159668,14929253.0,1e-05,95,
638.212078538,1.0088870525360107,97.0,0.20793140407288319,0.7626073211431503,1765916758.0262768,0.12028326094150543,15078062.0,1e-05,96,
644.308947704,1.0852272510528564,98.0,0.21007502679528403,0.7455163449048996,1765916764.123175,0.1167849749326706,15227850.0,1e-05,97,
651.450322066,1.0405640602111816,99.0,0.21221864951768488,0.7554977834224701,1765916771.2645032,0.11077693849802017,15385692.0,1e-05,98,
658.891415047,1.002227544784546,100.0,0.21436227224008575,0.7646994888782501,1765916778.7056012,0.10898520797491074,15540223.0,1e-05,99,
674.222082031,0.9891321063041687,101.0,0.2165058949624866,0.7672340869903564,1765916794.0362394,0.10554493218660355,15695591.0,1e-05,100,
680.681424282,1.0169575214385986,102.0,0.21864951768488747,0.7632702738046646,1765916800.4956217,0.09988191723823547,15855000.0,1e-05,101,
686.792295804,1.0350511074066162,103.0,0.2207931404072883,0.756052553653717,1765916806.606489,0.09966259449720383,16010570.0,1e-05,102,
693.494022255,1.0021686553955078,104.0,0.22293676312968919,0.7608868628740311,1765916813.3082135,0.091796875,16175156.0,1e-05,103,
701.318260799,1.0078189373016357,105.0,0.22508038585209003,0.7613311260938644,1765916821.1323931,0.08805742859840393,16345184.0,1e-05,104,
707.900443828,1.0095502138137817,106.0,0.22722400857449088,0.76279516518116,1765916827.7146447,0.098345547914505,16496673.0,1e-05,105,
714.267947169,1.0116910934448242,107.0,0.22936763129689175,0.7630342841148376,1765916834.0821164,0.09325888007879257,16650964.0,1e-05,106,
720.696236748,1.0151759386062622,108.0,0.2315112540192926,0.7599253356456757,1765916840.5104585,0.09070117026567459,16806131.0,1e-05,107,
727.447482241,1.009876012802124,109.0,0.23365487674169347,0.7623177915811539,1765916847.2615836,0.08464429527521133,16971757.0,1e-05,108,
734.534848861,0.9654002785682678,110.0,0.2357984994640943,0.7706820666790009,1765916854.348936,0.09089638292789459,17125261.0,1e-05,109,
741.405057928,0.9500746130943298,111.0,0.2379421221864952,0.7715096920728683,1765916861.2192047,0.08491167426109314,17285808.0,1e-05,110,
748.410134407,0.9493118524551392,112.0,0.24008574490889603,0.7743485867977142,1765916868.2242243,0.08220769464969635,17436207.0,1e-05,111,
755.268997399,0.9638952016830444,113.0,0.2422293676312969,0.7655440419912338,1765916875.0831766,0.06479863077402115,17609651.0,1e-05,112,
762.206753146,0.9669588208198547,114.0,0.24437299035369775,0.7679258584976196,1765916882.0208454,0.06672297418117523,17764531.0,1e-05,113,
769.224038182,0.9158867001533508,115.0,0.2465166130760986,0.7815984040498734,1765916889.0382278,0.060007017105817795,17923936.0,1e-05,114,
776.656214891,0.9334375858306885,116.0,0.24866023579849947,0.7754115611314774,1765916896.4704008,0.056754790246486664,18080869.0,1e-05,115,
782.803679495,0.9699701070785522,117.0,0.2508038585209003,0.766149640083313,1765916902.6178627,0.05201011151075363,18244414.0,1e-05,116,
790.461953502,0.972551703453064,118.0,0.2529474812433012,0.7668761610984802,1765916910.2761369,0.0513891875743866,18401734.0,1e-05,117,
796.695653636,0.9305626749992371,119.0,0.25509110396570206,0.7757710516452789,1765916916.5098448,0.051310304552316666,18555213.0,1e-05,118,
805.043010274,1.0160925388336182,120.0,0.2572347266881029,0.7535755634307861,1765916924.8572097,0.045670486986637115,18729596.0,1e-05,119,
810.586931773,0.9442389011383057,121.0,0.25937834941050375,0.7725743502378464,1765916930.40114,0.05149373412132263,18874599.0,1e-05,120,
818.165930196,0.951208233833313,122.0,0.2615219721329046,0.7669973224401474,1765916937.980122,0.044906534254550934,19043580.0,1e-05,121,
824.044788388,0.9537569880485535,123.0,0.26366559485530544,0.7713548243045807,1765916943.8589737,0.05199935659766197,19188254.0,1e-05,122,
829.894779472,0.9156773686408997,124.0,0.2658092175777063,0.778447687625885,1765916949.7089853,0.04902905225753784,19336517.0,1e-05,123,
836.78382214,0.926451563835144,125.0,0.2679528403001072,0.7772952020168304,1765916956.598,0.04735424369573593,19494094.0,1e-05,124,
842.87156402,0.9477925300598145,126.0,0.27009646302250806,0.7707615047693253,1765916962.6857636,0.04583621025085449,19648425.0,1e-05,125,
849.061313963,0.9518260955810547,127.0,0.2722400857449089,0.7700175940990448,1765916968.8755162,0.04610172286629677,19798344.0,1e-05,126,
855.324029458,0.9344468116760254,128.0,0.27438370846730975,0.7729932367801666,1765916975.1382415,0.04507402330636978,19955841.0,1e-05,127,
861.141346734,0.9266277551651001,129.0,0.2765273311897106,0.776248037815094,1765916980.9555597,0.04614059627056122,20107598.0,1e-05,128,
866.836707891,0.9232968091964722,130.0,0.27867095391211144,0.7786791771650314,1765916986.6509073,0.043536990880966187,20258362.0,1e-05,129,
873.238300852,0.9748926162719727,131.0,0.2808145766345123,0.7622372508049011,1765916993.052496,0.042486317455768585,20412165.0,1e-05,130,
878.787473541,0.9014976024627686,132.0,0.2829581993569132,0.7822640240192413,1765916998.601676,0.0428202860057354,20561798.0,1e-05,131,
885.038245047,0.9477772116661072,133.0,0.28510182207931406,0.7691229730844498,1765917004.8524399,0.040485698729753494,20720111.0,1e-05,132,
891.366495102,0.9140106439590454,134.0,0.2872454448017149,0.7782521545886993,1765917011.1807044,0.040054067969322205,20876095.0,1e-05,133,
897.934211741,0.9312082529067993,135.0,0.28938906752411575,0.7743444591760635,1765917017.7483773,0.041741546243429184,21031975.0,1e-05,134,
905.246137781,0.9039875268936157,136.0,0.2915326902465166,0.7791342437267303,1765917025.0603309,0.04442180320620537,21180614.0,1e-05,135,
913.749623768,0.9864518642425537,137.0,0.2936763129689175,0.7610429376363754,1765917033.563787,0.03975479304790497,21349138.0,1e-05,136,
921.014689761,0.9719626903533936,138.0,0.2958199356913183,0.7622976303100586,1765917040.828893,0.03841723874211311,21511590.0,1e-05,137,
927.145464568,0.9403459429740906,139.0,0.2979635584137192,0.7733682096004486,1765917046.9596674,0.0414406843483448,21656819.0,1e-05,138,
933.400811868,0.956718921661377,140.0,0.30010718113612006,0.7669694125652313,1765917053.2150006,0.03868340328335762,21811238.0,1e-05,139,
940.088458189,0.9798123836517334,141.0,0.3022508038585209,0.7605915814638138,1765917059.9026275,0.03595469519495964,21980388.0,1e-05,140,
947.887969235,0.9729048609733582,142.0,0.30439442658092175,0.7612071633338928,1765917067.7021396,0.03680810704827309,22142594.0,1e-05,141,
954.368698862,0.9683855175971985,143.0,0.3065380493033226,0.7646000385284424,1765917074.1828744,0.036775652319192886,22299845.0,1e-05,142,
961.695676843,0.9160712957382202,144.0,0.3086816720257235,0.7778404653072357,1765917081.5098712,0.03482355177402496,22465527.0,1e-05,143,
968.772708225,0.8998862504959106,145.0,0.3108252947481243,0.7818120419979095,1765917088.5869095,0.03640783950686455,22618289.0,1e-05,144,
975.208890503,0.9148942232131958,146.0,0.3129689174705252,0.7778872847557068,1765917095.023065,0.035850778222084045,22770622.0,1e-05,145,
981.09372921,0.8859464526176453,147.0,0.31511254019292606,0.7834557443857193,1765917100.9079523,0.03526286035776138,22922597.0,1e-05,146,
987.793136177,0.9108151197433472,148.0,0.3172561629153269,0.7774618566036224,1765917107.607302,0.03446371480822563,23075685.0,1e-05,147,
994.538391075,0.9158458113670349,149.0,0.31939978563772775,0.7767334431409836,1765917114.3525538,0.034388769418001175,23239973.0,1e-05,148,
1002.756372754,0.9525058269500732,150.0,0.3215434083601286,0.7675043195486069,1765917122.5703619,0.032850246876478195,23407446.0,1e-05,149,
1008.75520157,0.8810893893241882,151.0,0.3236870310825295,0.7854288220405579,1765917128.569391,0.03528888523578644,23555395.0,1e-05,150,
1014.966088981,0.9249595999717712,152.0,0.3258306538049303,0.7768523991107941,1765917134.7802885,0.034822337329387665,23712167.0,1e-05,151,
1021.507099241,0.94028639793396,153.0,0.3279742765273312,0.7688068449497223,1765917141.321178,0.03377455845475197,23869562.0,1e-05,152,
1028.363743273,0.932786226272583,154.0,0.33011789924973206,0.7700660824775696,1765917148.1779413,0.03291439637541771,24027568.0,1e-05,153,
1034.97941679,0.9470709562301636,155.0,0.3322615219721329,0.7707763612270355,1765917154.7936285,0.03499012812972069,24183451.0,1e-05,154,
1042.222441548,0.9170025587081909,156.0,0.33440514469453375,0.7748145312070847,1765917162.0365343,0.034268926829099655,24342400.0,1e-05,155,
1050.469945229,0.9455074071884155,157.0,0.3365487674169346,0.7699814289808273,1765917170.284053,0.03684362769126892,24500736.0,1e-05,156,
1058.089910315,0.90412837266922,158.0,0.3386923901393355,0.778491273522377,1765917177.9039884,0.03407953307032585,24652820.0,1e-05,157,
1064.454390543,0.9135761260986328,159.0,0.3408360128617363,0.774395689368248,1765917184.2685673,0.03480127826333046,24810632.0,1e-05,158,
1071.88314485,0.9050064086914062,160.0,0.3429796355841372,0.7759184539318085,1765917191.697239,0.033756401389837265,24968589.0,1e-05,159,
1078.67135599,0.9411340355873108,161.0,0.34512325830653806,0.7688466310501099,1765917198.4855556,0.03503324091434479,25125017.0,1e-05,160,
1085.182917484,0.8776780366897583,162.0,0.34726688102893893,0.7839658558368683,1765917204.9969957,0.033241111785173416,25277188.0,1e-05,161,
1091.243895734,0.8662810325622559,163.0,0.34941050375133975,0.787680983543396,1765917211.057985,0.03475607559084892,25430057.0,1e-05,162,
1098.979277892,0.8741316795349121,164.0,0.3515541264737406,0.7876867800951004,1765917218.7934465,0.033104058355093,25583830.0,1e-05,163,
1105.664460018,0.9256817102432251,165.0,0.3536977491961415,0.7725295424461365,1765917225.4785564,0.03329593688249588,25742285.0,1e-05,164,
1113.156675981,0.9036680459976196,166.0,0.3558413719185423,0.7766851782798767,1765917232.9708602,0.033067237585783005,25907065.0,1e-05,165,
1118.638786967,0.895193338394165,167.0,0.3579849946409432,0.7796606123447418,1765917238.4529436,0.03655314818024635,26051750.0,1e-05,166,
1125.071156857,0.9199835062026978,168.0,0.36012861736334406,0.7749481201171875,1765917244.8853688,0.03286910057067871,26204362.0,1e-05,167,
1132.480481709,0.939355731010437,169.0,0.36227224008574493,0.7690325081348419,1765917252.2946782,0.03314097225666046,26364857.0,1e-05,168,
1138.157420719,0.902408242225647,170.0,0.36441586280814575,0.7787720710039139,1765917257.9716306,0.03421540558338165,26513585.0,1e-05,169,
1145.637892881,0.9287285804748535,171.0,0.3665594855305466,0.7728409916162491,1765917265.4520555,0.03382981941103935,26680409.0,1e-05,170,
1151.046922175,0.8795405030250549,172.0,0.3687031082529475,0.786686047911644,1765917270.8611443,0.0390215702354908,26817383.0,1e-05,171,
1157.087531272,0.9237645268440247,173.0,0.3708467309753483,0.774853304028511,1765917276.9017165,0.034441739320755005,26962206.0,1e-05,172,
1164.265298827,0.8947055339813232,174.0,0.3729903536977492,0.7804042398929596,1765917284.0794978,0.03271792083978653,27123276.0,1e-05,173,
1171.417988849,0.9253392219543457,175.0,0.37513397642015006,0.7717316150665283,1765917291.2321906,0.031905777752399445,27290681.0,1e-05,174,
1177.8976094,0.9279654026031494,176.0,0.37727759914255093,0.7712980657815933,1765917297.7118008,0.033397283405065536,27449673.0,1e-05,175,
1183.909335415,0.8977332711219788,177.0,0.37942122186495175,0.7790283560752869,1765917303.7235072,0.03422348573803902,27601441.0,1e-05,176,
1190.404010064,0.9137725830078125,178.0,0.3815648445873526,0.7776297926902771,1765917310.218232,0.03399127349257469,27748300.0,1e-05,177,
1196.944694528,0.867449164390564,179.0,0.3837084673097535,0.7876879125833511,1765917316.758881,0.03300488740205765,27900973.0,1e-05,178,
1203.870474634,0.9115456342697144,180.0,0.3858520900321543,0.7763300538063049,1765917323.6846397,0.0319991335272789,28057386.0,1e-05,179,
1210.567896265,0.9130879640579224,181.0,0.3879957127545552,0.7752526849508286,1765917330.3821065,0.0321972519159317,28218433.0,1e-05,180,
1218.367601168,0.902219295501709,182.0,0.39013933547695606,0.7780702710151672,1765917338.181768,0.03185490518808365,28378531.0,1e-05,181,
1223.190950169,0.8447751998901367,183.0,0.39228295819935693,0.7933878600597382,1765917343.0051584,0.03573084622621536,28517567.0,1e-05,182,
1229.240690504,0.8689380884170532,184.0,0.39442658092175775,0.7835951447486877,1765917349.0548775,0.033072665333747864,28678245.0,1e-05,183,
1236.437308864,0.9137825965881348,185.0,0.3965702036441586,0.7750136405229568,1765917356.2515163,0.03184479847550392,28847748.0,1e-05,184,
1242.30606596,0.9010996222496033,186.0,0.3987138263665595,0.7782675325870514,1765917362.1202433,0.03332308307290077,29003477.0,1e-05,185,
1249.808631477,0.8989290595054626,187.0,0.4008574490889603,0.7779594510793686,1765917369.6228087,0.03157927840948105,29163981.0,1e-05,186,
1257.055919397,0.8926723003387451,188.0,0.4030010718113612,0.7785466015338898,1765917376.8701277,0.03430994972586632,29313769.0,1e-05,187,
1263.970214567,0.8840036392211914,189.0,0.40514469453376206,0.7799057215452194,1765917383.7844193,0.0334523506462574,29474111.0,1e-05,188,
1270.501323703,0.935815155506134,190.0,0.40728831725616294,0.7698215246200562,1765917390.3155365,0.03217659518122673,29641339.0,1e-05,189,
1276.911718524,0.8714879751205444,191.0,0.40943193997856375,0.7846936732530594,1765917396.725929,0.03601088002324104,29795124.0,1e-05,190,
1283.417239423,0.91440749168396,192.0,0.4115755627009646,0.7749611437320709,1765917403.2314446,0.03190463408827782,29956920.0,1e-05,191,
1290.42684364,0.9271236658096313,193.0,0.4137191854233655,0.7692656517028809,1765917410.241075,0.032841116189956665,30113790.0,1e-05,192,
1297.559349062,0.8896351456642151,194.0,0.41586280814576637,0.7784610986709595,1765917417.373536,0.03331558778882027,30267060.0,1e-05,193,
1303.520950173,0.905885636806488,195.0,0.4180064308681672,0.7764346748590469,1765917423.3351502,0.033792056143283844,30420733.0,1e-05,194,
1310.672415633,0.9100841879844666,196.0,0.42015005359056806,0.7739282250404358,1765917430.4866261,0.03153643384575844,30582338.0,1e-05,195,
1316.034114833,0.8710054755210876,197.0,0.42229367631296894,0.7864596247673035,1765917435.8483157,0.033549387007951736,30735043.0,1e-05,196,
1321.86219554,0.9025483131408691,198.0,0.42443729903536975,0.7769649624824524,1765917441.6763995,0.033711981028318405,30885025.0,1e-05,197,
1327.89621438,0.8963398933410645,199.0,0.4265809217577706,0.7773319482803345,1765917447.7104316,0.03294523060321808,31036663.0,1e-05,198,
1333.67191679,0.8546146154403687,200.0,0.4287245444801715,0.7885275632143021,1765917453.4861274,0.033979300409555435,31184340.0,1e-05,199,
1353.68884713,0.9040508270263672,201.0,0.43086816720257237,0.7760722637176514,1765917473.502889,0.03172968327999115,31345142.0,1e-05,200,
