_step,train/global_step,train/loss,train/epoch,train/learning_rate,_runtime,train/num_tokens,train/mean_token_accuracy,_timestamp,train/grad_norm,eval/accuracy
96,97.0,0.6596528887748718,0.20793140407288319,0.001,3239.513306281,15078062.0,0.8184849619865417,1765919804.439628,0.023117832839488983,
97,98.0,0.7334169149398804,0.21007502679528403,0.001,3275.071820928,15227850.0,0.8014128804206848,1765919839.9982727,0.017260482534766197,
98,99.0,0.7110996842384338,0.21221864951768488,0.001,3314.367634058,15385692.0,0.8082311451435089,1765919879.2940779,0.01830189675092697,
99,100.0,0.6824102401733398,0.21436227224008575,0.001,3351.95691935,15540223.0,0.8169741332530975,1765919916.883373,0.01777125895023346,
100,101.0,0.6744289994239807,0.2165058949624866,0.001,3407.160342983,15695591.0,0.817857176065445,1765919972.0867693,0.01732439361512661,
101,102.0,0.7111697196960449,0.21864951768488747,0.001,3439.801391303,15855000.0,0.8082653284072876,1765920004.7277882,0.01753389462828636,
102,103.0,0.728987455368042,0.2207931404072883,0.001,3470.495586783,16010570.0,0.8022327125072479,1765920035.4219928,0.015228351578116417,
103,104.0,0.7093047499656677,0.22293676312968919,0.001,3503.808029599,16175156.0,0.8071961402893066,1765920068.7343774,0.02271318808197975,
104,105.0,0.7261050343513489,0.22508038585209003,0.001,3543.506580523,16345184.0,0.8055413961410522,1765920108.4330075,0.016055826097726822,
105,106.0,0.723137378692627,0.22722400857449088,0.001,3578.09671737,16496673.0,0.8063360750675201,1765920143.023044,0.021207675337791443,
106,107.0,0.7299282550811768,0.22936763129689175,0.001,3613.735478062,16650964.0,0.8061440885066986,1765920178.661922,0.022275088354945183,
107,108.0,0.7374445796012878,0.2315112540192926,0.001,3652.684685769,16806131.0,0.8026052117347717,1765920217.6111243,0.01685073971748352,
108,109.0,0.7438298463821411,0.23365487674169347,0.001,3686.721058983,16971757.0,0.8041894733905792,1765920251.6474903,0.024761373177170753,
109,110.0,0.6976398229598999,0.2357984994640943,0.001,3725.301466638,17125261.0,0.8116796314716339,1765920290.2278666,0.01491085346788168,
110,111.0,0.6981505155563354,0.2379421221864952,0.001,3760.166800712,17285808.0,0.8120646476745605,1765920325.0931118,0.019110847264528275,
111,112.0,0.6870262622833252,0.24008574490889603,0.001,3800.111187009,17436207.0,0.8140943944454193,1765920365.0375261,0.016378603875637054,
112,113.0,0.7210462093353271,0.2422293676312969,0.001,3835.863103493,17609651.0,0.8049390614032745,1765920400.7894168,0.015112804248929024,
113,114.0,0.7121684551239014,0.24437299035369775,0.001,3871.900396096,17764531.0,0.8086115419864655,1765920436.8267562,0.014138338156044483,
114,115.0,0.6702519059181213,0.2465166130760986,0.001,3907.703849852,17923936.0,0.8195837140083313,1765920472.630262,0.018964674323797226,
115,116.0,0.6842410564422607,0.24866023579849947,0.001,3944.896901751,18080869.0,0.8148724138736725,1765920509.8233082,0.01463167741894722,
116,117.0,0.7227994203567505,0.2508038585209003,0.001,3978.774978463,18244414.0,0.8061443567276001,1765920543.7013886,0.016531839966773987,
117,118.0,0.7298874855041504,0.2529474812433012,0.001,4014.447554613,18401734.0,0.8034895062446594,1765920579.3739586,0.011401975527405739,
118,119.0,0.6841065287590027,0.25509110396570206,0.001,4050.263609433,18555213.0,0.8137310147285461,1765920615.1900566,0.01563139259815216,
119,120.0,0.7843179106712341,0.2572347266881029,0.001,4091.014798358,18729596.0,0.7900411486625671,1765920655.94122,0.015835482627153397,
120,121.0,0.6893446445465088,0.25937834941050375,0.001,4117.148724235,18874599.0,0.8113259077072144,1765920682.075179,0.014991902746260166,
121,122.0,0.718557596206665,0.2615219721329046,0.001,4152.482247411,19043580.0,0.8045119345188141,1765920717.4087276,0.017499186098575592,
122,123.0,0.7022718191146851,0.26366559485530544,0.001,4181.674518269,19188254.0,0.8100542426109314,1765920746.6009336,0.015643686056137085,
123,124.0,0.6769804358482361,0.2658092175777063,0.001,4212.159866193,19336517.0,0.8151456415653229,1765920777.086267,0.014825524762272835,
124,125.0,0.6937333345413208,0.2679528403001072,0.001,4244.854812829,19494094.0,0.8135501444339752,1765920809.7811975,0.014255761168897152,
125,126.0,0.7042561769485474,0.27009646302250806,0.001,4276.631257187,19648425.0,0.8095294237136841,1765920841.5576332,0.016944587230682373,
126,127.0,0.7091556787490845,0.2722400857449089,0.001,4309.704331918,19798344.0,0.8085179328918457,1765920874.6307456,0.013048205524682999,
127,128.0,0.7044615149497986,0.27438370846730975,0.001,4339.526174607,19955841.0,0.8089277148246765,1765920904.4525888,0.013872465118765831,
128,129.0,0.6888241767883301,0.2765273311897106,0.001,4370.138253108,20107598.0,0.8141739964485168,1765920935.0645468,0.012792779132723808,
129,130.0,0.6887552738189697,0.27867095391211144,0.001,4397.438472164,20258362.0,0.8144419491291046,1765920962.3647952,0.013744260184466839,
130,131.0,0.7345931529998779,0.2808145766345123,0.001,4433.142908175,20412165.0,0.8000767827033997,1765920998.0693328,0.01573917083442211,
131,132.0,0.6673833727836609,0.2829581993569132,0.001,4459.794665973,20561798.0,0.8191618025302887,1765921024.7209597,0.01623411849141121,
132,133.0,0.7189892530441284,0.28510182207931406,0.001,4492.326880676,20720111.0,0.8049961030483246,1765921057.2532961,0.015607050620019436,
133,134.0,0.6880385875701904,0.2872454448017149,0.001,4524.582030073,20876095.0,0.8135870099067688,1765921089.508443,0.013269118964672089,
134,135.0,0.7081619501113892,0.28938906752411575,0.001,4556.563544694,21031975.0,0.8083979189395905,1765921121.48996,0.017134632915258408,
135,136.0,0.6714967489242554,0.2915326902465166,0.001,4596.297205331,21180614.0,0.8170399963855743,1765921161.2236252,0.01227658148854971,
136,137.0,0.7645987272262573,0.2936763129689175,0.001,4635.216298448,21349138.0,0.7958336770534515,1765921200.1427522,0.015841631218791008,
137,138.0,0.7449668049812317,0.2958199356913183,0.001,4670.703354551,21511590.0,0.798121452331543,1765921235.6297648,0.013348790816962719,
138,139.0,0.7054815888404846,0.2979635584137192,0.001,4702.604263508,21656819.0,0.8091377913951874,1765921267.5306773,0.01812324859201908,
139,140.0,0.7250105142593384,0.30010718113612006,0.001,4732.145057554,21811238.0,0.8037024736404419,1765921297.0714736,0.015073229558765888,
140,141.0,0.7612753510475159,0.3022508038585209,0.001,4764.881847088,21980388.0,0.7947895228862762,1765921329.8083034,0.01299828290939331,
141,142.0,0.7485511302947998,0.30439442658092175,0.001,4803.611655127,22142594.0,0.7974776029586792,1765921368.5381348,0.013037140481173992,
142,143.0,0.7403948903083801,0.3065380493033226,0.001,4837.929998903,22299845.0,0.8007431030273438,1765921402.8564196,0.01247635018080473,
143,144.0,0.7068549394607544,0.3086816720257235,0.001,4875.665265361,22465527.0,0.8110507130622864,1765921440.5917222,0.012915228493511677,
144,145.0,0.675011396408081,0.3108252947481243,0.001,4910.218670193,22618289.0,0.8171516954898834,1765921475.1449983,0.014197172597050667,
145,146.0,0.6919242143630981,0.3129689174705252,0.001,4942.869952275,22770622.0,0.8130318820476532,1765921507.7963495,0.014970546588301659,
146,147.0,0.6640953421592712,0.31511254019292606,0.001,4974.39698592,22922597.0,0.8194341659545898,1765921539.3234506,0.015998609364032745,
147,148.0,0.6970460414886475,0.3172561629153269,0.001,5008.285580344,23075685.0,0.8121806085109711,1765921573.2120135,0.015996107831597328,
148,149.0,0.6982017755508423,0.31939978563772775,0.001,5039.857963137,23239973.0,0.8119513690471649,1765921604.7843645,0.0124692777171731,
149,150.0,0.7398906946182251,0.3215434083601286,0.001,5079.762172832,23407446.0,0.80149045586586,1765921644.688526,0.013749565929174423,
150,151.0,0.6640474200248718,0.3236870310825295,0.001,5114.062268173,23555395.0,0.8203042149543762,1765921678.98873,0.012654554098844528,
151,152.0,0.7073748111724854,0.3258306538049303,0.001,5144.58916015,23712167.0,0.8108032643795013,1765921709.5156126,0.016434455290436745,
152,153.0,0.7178334593772888,0.3279742765273312,0.001,5178.665642492,23869562.0,0.805127739906311,1765921743.592052,0.015188990160822868,
153,154.0,0.7174393534660339,0.33011789924973206,0.001,5212.914777774,24027568.0,0.8048312067985535,1765921777.8411925,0.014537787064909935,
154,155.0,0.7271978855133057,0.3322615219721329,0.001,5246.387866963,24183451.0,0.8054307699203491,1765921811.314213,0.016392942517995834,
155,156.0,0.6981421113014221,0.33440514469453375,0.001,5280.923401404,24342400.0,0.8104257881641388,1765921845.8498368,0.012020443566143513,
156,157.0,0.7388070821762085,0.3365487674169346,0.001,5321.81836104,24500736.0,0.8013600409030914,1765921886.744747,0.01416919007897377,
157,158.0,0.6876668930053711,0.3386923901393355,0.001,5358.785816715,24652820.0,0.813592791557312,1765921923.7122445,0.012750432826578617,
158,159.0,0.704760730266571,0.3408360128617363,0.001,5389.232391493,24810632.0,0.8076092898845673,1765921954.1588287,0.013430226594209671,
159,160.0,0.693988561630249,0.3429796355841372,0.001,5428.301078044,24968589.0,0.8105805814266205,1765921993.2274823,0.013817177154123783,
160,161.0,0.7229377031326294,0.34512325830653806,0.001,5464.9878317,25125017.0,0.8042568862438202,1765922029.9142811,0.017189722508192062,
161,162.0,0.6690012812614441,0.34726688102893893,0.001,5499.930797241,25277188.0,0.8178285956382751,1765922064.8571942,0.014144294895231724,
162,163.0,0.6580268144607544,0.34941050375133975,0.001,5532.328789347,25430057.0,0.8219825625419617,1765922097.2551563,0.012472216971218586,
163,164.0,0.6653197407722473,0.3515541264737406,0.001,5570.00102553,25583830.0,0.8213966488838196,1765922134.92745,0.011996173299849033,
164,165.0,0.711378276348114,0.3536977491961415,0.001,5606.031339196,25742285.0,0.8076837956905365,1765922170.9577725,0.01275914441794157,
165,166.0,0.6979977488517761,0.3558413719185423,0.001,5646.878645993,25907065.0,0.8102379739284515,1765922211.8050468,0.015169356018304825,
166,167.0,0.6775593161582947,0.3579849946409432,0.001,5673.588128173,26051750.0,0.8156607449054718,1765922238.5145228,0.012455315329134464,
167,168.0,0.7060410380363464,0.36012861736334406,0.001,5705.966191676,26204362.0,0.8095249533653259,1765922270.8926451,0.013354692608118057,
168,169.0,0.7296619415283203,0.36227224008574493,0.001,5742.741280624,26364857.0,0.8033741116523743,1765922307.667669,0.011155464686453342,
169,170.0,0.6918501853942871,0.36441586280814575,0.001,5768.93000253,26513585.0,0.8117208480834961,1765922333.8563423,0.015545541420578957,
170,171.0,0.7316157817840576,0.3665594855305466,0.001,5804.493312099,26680409.0,0.8045482933521271,1765922369.4196854,0.019147617742419243,
171,172.0,0.6584378480911255,0.3687031082529475,0.001,5834.790364055,26817383.0,0.8218005299568176,1765922399.716808,0.014045625925064087,
172,173.0,0.7046884894371033,0.3708467309753483,0.001,5867.396583684,26962206.0,0.8106062412261963,1765922432.3229387,0.010790559463202953,
173,174.0,0.6842719912528992,0.3729903536977492,0.001,5906.886798479,27123276.0,0.8141963183879852,1765922471.8132513,0.018068132922053337,
174,175.0,0.7213476896286011,0.37513397642015006,0.001,5944.815739558,27290681.0,0.8048047721385956,1765922509.7422037,0.018822986632585526,
175,176.0,0.7206266522407532,0.37727759914255093,0.001,5977.567581351,27449673.0,0.8053420186042786,1765922542.494017,0.014747729524970055,
176,177.0,0.6920950412750244,0.37942122186495175,0.001,6008.129401038,27601441.0,0.8115204870700836,1765922573.0558045,0.016048721969127655,
177,178.0,0.7056357264518738,0.3815648445873526,0.001,6040.898106959,27748300.0,0.8105871975421906,1765922605.8244953,0.023598434403538704,
178,179.0,0.6622734069824219,0.3837084673097535,0.001,6079.368129084,27900973.0,0.820448249578476,1765922644.2945404,0.015028677880764008,
179,180.0,0.7029224038124084,0.3858520900321543,0.001,6117.369101801,28057386.0,0.8095517754554749,1765922682.2955182,0.014599796384572983,
180,181.0,0.7121539115905762,0.3879957127545552,0.001,6153.895566972,28218433.0,0.807838648557663,1765922718.8219852,0.016553549095988274,
181,182.0,0.7025529146194458,0.39013933547695606,0.001,6194.475747831,28378531.0,0.810591846704483,1765922759.4021528,0.014112363569438457,
182,183.0,0.6359173059463501,0.39228295819935693,0.001,6220.071000494,28517567.0,0.8268159329891205,1765922784.9974477,0.014835985377430916,
183,184.0,0.6703137159347534,0.39442658092175775,0.001,6249.41252366,28678245.0,0.8174667358398438,1765922814.338949,0.013398111797869205,
184,185.0,0.7178487777709961,0.3965702036441586,0.001,6285.66556122,28847748.0,0.8081058859825134,1765922850.5920346,0.0166532713919878,
185,186.0,0.705089807510376,0.3987138263665595,0.001,6314.972865524,29003477.0,0.8103943169116974,1765922879.8992937,0.01221050601452589,
186,187.0,0.7006334066390991,0.4008574490889603,0.001,6354.99146218,29163981.0,0.8091239333152771,1765922919.9179327,0.01893806643784046,
187,188.0,0.684533417224884,0.4030010718113612,0.001,6387.335665234,29313769.0,0.8134021759033203,1765922952.2620575,0.013407551683485508,
188,189.0,0.6832518577575684,0.40514469453376206,0.001,6420.84226437,29474111.0,0.8132045269012451,1765922985.768702,0.018740834668278694,
189,190.0,0.7347314357757568,0.40728831725616294,0.001,6454.244877483,29641339.0,0.803853839635849,1765923019.171187,0.012819360010325909,
190,191.0,0.6693332195281982,0.40943193997856375,0.001,6487.122655581,29795124.0,0.8191249370574951,1765923052.0490823,0.015681713819503784,
191,192.0,0.709791898727417,0.4115755627009646,0.001,6520.898811504,29956920.0,0.8081656098365784,1765923085.8252234,0.016448577865958214,
192,193.0,0.7124238014221191,0.4137191854233655,0.001,6556.534964974,30113790.0,0.8038493990898132,1765923121.4614322,0.014236335642635822,
193,194.0,0.6855691075325012,0.41586280814576637,0.001,6596.720008729,30267060.0,0.81278857588768,1765923161.6464605,0.01239058654755354,
194,195.0,0.7044397592544556,0.4180064308681672,0.001,6625.945286699,30420733.0,0.8096855282783508,1765923190.8717434,0.012659864500164986,
195,196.0,0.705555260181427,0.42015005359056806,0.001,6663.648791997,30582338.0,0.808287501335144,1765923228.5751143,0.016876395791769028,
196,197.0,0.6681863069534302,0.42229367631296894,0.001,6690.076683565,30735043.0,0.8208056688308716,1765923255.0031092,0.01131163164973259,
197,198.0,0.6950039863586426,0.42443729903536975,0.001,6719.851221868,30885025.0,0.8117735981941223,1765923284.7775385,0.015984278172254562,
198,199.0,0.6920472383499146,0.4265809217577706,0.001,6749.143678144,31036663.0,0.8118718266487122,1765923314.070111,0.012764464132487774,
199,200.0,0.656313955783844,0.4287245444801715,0.001,6777.503053734,31184340.0,0.8223294913768768,1765923342.429476,0.012712831608951092,
200,201.0,0.6999157071113586,0.43086816720257237,0.001,6826.496326095,31345142.0,0.8085429966449738,1765923391.4227748,0.012041080743074417,
201,202.0,0.7205966711044312,0.4330117899249732,0.001,6855.999277306,31495847.0,0.8043584525585175,1765923420.9256523,0.013452759943902493,
