train/num_tokens,train/learning_rate,_step,_runtime,_timestamp,train/loss,train/mean_token_accuracy,train/global_step,train/epoch,train/grad_norm,eval/accuracy
7142356.0,0.0001,45,1431.885408325,1765917968.5634558,0.7027716040611267,0.811098575592041,46.0,0.09860664523043944,0.6282373070716858,
7294167.0,0.0001,46,1458.072114341,1765917994.7501535,0.7061118483543396,0.8101471066474915,47.0,0.1007502679528403,1.0098289251327515,
7470762.0,0.0001,47,1496.169401026,1765918032.847296,0.8053584098815918,0.7870272994041443,48.0,0.10289389067524116,0.9743363261222839,
7629052.0,0.0001,48,1532.661510905,1765918069.3395374,0.719174861907959,0.8069503307342529,49.0,0.10503751339764202,0.35842645168304443,
7779609.0,0.0001,49,1556.186891315,1765918092.864908,0.6975769996643066,0.8128401339054108,50.0,0.10718113612004287,0.44212183356285095,
7927458.0,0.0001,50,1588.539051131,1765918125.2170925,0.721956193447113,0.8058061599731445,51.0,0.10932475884244373,0.9692436456680298,
8078023.0,0.0001,51,1615.192755004,1765918151.8708065,0.7061325311660767,0.8102853000164032,52.0,0.11146838156484459,1.1547107696533203,
8230483.0,0.0001,52,1642.736218951,1765918179.4142737,0.7126709222793579,0.8072275221347809,53.0,0.11361200428724544,0.15971533954143524,
8375984.0,0.0001,53,1671.085716519,1765918207.7637737,0.689468264579773,0.8156395852565765,54.0,0.1157556270096463,1.2438338994979858,
8547262.0,0.0001,54,1704.514841837,1765918241.1929004,0.782829999923706,0.7912629842758179,55.0,0.11789924973204716,0.8242848515510559,
8704936.0,0.0001,55,1735.987058546,1765918272.665021,0.7557862401008606,0.7992319166660309,56.0,0.12004287245444802,0.17811600863933563,
8867795.0,0.0001,56,1768.572273261,1765918305.2503223,0.7195690870285034,0.8073343336582184,57.0,0.12218649517684887,0.6803688406944275,
9019339.0,0.0001,57,1795.135027591,1765918331.8130596,0.7270666360855103,0.8044897019863129,58.0,0.12433011789924973,0.9916630387306213,
9189045.0,0.0001,58,1828.569541667,1765918365.2475893,0.7391369342803955,0.8026766777038574,59.0,0.1264737406216506,0.8219844102859497,
9353955.0,0.0001,59,1856.989265558,1765918393.6672442,0.7221752405166626,0.8058116436004639,60.0,0.12861736334405144,0.23133867979049683,
9504744.0,0.0001,60,1891.107987782,1765918427.7860236,0.6785743832588196,0.8186794519424438,61.0,0.1307609860664523,0.6166045665740967,
9662901.0,0.0001,61,1923.693622754,1765918460.3716202,0.7675619125366211,0.7949802875518799,62.0,0.13290460878885316,0.9934438467025757,
9809122.0,0.0001,62,1950.307222169,1765918486.9852722,0.6610745191574097,0.820576936006546,63.0,0.13504823151125403,0.6945507526397705,
9968473.0,0.0001,63,1986.34982662,1765918523.0278885,0.7118730545043945,0.8101978600025177,64.0,0.13719185423365488,0.18032696843147278,
10119334.0,0.0001,64,2020.48771817,1765918557.1657605,0.7377578020095825,0.8031697869300842,65.0,0.13933547695605572,0.7621829509735107,
10259437.0,0.0001,65,2042.249577053,1765918578.9276462,0.6912689208984375,0.8138175308704376,66.0,0.1414790996784566,1.0272424221038818,
10416011.0,0.0001,66,2079.972951852,1765918616.6510272,0.7471098899841309,0.8010093867778778,67.0,0.14362272240085744,0.6425029039382935,
10566185.0,0.0001,67,2106.766606766,1765918643.4446483,0.7320289611816406,0.8039012849330902,68.0,0.1457663451232583,0.28193965554237366,
10715715.0,0.0001,68,2133.888092015,1765918670.5661545,0.7036875486373901,0.8117060363292694,69.0,0.14790996784565916,0.9906995296478271,
10880059.0,0.0001,69,2169.161847306,1765918705.8398955,0.7199320793151855,0.8066191673278809,70.0,0.15005359056806003,0.9229996204376221,
11036249.0,0.0001,70,2194.713914607,1765918731.3919964,0.7091127038002014,0.8082578480243683,71.0,0.15219721329046088,0.2163679599761963,
11186751.0,0.0001,71,2224.021423911,1765918760.6995294,0.7230947017669678,0.8054405748844147,72.0,0.15434083601286175,0.5331815481185913,
11356082.0,0.0001,72,2256.749549381,1765918793.427588,0.7502791285514832,0.7985955774784088,73.0,0.1564844587352626,0.5638349652290344,
11514483.0,0.0001,73,2286.422406795,1765918823.1004772,0.7314460277557373,0.8038620054721832,74.0,0.15862808145766344,0.24652141332626343,
11663606.0,0.0001,74,2313.440595015,1765918850.1186745,0.7145945429801941,0.8068344295024872,75.0,0.1607717041800643,0.4100363552570343,
11816781.0,0.0001,75,2347.056254716,1765918883.7342162,0.7231754660606384,0.8055078089237213,76.0,0.16291532690246516,0.8718662261962891,
11978438.0,0.0001,76,2374.675177802,1765918911.3531597,0.7330833077430725,0.803584635257721,77.0,0.16505894962486603,0.6394974589347839,
12137976.0,0.0001,77,2401.911943086,1765918938.5899696,0.7029482126235962,0.8101220428943634,78.0,0.16720257234726688,0.3820934593677521,
12295505.0,0.0001,78,2431.576180737,1765918968.2541137,0.7328811287879944,0.8065354228019714,79.0,0.16934619506966775,0.8665173053741455,
12452019.0,0.0001,79,2462.02007819,1765918998.6980748,0.7402558922767639,0.8008312880992889,80.0,0.1714898177920686,0.32434922456741333,
12611435.0,0.0001,80,2496.053706272,1765919032.731662,0.7502747774124146,0.7986229658126831,81.0,0.17363344051446947,0.6776512861251831,
12770621.0,0.0001,81,2530.993784877,1765919067.6717112,0.6859959363937378,0.8155616521835327,82.0,0.1757770632368703,0.7480517625808716,
12917873.0,0.0001,82,2556.135874967,1765919092.8138788,0.7142300605773926,0.8082827031612396,83.0,0.17792068595927116,0.23008017241954803,
13056173.0,0.0001,83,2579.794190536,1765919116.4722075,0.6982395052909851,0.8124763667583466,84.0,0.18006430868167203,0.8530545830726624,
13211326.0,0.0001,84,2608.117044974,1765919144.7949278,0.7513991594314575,0.7977828681468964,85.0,0.18220793140407288,0.5875484943389893,
13369675.0,0.0001,85,2634.715643665,1765919171.393693,0.7392449975013733,0.8025165498256683,86.0,0.18435155412647375,0.37121161818504333,
13509971.0,0.0001,86,2667.747268447,1765919204.4253232,0.6945165991783142,0.8119070827960968,87.0,0.1864951768488746,0.8699806332588196,
13673080.0,0.0001,87,2699.815516632,1765919236.4935784,0.7300083041191101,0.8048537075519562,88.0,0.18863879957127547,0.449759840965271,
13838935.0,0.0001,88,2732.295252274,1765919268.9733095,0.7675004005432129,0.7930160164833069,89.0,0.1907824222936763,0.4910135269165039,
14002150.0,0.0001,89,2769.489605474,1765919306.167663,0.7496557235717773,0.7977746725082397,90.0,0.19292604501607716,0.6625991463661194,
14156247.0,0.0001,90,2801.372953094,1765919338.0510182,0.7196242809295654,0.8074067533016205,91.0,0.19506966773847803,0.24412667751312256,
14323035.0,0.0001,91,2833.235184745,1765919369.91323,0.7238103747367859,0.805870532989502,92.0,0.19721329046087888,0.7145077586174011,
14490759.0,0.0001,92,2867.719813405,1765919404.3978848,0.7601841688156128,0.7988953292369843,93.0,0.19935691318327975,0.17221644520759583,
14642384.0,0.0001,93,2896.487422368,1765919433.1654563,0.7171992659568787,0.8073770105838776,94.0,0.2015005359056806,0.7615696787834167,
14786158.0,0.0001,94,2923.918707321,1765919460.5967762,0.7071177959442139,0.8084341883659363,95.0,0.20364415862808147,0.3352629542350769,
14929253.0,0.0001,95,2949.69510781,1765919486.3731563,0.6956202387809753,0.8109543025493622,96.0,0.2057877813504823,0.6504908800125122,
15078062.0,0.0001,96,2984.244829435,1765919520.9229,0.662682056427002,0.8183900117874146,97.0,0.20793140407288319,0.5642092823982239,
15227850.0,0.0001,97,3017.08194982,1765919553.7600048,0.7395211458206177,0.8006171882152557,98.0,0.21007502679528403,0.5862914323806763,
15385692.0,0.0001,98,3053.712974746,1765919590.3910668,0.716060996055603,0.8067542314529419,99.0,0.21221864951768488,0.7401605248451233,
15540223.0,0.0001,99,3087.939167282,1765919624.6172016,0.6862310171127319,0.8161969780921936,100.0,0.21436227224008575,0.6746629476547241,
15695591.0,0.0001,100,3126.255101244,1765919662.9330232,0.6801270842552185,0.8166109621524811,101.0,0.2165058949624866,0.8934949636459351,
15855000.0,0.0001,101,3156.275190184,1765919692.9532225,0.7159994840621948,0.8071181774139404,102.0,0.21864951768488747,0.5837520360946655,
16010570.0,0.0001,102,3184.876236843,1765919721.5543122,0.7345538139343262,0.8014849722385406,103.0,0.2207931404072883,0.7864590883255005,
16175156.0,0.0001,103,3215.517146406,1765919752.1952076,0.7146869897842407,0.8053016364574432,104.0,0.22293676312968919,0.46265655755996704,
16345184.0,0.0001,104,3252.023149209,1765919788.701194,0.7300366759300232,0.8048588633537292,105.0,0.22508038585209003,0.6870699524879456,
16496673.0,0.0001,105,3284.016779942,1765919820.6947024,0.7271537780761719,0.8049111068248749,106.0,0.22722400857449088,0.32019925117492676,
16650964.0,0.0001,106,3316.317996288,1765919852.99603,0.735529363155365,0.8049095273017883,107.0,0.22936763129689175,0.6342349052429199,
16806131.0,0.0001,107,3352.44929824,1765919889.1273487,0.7424153089523315,0.8012422621250153,108.0,0.2315112540192926,0.3294425904750824,
16971757.0,0.0001,108,3383.620519159,1765919920.2985823,0.7493754625320435,0.8028310835361481,109.0,0.23365487674169347,0.650149941444397,
17125261.0,0.0001,109,3419.513931833,1765919956.191984,0.7040812373161316,0.8105122745037079,110.0,0.2357984994640943,0.5269015431404114,
17285808.0,0.0001,110,3451.111133923,1765919987.7892,0.7038860321044922,0.8113961815834045,111.0,0.2379421221864952,0.7430387139320374,
17436207.0,0.0001,111,3488.370394934,1765920025.0484343,0.6912940740585327,0.8145231306552887,112.0,0.24008574490889603,0.559903621673584,
17609651.0,0.0001,112,3521.402967176,1765920058.0809867,0.7261850237846375,0.8040507137775421,113.0,0.2422293676312969,0.5770750045776367,
17764531.0,0.0001,113,3554.839060079,1765920091.5170481,0.717461884021759,0.8077380955219269,114.0,0.24437299035369775,0.5367650389671326,
17923936.0,0.0001,114,3587.078068525,1765920123.756096,0.6751875281333923,0.8187316358089447,115.0,0.2465166130760986,0.47339245676994324,
18080869.0,0.0001,115,3621.16401592,1765920157.8420796,0.6899785995483398,0.8144556283950806,116.0,0.24866023579849947,0.38889509439468384,
18244414.0,0.0001,116,3652.082804562,1765920188.7608616,0.7298336029052734,0.8051907122135162,117.0,0.2508038585209003,0.5298312306404114,
18401734.0,0.0001,117,3685.314726159,1765920221.9927826,0.7353023290634155,0.8027343451976776,118.0,0.2529474812433012,0.22701966762542725,
18555213.0,0.0001,118,3718.179411854,1765920254.8574457,0.6905837059020996,0.8129042685031891,119.0,0.25509110396570206,0.6568782329559326,
18729596.0,0.0001,119,3755.363965495,1765920292.0419436,0.7880041599273682,0.7892078459262848,120.0,0.2572347266881029,0.1833617389202118,
18874599.0,0.0001,120,3778.843644477,1765920315.5216968,0.6957781314849854,0.8110837936401367,121.0,0.25937834941050375,0.6456674337387085,
19043580.0,0.0001,121,3812.032445841,1765920348.7104213,0.7240431308746338,0.8036549091339111,122.0,0.2615219721329046,0.2098766565322876,
19188254.0,0.0001,122,3838.466542535,1765920375.144514,0.7094749212265015,0.8093570470809937,123.0,0.26366559485530544,0.664055585861206,
19336517.0,0.0001,123,3866.318813872,1765920402.9968584,0.6822378039360046,0.8142724931240082,124.0,0.2658092175777063,0.22220805287361145,
19494094.0,0.0001,124,3896.032686034,1765920432.7107553,0.6996329426765442,0.8121846318244934,125.0,0.2679528403001072,0.6166874766349792,
19648425.0,0.0001,125,3924.868326011,1765920461.5464184,0.71170973777771,0.8084861934185028,126.0,0.27009646302250806,0.2283935248851776,
19798344.0,0.0001,126,3955.419594811,1765920492.0975325,0.714939296245575,0.8069758415222168,127.0,0.2722400857449089,0.5446504950523376,
19955841.0,0.0001,127,3982.521721582,1765920519.199657,0.7104930877685547,0.8077861666679382,128.0,0.27438370846730975,0.2956218123435974,
20107598.0,0.0001,128,4010.719200729,1765920547.3971436,0.694807767868042,0.8127195835113525,129.0,0.2765273311897106,0.5716094374656677,
20258362.0,0.0001,129,4035.75538513,1765920572.43344,0.6949058771133423,0.8127048313617706,130.0,0.27867095391211144,0.2513314485549927,
20412165.0,0.0001,130,4068.943810756,1765920605.6218557,0.7393902540206909,0.7995164692401886,131.0,0.2808145766345123,0.4957194924354553,
20561798.0,0.0001,131,4093.049429724,1765920629.72738,0.6736148595809937,0.8176318109035492,132.0,0.2829581993569132,0.23416897654533386,
20720111.0,0.0001,132,4122.634673338,1765920659.3127098,0.7258820533752441,0.8039425909519196,133.0,0.28510182207931406,0.2839978039264679,
20876095.0,0.0001,133,4152.341246789,1765920689.0192814,0.6936898827552795,0.8129056990146637,134.0,0.2872454448017149,0.32082250714302063,
21031975.0,0.0001,134,4182.095887649,1765920718.7738163,0.7144684195518494,0.807773619890213,135.0,0.28938906752411575,0.2474147379398346,
21180614.0,0.0001,135,4218.411165911,1765920755.0892274,0.6788016557693481,0.8160927295684814,136.0,0.2915326902465166,0.33599016070365906,
21349138.0,0.0001,136,4254.16098914,1765920790.8390486,0.7704219222068787,0.794145792722702,137.0,0.2936763129689175,0.3019963204860687,
21511590.0,0.0001,137,4286.430809129,1765920823.108856,0.7507631778717041,0.7969986200332642,138.0,0.2958199356913183,0.2817552387714386,
21656819.0,0.0001,138,4315.315682832,1765920851.993731,0.7127580642700195,0.8074289560317993,139.0,0.2979635584137192,0.23853491246700287,
21811238.0,0.0001,139,4342.280402027,1765920878.958386,0.7334551811218262,0.8020662665367126,140.0,0.30010718113612006,0.4192151427268982,
21980388.0,0.0001,140,4372.195968937,1765920908.8738992,0.7684565782546997,0.7939634323120117,141.0,0.3022508038585209,0.24962812662124634,
22142594.0,0.0001,141,4407.568240179,1765920944.2462077,0.7552323341369629,0.7966562807559967,142.0,0.30439442658092175,0.46545958518981934,
22299845.0,0.0001,142,4439.229448983,1765920975.9073706,0.7481340169906616,0.799132376909256,143.0,0.3065380493033226,0.2796158194541931,
22465527.0,0.0001,143,4473.805117045,1765921010.4832182,0.7121859192848206,0.8104617893695831,144.0,0.3086816720257235,0.3732960820198059,
22618289.0,0.0001,144,4505.457821534,1765921042.1358705,0.6843586564064026,0.8151968419551849,145.0,0.3108252947481243,0.2086750715970993,
22770622.0,0.0001,145,4535.45335083,1765921072.1314206,0.6995573043823242,0.811145544052124,146.0,0.3129689174705252,0.44435030221939087,
22922597.0,0.0001,146,4564.290866431,1765921100.9689405,0.6707214117050171,0.8181456327438354,147.0,0.31511254019292606,0.19605720043182373,
23075685.0,0.0001,147,4595.276018724,1765921131.9540741,0.7047507762908936,0.8109897375106812,148.0,0.3172561629153269,0.5495328307151794,
23239973.0,0.0001,148,4623.547248016,1765921160.2253213,0.7064903974533081,0.8099173307418823,149.0,0.31939978563772775,0.21602892875671387,
23407446.0,0.0001,149,4660.752800214,1765921197.4308546,0.7471230626106262,0.8000551760196686,150.0,0.3215434083601286,0.4639738202095032,
23555395.0,0.0001,150,4692.621970782,1765921229.3000188,0.6702604293823242,0.8194022178649902,151.0,0.3236870310825295,0.2150910347700119,
23712167.0,0.0001,151,4720.939301977,1765921257.6173503,0.7150759100914001,0.8099138140678406,152.0,0.3258306538049303,0.4300857186317444,
23869562.0,0.0001,152,4752.487712695,1765921289.1657715,0.726855993270874,0.8033384084701538,153.0,0.3279742765273312,0.2083786576986313,
24027568.0,0.0001,153,4783.751175209,1765921320.4292161,0.7238930463790894,0.8039006888866425,154.0,0.33011789924973206,0.5016448497772217,
24183451.0,0.0001,154,4814.416827842,1765921351.0947824,0.734009861946106,0.8039020895957947,155.0,0.3322615219721329,0.3044827878475189,
24342400.0,0.0001,155,4846.248503434,1765921382.9264824,0.7067500948905945,0.8096129298210144,156.0,0.33440514469453375,0.6030871868133545,
24500736.0,0.0001,156,4884.436602944,1765921421.114672,0.7459347248077393,0.8001206815242767,157.0,0.3365487674169346,0.6518422961235046,
24652820.0,0.0001,157,4917.961016049,1765921454.6388962,0.695689857006073,0.8125465214252472,158.0,0.3386923901393355,0.6900540590286255,
24810632.0,0.0001,158,4945.834585005,1765921482.5126534,0.7125028371810913,0.8066574335098267,159.0,0.3408360128617363,0.715213418006897,
24968589.0,0.0001,159,4982.01133348,1765921518.6892574,0.7020705342292786,0.8096485435962677,160.0,0.3429796355841372,0.6566929221153259,
25125017.0,0.0001,160,5015.542000974,1765921552.219959,0.7313231825828552,0.8027321994304657,161.0,0.34512325830653806,0.331504762172699,
25277188.0,0.0001,161,5047.788985607,1765921584.4669359,0.675689160823822,0.8173834383487701,162.0,0.34726688102893893,0.26750805974006653,
25430057.0,0.0001,162,5077.427040366,1765921614.105083,0.6655617952346802,0.8208650052547455,163.0,0.34941050375133975,0.431944876909256,
25583830.0,0.0001,163,5112.053837565,1765921648.7319,0.6709579825401306,0.8198491930961609,164.0,0.3515541264737406,0.3342156410217285,
25742285.0,0.0001,164,5145.174634213,1765921681.8527114,0.719542384147644,0.8059980869293213,165.0,0.3536977491961415,0.3208049237728119,
25907065.0,0.0001,165,5182.943376959,1765921719.6212697,0.7046759128570557,0.8094803094863892,166.0,0.3558413719185423,0.35126009583473206,
26051750.0,0.0001,166,5207.006632445,1765921743.6846569,0.6852800846099854,0.8138891160488129,167.0,0.3579849946409432,0.2308807373046875,
26204362.0,0.0001,167,5236.179264974,1765921772.8572977,0.7131379842758179,0.8080416619777679,168.0,0.36012861736334406,0.23718656599521637,
26364857.0,0.0001,168,5270.844324118,1765921807.5223475,0.7383385896682739,0.8018091022968292,169.0,0.36227224008574493,0.259390652179718,
26513585.0,0.0001,169,5294.571659451,1765921831.2497427,0.6995583772659302,0.8100714683532715,170.0,0.36441586280814575,0.2345883846282959,
26680409.0,0.0001,170,5327.462499115,1765921864.1404207,0.7383038997650146,0.8025582432746887,171.0,0.3665594855305466,0.24405623972415924,
26817383.0,0.0001,171,5354.921431072,1765921891.5995007,0.6661174893379211,0.820815920829773,172.0,0.3687031082529475,0.47836238145828247,
26962206.0,0.0001,172,5384.602107448,1765921921.2801387,0.71229487657547,0.8092111051082611,173.0,0.3708467309753483,0.3050399422645569,
27123276.0,0.0001,173,5421.424538591,1765921958.1024568,0.691939651966095,0.8122810125350952,174.0,0.3729903536977492,0.27359673380851746,
27290681.0,0.0001,174,5456.202232685,1765921992.880271,0.7287707328796387,0.8033976256847382,175.0,0.37513397642015006,0.2359456568956375,
27449673.0,0.0001,175,5486.123139609,1765922022.801238,0.7281491756439209,0.8047868013381958,176.0,0.37727759914255093,0.2815532684326172,
27601441.0,0.0001,176,5514.180334516,1765922050.858378,0.700566828250885,0.8101990222930908,177.0,0.37942122186495175,0.21529805660247803,
27748300.0,0.0001,177,5544.259948097,1765922080.938002,0.7117937207221985,0.8094252645969391,178.0,0.3815648445873526,0.33423373103141785,
27900973.0,0.0001,178,5579.862189576,1765922116.540217,0.6692709922790527,0.8193693459033966,179.0,0.3837084673097535,0.22577157616615295,
28057386.0,0.0001,179,5615.347690081,1765922152.0257528,0.7100812792778015,0.8084376156330109,180.0,0.3858520900321543,0.27700453996658325,
28218433.0,0.0001,180,5648.806032001,1765922185.4840739,0.7199845314025879,0.806236743927002,181.0,0.3879957127545552,0.45890533924102783,
28378531.0,0.0001,181,5686.164653327,1765922222.8427088,0.7096784710884094,0.8092629611492157,182.0,0.39013933547695606,0.2171497941017151,
28517567.0,0.0001,182,5709.44048534,1765922246.118534,0.644166111946106,0.8251309394836426,183.0,0.39228295819935693,0.30233269929885864,
28678245.0,0.0001,183,5736.30386502,1765922272.9819121,0.6772396564483643,0.8161564469337463,184.0,0.39442658092175775,0.2407265156507492,
28847748.0,0.0001,184,5770.087325668,1765922306.765343,0.7249374389648438,0.8069894313812256,185.0,0.3965702036441586,0.21743711829185486,
29003477.0,0.0001,185,5796.890586348,1765922333.5686493,0.7131655812263489,0.8088395297527313,186.0,0.3987138263665595,0.5752845406532288,
29163981.0,0.0001,186,5834.710621723,1765922371.3886147,0.706871747970581,0.8085974156856537,187.0,0.4008574490889603,0.41118207573890686,
29313769.0,0.0001,187,5864.42857109,1765922401.1065812,0.6929632425308228,0.8124441206455231,188.0,0.4030010718113612,0.5832192301750183,
29474111.0,0.0001,188,5895.324153004,1765922432.0021584,0.6910256147384644,0.811437338590622,189.0,0.40514469453376206,0.6738777756690979,
29641339.0,0.0001,189,5925.979699823,1765922462.657766,0.7419549226760864,0.802464097738266,190.0,0.40728831725616294,0.24098503589630127,
29795124.0,0.0001,190,5956.425291838,1765922493.1033206,0.676189661026001,0.818043977022171,191.0,0.40943193997856375,0.45455503463745117,
29956920.0,0.0001,191,5987.532198212,1765922524.210126,0.7178013920783997,0.8066641092300415,192.0,0.4115755627009646,0.20844978094100952,
30113790.0,0.0001,192,6019.417320847,1765922556.0953853,0.72487872838974,0.8015058934688568,193.0,0.4137191854233655,0.2715591788291931,
30267060.0,0.0001,193,6056.949400986,1765922593.6274445,0.6945549249649048,0.8113651871681213,194.0,0.41586280814576637,0.31323665380477905,
30420733.0,0.0001,194,6084.076252329,1765922620.7543304,0.7137555480003357,0.8072537779808044,195.0,0.4180064308681672,0.3340214788913727,
30582338.0,0.0001,195,6118.734315546,1765922655.4123774,0.7136722207069397,0.8070501387119293,196.0,0.42015005359056806,0.24062564969062805,
30735043.0,0.0001,196,6143.160690041,1765922679.8386233,0.6764549016952515,0.8193224668502808,197.0,0.42229367631296894,0.35602182149887085,
30885025.0,0.0001,197,6170.472193137,1765922707.1501665,0.7018511295318604,0.8108828961849213,198.0,0.42443729903536975,0.43982434272766113,
