train/mean_token_accuracy,_step,train/loss,train/grad_norm,train/num_tokens,_runtime,_timestamp,train/epoch,train/global_step,train/learning_rate,eval/accuracy
0.780855804681778,40,0.8615298271179199,0.07681570202112198,6355408.0,274.639740989,1765916398.6979246,0.08788853161843516,41.0,0.001,
0.7830244153738022,41,0.8576369285583496,0.06417100876569748,6519771.0,281.677047636,1765916405.7352304,0.09003215434083602,42.0,0.001,
0.7900701314210892,42,0.8203486800193787,0.164761483669281,6672296.0,287.88121772,1765916411.93942,0.09217577706323687,43.0,0.001,
0.7755590230226517,43,0.8832501173019409,0.30484429001808167,6843136.0,296.679436134,1765916420.737623,0.09431939978563773,44.0,0.001,
0.7793000340461731,44,0.8611735105514526,0.44887328147888184,6993296.0,304.002858304,1765916428.061054,0.09646302250803858,45.0,0.001,
0.7931831330060959,45,0.8159046173095703,0.21726346015930176,7142356.0,310.688544179,1765916434.7467675,0.09860664523043944,46.0,0.001,
0.7938882261514664,46,0.813480019569397,0.10047812759876251,7294167.0,316.420175985,1765916440.4783547,0.1007502679528403,47.0,0.001,
0.7700514942407608,47,0.9138089418411255,0.09024862945079803,7470762.0,324.764073442,1765916448.8222754,0.10289389067524116,48.0,0.001,
0.7912571728229523,48,0.8259321451187134,0.20462483167648315,7629052.0,332.579510808,1765916456.6376994,0.10503751339764202,49.0,0.001,
0.7941055297851562,49,0.8073863983154297,0.1884848177433014,7779609.0,337.964381156,1765916462.02257,0.10718113612004287,50.0,0.001,
0.7878512293100357,50,0.8339327573776245,0.09664279222488403,7927458.0,344.575136432,1765916468.6333356,0.10932475884244373,51.0,0.001,
0.7934592068195343,51,0.8163199424743652,0.12446759641170502,8078023.0,350.292025108,1765916474.3502471,0.11146838156484459,52.0,0.001,
0.7906351983547211,52,0.8287795782089233,0.081121064722538,8230483.0,356.266244274,1765916480.3244345,0.11361200428724544,53.0,0.001,
0.7979822009801865,53,0.7970186471939087,0.0827002227306366,8375984.0,362.650190144,1765916486.70838,0.1157556270096463,54.0,0.001,
0.7746902704238892,54,0.8925505876541138,0.20812229812145233,8547262.0,369.77734519,1765916493.8355289,0.11789924973204716,55.0,0.001,
0.7819616198539734,55,0.8653550148010254,0.27677467465400696,8704936.0,376.736162461,1765916500.7943587,0.12004287245444802,56.0,0.001,
0.7895533591508865,56,0.8291171789169312,0.11252664029598236,8867795.0,383.874995495,1765916507.9331768,0.12218649517684887,57.0,0.001,
0.7877634763717651,57,0.8357530236244202,0.1846073567867279,9019339.0,389.90543814,1765916513.9636333,0.12433011789924973,58.0,0.001,
0.7870936691761017,58,0.8421945571899414,0.17440243065357208,9189045.0,396.412926593,1765916520.4711118,0.1264737406216506,59.0,0.001,
0.7884900867938995,59,0.8290578126907349,0.06244124472141266,9353955.0,402.655993759,1765916526.71418,0.12861736334405144,60.0,0.001,
0.8027318567037582,60,0.7850633263587952,0.15426437556743622,9504744.0,409.825894618,1765916533.884088,0.1307609860664523,61.0,0.001,
0.7772130817174911,61,0.8774219751358032,0.13066227734088898,9662901.0,417.014349914,1765916541.0725145,0.13290460878885316,62.0,0.001,
0.8043183088302612,62,0.766899585723877,0.07199764996767044,9809122.0,422.690660463,1765916546.7488585,0.13504823151125403,63.0,0.001,
0.7935653477907181,63,0.8188409805297852,0.09754904359579086,9968473.0,429.797755751,1765916553.8559475,0.13719185423365488,64.0,0.001,
0.7854473441839218,64,0.8480442762374878,0.08584676682949066,10119334.0,436.999708704,1765916561.0578854,0.13933547695605572,65.0,0.001,
0.7964309304952621,65,0.8008121252059937,0.10095956176519394,10259437.0,442.188380503,1765916566.246566,0.1414790996784566,66.0,0.001,
0.785050705075264,66,0.8519253730773926,0.09944833070039749,10416011.0,450.075960351,1765916574.1341703,0.14362272240085744,67.0,0.001,
0.7867647111415863,67,0.842454195022583,0.0974680632352829,10566185.0,455.481558785,1765916579.5397525,0.1457663451232583,68.0,0.001,
0.7941780239343643,68,0.8154700994491577,0.16737250983715057,10715715.0,461.090663758,1765916585.1488745,0.14790996784565916,69.0,0.001,
0.7877376526594162,69,0.8324030637741089,0.09853790700435638,10880059.0,469.313146156,1765916593.371331,0.15005359056806003,70.0,0.001,
0.7922457754611969,70,0.8125966787338257,0.12021069973707199,11036249.0,474.640778861,1765916598.6989777,0.15219721329046088,71.0,0.001,
0.7880072891712189,71,0.8282303214073181,0.16531504690647125,11186751.0,480.985668079,1765916605.0438652,0.15434083601286175,72.0,0.001,
0.7805899381637573,72,0.8599345684051514,0.07778576016426086,11356082.0,487.803103832,1765916611.8612924,0.1564844587352626,73.0,0.001,
0.7864697724580765,73,0.8392835855484009,0.12258405983448029,11514483.0,494.672930913,1765916618.7311137,0.15862808145766344,74.0,0.001,
0.7881768941879272,74,0.8247905373573303,0.10103773325681686,11663606.0,500.650916488,1765916624.7091413,0.1607717041800643,75.0,0.001,
0.7899040430784225,75,0.8263919353485107,0.07236608117818832,11816781.0,506.743508521,1765916630.801706,0.16291532690246516,76.0,0.001,
0.7869443446397781,76,0.8381184935569763,0.13061018288135529,11978438.0,512.877298507,1765916636.9354959,0.16505894962486603,77.0,0.001,
0.7936174124479294,77,0.8099591732025146,0.20043064653873444,12137976.0,519.380418102,1765916643.438622,0.16720257234726688,78.0,0.001,
0.7896517366170883,78,0.8398691415786743,0.10604648292064667,12295505.0,526.122495627,1765916650.180692,0.16934619506966775,79.0,0.001,
0.7842093259096146,79,0.8458360433578491,0.09956976771354675,12452019.0,532.724057434,1765916656.7822585,0.1714898177920686,80.0,0.001,
0.7803797274827957,80,0.8609038591384888,0.13696976006031036,12611435.0,540.413179074,1765916664.4714084,0.17363344051446947,81.0,0.001,
0.7998395413160324,81,0.7861085534095764,0.07137943059206009,12770621.0,547.625352475,1765916671.68352,0.1757770632368703,82.0,0.001,
0.7921545952558517,82,0.8173214793205261,0.08842422068119049,12917873.0,553.330399843,1765916677.3885999,0.17792068595927116,83.0,0.001,
0.7949589639902115,83,0.8082464933395386,0.10764788091182709,13056173.0,558.569144336,1765916682.6273293,0.18006430868167203,84.0,0.001,
0.7804943919181824,84,0.8594629168510437,0.08692213147878647,13211326.0,564.827586502,1765916688.8857949,0.18220793140407288,85.0,0.001,
0.7846973240375519,85,0.8494985103607178,0.07837647944688797,13369675.0,570.910078399,1765916694.96828,0.18435155412647375,86.0,0.001,
0.793685108423233,86,0.8030380606651306,0.08267854154109955,13509971.0,576.765784699,1765916700.823958,0.1864951768488746,87.0,0.001,
0.7883604168891907,87,0.8347179889678955,0.07821118086576462,13673080.0,584.406156516,1765916708.4643495,0.18863879957127547,88.0,0.001,
0.7752607762813568,88,0.8756216168403625,0.09038788080215454,13838935.0,591.012217308,1765916715.0704167,0.1907824222936763,89.0,0.001,
0.7809929102659225,89,0.8530884981155396,0.07102897018194199,14002150.0,598.528481218,1765916722.5866685,0.19292604501607716,90.0,0.001,
0.7920571118593216,90,0.8258847594261169,0.07652786374092102,14156247.0,605.392492263,1765916729.4506896,0.19506966773847803,91.0,0.001,
0.7886821627616882,91,0.8302112817764282,0.12179883569478989,14323035.0,612.735271223,1765916736.7934585,0.19721329046087888,92.0,0.001,
0.7808537632226944,92,0.8700559735298157,0.1449504792690277,14490759.0,620.24319411,1765916744.301426,0.19935691318327975,93.0,0.001,
0.788511335849762,93,0.8279574513435364,0.13503722846508026,14642384.0,626.351590551,1765916750.4097843,0.2015005359056806,94.0,0.001,
0.7923894673585892,94,0.8136703968048096,0.1307714432477951,14786158.0,631.919291608,1765916755.9774647,0.20364415862808147,95.0,0.001,
0.7937851995229721,95,0.8020761013031006,0.15950611233711243,14929253.0,637.675440481,1765916761.733627,0.2057877813504823,96.0,0.001,
0.8010578751564026,96,0.7694747447967529,0.17525407671928406,15078062.0,644.652282239,1765916768.7104788,0.20793140407288319,97.0,0.001,
0.7829754799604416,97,0.8493881225585938,0.1972636729478836,15227850.0,650.781854766,1765916774.840045,0.21007502679528403,98.0,0.001,
0.7898457795381546,98,0.822780191898346,0.09124861657619476,15385692.0,658.012434246,1765916782.070613,0.21221864951768488,99.0,0.001,
0.8005182445049286,99,0.7880711555480957,0.12813535332679749,15540223.0,665.518346404,1765916789.5765324,0.21436227224008575,100.0,0.001,
0.801209956407547,100,0.78054279088974,0.13628952205181122,15695591.0,682.207457221,1765916806.265623,0.2165058949624866,101.0,0.001,
0.7926692813634872,101,0.8210486769676208,0.07059837877750397,15855000.0,688.74905294,1765916812.8072329,0.21864951768488747,102.0,0.001,
0.7855962663888931,102,0.8367817401885986,0.13373899459838867,16010570.0,694.874712889,1765916818.9328957,0.2207931404072883,103.0,0.001,
0.7899414896965027,103,0.8163257241249084,0.08567027747631073,16175156.0,701.680322392,1765916825.7385223,0.22293676312968919,104.0,0.001,
0.786756157875061,104,0.8364592790603638,0.09488845616579056,16345184.0,709.648582635,1765916833.706778,0.22508038585209003,105.0,0.001,
0.7897605150938034,105,0.8310093879699707,0.10364511609077454,16496673.0,716.323719827,1765916840.3819065,0.22722400857449088,106.0,0.001,
0.7885674387216568,106,0.8391070365905762,0.08695270866155624,16650964.0,722.655524172,1765916846.713716,0.22936763129689175,107.0,0.001,
0.7851888835430145,107,0.8458932042121887,0.10572846233844757,16806131.0,729.193838254,1765916853.2520194,0.2315112540192926,108.0,0.001,
0.7850901633501053,108,0.8539711236953735,0.0768902599811554,16971757.0,736.011154781,1765916860.0693626,0.23365487674169347,109.0,0.001,
0.7962998747825623,109,0.8031532764434814,0.07225631922483444,17125261.0,743.186273732,1765916867.2444553,0.2357984994640943,110.0,0.001,
0.7958462536334991,110,0.79815673828125,0.06780510395765305,17285808.0,750.083220967,1765916874.141434,0.2379421221864952,111.0,0.001,
0.7967179268598557,111,0.798617959022522,0.07584105432033539,17436207.0,757.178409219,1765916881.2365956,0.24008574490889603,112.0,0.001,
0.7862231135368347,112,0.827957272529602,0.07620728015899658,17609651.0,764.141629854,1765916888.199825,0.2422293676312969,113.0,0.001,
0.7904510051012039,113,0.8238406777381897,0.08727322518825531,17764531.0,771.141150329,1765916895.1993544,0.24437299035369775,114.0,0.001,
0.8038060665130615,114,0.7754512429237366,0.06989990174770355,17923936.0,778.198187628,1765916902.2563481,0.2465166130760986,115.0,0.001,
0.7974767237901688,115,0.7908912897109985,0.0694616287946701,18080869.0,785.614145993,1765916909.672324,0.24866023579849947,116.0,0.001,
0.7880894392728806,116,0.8301724195480347,0.07496131956577301,18244414.0,791.761953487,1765916915.8201468,0.2508038585209003,117.0,0.001,
0.7869817614555359,117,0.8371696472167969,0.07770122587680817,18401734.0,799.550736931,1765916923.6089194,0.2529474812433012,118.0,0.001,
0.7971819937229156,118,0.7932478189468384,0.09486040472984314,18555213.0,805.84553645,1765916929.9037292,0.25509110396570206,119.0,0.001,
0.7722602933645248,119,0.8953185081481934,0.11098437756299973,18729596.0,814.226673235,1765916938.2848485,0.2572347266881029,120.0,0.001,
0.794880822300911,120,0.8012384176254272,0.1362849920988083,18874599.0,819.894412986,1765916943.9525795,0.25937834941050375,121.0,0.001,
0.7855554074048996,121,0.8290780782699585,0.11988414824008942,19043580.0,827.543929815,1765916951.6021163,0.2615219721329046,122.0,0.001,
0.7921079695224762,122,0.8162743449211121,0.0841924175620079,19188254.0,833.414793815,1765916957.4730017,0.26366559485530544,123.0,0.001,
0.7984824776649475,123,0.7848520874977112,0.10463212430477142,19336517.0,839.299373318,1765916963.3575828,0.2658092175777063,124.0,0.001,
0.7965171337127686,124,0.797814130783081,0.14943580329418182,19494094.0,846.251542742,1765916970.309745,0.2679528403001072,125.0,0.001,
0.7911417782306671,125,0.8160783052444458,0.17573831975460052,19648425.0,852.364468408,1765916976.4226289,0.27009646302250806,126.0,0.001,
0.789562314748764,126,0.8220715522766113,0.0814758837223053,19798344.0,858.644770639,1765916982.7029574,0.2722400857449089,127.0,0.001,
0.7926141917705536,127,0.8096882104873657,0.1257668286561966,19955841.0,864.939177172,1765916988.997351,0.27438370846730975,128.0,0.001,
0.7971748560667038,128,0.7991027235984802,0.1394079625606537,20107598.0,870.863294389,1765916994.9215002,0.2765273311897106,129.0,0.001,
0.7967040538787842,129,0.8006967902183533,0.06762141734361649,20258362.0,876.59437836,1765917000.6525548,0.27867095391211144,130.0,0.001,
0.7814261317253113,130,0.8477630615234375,0.1222391426563263,20412165.0,883.044268481,1765917007.102455,0.2808145766345123,131.0,0.001,
0.8013793379068375,131,0.7778311967849731,0.08450590819120407,20561798.0,888.646902366,1765917012.705097,0.2829581993569132,132.0,0.001,
0.7883239686489105,132,0.8258005380630493,0.09361188113689423,20720111.0,895.014835942,1765917019.073021,0.28510182207931406,133.0,0.001,
0.7969575375318527,133,0.7940050363540649,0.08754069358110428,20876095.0,901.354539285,1765917025.4127061,0.2872454448017149,134.0,0.001,
0.7916142344474792,134,0.8141763210296631,0.0916789248585701,21031975.0,908.017644221,1765917032.0758338,0.28938906752411575,135.0,0.001,
0.7988807111978531,135,0.7799669504165649,0.08086349070072174,21180614.0,915.360767236,1765917039.4189947,0.2915326902465166,136.0,0.001,
0.7778804451227188,136,0.8734868168830872,0.07040204852819443,21349138.0,923.93070461,1765917047.9888988,0.2936763129689175,137.0,0.001,
0.7800083607435226,137,0.8541959524154663,0.08383914083242416,21511590.0,931.193208861,1765917055.2514317,0.2958199356913183,138.0,0.001,
0.7916767448186874,138,0.8140529990196228,0.06895925849676132,21656819.0,937.305352904,1765917061.3635314,0.2979635584137192,139.0,0.001,
0.7864938527345657,139,0.8352019786834717,0.08071824163198471,21811238.0,943.687740524,1765917067.7459261,0.30010718113612006,140.0,0.001,
0.7776545584201813,140,0.8688234090805054,0.07374513149261475,21980388.0,950.467910759,1765917074.5261261,0.3022508038585209,141.0,0.001,
0.7797654420137405,141,0.8603538274765015,0.07706952095031738,22142594.0,958.348705854,1765917082.406903,0.30439442658092175,142.0,0.001,
0.7831875681877136,142,0.8490505814552307,0.0780448168516159,22299845.0,964.918672164,1765917088.9768689,0.3065380493033226,143.0,0.001,
0.7940353155136108,143,0.8104737997055054,0.07131152600049973,22465527.0,972.322540002,1765917096.3807445,0.3086816720257235,144.0,0.001,
0.8004318326711655,144,0.7790106534957886,0.08383632451295853,22618289.0,979.473487016,1765917103.531677,0.3108252947481243,145.0,0.001,
0.7960089445114136,145,0.7993553280830383,0.100156769156456,22770622.0,985.922531037,1765917109.9807396,0.3129689174705252,146.0,0.001,
0.8013464957475662,146,0.7729426622390747,0.10146656632423401,22922597.0,991.830916588,1765917115.8891184,0.31511254019292606,147.0,0.001,
0.7944121956825256,147,0.8040236234664917,0.06885576993227005,23075685.0,998.593205892,1765917122.651403,0.3172561629153269,148.0,0.001,
0.7945972681045532,148,0.8048539161682129,0.07731781899929047,23239973.0,1005.41935381,1765917129.4775732,0.31939978563772775,149.0,0.001,
0.7849017679691315,149,0.8455294966697693,0.07730168849229813,23407446.0,1013.786920983,1765917137.8451204,0.3215434083601286,150.0,0.001,
0.8036699295043945,150,0.7717585563659668,0.08034713566303253,23555395.0,1019.85357604,1765917143.9117532,0.3236870310825295,151.0,0.001,
0.7941969484090805,151,0.8144916296005249,0.06919875741004944,23712167.0,1026.133923142,1765917150.1921127,0.3258306538049303,152.0,0.001,
0.7879646420478821,152,0.8280931711196899,0.07924175262451172,23869562.0,1032.727488743,1765917156.78568,0.3279742765273312,153.0,0.001,
0.7869689017534256,153,0.8273390531539917,0.08796343207359314,24027568.0,1039.698751509,1765917163.7569237,0.33011789924973206,154.0,0.001,
0.7886558324098587,154,0.8356813788414001,0.09213656187057495,24183451.0,1046.331544399,1765917170.3897314,0.3322615219721329,155.0,0.001,
0.7932200729846954,155,0.8069944977760315,0.09628307074308395,24342400.0,1053.657951586,1765917177.7161427,0.33440514469453375,156.0,0.001,
0.7858719378709793,156,0.843304455280304,0.07061606645584106,24500736.0,1062.030241352,1765917186.0884404,0.3365487674169346,157.0,0.001,
0.796327531337738,157,0.7963094711303711,0.09311755001544952,24652820.0,1069.692276886,1765917193.7504685,0.3386923901393355,158.0,0.001,
0.7908436208963394,158,0.8109398484230042,0.09604596346616745,24810632.0,1076.173806371,1765917200.231995,0.3408360128617363,159.0,0.001,
0.7938119918107986,159,0.7968316674232483,0.13579188287258148,24968589.0,1083.611155108,1765917207.6693578,0.3429796355841372,160.0,0.001,
0.7862470895051956,160,0.8353128433227539,0.11906133592128754,25125017.0,1090.512119509,1765917214.570344,0.34512325830653806,161.0,0.001,
0.8010109215974808,161,0.774013340473175,0.0820811465382576,25277188.0,1097.062589758,1765917221.1207857,0.34726688102893893,162.0,0.001,
0.8056821227073669,162,0.7607135772705078,0.08688101172447205,25430057.0,1103.220975441,1765917227.2791686,0.34941050375133975,163.0,0.001,
0.8041028678417206,163,0.7709717750549316,0.10619702190160751,25583830.0,1110.985586096,1765917235.0437877,0.3515541264737406,164.0,0.001,
0.7900131493806839,164,0.821708083152771,0.0703207403421402,25742285.0,1117.734872252,1765917241.7930574,0.3536977491961415,165.0,0.001,
0.7939662039279938,165,0.8008544445037842,0.10480783879756927,25907065.0,1125.31260469,1765917249.3708336,0.3558413719185423,166.0,0.001,
0.7977897226810455,166,0.7840852737426758,0.10913240164518356,26051750.0,1130.811341444,1765917254.8695467,0.3579849946409432,167.0,0.001,
0.7929892838001251,167,0.8153990507125854,0.07149361073970795,26204362.0,1137.338653495,1765917261.3968298,0.36012861736334406,168.0,0.001,
0.7855411767959595,168,0.8350245952606201,0.09111643582582474,26364857.0,1144.856460905,1765917268.914632,0.36227224008574493,169.0,0.001,
0.7962915003299713,169,0.7981482148170471,0.09146193414926529,26513585.0,1150.588702892,1765917274.6468902,0.36441586280814575,170.0,0.001,
0.7877406179904938,170,0.8323984742164612,0.08484473824501038,26680409.0,1158.236982341,1765917282.2951713,0.3665594855305466,171.0,0.001,
0.8040519207715988,171,0.7697650790214539,0.08917326480150223,26817383.0,1163.659571272,1765917287.7177749,0.3687031082529475,172.0,0.001,
0.7929916679859161,172,0.8174151182174683,0.09809418022632599,26962206.0,1169.804155982,1765917293.8623393,0.3708467309753483,173.0,0.001,
0.7972125709056854,173,0.7936915755271912,0.08354784548282623,27123276.0,1177.060069957,1765917301.118267,0.3729903536977492,174.0,0.001,
0.7887898534536362,174,0.827008843421936,0.07704807817935944,27290681.0,1184.329920588,1765917308.3881085,0.37513397642015006,175.0,0.001,
0.7872661650180817,175,0.829535186290741,0.0809786468744278,27449673.0,1190.804028898,1765917314.8622134,0.37727759914255093,176.0,0.001,
0.7956665903329849,176,0.7979941368103027,0.08787816017866135,27601441.0,1196.856142255,1765917320.9143314,0.37942122186495175,177.0,0.001,
0.794099360704422,177,0.810767412185669,0.08625122159719467,27748300.0,1203.450253269,1765917327.5084589,0.3815648445873526,178.0,0.001,
0.8049592673778534,178,0.7676493525505066,0.07747385650873184,27900973.0,1210.066006015,1765917334.1241927,0.3837084673097535,179.0,0.001,
0.7930982261896133,179,0.8107936382293701,0.08603137731552124,28057386.0,1217.029689085,1765917341.0878766,0.3858520900321543,180.0,0.001,
0.7911231964826584,180,0.8169195055961609,0.07644466310739517,28218433.0,1223.831427842,1765917347.889611,0.3879957127545552,181.0,0.001,
0.7949666231870651,181,0.8051739931106567,0.0689316987991333,28378531.0,1231.683337319,1765917355.7415316,0.39013933547695606,182.0,0.001,
0.8101639598608017,182,0.7430558204650879,0.07388929277658463,28517567.0,1236.577419577,1765917360.6355984,0.39228295819935693,183.0,0.001,
0.8008971363306046,183,0.7708437442779541,0.06900116056203842,28678245.0,1242.688326734,1765917366.7465093,0.39442658092175775,184.0,0.001,
0.7904942184686661,184,0.8255968689918518,0.0672173723578453,28847748.0,1249.984143297,1765917374.0423164,0.3965702036441586,185.0,0.001,
0.7947839349508286,185,0.8066214323043823,0.08175265043973923,29003477.0,1255.926345219,1765917379.9845335,0.3987138263665595,186.0,0.001,
0.7947500497102737,186,0.8037636280059814,0.08898266404867172,29163981.0,1263.574880223,1765917387.6330633,0.4008574490889603,187.0,0.001,
0.7968218773603439,187,0.789494514465332,0.08308185636997223,29313769.0,1270.892594801,1765917394.9507978,0.4030010718113612,188.0,0.001,
0.7962963581085205,188,0.7862341403961182,0.08967248350381851,29474111.0,1277.825672151,1765917401.8838556,0.40514469453376206,189.0,0.001,
0.7864896208047867,189,0.8427339196205139,0.08391279727220535,29641339.0,1284.483001782,1765917408.5411868,0.40728831725616294,190.0,0.001,
0.8014008551836014,190,0.7764629125595093,0.09502279758453369,29795124.0,1290.977720044,1765917415.035899,0.40943193997856375,191.0,0.001,
0.7917229384183884,191,0.815848708152771,0.08921704441308975,29956920.0,1297.514867227,1765917421.5730503,0.4115755627009646,192.0,0.001,
0.7877191752195358,192,0.822518527507782,0.0935075506567955,30113790.0,1304.528932457,1765917428.5871153,0.4137191854233655,193.0,0.001,
0.7950452566146851,193,0.7954760193824768,0.1099073737859726,30267060.0,1311.750824829,1765917435.8090034,0.41586280814576637,194.0,0.001,
0.7925894260406494,194,0.8085855841636658,0.096702441573143,30420733.0,1317.833403107,1765917441.891586,0.4180064308681672,195.0,0.001,
0.7921297699213028,195,0.8107462525367737,0.13349147140979767,30582338.0,1325.091947896,1765917449.150132,0.42015005359056806,196.0,0.001,
0.8042805939912796,196,0.7724805474281311,0.10175337642431259,30735043.0,1330.515593103,1765917454.5737917,0.42229367631296894,197.0,0.001,
0.7943696230649948,197,0.8068797588348389,0.0917094498872757,30885025.0,1336.419440763,1765917460.4776359,0.42443729903536975,198.0,0.001,
0.7954979538917542,198,0.7971071004867554,0.12030558288097382,31036663.0,1342.542132541,1765917466.6003063,0.4265809217577706,199.0,0.001,
0.8060490638017654,199,0.7590482234954834,0.1280965805053711,31184340.0,1348.347613223,1765917472.405799,0.4287245444801715,200.0,0.001,
0.7931947410106659,200,0.8067439198493958,0.08137362450361252,31345142.0,1367.111236898,1765917491.1693954,0.43086816720257237,201.0,0.001,
0.7878079265356064,201,0.8269431591033936,0.11690375953912735,31495847.0,1373.35575707,1765917497.4139478,0.4330117899249732,202.0,0.001,
0.7955735921859741,202,0.795076847076416,0.10058414936065674,31654749.0,1380.401790651,1765917504.4600267,0.43515541264737406,203.0,0.001,
0.7942434400320053,203,0.8034096360206604,0.07595742493867874,31808152.0,1385.667242758,1765917509.725434,0.43729903536977494,204.0,0.001,
