train/epoch,train/global_step,train/mean_token_accuracy,_step,train/num_tokens,train/learning_rate,_timestamp,train/loss,train/grad_norm,_runtime
0.0021436227224008574,1,0.6562617868185043,0,136605.0,1e-05,1765916126.2817209,1.6945645809173584,0.1871442049741745,9.520805744
0.004287245444801715,2,0.6463320255279541,1,292128.0,1e-05,1765916133.0868936,1.7004386186599731,0.17093797028064728,16.325735544
0.006430868167202572,3,0.6619890481233597,2,444535.0,1e-05,1765916139.194846,1.6492506265640259,0.17381618916988373,22.433691747
0.00857449088960343,4,0.6465893983840942,3,592263.0,1e-05,1765916145.354,1.7150545120239258,0.18393200635910034,28.592862201
0.010718113612004287,5,0.6545784175395966,4,737019.0,1e-05,1765916151.042875,1.6958565711975098,0.1845894157886505,34.281733242
0.012861736334405145,6,0.6606289893388748,5,896813.0,1e-05,1765916157.496655,1.6442629098892212,0.17871563136577606,40.735497586
0.015005359056806002,7,0.652214765548706,6,1062679.0,1e-05,1765916165.435613,1.6720411777496338,0.17596161365509033,48.674459093
0.01714898177920686,8,0.6454743295907974,7,1212566.0,1e-05,1765916171.8947895,1.7123873233795166,0.19697803258895874,55.133621135
0.01929260450160772,9,0.6611049920320511,8,1373797.0,1e-05,1765916179.7454321,1.6269950866699219,0.18556705117225647,62.984258469
0.021436227224008574,10,0.6473258882761002,9,1516877.0,1e-05,1765916186.0187802,1.7228435277938843,0.20923791825771332,69.257634351
0.023579849946409433,11,0.6468701511621475,10,1663977.0,1e-05,1765916192.2941961,1.7077763080596924,0.2106568068265915,75.533027933
0.02572347266881029,12,0.6619906723499298,11,1815907.0,1e-05,1765916198.3208308,1.6453404426574707,0.21095454692840576,81.559678896
0.027867095391211148,13,0.6623477339744568,12,1971911.0,1e-05,1765916205.2226903,1.6315983533859253,0.21389742195606232,88.461543159
0.030010718113612004,14,0.6583041846752167,13,2135596.0,1e-05,1765916212.2036092,1.640472650527954,0.2119969129562378,95.442468735
0.03215434083601286,15,0.6543589234352112,14,2285621.0,1e-05,1765916219.0537596,1.658461570739746,0.22947300970554352,102.292578544
0.03429796355841372,16,0.6577039808034897,15,2441090.0,1e-05,1765916226.3758051,1.64467191696167,0.22514650225639343,109.614653116
0.03644158628081458,17,0.6612852960824966,16,2591858.0,1e-05,1765916232.8137753,1.6375668048858643,0.23782825469970703,116.052591794
0.03858520900321544,18,0.6585741937160492,17,2754012.0,1e-05,1765916240.3745255,1.609894037246704,0.22894586622714996,123.613375633
0.04072883172561629,19,0.6605125069618225,18,2916829.0,1e-05,1765916247.5044339,1.6073570251464844,0.2314685434103012,130.743240801
0.04287245444801715,20,0.6423968076705933,19,3061305.0,1e-05,1765916253.6850045,1.7138829231262207,0.266181617975235,136.923851159
0.04501607717041801,21,0.6593026965856552,20,3219127.0,1e-05,1765916259.9062548,1.615354299545288,0.24585402011871338,143.145077882
0.04715969989281887,22,0.6608883738517761,21,3380158.0,1e-05,1765916266.8199818,1.6049346923828125,0.24891623854637146,150.058830814
0.04930332261521972,23,0.6613807529211044,22,3539898.0,1e-05,1765916273.0802033,1.6014537811279297,0.24828055500984192,156.319055407
0.05144694533762058,24,0.6559882909059525,23,3689574.0,1e-05,1765916277.955182,1.630936861038208,0.2666928768157959,161.194036868
0.05359056806002144,25,0.6582257896661758,24,3855970.0,1e-05,1765916285.5891685,1.6000059843063354,0.24726232886314392,168.828010468
0.055734190782422297,26,0.6673123836517334,25,4018658.0,1e-05,1765916292.1924467,1.5569446086883545,0.2443246990442276,175.431304966
0.05787781350482315,27,0.6443978548049927,26,4171160.0,1e-05,1765916298.8833654,1.6707634925842285,0.26308920979499817,182.122205673
0.06002143622722401,28,0.660186231136322,27,4314298.0,1e-05,1765916304.1238205,1.6080358028411865,0.27480658888816833,187.36266705
0.06216505894962487,29,0.6593225449323654,28,4468546.0,1e-05,1765916310.242417,1.5787699222564697,0.2590216100215912,193.481261762
0.06430868167202572,30,0.6597831547260284,29,4635984.0,1e-05,1765916317.38279,1.5710182189941406,0.23855164647102356,200.62162472
0.06645230439442658,31,0.667606383562088,30,4790352.0,1e-05,1765916323.349407,1.548746109008789,0.2555650472640991,206.588258655
0.06859592711682744,32,0.6637964695692062,31,4956096.0,1e-05,1765916330.397141,1.5495423078536987,0.23908968269824982,213.635966576
0.0707395498392283,33,0.667042002081871,32,5107640.0,1e-05,1765916336.1060092,1.5387074947357178,0.25594857335090637,219.34486163
0.07288317256162916,34,0.6704674661159515,33,5265237.0,1e-05,1765916342.568353,1.5101757049560547,0.24487046897411346,225.807195049
0.07502679528403002,35,0.6707439124584198,34,5419378.0,1e-05,1765916348.816242,1.5087270736694336,0.24976937472820282,232.055073394
0.07717041800643087,36,0.6682685762643814,35,5576075.0,1e-05,1765916354.631874,1.507434368133545,0.2463560253381729,237.870723103
0.07931404072883172,37,0.6613645255565643,36,5720029.0,1e-05,1765916359.8164122,1.5555002689361572,0.26187753677368164,243.055240755
0.08145766345123258,38,0.673355296254158,37,5884915.0,1e-05,1765916366.8430793,1.479400634765625,0.2320934236049652,250.08191201
0.08360128617363344,39,0.6631246954202652,38,6032758.0,1e-05,1765916373.176844,1.5333893299102783,0.2556559443473816,256.415682879
0.0857449088960343,40,0.6670091301202774,39,6187550.0,1e-05,1765916379.2749104,1.506312370300293,0.24213875830173492,262.513722712
0.08788853161843516,41,0.6708261668682098,40,6355408.0,1e-05,1765916386.921828,1.4705085754394531,0.2243281900882721,270.160666829
