train/global_step,train/learning_rate,train/grad_norm,_step,train/epoch,train/mean_token_accuracy,_runtime,_timestamp,train/loss,train/num_tokens,eval/accuracy
56.0,0.0001,0.36704668402671814,55,0.12004287245444802,0.7909988760948181,709.53789672,1765930253.805722,0.8050119280815125,8704936.0,
57.0,0.0001,0.46955007314682007,56,0.12218649517684887,0.7971803545951843,722.558945891,1765930266.826792,0.7735066413879395,8867795.0,
58.0,0.0001,0.37452003359794617,57,0.12433011789924973,0.7956344187259674,733.598898135,1765930277.8667243,0.7770475745201111,9019339.0,
59.0,0.0001,0.3384777903556824,58,0.1264737406216506,0.7956597805023193,746.284310187,1765930290.5521424,0.78583824634552,9189045.0,
60.0,0.0001,0.3612782955169678,59,0.12861736334405144,0.7969861924648285,758.442422137,1765930302.7102427,0.7689785361289978,9353955.0,
61.0,0.0001,0.3750946521759033,60,0.1307609860664523,0.8137539327144623,771.780133819,1765930316.0479677,0.7166256904602051,9504744.0,
62.0,0.0001,0.31759193539619446,61,0.13290460878885316,0.7854347825050354,785.536503678,1765930329.804321,0.8206092119216919,9662901.0,
63.0,0.0001,0.3249957263469696,62,0.13504823151125403,0.8135740607976913,796.474458479,1765930340.7422879,0.7019866704940796,9809122.0,
64.0,0.0001,0.3612566292285919,63,0.13719185423365488,0.8019440919160843,809.557081944,1765930353.8249156,0.7602832317352295,9968473.0,
65.0,0.0001,0.5440149903297424,64,0.13933547695605572,0.7959496676921844,822.7899056,1765930367.057739,0.7851923108100891,10119334.0,
66.0,0.0001,0.46004024147987366,65,0.1414790996784566,0.8076123148202896,832.690785311,1765930376.958623,0.72626131772995,10259437.0,
67.0,0.0001,0.2985585331916809,66,0.14362272240085744,0.7941481620073318,847.91920889,1765930392.1870227,0.7915369272232056,10416011.0,
68.0,0.0001,0.34384462237358093,67,0.1457663451232583,0.7966745346784592,858.879175161,1765930403.1470046,0.7759636044502258,10566185.0,
69.0,0.0001,0.35104480385780334,68,0.14790996784565916,0.8042207956314087,869.790756444,1765930414.0585768,0.7506746053695679,10715715.0,
70.0,0.0001,0.3621616065502167,69,0.15005359056806003,0.7968058288097382,884.496178272,1765930428.7639906,0.7718278169631958,10880059.0,
71.0,0.0001,0.25863581895828247,70,0.15219721329046088,0.8022779375314713,895.158252827,1765930439.4260812,0.7437201142311096,11036249.0,
72.0,0.0001,0.39693939685821533,71,0.15434083601286175,0.7987574189901352,906.642460229,1765930450.910295,0.7621853351593018,11186751.0,
73.0,0.0001,0.30045121908187866,72,0.1564844587352626,0.7901321649551392,920.22523615,1765930464.4930575,0.8044412136077881,11356082.0,
74.0,0.0001,0.31696194410324097,73,0.15862808145766344,0.7963767796754837,932.458659337,1765930476.7264848,0.7752720713615417,11514483.0,
75.0,0.0001,0.28805556893348694,74,0.1607717041800643,0.7980187833309174,944.032875025,1765930488.3007014,0.761871337890625,11663606.0,
76.0,0.0001,0.27779045701026917,75,0.16291532690246516,0.8015006184577942,955.678891785,1765930499.9467237,0.754254937171936,11816781.0,
77.0,0.0001,0.42803046107292175,76,0.16505894962486603,0.7990083992481232,967.631282992,1765930511.8990912,0.7628421187400818,11978438.0,
78.0,0.0001,0.31010404229164124,77,0.16720257234726688,0.8028019368648529,979.722688984,1765930523.9905288,0.7477899789810181,12137976.0,
79.0,0.0001,0.4959467649459839,78,0.16934619506966775,0.7997159063816071,992.623076136,1765930536.8909085,0.7742636799812317,12295505.0,
80.0,0.0001,0.3273323178291321,79,0.1714898177920686,0.7955802530050278,1005.234553575,1765930549.5023873,0.7764912843704224,12452019.0,
81.0,0.0001,0.3931658864021301,80,0.17363344051446947,0.790043294429779,1019.816739092,1765930564.084573,0.7960001826286316,12611435.0,
82.0,0.0001,0.2897854745388031,81,0.1757770632368703,0.8083817213773727,1033.39598073,1765930577.6638103,0.7229096293449402,12770621.0,
83.0,0.0001,0.4157182276248932,82,0.17792068595927116,0.8033758103847504,1044.20527706,1765930588.473113,0.7431249022483826,12917873.0,
84.0,0.0001,0.36821413040161133,83,0.18006430868167203,0.8072969168424606,1054.469155125,1765930598.7369993,0.730638861656189,13056173.0,
85.0,0.0001,0.307993084192276,84,0.18220793140407288,0.7894057929515839,1066.61851265,1765930610.8863442,0.7948703169822693,13211326.0,
86.0,0.0001,0.3221920132637024,85,0.18435155412647375,0.7944227457046509,1077.886338781,1765930622.1541657,0.7861419916152954,13369675.0,
87.0,0.0001,0.3551933169364929,86,0.1864951768488746,0.8055864572525024,1089.468201859,1765930633.736005,0.7318826913833618,13509971.0,
88.0,0.0001,0.29299649596214294,87,0.18863879957127547,0.7970742881298065,1103.651696914,1765930647.9195254,0.7788675427436829,13673080.0,
89.0,0.0001,0.3757549524307251,88,0.1907824222936763,0.78635573387146,1115.970719467,1765930660.238545,0.803922176361084,13838935.0,
90.0,0.0001,0.34220796823501587,89,0.19292604501607716,0.7905306816101074,1130.696034314,1765930674.963888,0.7919788360595703,14002150.0,
91.0,0.0001,0.35532745718955994,90,0.19506966773847803,0.8014206737279892,1143.16264321,1765930687.4304783,0.7574377059936523,14156247.0,
92.0,0.0001,0.38363224267959595,91,0.19721329046087888,0.7980727851390839,1156.625798961,1765930700.8936338,0.7682832479476929,14323035.0,
93.0,0.0001,0.3608134984970093,92,0.19935691318327975,0.7903941124677658,1171.517331384,1765930715.7851498,0.8076713681221008,14490759.0,
94.0,0.0001,0.4246881902217865,93,0.2015005359056806,0.7988869100809097,1183.125746525,1765930727.3935685,0.7630961537361145,14642384.0,
95.0,0.0001,0.30116400122642517,94,0.20364415862808147,0.8045955151319504,1193.904940405,1765930738.1727653,0.735093355178833,14786158.0,
96.0,0.0001,0.3392829895019531,95,0.2057877813504823,0.8048241585493088,1205.070538896,1765930749.3383274,0.7282688617706299,14929253.0,
97.0,0.0001,0.3818807005882263,96,0.20793140407288319,0.8114756494760513,1218.232404264,1765930762.5002406,0.702791690826416,15078062.0,
98.0,0.0001,0.3231225609779358,97,0.21007502679528403,0.7953379601240158,1230.983143788,1765930775.250976,0.7694588899612427,15227850.0,
99.0,0.0001,0.29498282074928284,98,0.21221864951768488,0.8020835220813751,1244.344045125,1765930788.6118634,0.7526936531066895,15385692.0,
100.0,0.0001,0.3481827676296234,99,0.21436227224008575,0.8100799173116684,1258.951438832,1765930803.2192564,0.7253113389015198,15540223.0,
101.0,0.0001,0.40416187047958374,100,0.2165058949624866,0.8121287375688553,1368.690381731,1765930912.9581006,0.7117611169815063,15695591.0,
102.0,0.0001,0.36278486251831055,101,0.21864951768488747,0.8023272603750229,1381.098523376,1765930925.3663146,0.7561771273612976,15855000.0,
103.0,0.0001,0.33460137248039246,102,0.2207931404072883,0.7976811081171036,1392.925524856,1765930937.1933002,0.7619050145149231,16010570.0,
104.0,0.0001,0.4875277876853943,103,0.22293676312968919,0.8013612180948257,1405.044412159,1765930949.3121982,0.7460343241691589,16175156.0,
105.0,0.0001,0.2526586651802063,104,0.22508038585209003,0.7961188405752182,1419.654883105,1765930963.9226487,0.7769553065299988,16345184.0,
106.0,0.0001,0.28687790036201477,105,0.22722400857449088,0.8004735112190247,1432.715961997,1765930976.9837422,0.7626465559005737,16496673.0,
107.0,0.0001,0.29220592975616455,106,0.22936763129689175,0.8006339520215988,1444.98753849,1765930989.2552524,0.7641814947128296,16650964.0,
108.0,0.0001,0.3476134240627289,107,0.2315112540192926,0.7985578924417496,1457.255454138,1765931001.523235,0.7705752849578857,16806131.0,
109.0,0.0001,0.4168575406074524,108,0.23365487674169347,0.7985615581274033,1470.13195293,1765931014.3997624,0.7748090028762817,16971757.0,
110.0,0.0001,0.25331369042396545,109,0.2357984994640943,0.8073139935731888,1483.214837159,1765931027.4825993,0.7295937538146973,17125261.0,
111.0,0.0001,0.2738601267337799,110,0.2379421221864952,0.8057445585727692,1496.282898299,1765931040.5506783,0.738896906375885,17285808.0,
112.0,0.0001,0.32090136408805847,111,0.24008574490889603,0.8084302097558975,1509.525860488,1765931053.793651,0.7291916608810425,17436207.0,
113.0,0.0001,0.2817610800266266,112,0.2422293676312969,0.7968809306621552,1522.412279596,1765931066.6800792,0.7612274289131165,17609651.0,
114.0,0.0001,0.32150256633758545,113,0.24437299035369775,0.8013091832399368,1536.040560134,1765931080.3083248,0.7520194053649902,17764531.0,
115.0,0.0001,0.344175785779953,114,0.2465166130760986,0.8136380016803741,1549.343936055,1765931093.611706,0.7093714475631714,17923936.0,
116.0,0.0001,0.25044795870780945,115,0.24866023579849947,0.8084711134433746,1562.864730476,1765931107.1324747,0.7213931083679199,18080869.0,
117.0,0.0001,0.3788178861141205,116,0.2508038585209003,0.8012935966253281,1574.587346699,1765931118.8550909,0.7534135580062866,18244414.0,
118.0,0.0001,0.3046746253967285,117,0.2529474812433012,0.7979703098535538,1589.105443434,1765931133.3732293,0.7668202519416809,18401734.0,
119.0,0.0001,0.40610894560813904,118,0.25509110396570206,0.8102093636989594,1601.329117447,1765931145.5968814,0.7153711915016174,18555213.0,
120.0,0.0001,0.3931500315666199,119,0.2572347266881029,0.7807087153196335,1617.679928026,1765931161.9477158,0.8435400128364563,18729596.0,
121.0,0.0001,0.2961592376232147,120,0.25937834941050375,0.8091155886650085,1628.168736894,1765931172.4364955,0.7134139537811279,18874599.0,
122.0,0.0001,0.30441799759864807,121,0.2615219721329046,0.796691432595253,1642.136170779,1765931186.4039488,0.7642045617103577,19043580.0,
123.0,0.0001,0.2879924178123474,122,0.26366559485530544,0.8042895495891571,1653.539283301,1765931197.807061,0.7368453741073608,19188254.0,
124.0,0.0001,0.26995375752449036,123,0.2658092175777063,0.8101114183664322,1665.271794985,1765931209.5395808,0.712257444858551,19336517.0,
125.0,0.0001,0.30202072858810425,124,0.2679528403001072,0.8084146529436111,1678.379688172,1765931222.6474686,0.7228474617004395,19494094.0,
126.0,0.0001,0.36987799406051636,125,0.27009646302250806,0.806976318359375,1690.236328313,1765931234.5040936,0.7325265407562256,19648425.0,
127.0,0.0001,0.39602556824684143,126,0.2722400857449089,0.8007716685533524,1702.703253011,1765931246.9710193,0.7483046054840088,19798344.0,
128.0,0.0001,0.24459628760814667,127,0.27438370846730975,0.8019012808799744,1714.865922118,1765931259.133697,0.7434868216514587,19955841.0,
129.0,0.0001,0.30770599842071533,128,0.2765273311897106,0.8087482005357742,1725.864336809,1765931270.132129,0.7268860936164856,20107598.0,
130.0,0.0001,0.2687123417854309,129,0.27867095391211144,0.8097823411226273,1736.637909786,1765931280.905735,0.7222203016281128,20258362.0,
131.0,0.0001,0.3508785665035248,130,0.2808145766345123,0.7933172583580017,1749.410503645,1765931293.6782904,0.7792333960533142,20412165.0,
132.0,0.0001,0.3783239722251892,131,0.2829581993569132,0.8134234398603439,1760.436757588,1765931304.7045283,0.6988491415977478,20561798.0,
133.0,0.0001,0.22485537827014923,132,0.28510182207931406,0.7986557334661484,1772.357387411,1765931316.6251538,0.7548205852508545,20720111.0,
134.0,0.0001,0.28702080249786377,133,0.2872454448017149,0.8077176958322525,1784.313574951,1765931328.5813437,0.7246890664100647,20876095.0,
135.0,0.0001,0.309786856174469,134,0.28938906752411575,0.8028946667909622,1796.886075909,1765931341.1538827,0.7446086406707764,21031975.0,
136.0,0.0001,0.3561016023159027,135,0.2915326902465166,0.8105555176734924,1810.302070967,1765931354.569809,0.7067261934280396,21180614.0,
137.0,0.0001,0.26203590631484985,136,0.2936763129689175,0.7870110422372818,1825.954354963,1765931370.2221255,0.813062310218811,21349138.0,
138.0,0.0001,0.3928629755973816,137,0.2958199356913183,0.7904280424118042,1840.340996448,1765931384.6087694,0.7873760461807251,21511590.0,
139.0,0.0001,0.2740901708602905,138,0.2979635584137192,0.8041772395372391,1851.665288732,1765931395.9330766,0.7338298559188843,21656819.0,
140.0,0.0001,0.295290470123291,139,0.30010718113612006,0.8003549128770828,1863.197729419,1765931407.4655209,0.7537254095077515,21811238.0,
141.0,0.0001,0.34072673320770264,140,0.3022508038585209,0.7887180894613266,1875.849696965,1765931420.1174848,0.8001606464385986,21980388.0,
142.0,0.0001,0.28536856174468994,141,0.30439442658092175,0.7901657670736313,1890.831707268,1765931435.0995,0.790058970451355,22142594.0,
143.0,0.0001,0.3253220021724701,142,0.3065380493033226,0.7969965189695358,1903.512068929,1765931447.7798502,0.7695271372795105,22299845.0,
144.0,0.0001,0.3391546607017517,143,0.3086816720257235,0.8050600439310074,1917.808706564,1765931462.0764818,0.7426271438598633,22465527.0,
145.0,0.0001,0.3604961931705475,144,0.3108252947481243,0.8159007579088211,1931.034577289,1765931475.3023274,0.6881634593009949,22618289.0,
146.0,0.0001,0.42632195353507996,145,0.3129689174705252,0.8085936158895493,1943.257418042,1765931487.5251663,0.7214779853820801,22770622.0,
147.0,0.0001,0.26027819514274597,146,0.31511254019292606,0.8143531978130341,1955.214381161,1765931499.482153,0.6934072971343994,22922597.0,
148.0,0.0001,0.2850828766822815,147,0.3172561629153269,0.8070009499788284,1968.206025051,1765931512.473804,0.7275460958480835,23075685.0,
149.0,0.0001,0.37152737379074097,148,0.31939978563772775,0.8084716349840164,1980.907951937,1765931525.1757233,0.7219827175140381,23239973.0,
150.0,0.0001,0.2767466902732849,149,0.3215434083601286,0.7966423481702805,1996.591397711,1765931540.8591683,0.7696434259414673,23407446.0,
151.0,0.0001,0.2548118829727173,150,0.3236870310825295,0.8153751045465469,2008.412760027,1765931552.6805365,0.6968508958816528,23555395.0,
152.0,0.0001,0.3071194887161255,151,0.3258306538049303,0.8084347099065781,2020.656983687,1765931564.924761,0.7276032567024231,23712167.0,
153.0,0.0001,0.44227203726768494,152,0.3279742765273312,0.801623672246933,2033.109815592,1765931577.3776028,0.7449935674667358,23869562.0,
154.0,0.0001,0.23747438192367554,153,0.33011789924973206,0.7986935526132584,2046.396251221,1765931590.6640198,0.7510461211204529,24027568.0,
155.0,0.0001,0.2531434893608093,154,0.3322615219721329,0.8027797192335129,2058.973569261,1765931603.2413585,0.7499043941497803,24183451.0,
156.0,0.0001,0.3092375099658966,155,0.33440514469453375,0.8064001798629761,2072.529212891,1765931616.7969992,0.7291588187217712,24342400.0,
157.0,0.0001,0.3757893145084381,156,0.3365487674169346,0.7958542704582214,2087.908516666,1765931632.1762977,0.7747147083282471,24500736.0,
158.0,0.0001,0.4800943434238434,157,0.3386923901393355,0.8080499917268753,2102.292288656,1765931646.5600803,0.720842719078064,24652820.0,
159.0,0.0001,0.3146679103374481,158,0.3408360128617363,0.8035152405500412,2114.707155218,1765931658.974924,0.7359368801116943,24810632.0,
160.0,0.0001,0.3348657190799713,159,0.3429796355841372,0.8059052079916,2128.920430701,1765931673.1882088,0.7241897583007812,24968589.0,
161.0,0.0001,0.3891134262084961,160,0.34512325830653806,0.7998303771018982,2143.040035022,1765931687.3078234,0.754123330116272,25125017.0,
162.0,0.0001,0.35238733887672424,161,0.34726688102893893,0.8130447268486023,2156.222900799,1765931700.4906652,0.6985647082328796,25277188.0,
163.0,0.0001,0.26389697194099426,162,0.34941050375133975,0.8177432119846344,2167.626882424,1765931711.8946197,0.6832752227783203,25430057.0,
164.0,0.0001,0.3982190191745758,163,0.3515541264737406,0.813657596707344,2182.22743209,1765931726.4951773,0.7070174217224121,25583830.0,
165.0,0.0001,0.429950088262558,164,0.3536977491961415,0.8041134923696518,2195.303509045,1765931739.5712569,0.7364704012870789,25742285.0,
166.0,0.0001,0.32555150985717773,165,0.3558413719185423,0.8044393211603165,2209.904063255,1765931754.1718574,0.7358080744743347,25907065.0,
167.0,0.0001,0.2730608880519867,166,0.3579849946409432,0.8113052099943161,2220.718288148,1765931764.986094,0.7000105381011963,26051750.0,
168.0,0.0001,0.3295232057571411,167,0.36012861736334406,0.8035928308963776,2232.897263928,1765931777.1650393,0.7395315170288086,26204362.0,
169.0,0.0001,0.5215432643890381,168,0.36227224008574493,0.7997129708528519,2246.523013462,1765931790.7907922,0.7533151507377625,26364857.0,
170.0,0.0001,0.3194129168987274,169,0.36441586280814575,0.809173196554184,2257.276658065,1765931801.5444458,0.7196741700172424,26513585.0,
171.0,0.0001,0.34550416469573975,170,0.3665594855305466,0.7988622188568115,2271.240773252,1765931815.5085325,0.76461261510849,26680409.0,
172.0,0.0001,0.36878272891044617,171,0.3687031082529475,0.8165626972913742,2282.257314575,1765931826.5250955,0.6893373727798462,26817383.0,
173.0,0.0001,0.3849361836910248,172,0.3708467309753483,0.8055116236209869,2294.223425479,1765931838.4911833,0.7410857677459717,26962206.0,
174.0,0.0001,0.3964061141014099,173,0.3729903536977492,0.8089900612831116,2307.682244575,1765931851.950041,0.720513105392456,27123276.0,
175.0,0.0001,0.4240456521511078,174,0.37513397642015006,0.8007962107658386,2321.96600864,1765931866.233785,0.7524795532226562,27290681.0,
176.0,0.0001,0.49295327067375183,175,0.37727759914255093,0.7986801862716675,2334.09380951,1765931878.3615935,0.7583755254745483,27449673.0,
177.0,0.0001,0.33646973967552185,176,0.37942122186495175,0.8110072165727615,2345.8478992,1765931890.1156495,0.7117611169815063,27601441.0,
178.0,0.0001,0.3040367364883423,177,0.3815648445873526,0.8061045706272125,2358.91820851,1765931903.185994,0.7338685989379883,27748300.0,
179.0,0.0001,0.3025114834308624,178,0.3837084673097535,0.8161446154117584,2371.546225647,1765931915.814011,0.6929563283920288,27900973.0,
180.0,0.0001,0.22587689757347107,179,0.3858520900321543,0.8061744123697281,2384.443746012,1765931928.7115316,0.7331714630126953,28057386.0,
181.0,0.0001,0.3498861789703369,180,0.3879957127545552,0.8029117584228516,2397.383995986,1765931941.6517766,0.7453752756118774,28218433.0,
182.0,0.0001,0.2596815824508667,181,0.39013933547695606,0.8052594661712646,2412.144515561,1765931956.412266,0.7325865030288696,28378531.0,
183.0,0.0001,0.29813307523727417,182,0.39228295819935693,0.8232878595590591,2421.904332746,1765931966.1721234,0.661714494228363,28517567.0,
184.0,0.0001,0.38959217071533203,183,0.39442658092175775,0.810883179306984,2433.415385755,1765931977.6831899,0.7061549425125122,28678245.0,
185.0,0.0001,0.3232422471046448,184,0.3965702036441586,0.8017782717943192,2447.198698602,1765931991.4665074,0.7547646164894104,28847748.0,
186.0,0.0001,0.24320600926876068,185,0.3987138263665595,0.8051632642745972,2458.499553579,1765932002.767356,0.7361977100372314,29003477.0,
187.0,0.0001,2.3471932411193848,186,0.4008574490889603,0.8040157407522202,2471.852094794,1765932016.1198745,0.7381684184074402,29163981.0,
188.0,0.0001,0.29939553141593933,187,0.4030010718113612,0.8080972284078598,2484.653978693,1765932028.9217675,0.7179178595542908,29313769.0,
189.0,0.0001,0.41385403275489807,188,0.40514469453376206,0.8093366026878357,2497.759240585,1765932042.0270474,0.708795428276062,29474111.0,
190.0,0.0001,0.2735770344734192,189,0.40728831725616294,0.7980607897043228,2510.65818579,1765932054.92597,0.7722384333610535,29641339.0,
191.0,0.0001,0.327989786863327,190,0.40943193997856375,0.8126289248466492,2522.964900152,1765932067.2326748,0.7092405557632446,29795124.0,
192.0,0.0001,0.2836955189704895,191,0.4115755627009646,0.802962526679039,2534.945237162,1765932079.2130098,0.7418373823165894,29956920.0,
193.0,0.0001,0.2965462803840637,192,0.4137191854233655,0.8060707300901413,2547.837474693,1765932092.1052718,0.7204318046569824,30113790.0,
194.0,0.0001,0.3716234564781189,193,0.41586280814576637,0.8097075968980789,2561.796267363,1765932106.0640543,0.7081595659255981,30267060.0,
195.0,0.0001,0.4462364912033081,194,0.4180064308681672,0.8060477077960968,2573.574279267,1765932117.842049,0.7273018956184387,30420733.0,
196.0,0.0001,0.29067838191986084,195,0.42015005359056806,0.804728165268898,2586.649732313,1765932130.9175348,0.7316012382507324,30582338.0,
197.0,0.0001,0.385464608669281,196,0.42229367631296894,0.8161303848028183,2597.324863717,1765932141.5926497,0.6955364942550659,30735043.0,
198.0,0.0001,0.36602213978767395,197,0.42443729903536975,0.8058760613203049,2608.90735419,1765932153.175112,0.7287180423736572,30885025.0,
199.0,0.0001,0.2718935012817383,198,0.4265809217577706,0.8089416772127151,2620.663944897,1765932164.93173,0.7109520435333252,31036663.0,
200.0,0.0001,0.27950161695480347,199,0.4287245444801715,0.8180408626794815,2631.947415446,1765932176.2151818,0.6794400215148926,31184340.0,
