train/global_step,_step,_runtime,train/epoch,train/num_tokens,train/learning_rate,train/loss,train/grad_norm,train/mean_token_accuracy,_timestamp,eval/accuracy
53.0,52,349.868668951,0.11361200428724544,8230483.0,0.001,0.8303202390670776,0.057954784482717514,0.7906903624534607,1765916477.2320452,
54.0,53,356.107082887,0.1157556270096463,8375984.0,0.001,0.7981670498847961,0.06300575286149979,0.7982722818851471,1765916483.4704576,
55.0,54,363.053996732,0.11789924973204716,8547262.0,0.001,0.8915377259254456,0.04365568235516548,0.7748454511165619,1765916490.4173667,
56.0,55,369.865757621,0.12004287245444802,8704936.0,0.001,0.8638006448745728,0.03755498304963112,0.7819521725177765,1765916497.2291238,
57.0,56,376.823541661,0.12218649517684887,8867795.0,0.001,0.8275585174560547,0.05666773393750191,0.7902645766735077,1765916504.1868968,
58.0,57,382.763233691,0.12433011789924973,9019339.0,0.001,0.8363265991210938,0.0766335055232048,0.7877456396818161,1765916510.126602,
59.0,58,389.146342825,0.1264737406216506,9189045.0,0.001,0.8412536978721619,0.0445331409573555,0.7873281985521317,1765916516.5097022,
60.0,59,395.313192559,0.12861736334405144,9353955.0,0.001,0.8281212449073792,0.057094722986221313,0.788826122879982,1765916522.676554,
61.0,60,402.260607755,0.1307609860664523,9504744.0,0.001,0.7843157052993774,0.0587896890938282,0.8027736842632294,1765916529.624002,
62.0,61,409.282941431,0.13290460878885316,9662901.0,0.001,0.875470757484436,0.04263066127896309,0.7781845480203629,1765916536.646307,
63.0,62,414.833970376,0.13504823151125403,9809122.0,0.001,0.7655771970748901,0.050565749406814575,0.8050439655780792,1765916542.1973302,
64.0,63,421.790500759,0.13719185423365488,9968473.0,0.001,0.8178542256355286,0.053766872733831406,0.7936273962259293,1765916549.1538656,
65.0,64,428.922422263,0.13933547695605572,10119334.0,0.001,0.8465304970741272,0.04290667548775673,0.786518394947052,1765916556.2857985,
66.0,65,434.05762823,0.1414790996784566,10259437.0,0.001,0.7989068031311035,0.04977448657155037,0.7972564995288849,1765916561.4209979,
67.0,66,441.759480449,0.14362272240085744,10416011.0,0.001,0.8502095937728882,0.04176913574337959,0.7858640253543854,1765916569.122848,
68.0,67,447.089627935,0.1457663451232583,10566185.0,0.001,0.8407180309295654,0.035736311227083206,0.7877771109342575,1765916574.452968,
69.0,68,452.579848383,0.14790996784565916,10715715.0,0.001,0.8132003545761108,0.04124600440263748,0.794747456908226,1765916579.9432142,
70.0,69,460.69409027,0.15005359056806003,10880059.0,0.001,0.8298346400260925,0.0437781922519207,0.7886156588792801,1765916588.057481,
71.0,70,465.952355922,0.15219721329046088,11036249.0,0.001,0.8105360269546509,0.03898103907704353,0.7919514924287796,1765916593.3157372,
72.0,71,472.130031604,0.15434083601286175,11186751.0,0.001,0.8256957530975342,0.059804704040288925,0.789074033498764,1765916599.4934065,
73.0,72,478.81052896,0.1564844587352626,11356082.0,0.001,0.8578277230262756,0.03500077873468399,0.7814841270446777,1765916606.1738932,
74.0,73,485.601283698,0.15862808145766344,11514483.0,0.001,0.8368943929672241,0.05324956774711609,0.7863425612449646,1765916612.9646566,
75.0,74,491.483767034,0.1607717041800643,11663606.0,0.001,0.8216814398765564,0.04034898802638054,0.7892664521932602,1765916618.8471363,
76.0,75,497.492600563,0.16291532690246516,11816781.0,0.001,0.8236086368560791,0.043561603873968124,0.790817990899086,1765916624.8559716,
77.0,76,503.503345373,0.16505894962486603,11978438.0,0.001,0.8356573581695557,0.07597338408231735,0.787244439125061,1765916630.8667164,
78.0,77,509.90444328,0.16720257234726688,12137976.0,0.001,0.80695641040802,0.04525954648852348,0.7943286895751953,1765916637.2678227,
79.0,78,516.433698856,0.16934619506966775,12295505.0,0.001,0.837175190448761,0.048699501901865005,0.7904137074947357,1765916643.7970731,
80.0,79,522.944414087,0.1714898177920686,12452019.0,0.001,0.8444172739982605,0.037852440029382706,0.7850709557533264,1765916650.3078053,
81.0,80,530.530647145,0.17363344051446947,12611435.0,0.001,0.8588240146636963,0.05843714624643326,0.7809796780347824,1765916657.8940558,
82.0,81,537.644110133,0.1757770632368703,12770621.0,0.001,0.7840285897254944,0.03854120895266533,0.7999212741851807,1765916665.0074878,
83.0,82,543.279761803,0.17792068595927116,12917873.0,0.001,0.814735472202301,0.058704864233732224,0.7927340120077133,1765916670.6431146,
84.0,83,548.437438705,0.18006430868167203,13056173.0,0.001,0.8053535223007202,0.04146166518330574,0.7954932302236557,1765916675.8008187,
85.0,84,554.515207166,0.18220793140407288,13211326.0,0.001,0.8566335439682007,0.047873370349407196,0.7807040959596634,1765916681.8785715,
86.0,85,560.522171221,0.18435155412647375,13369675.0,0.001,0.8468596935272217,0.04353248327970505,0.7850546389818192,1765916687.8855686,
87.0,86,566.254076647,0.1864951768488746,13509971.0,0.001,0.8005542755126953,0.0465027317404747,0.7944823801517487,1765916693.6174376,
88.0,87,573.719416487,0.18863879957127547,13673080.0,0.001,0.8328232169151306,0.04463208094239235,0.7891435474157333,1765916701.0827818,
89.0,88,580.160983928,0.1907824222936763,13838935.0,0.001,0.8721753358840942,0.03859180584549904,0.7762656360864639,1765916707.5243754,
90.0,89,587.61419743,0.19292604501607716,14002150.0,0.001,0.850597620010376,0.04722852632403374,0.7812036275863647,1765916714.9775627,
91.0,90,594.32003086,0.19506966773847803,14156247.0,0.001,0.8233784437179565,0.03925393149256706,0.7920893728733063,1765916721.6833932,
92.0,91,601.515402684,0.19721329046087888,14323035.0,0.001,0.8279938697814941,0.05105027183890343,0.7892627120018005,1765916728.8787668,
93.0,92,608.879562722,0.19935691318327975,14490759.0,0.001,0.866985559463501,0.03916602581739426,0.7812724262475967,1765916736.242938,
94.0,93,614.87789851,0.2015005359056806,14642384.0,0.001,0.8257715106010437,0.04162265732884407,0.7889659404754639,1765916742.2412708,
95.0,94,620.297673584,0.20364415862808147,14786158.0,0.001,0.8102355003356934,0.04500209540128708,0.7929954826831818,1765916747.6610532,
96.0,95,625.948333592,0.2057877813504823,14929253.0,0.001,0.799175500869751,0.08793006837368011,0.7944722771644592,1765916753.3117118,
97.0,96,632.865216766,0.20793140407288319,15078062.0,0.001,0.7661839723587036,0.039838746190071106,0.8014092147350311,1765916760.2285767,
98.0,97,638.896073123,0.21007502679528403,15227850.0,0.001,0.8463646173477173,0.06718453764915466,0.7839768528938293,1765916766.2594438,
99.0,98,645.987745513,0.21221864951768488,15385692.0,0.001,0.819811224937439,0.03776675835251808,0.7901788055896759,1765916773.3511083,
100.0,99,653.302953741,0.21436227224008575,15540223.0,0.001,0.7850567698478699,0.07405760884284973,0.8007882088422775,1765916780.66632,
101.0,100,678.774876503,0.2165058949624866,15695591.0,0.001,0.7776733040809631,0.04496774077415466,0.8017164766788483,1765916806.1381993,
102.0,101,685.218262459,0.21864951768488747,15855000.0,0.001,0.8183791637420654,0.08320168405771255,0.7936208099126816,1765916812.5816422,
103.0,102,691.255589663,0.2207931404072883,16010570.0,0.001,0.8334746360778809,0.0457417368888855,0.7858358025550842,1765916818.6189606,
104.0,103,697.845045583,0.22293676312968919,16175156.0,0.001,0.8126785755157471,0.06183280050754547,0.7911678850650787,1765916825.2083762,
105.0,104,705.691535095,0.22508038585209003,16345184.0,0.001,0.8340448141098022,0.04443179443478584,0.7876442670822144,1765916833.0549157,
106.0,105,712.253104212,0.22722400857449088,16496673.0,0.001,0.827282190322876,0.06145290657877922,0.7908300161361694,1765916839.6164796,
107.0,106,718.503697392,0.22936763129689175,16650964.0,0.001,0.834614098072052,0.04241667687892914,0.7895781546831131,1765916845.8670704,
108.0,107,724.871610979,0.2315112540192926,16806131.0,0.001,0.8424245119094849,0.052692960947752,0.7857971787452698,1765916852.2349858,
109.0,108,731.568400216,0.23365487674169347,16971757.0,0.001,0.8507999181747437,0.04332724213600159,0.7865170389413834,1765916858.931773,
110.0,109,738.633130127,0.2357984994640943,17125261.0,0.001,0.7988830208778381,0.04593857750296593,0.7967843860387802,1765916865.9965014,
111.0,110,745.420533382,0.2379421221864952,17285808.0,0.001,0.7947703003883362,0.04410029202699661,0.7970209121704102,1765916872.7839131,
112.0,111,752.431837805,0.24008574490889603,17436207.0,0.001,0.7952111959457397,0.04393981397151947,0.7976063936948776,1765916879.79521,
113.0,112,759.229619773,0.2422293676312969,17609651.0,0.001,0.8242408037185669,0.04435760900378227,0.7876071780920029,1765916886.5929787,
114.0,113,766.164837687,0.24437299035369775,17764531.0,0.001,0.8190218210220337,0.039626605808734894,0.7910128980875015,1765916893.5282114,
115.0,114,773.117658594,0.2465166130760986,17923936.0,0.001,0.7728757858276367,0.041126903146505356,0.8036526441574097,1765916900.4810548,
116.0,115,780.476338636,0.24866023579849947,18080869.0,0.001,0.7868067622184753,0.03755732998251915,0.7983435094356537,1765916907.8397307,
117.0,116,786.545043577,0.2508038585209003,18244414.0,0.001,0.8262758255004883,0.04375182092189789,0.7889379113912582,1765916913.9083865,
118.0,117,794.070780758,0.2529474812433012,18401734.0,0.001,0.8332223296165466,0.036339182406663895,0.7880420535802841,1765916921.434142,
119.0,118,800.299588715,0.25509110396570206,18555213.0,0.001,0.7898098826408386,0.041962359100580215,0.7976363748311996,1765916927.6629832,
120.0,119,808.474999328,0.2572347266881029,18729596.0,0.001,0.8923053741455078,0.03700843080878258,0.7727265954017639,1765916935.8383486,
121.0,120,813.945152945,0.25937834941050375,18874599.0,0.001,0.7967872619628906,0.047985974699258804,0.7960528135299683,1765916941.3084886,
122.0,121,821.465042968,0.2615219721329046,19043580.0,0.001,0.8263741731643677,0.04615122452378273,0.7855620980262756,1765916948.8283832,
123.0,122,827.275533867,0.26366559485530544,19188254.0,0.001,0.8119779229164124,0.0415177084505558,0.7926144003868103,1765916954.6389065,
124.0,123,833.302936672,0.2658092175777063,19336517.0,0.001,0.7815204858779907,0.04564150050282478,0.7988193482160568,1765916960.666296,
125.0,124,840.152650907,0.2679528403001072,19494094.0,0.001,0.7935982942581177,0.03967977315187454,0.7973839491605759,1765916967.5160387,
126.0,125,846.166358552,0.27009646302250806,19648425.0,0.001,0.8116253614425659,0.04607626795768738,0.7925963401794434,1765916973.5297203,
127.0,126,852.355611257,0.2722400857449089,19798344.0,0.001,0.8185479640960693,0.05127353593707085,0.7905318886041641,1765916979.7189956,
128.0,127,858.516515112,0.27438370846730975,19955841.0,0.001,0.8065406680107117,0.04229350388050079,0.7924489974975586,1765916985.8798845,
129.0,128,864.322334828,0.2765273311897106,20107598.0,0.001,0.7947796583175659,0.04881458356976509,0.7977432459592819,1765916991.685711,
130.0,129,869.992089829,0.27867095391211144,20258362.0,0.001,0.7973883152008057,0.0388169027864933,0.7973338961601257,1765916997.355477,
131.0,130,876.348109625,0.2808145766345123,20412165.0,0.001,0.8437765836715698,0.04253890737891197,0.7826294302940369,1765917003.7114716,
132.0,131,881.825496897,0.2829581993569132,20561798.0,0.001,0.7728389501571655,0.05098014697432518,0.8023113012313843,1765917009.1888297,
133.0,132,888.001033085,0.28510182207931406,20720111.0,0.001,0.8221670389175415,0.0888255387544632,0.7885285317897797,1765917015.3644063,
134.0,133,894.256263576,0.2872454448017149,20876095.0,0.001,0.7902560830116272,0.03666635602712631,0.7973362803459167,1765917021.6196256,
135.0,134,900.850145125,0.28938906752411575,21031975.0,0.001,0.8107888102531433,0.08944027125835419,0.7931253015995026,1765917028.2135026,
136.0,135,908.065227704,0.2915326902465166,21180614.0,0.001,0.7756778001785278,0.04207248240709305,0.7997263967990875,1765917035.4285874,
137.0,136,916.462582875,0.2936763129689175,21349138.0,0.001,0.8705683350563049,0.06580620259046555,0.7785407155752182,1765917043.825945,
138.0,137,923.666877389,0.2958199356913183,21511590.0,0.001,0.8498420715332031,0.03929850459098816,0.7807936817407608,1765917051.0302649,
139.0,138,929.711600394,0.2979635584137192,21656819.0,0.001,0.8104358911514282,0.0676511898636818,0.7931439578533173,1765917057.0749793,
140.0,139,935.932778586,0.30010718113612006,21811238.0,0.001,0.8303920030593872,0.04436207562685013,0.7869286388158798,1765917063.296133,
141.0,140,942.575686699,0.3022508038585209,21980388.0,0.001,0.8638466596603394,0.050164561718702316,0.7777182161808014,1765917069.93905,
142.0,141,950.309087966,0.30439442658092175,22142594.0,0.001,0.8557456731796265,0.0394437201321125,0.780416950583458,1765917077.6724873,
143.0,142,956.765778119,0.3065380493033226,22299845.0,0.001,0.8440185785293579,0.04888274520635605,0.7840026170015335,1765917084.1291392,
144.0,143,964.039277922,0.3086816720257235,22465527.0,0.001,0.8062914609909058,0.04144543036818504,0.7954630255699158,1765917091.4026544,
145.0,144,971.014544317,0.3108252947481243,22618289.0,0.001,0.7735786437988281,0.04213869944214821,0.8009219318628311,1765917098.3779275,
146.0,145,977.369314074,0.3129689174705252,22770622.0,0.001,0.7937983274459839,0.045533087104558945,0.7971435487270355,1765917104.7326922,
147.0,146,983.197629259,0.31511254019292606,22922597.0,0.001,0.7689374685287476,0.04152814671397209,0.8024051040410995,1765917110.5610003,
148.0,147,989.840510994,0.3172561629153269,23075685.0,0.001,0.7991898655891418,0.045807287096977234,0.7954346835613251,1765917117.2038789,
149.0,148,996.558336285,0.31939978563772775,23239973.0,0.001,0.7992634773254395,0.039978764951229095,0.7959317713975906,1765917123.9217098,
150.0,149,1004.830810336,0.3215434083601286,23407446.0,0.001,0.8410674333572388,0.0399799570441246,0.7854859679937363,1765917132.1942022,
151.0,150,1010.791378845,0.3236870310825295,23555395.0,0.001,0.7677319049835205,0.04343140870332718,0.8038820773363113,1765917138.1547549,
152.0,151,1016.961556003,0.3258306538049303,23712167.0,0.001,0.8101423978805542,0.03857630863785744,0.7949824333190918,1765917144.3249202,
153.0,152,1023.427628999,0.3279742765273312,23869562.0,0.001,0.8231930732727051,0.04058943688869476,0.7890250384807587,1765917150.7909791,
154.0,153,1030.166323858,0.33011789924973206,24027568.0,0.001,0.8227887153625488,0.039381105452775955,0.7875250577926636,1765917157.5296772,
155.0,154,1036.682632636,0.3322615219721329,24183451.0,0.001,0.831217885017395,0.037441108375787735,0.7891427427530289,1765917164.0460055,
156.0,155,1043.882604411,0.33440514469453375,24342400.0,0.001,0.8026552200317383,0.05382554605603218,0.7940015494823456,1765917171.245964,
157.0,156,1052.063818528,0.3365487674169346,24500736.0,0.001,0.8388429880142212,0.0400739386677742,0.7867468595504761,1765917179.4271739,
158.0,157,1059.59762249,0.3386923901393355,24652820.0,0.001,0.792211651802063,0.04522547498345375,0.7976544797420502,1765917186.9609935,
159.0,158,1065.973451188,0.3408360128617363,24810632.0,0.001,0.8064199686050415,0.041783105581998825,0.7917503267526627,1765917193.336818,
160.0,159,1073.324550486,0.3429796355841372,24968589.0,0.001,0.7919360399246216,0.03991115093231201,0.7947510331869125,1765917200.687917,
161.0,160,1080.066079086,0.34512325830653806,25125017.0,0.001,0.8301315903663635,0.04173289239406586,0.7872628718614578,1765917207.42946,
162.0,161,1086.529103994,0.34726688102893893,25277188.0,0.001,0.7686200737953186,0.04136216640472412,0.8013671040534973,1765917213.892466,
163.0,162,1092.51133394,0.34941050375133975,25430057.0,0.001,0.7564488649368286,0.05001397058367729,0.8064975738525391,1765917219.874699,
164.0,163,1100.104261022,0.3515541264737406,25583830.0,0.001,0.7664948105812073,0.04942072555422783,0.8047874569892883,1765917227.46761,
165.0,164,1106.74952359,0.3536977491961415,25742285.0,0.001,0.8161686062812805,0.04131244868040085,0.7912014424800873,1765917234.1128898,
166.0,165,1114.230073873,0.3558413719185423,25907065.0,0.001,0.7962682247161865,0.06558801233768463,0.7952829301357269,1765917241.593441,
167.0,166,1119.663418383,0.3579849946409432,26051750.0,0.001,0.7783530354499817,0.07142969220876694,0.7994048893451691,1765917247.0267909,
168.0,167,1126.104252448,0.36012861736334406,26204362.0,0.001,0.8099932670593262,0.040188513696193695,0.7935633212327957,1765917253.467614,
169.0,168,1133.438738267,0.36227224008574493,26364857.0,0.001,0.8296166658401489,0.04373839497566223,0.7865159809589386,1765917260.8020887,
170.0,169,1139.072313379,0.36441586280814575,26513585.0,0.001,0.793241560459137,0.03883635625243187,0.7972125113010406,1765917266.4356954,
171.0,170,1146.52807965,0.3665594855305466,26680409.0,0.001,0.8277990221977234,0.040409792214632034,0.7885890007019043,1765917273.8914523,
172.0,171,1151.83459341,0.3687031082529475,26817383.0,0.001,0.7645250558853149,0.04346282035112381,0.8055652230978012,1765917279.1979747,
173.0,172,1157.870946328,0.3708467309753483,26962206.0,0.001,0.8122625946998596,0.0452117919921875,0.7942941933870316,1765917285.234299,
174.0,173,1164.975633943,0.3729903536977492,27123276.0,0.001,0.7892699241638184,0.044193413108587265,0.7981220483779907,1765917292.3389962,
175.0,174,1172.037521525,0.37513397642015006,27290681.0,0.001,0.8214127421379089,0.04349294304847717,0.7897503077983856,1765917299.4008958,
176.0,175,1178.435125882,0.37727759914255093,27449673.0,0.001,0.8246694803237915,0.04043128341436386,0.7886316627264023,1765917305.798496,
177.0,176,1184.420119317,0.37942122186495175,27601441.0,0.001,0.7927078604698181,0.04137565195560455,0.7964363247156143,1765917311.7834935,
178.0,177,1190.865326969,0.3815648445873526,27748300.0,0.001,0.8060343265533447,0.04335003346204758,0.7949317544698715,1765917318.2287025,
179.0,178,1197.368881756,0.3837084673097535,27900973.0,0.001,0.7624794840812683,0.043019261211156845,0.8051938861608505,1765917324.7322462,
180.0,179,1204.215663399,0.3858520900321543,28057386.0,0.001,0.80550616979599,0.03934057429432869,0.793990358710289,1765917331.579026,
181.0,180,1210.867260158,0.3879957127545552,28218433.0,0.001,0.8121618032455444,0.04691140726208687,0.792159378528595,1765917338.2306395,
182.0,181,1218.594874108,0.39013933547695606,28378531.0,0.001,0.8001863956451416,0.05616170912981033,0.7955338805913925,1765917345.958227,
183.0,182,1223.361008409,0.39228295819935693,28517567.0,0.001,0.739141583442688,0.05207519233226776,0.8112790882587433,1765917350.7243984,
184.0,183,1229.379797989,0.39442658092175775,28678245.0,0.001,0.7665535807609558,0.05398549139499664,0.8016896396875381,1765917356.7431674,
185.0,184,1236.592940622,0.3965702036441586,28847748.0,0.001,0.820604145526886,0.03992035239934921,0.7916986346244812,1765917363.9563043,
186.0,185,1242.41262551,0.3987138263665595,29003477.0,0.001,0.8017714023590088,0.05214914306998253,0.7954816669225693,1765917369.7760103,
187.0,186,1249.953497735,0.4008574490889603,29163981.0,0.001,0.798334538936615,0.06505865603685379,0.7957169860601425,1765917377.3168654,
188.0,187,1257.144698231,0.4030010718113612,29313769.0,0.001,0.7840940952301025,0.06392605602741241,0.7972648590803146,1765917384.508068,
189.0,188,1263.947335456,0.40514469453376206,29474111.0,0.001,0.7807561755180359,0.04285019636154175,0.7979360371828079,1765917391.3106773,
190.0,189,1270.400976518,0.40728831725616294,29641339.0,0.001,0.8370959758758545,0.04792242869734764,0.7877062857151031,1765917397.764349,
191.0,190,1276.788140301,0.40943193997856375,29795124.0,0.001,0.770846426486969,0.04528569057583809,0.802985429763794,1765917404.151518,
192.0,191,1283.245842321,0.4115755627009646,29956920.0,0.001,0.809721052646637,0.03983099013566971,0.7929653227329254,1765917410.6092043,
193.0,192,1290.128279197,0.4137191854233655,30113790.0,0.001,0.8157809376716614,0.06655373424291611,0.7886710166931152,1765917417.4916754,
194.0,193,1297.247291972,0.41586280814576637,30267060.0,0.001,0.789752721786499,0.0877433568239212,0.796147346496582,1765917424.6106572,
195.0,194,1303.239225547,0.4180064308681672,30420733.0,0.001,0.8028072118759155,0.04140618443489075,0.7940323203802109,1765917430.6025698,
196.0,195,1310.382938301,0.42015005359056806,30582338.0,0.001,0.8043164014816284,0.05690169706940651,0.7931499779224396,1765917437.7463105,
197.0,196,1315.72847973,0.42229367631296894,30735043.0,0.001,0.7670609951019287,0.05002224072813988,0.8053870797157288,1765917443.0918384,
198.0,197,1321.492422265,0.42443729903536975,30885025.0,0.001,0.8018669486045837,0.04656115546822548,0.7948123067617416,1765917448.8557868,
199.0,198,1327.421366873,0.4265809217577706,31036663.0,0.001,0.7905564904212952,0.051250409334897995,0.7970855385065079,1765917454.7847426,
200.0,199,1333.130035951,0.4287245444801715,31184340.0,0.001,0.753065288066864,0.04326343908905983,0.8070068508386612,1765917460.493389,
201.0,200,1361.127371443,0.43086816720257237,31345142.0,0.001,0.8008376359939575,0.04085018113255501,0.7942952513694763,1765917488.4907105,
202.0,201,1367.272595231,0.4330117899249732,31495847.0,0.001,0.8202499151229858,0.04522889479994774,0.7893076837062836,1765917494.6359534,
203.0,202,1374.247786468,0.43515541264737406,31654749.0,0.001,0.7886734008789062,0.04142965003848076,0.796971008181572,1765917501.6111453,
204.0,203,1379.39096183,0.43729903536977494,31808152.0,0.001,0.7973122596740723,0.05258049815893173,0.796162411570549,1765917506.7543263,
