_step,_timestamp,train/mean_token_accuracy,train/learning_rate,_runtime,train/loss,train/epoch,train/grad_norm,train/num_tokens,train/global_step,eval/accuracy
68,1765916583.3824089,0.7883743196725845,0.0001,465.177798504,0.8458607196807861,0.14790996784565916,0.02239282801747322,10715715.0,69.0,
69,1765916591.5788229,0.7826788276433945,0.0001,473.37412988,0.8623149394989014,0.15005359056806003,0.015044160187244415,10880059.0,70.0,
70,1765916597.012632,0.7859053164720535,0.0001,478.807927901,0.843807578086853,0.15219721329046088,0.015420022420585155,11036249.0,71.0,
71,1765916603.3722913,0.7830969840288162,0.0001,485.167612022,0.8587073087692261,0.15434083601286175,0.016509680077433586,11186751.0,72.0,
72,1765916610.2394264,0.7766306400299072,0.0001,492.034706012,0.886966347694397,0.1564844587352626,0.01486990973353386,11356082.0,73.0,
73,1765916617.1131463,0.7806375175714493,0.0001,498.908433101,0.8709185123443604,0.15862808145766344,0.015658676624298096,11514483.0,74.0,
74,1765916623.2712488,0.7821905463933945,0.0001,505.066593713,0.8568456172943115,0.1607717041800643,0.01583677902817726,11663606.0,75.0,
75,1765916629.4027646,0.7842068672180176,0.0001,511.198111299,0.8564445972442627,0.16291532690246516,0.01613670401275158,11816781.0,76.0,
76,1765916635.4883738,0.7809423804283142,0.0001,517.283706656,0.8715312480926514,0.16505894962486603,0.016143374145030975,11978438.0,77.0,
77,1765916642.1813817,0.787906140089035,0.0001,523.976750242,0.8399287462234497,0.16720257234726688,0.01732354424893856,12137976.0,78.0,
78,1765916648.94575,0.7842963337898254,0.0001,530.74110362,0.8689203262329102,0.16934619506966775,0.014912146143615246,12295505.0,79.0,
79,1765916655.7048433,0.7791647911071777,0.0001,537.50019467,0.8779997825622559,0.1714898177920686,0.01559995673596859,12452019.0,80.0,
80,1765916663.5680544,0.7750590890645981,0.0001,545.363375343,0.8906488418579102,0.17363344051446947,0.018243342638015747,12611435.0,81.0,
81,1765916670.9102004,0.7943134605884552,0.0001,552.705600447,0.8152117729187012,0.1757770632368703,0.016277380287647247,12770621.0,82.0,
82,1765916676.760488,0.7856452614068985,0.0001,558.555874658,0.8515744209289551,0.17792068595927116,0.01713097281754017,12917873.0,83.0,
83,1765916682.1267262,0.7888722270727158,0.0001,563.92213455,0.8391627073287964,0.18006430868167203,0.020191239193081856,13056173.0,84.0,
84,1765916688.426363,0.7743626832962036,0.0001,570.221750949,0.8900943994522095,0.18220793140407288,0.018054641783237457,13211326.0,85.0,
85,1765916694.7027855,0.779154971241951,0.0001,576.498164516,0.8780693411827087,0.18435155412647375,0.0174406785517931,13369675.0,86.0,
86,1765916700.556345,0.7878872603178024,0.0001,582.35174066,0.8340263366699219,0.1864951768488746,0.021811945363879204,13509971.0,87.0,
87,1765916708.262913,0.7836306095123291,0.0001,590.058206778,0.8632124662399292,0.18863879957127547,0.0171174556016922,13673080.0,88.0,
88,1765916714.8101919,0.7699318528175354,0.0001,596.605501375,0.9069851040840149,0.1907824222936763,0.018705902621150017,13838935.0,89.0,
89,1765916722.4821465,0.7754000276327133,0.0001,604.277531976,0.8819983005523682,0.19292604501607716,0.017519859597086906,14002150.0,90.0,
90,1765916729.4432378,0.7856033593416214,0.0001,611.238644543,0.8570346832275391,0.19506966773847803,0.016815513372421265,14156247.0,91.0,
91,1765916736.7147682,0.7828617841005325,0.0001,618.510169394,0.8578334450721741,0.19721329046087888,0.019727369770407677,14323035.0,92.0,
92,1765916744.2083137,0.7750734388828278,0.0001,626.003688134,0.9005682468414307,0.19935691318327975,0.01970657706260681,14490759.0,93.0,
93,1765916750.2648108,0.7835446000099182,0.0001,632.06018138,0.8583366870880127,0.2015005359056806,0.021659262478351593,14642384.0,94.0,
94,1765916755.7811823,0.7858031243085861,0.0001,637.576581812,0.8485515117645264,0.20364415862808147,0.019022053107619286,14786158.0,95.0,
95,1765916761.5254188,0.7882260829210281,0.0001,643.320814003,0.8336076736450195,0.2057877813504823,0.015838928520679474,14929253.0,96.0,
96,1765916768.6488361,0.7957200407981873,0.0001,650.44422594,0.7971957921981812,0.20793140407288319,0.01896900311112404,15078062.0,97.0,
97,1765916774.835037,0.7774334698915482,0.0001,656.630351518,0.8793634176254272,0.21007502679528403,0.017421672120690346,15227850.0,98.0,
98,1765916782.1617112,0.7841479778289795,0.0001,663.957153852,0.8528005480766296,0.21221864951768488,0.017765529453754425,15385692.0,99.0,
99,1765916789.69444,0.7945940494537354,0.0001,671.489855441,0.8159580826759338,0.21436227224008575,0.017285313457250595,15540223.0,100.0,
100,1765916808.475773,0.7958260178565979,0.0001,690.271096368,0.8098280429840088,0.2165058949624866,0.020296916365623474,15695591.0,101.0,
101,1765916815.1311488,0.7871539741754532,0.0001,696.926529236,0.8500277996063232,0.21864951768488747,0.017263807356357574,15855000.0,102.0,
102,1765916821.3469307,0.7795054167509079,0.0001,703.142297546,0.8673065900802612,0.2207931404072883,0.021826034411787987,16010570.0,103.0,
103,1765916828.0625515,0.7836298197507858,0.0001,709.857849893,0.8452942371368408,0.22293676312968919,0.021451300010085106,16175156.0,104.0,
104,1765916836.118947,0.7809461504220963,0.0001,717.914313415,0.8637117147445679,0.22508038585209003,0.016245905309915543,16345184.0,105.0,
105,1765916842.8547306,0.7840342819690704,0.0001,724.650156877,0.8587853908538818,0.22722400857449088,0.024446245282888412,16496673.0,106.0,
106,1765916849.3221724,0.78276227414608,0.0001,731.117450535,0.8671008348464966,0.22936763129689175,0.01624998450279236,16650964.0,107.0,
107,1765916855.8739405,0.7797963321208954,0.0001,737.669357422,0.8762232065200806,0.2315112540192926,0.02215431071817875,16806131.0,108.0,
108,1765916862.7918384,0.7801966518163681,0.0001,744.587217959,0.881689190864563,0.23365487674169347,0.018025435507297516,16971757.0,109.0,
109,1765916869.9524577,0.7902339696884155,0.0001,751.747887736,0.8324392437934875,0.2357984994640943,0.01902802474796772,17125261.0,110.0,
110,1765916876.951773,0.7910709083080292,0.0001,758.747086709,0.824621319770813,0.2379421221864952,0.018810871988534927,17285808.0,111.0,
111,1765916884.1307855,0.7918981462717056,0.0001,765.92609107,0.8257772922515869,0.24008574490889603,0.022526338696479797,17436207.0,112.0,
112,1765916891.1548684,0.7813778072595596,0.0001,772.950165811,0.8542600870132446,0.2422293676312969,0.01856072060763836,17609651.0,113.0,
113,1765916898.3333514,0.7846510857343674,0.0001,780.128623532,0.8518159985542297,0.24437299035369775,0.029990388080477715,17764531.0,114.0,
114,1765916905.4689744,0.7975493669509888,0.0001,787.264271944,0.8040168285369873,0.2465166130760986,0.02527482621371746,17923936.0,115.0,
115,1765916912.982274,0.7916113436222076,0.0001,794.777555119,0.820923924446106,0.24866023579849947,0.020639222115278244,18080869.0,116.0,
116,1765916919.2385228,0.782098263502121,0.0001,801.03379592,0.8632022142410278,0.2508038585209003,0.029373740777373314,18244414.0,117.0,
117,1765916926.8916156,0.7817419022321701,0.0001,808.686903596,0.8658726811408997,0.2529474812433012,0.016827557235956192,18401734.0,118.0,
118,1765916933.3444643,0.7912253886461258,0.0001,815.139747672,0.822995662689209,0.25509110396570206,0.032214950770139694,18555213.0,119.0,
119,1765916941.7797587,0.7668715268373489,0.0001,823.575118961,0.9203040599822998,0.2572347266881029,0.01595594920217991,18729596.0,120.0,
120,1765916947.2969313,0.7883247286081314,0.0001,829.092203603,0.833403468132019,0.25937834941050375,0.053148262202739716,18874599.0,121.0,
121,1765916955.117985,0.7807925045490265,0.0001,836.913283407,0.8558410406112671,0.2615219721329046,0.036528848111629486,19043580.0,122.0,
122,1765916961.1307266,0.7866853177547455,0.0001,842.9260156,0.846861720085144,0.26366559485530544,0.049845967441797256,19188254.0,123.0,
123,1765916967.1392648,0.7931012511253357,0.0001,848.934554358,0.812677264213562,0.2658092175777063,0.03287887945771217,19336517.0,124.0,
124,1765916974.125794,0.7915242463350296,0.0001,855.92108631,0.8259016871452332,0.2679528403001072,0.047283340245485306,19494094.0,125.0,
125,1765916980.328856,0.7853951752185822,0.0001,862.124158206,0.847710132598877,0.27009646302250806,0.029483309015631676,19648425.0,126.0,
126,1765916986.7046149,0.7840674966573715,0.0001,868.499896933,0.8510458469390869,0.2722400857449089,0.024672603234648705,19798344.0,127.0,
127,1765916993.050256,0.7867911458015442,0.0001,874.8455742,0.8371089696884155,0.27438370846730975,0.01756252348423004,19955841.0,128.0,
128,1765916998.9369912,0.7910445034503937,0.0001,880.732283702,0.82826828956604,0.2765273311897106,0.01864316500723362,20107598.0,129.0,
129,1765917004.805518,0.79172283411026,0.0001,886.600799222,0.8276673555374146,0.27867095391211144,0.03389616310596466,20258362.0,130.0,
130,1765917011.3660219,0.77644282579422,0.0001,893.16131363,0.8777633905410767,0.2808145766345123,0.017864655703306198,20412165.0,131.0,
131,1765917016.988072,0.7954067140817642,0.0001,898.783358457,0.8064360618591309,0.2829581993569132,0.020229538902640343,20561798.0,132.0,
132,1765917023.4321592,0.7816473841667175,0.0001,905.227443056,0.8566567897796631,0.28510182207931406,0.026288190856575966,20720111.0,133.0,
133,1765917029.902736,0.7915284633636475,0.0001,911.698022827,0.8223239779472351,0.2872454448017149,0.01710236445069313,20876095.0,134.0,
134,1765917036.617396,0.7867837697267532,0.0001,918.412681716,0.841196596622467,0.28938906752411575,0.02699531801044941,21031975.0,135.0,
135,1765917044.0582669,0.7929408699274063,0.0001,925.853555711,0.8090405464172363,0.2915326902465166,0.026637624949216843,21180614.0,136.0,
136,1765917052.6029155,0.7724023908376694,0.0001,934.398235111,0.9017118215560913,0.2936763129689175,0.049801044166088104,21349138.0,137.0,
137,1765917059.9643269,0.774883046746254,0.0001,941.759640068,0.8835890293121338,0.2958199356913183,0.04141407087445259,21511590.0,138.0,
138,1765917066.2179842,0.7861718982458115,0.0001,948.013295186,0.8456128835678101,0.2979635584137192,0.058398690074682236,21656819.0,139.0,
139,1765917072.494239,0.7796539813280106,0.0001,954.289515717,0.867221474647522,0.30010718113612006,0.04288659989833832,21811238.0,140.0,
140,1765917079.355292,0.772425651550293,0.0001,961.15057931,0.8971827030181885,0.3022508038585209,0.05165193974971771,21980388.0,141.0,
141,1765917087.228699,0.7736732512712479,0.0001,969.024058022,0.889458179473877,0.30439442658092175,0.02443888783454895,22142594.0,142.0,
142,1765917093.8998897,0.7773510664701462,0.0001,975.695257871,0.8801636099815369,0.3065380493033226,0.035823337733745575,22299845.0,143.0,
143,1765917101.3510084,0.7897570580244064,0.0001,983.146396647,0.8355735540390015,0.3086816720257235,0.03497230261564255,22465527.0,144.0,
144,1765917108.574826,0.7942829877138138,0.0001,990.370113597,0.812373697757721,0.3108252947481243,0.022409452125430107,22618289.0,145.0,
145,1765917115.0944746,0.7905091196298599,0.0001,996.889810858,0.8288092017173767,0.3129689174705252,0.020765425637364388,22770622.0,146.0,
146,1765917121.1823976,0.7959753423929214,0.0001,1002.977702315,0.8017028570175171,0.31511254019292606,0.053908344358205795,22922597.0,147.0,
147,1765917128.0597315,0.7890085130929947,0.0001,1009.85504189,0.8308975696563721,0.3172561629153269,0.030591249465942383,23075685.0,148.0,
148,1765917134.9535258,0.7888977974653244,0.0001,1016.74888244,0.8341659903526306,0.31939978563772775,0.025926537811756134,23239973.0,149.0,
149,1765917143.3468275,0.7797538936138153,0.0001,1025.14220523,0.8738422989845276,0.3215434083601286,0.03423866257071495,23407446.0,150.0,
150,1765917149.4482985,0.7973132729530334,0.0001,1031.243585683,0.7995869517326355,0.3236870310825295,0.04461526498198509,23555395.0,151.0,
151,1765917155.836795,0.7892076522111893,0.0001,1037.632152796,0.8437789678573608,0.3258306538049303,0.03513062372803688,23712167.0,152.0,
152,1765917162.4766433,0.7818201184272766,0.0001,1044.27197718,0.859261155128479,0.3279742765273312,0.02278130128979683,23869562.0,153.0,
153,1765917169.4342299,0.7817526459693909,0.0001,1051.229583236,0.8556095957756042,0.33011789924973206,0.043886397033929825,24027568.0,154.0,
154,1765917176.1982281,0.7827931195497513,0.0001,1057.993532103,0.8658857345581055,0.3322615219721329,0.02070845104753971,24183451.0,155.0,
155,1765917183.5558643,0.7873015850782394,0.0001,1065.351209397,0.8374961614608765,0.33440514469453375,0.030271658673882484,24342400.0,156.0,
156,1765917191.929077,0.78120356798172,0.0001,1073.724451302,0.869512140750885,0.3365487674169346,0.02269638516008854,24500736.0,157.0,
157,1765917199.7174094,0.7906423062086105,0.0001,1081.512731691,0.8248032331466675,0.3386923901393355,0.02628662809729576,24652820.0,158.0,
158,1765917206.1715202,0.7849180847406387,0.0001,1087.966890583,0.8376427888870239,0.3408360128617363,0.020462896674871445,24810632.0,159.0,
159,1765917213.6925573,0.7882426381111145,0.0001,1095.487881508,0.8263558745384216,0.3429796355841372,0.018570516258478165,24968589.0,160.0,
160,1765917220.638985,0.7805401533842087,0.0001,1102.434250736,0.8641003370285034,0.34512325830653806,0.02031712792813778,25125017.0,161.0,
161,1765917227.3263013,0.7951463013887405,0.0001,1109.121588383,0.8015937805175781,0.34726688102893893,0.029305491596460342,25277188.0,162.0,
162,1765917233.4438286,0.7996724098920822,0.0001,1115.239133322,0.7891210317611694,0.34941050375133975,0.02928020805120468,25430057.0,163.0,
163,1765917241.300967,0.7987879812717438,0.0001,1123.096259686,0.7985631227493286,0.3515541264737406,0.021901274099946022,25583830.0,164.0,
164,1765917248.161212,0.7845891714096069,0.0001,1129.956594261,0.8506854176521301,0.3536977491961415,0.0191379114985466,25742285.0,165.0,
165,1765917255.9162333,0.7882195115089417,0.0001,1137.711532392,0.8298379778862,0.3558413719185423,0.021401837468147278,25907065.0,166.0,
166,1765917261.5441122,0.7915985286235809,0.0001,1143.33945017,0.8150461912155151,0.3579849946409432,0.03016844019293785,26051750.0,167.0,
167,1765917268.0674973,0.7869892418384552,0.0001,1149.862808749,0.8446183204650879,0.36012861736334406,0.020905308425426483,26204362.0,168.0,
168,1765917275.4885542,0.7802320122718811,0.0001,1157.283932492,0.8646039366722107,0.36227224008574493,0.029724908992648125,26364857.0,169.0,
169,1765917281.3658922,0.7905658781528473,0.0001,1163.161196083,0.8267209529876709,0.36441586280814575,0.019808655604720116,26513585.0,170.0,
170,1765917288.8776722,0.7829578220844269,0.0001,1170.673044879,0.8587513566017151,0.3665594855305466,0.020126160234212875,26680409.0,171.0,
171,1765917294.3739638,0.7994755506515503,0.0001,1176.169259373,0.799087643623352,0.3687031082529475,0.0227398332208395,26817383.0,172.0,
172,1765917300.5446856,0.7865302562713623,0.0001,1182.33998527,0.8470596075057983,0.3708467309753483,0.027153534814715385,26962206.0,173.0,
173,1765917307.8463163,0.7918263375759125,0.0001,1189.64158816,0.8215106129646301,0.3729903536977492,0.018962448462843895,27123276.0,174.0,
174,1765917315.0619965,0.7827988117933273,0.0001,1196.857289177,0.8549847602844238,0.37513397642015006,0.022601542994379997,27290681.0,175.0,
175,1765917321.658147,0.7820887863636017,0.0001,1203.453481362,0.8568145036697388,0.37727759914255093,0.03301578387618065,27449673.0,176.0,
176,1765917327.83255,0.7898189872503281,0.0001,1209.627838734,0.8261463642120361,0.37942122186495175,0.02010505273938179,27601441.0,177.0,
177,1765917334.4394202,0.7892384827136993,0.0001,1216.234811006,0.838910698890686,0.3815648445873526,0.043308161199092865,27748300.0,178.0,
178,1765917341.1979191,0.7993059903383255,0.0001,1222.993277611,0.7961307764053345,0.3837084673097535,0.0324363149702549,27900973.0,179.0,
179,1765917348.2953043,0.7874498963356018,0.0001,1230.090637092,0.8395695686340332,0.3858520900321543,0.05098328739404678,28057386.0,180.0,
180,1765917355.2237124,0.7860664278268814,0.0001,1237.019089707,0.8451399207115173,0.3879957127545552,0.03708721324801445,28218433.0,181.0,
181,1765917363.1912816,0.7891726493835449,0.0001,1244.986586416,0.8332029581069946,0.39013933547695606,0.03313400596380234,28378531.0,182.0,
182,1765917368.0189264,0.8050737380981445,0.0001,1249.814279683,0.7715867161750793,0.39228295819935693,0.048975810408592224,28517567.0,183.0,
183,1765917374.2816148,0.7950442582368851,0.0001,1256.076923947,0.7986764907836914,0.39442658092175775,0.03236907348036766,28678245.0,184.0,
184,1765917381.7343707,0.7856055498123169,0.0001,1263.529739761,0.8514581918716431,0.3965702036441586,0.05419432371854782,28847748.0,185.0,
185,1765917387.6506896,0.7898437678813934,0.0001,1269.446003462,0.8330925703048706,0.3987138263665595,0.06091596931219101,29003477.0,186.0,
186,1765917395.2635467,0.7895569801330566,0.0001,1277.058848992,0.8301324844360352,0.4008574490889603,0.02743581123650074,29163981.0,187.0,
187,1765917402.6782455,0.7902277112007141,0.0001,1284.473615926,0.8216971755027771,0.4030010718113612,0.052820172160863876,29313769.0,188.0,
188,1765917409.6783602,0.7906730473041534,0.0001,1291.473727322,0.8156355619430542,0.40514469453376206,0.039026889950037,29474111.0,189.0,
189,1765917416.2698753,0.7817021608352661,0.0001,1298.065237011,0.8695046901702881,0.40728831725616294,0.034581225365400314,29641339.0,190.0,
190,1765917422.8491037,0.7962692826986313,0.0001,1304.644499747,0.8039507865905762,0.40943193997856375,0.0616704560816288,29795124.0,191.0,
191,1765917429.4943697,0.7862107902765274,0.0001,1311.289710604,0.8453267216682434,0.4115755627009646,0.01981534995138645,29956920.0,192.0,
192,1765917436.64471,0.7809423357248306,0.0001,1318.440095664,0.8564713001251221,0.4137191854233655,0.039940983057022095,30113790.0,193.0,
193,1765917443.9292896,0.7898499965667725,0.0001,1325.724590028,0.8229396939277649,0.41586280814576637,0.03540376201272011,30267060.0,194.0,
194,1765917449.9785976,0.7866359800100327,0.0001,1331.77404237,0.838087797164917,0.4180064308681672,0.02414698339998722,30420733.0,195.0,
195,1765917457.3190227,0.7861573100090027,0.0001,1339.114413156,0.8412062525749207,0.42015005359056806,0.033167093992233276,30582338.0,196.0,
196,1765917462.8784838,0.7981496602296829,0.0001,1344.673880775,0.801751434803009,0.42229367631296894,0.03470968082547188,30735043.0,197.0,
197,1765917468.7615087,0.7883390188217163,0.0001,1350.556879243,0.8340924978256226,0.42443729903536975,0.029745329171419144,30885025.0,198.0,
198,1765917474.8371878,0.7893749326467514,0.0001,1356.632498156,0.8277679681777954,0.4265809217577706,0.028966456651687622,31036663.0,199.0,
199,1765917480.702487,0.7998613715171814,0.0001,1362.497785714,0.7880957126617432,0.4287245444801715,0.038179557770490646,31184340.0,200.0,
200,1765917498.4320152,0.7873066663742065,0.0001,1380.227563559,0.8379178047180176,0.43086816720257237,0.021405577659606934,31345142.0,201.0,
