train/learning_rate,_timestamp,train/num_tokens,train/global_step,_step,train/loss,train/grad_norm,train/mean_token_accuracy,_runtime,train/epoch,eval/accuracy
0.0001,1765916434.5466702,6672296.0,43.0,42,0.8598580956459045,0.010124841704964638,0.7838676273822784,313.313142175,0.09217577706323687,
0.0001,1765916444.0716486,6843136.0,44.0,43,0.915742814540863,0.009991640225052834,0.7695356905460358,322.838131814,0.09431939978563773,
0.0001,1765916452.0494182,6993296.0,45.0,44,0.8978456258773804,0.010465339757502079,0.7725910395383835,330.815889831,0.09646302250803858,
0.0001,1765916459.284547,7142356.0,46.0,45,0.852218747138977,0.009844864718616009,0.7863072603940964,338.051027331,0.09860664523043944,
0.0001,1765916465.546535,7294167.0,47.0,46,0.8519728183746338,0.0110778221860528,0.787202000617981,344.312979416,0.1007502679528403,
0.0001,1765916474.6354408,7470762.0,48.0,47,0.9469038248062134,0.009834056720137596,0.7642180174589157,353.401911368,0.10289389067524116,
0.0001,1765916483.1375086,7629052.0,49.0,48,0.8600597381591797,0.009795370511710644,0.7845993787050247,361.903970617,0.10503751339764202,
0.0001,1765916489.0467432,7779609.0,50.0,49,0.8418310880661011,0.008699782192707062,0.7875046879053116,367.813201044,0.10718113612004287,
0.0001,1765916496.2778256,7927458.0,51.0,50,0.8694592714309692,0.009295536205172539,0.7824309915304184,375.044283923,0.10932475884244373,
0.0001,1765916502.5552793,8078023.0,52.0,51,0.8511995077133179,0.009395373985171318,0.7863480001688004,381.321734324,0.11146838156484459,
0.0001,1765916509.1138518,8230483.0,53.0,52,0.862613320350647,0.009421647526323795,0.7839451432228088,387.880328992,0.11361200428724544,
0.0001,1765916516.057434,8375984.0,54.0,53,0.8317543268203735,0.00846571009606123,0.7916083484888077,394.823912512,0.1157556270096463,
0.0001,1765916523.749334,8547262.0,55.0,54,0.9250085353851318,0.007782608736306429,0.7688509374856949,402.515808881,0.11789924973204716,
0.0001,1765916531.3379023,8704936.0,56.0,55,0.8974384069442749,0.008236461319029331,0.7763610333204269,410.104396068,0.12004287245444802,
0.0001,1765916539.0804503,8867795.0,57.0,56,0.860609769821167,0.008254799991846085,0.7836255729198456,417.846932922,0.12218649517684887,
0.0001,1765916545.7065792,9019339.0,58.0,57,0.8663603663444519,0.008706402033567429,0.7826583832502365,424.473046648,0.12433011789924973,
0.0001,1765916552.8063328,9189045.0,59.0,58,0.8732229471206665,0.008505765348672867,0.7816187292337418,431.572807431,0.1264737406216506,
0.0001,1765916559.6635504,9353955.0,60.0,59,0.8597511053085327,0.008147547952830791,0.7822343558073044,438.430028657,0.12861736334405144,
0.0001,1765916567.408299,9504744.0,61.0,60,0.8185758590698242,0.00817884225398302,0.7966150492429733,446.174769375,0.1307609860664523,
0.0001,1765916575.2463734,9662901.0,62.0,61,0.9083200693130493,0.008615152910351753,0.7720696032047272,454.01284821,0.13290460878885316,
0.0001,1765916581.418383,9809122.0,63.0,62,0.7991278171539307,0.007795104291290045,0.7977630198001862,460.184880015,0.13504823151125403,
0.0001,1765916589.1381195,9968473.0,64.0,63,0.8492431044578552,0.008665907196700573,0.7880546301603317,467.90463054,0.13719185423365488,
0.0001,1765916596.9823294,10119334.0,65.0,64,0.8785890340805054,0.008351806551218033,0.7804614007472992,475.748821264,0.13933547695605572,
0.0001,1765916602.6904697,10259437.0,66.0,65,0.8356507420539856,0.008617551065981388,0.7905106097459793,481.456924918,0.1414790996784566,
0.0001,1765916611.2693856,10416011.0,67.0,66,0.8845782279968262,0.008835102431476116,0.7796044200658798,490.035864727,0.14362272240085744,
0.0001,1765916617.202014,10566185.0,68.0,67,0.8727564811706543,0.008888324722647667,0.7816206216812134,495.968498518,0.1457663451232583,
0.0001,1765916623.3705485,10715715.0,69.0,68,0.845859169960022,0.008262471295893192,0.7882590144872665,502.137018281,0.14790996784565916,
0.0001,1765916632.3119824,10880059.0,70.0,69,0.8625845909118652,0.0077219074591994286,0.7826541513204575,511.078461319,0.15005359056806003,
0.0001,1765916638.1888194,11036249.0,71.0,70,0.8443890810012817,0.009173426777124405,0.7855174094438553,516.955313537,0.15219721329046088,
0.0001,1765916645.100497,11186751.0,72.0,71,0.858829140663147,0.009164067916572094,0.7831823527812958,523.866976626,0.15434083601286175,
0.0001,1765916652.5454314,11356082.0,73.0,72,0.8867900371551514,0.007423694711178541,0.7762264460325241,531.311915779,0.1564844587352626,
0.0001,1765916660.0509884,11514483.0,74.0,73,0.8712501525878906,0.007938269525766373,0.7813197076320648,538.817460628,0.15862808145766344,
0.0001,1765916666.5732536,11663606.0,75.0,74,0.8568400740623474,0.008864244446158409,0.7821013182401657,545.339731844,0.1607717041800643,
0.0001,1765916673.230809,11816781.0,76.0,75,0.8564821481704712,0.00878057349473238,0.7843935042619705,551.997257445,0.16291532690246516,
0.0001,1765916679.8710325,11978438.0,77.0,76,0.8716272115707397,0.007347228936851025,0.7804757952690125,558.63752898,0.16505894962486603,
0.0001,1765916686.9720955,12137976.0,78.0,77,0.8399222493171692,0.007593110669404268,0.788071408867836,565.738575787,0.16720257234726688,
0.0001,1765916694.2802663,12295505.0,79.0,78,0.8691213130950928,0.007562462240457535,0.7841308414936066,573.046709737,0.16934619506966775,
0.0001,1765916701.4779634,12452019.0,80.0,79,0.878447413444519,0.007982789538800716,0.7787064909934998,580.244398849,0.1714898177920686,
0.0001,1765916709.8550432,12611435.0,81.0,80,0.8909627199172974,0.007953166030347347,0.7748789489269257,588.62152732,0.17363344051446947,
0.0001,1765916717.7452214,12770621.0,82.0,81,0.8154264688491821,0.00754244439303875,0.7940590232610703,596.511697268,0.1757770632368703,
0.0001,1765916724.0424654,12917873.0,83.0,82,0.8519943356513977,0.008262667804956436,0.7852040976285934,602.808938118,0.17792068595927116,
0.0001,1765916729.7757156,13056173.0,84.0,83,0.8396931886672974,0.011105644516646862,0.788694366812706,608.542200106,0.18006430868167203,
0.0001,1765916736.5525181,13211326.0,85.0,84,0.8905133008956909,0.008048851042985916,0.7742023169994354,615.318962454,0.18220793140407288,
0.0001,1765916743.2235954,13369675.0,86.0,85,0.8780566453933716,0.008363031782209873,0.7795300185680389,621.99004338,0.18435155412647375,
0.0001,1765916749.61659,13509971.0,87.0,86,0.8344786167144775,0.008290464989840984,0.7872422933578491,628.3830793,0.1864951768488746,
0.0001,1765916757.9088228,13673080.0,88.0,87,0.8638337254524231,0.007906200364232063,0.7836736440658569,636.675335954,0.18863879957127547,
0.0001,1765916765.0612442,13838935.0,89.0,88,0.9074103832244873,0.009271922521293163,0.769925057888031,643.827708118,0.1907824222936763,
0.0001,1765916773.2647552,14002150.0,90.0,89,0.8821715712547302,0.008205565623939037,0.7753994762897491,652.031213681,0.19292604501607716,
0.0001,1765916780.7409759,14156247.0,91.0,90,0.8574327230453491,0.010668812319636345,0.7856254130601883,659.507442354,0.19506966773847803,
0.0001,1765916788.7274027,14323035.0,92.0,91,0.8575845956802368,0.007891757413744926,0.7829972803592682,667.493885811,0.19721329046087888,
0.0001,1765916796.887927,14490759.0,93.0,92,0.9007614254951477,0.008374594151973724,0.7748098224401474,675.654393766,0.19935691318327975,
0.0001,1765916803.5207076,14642384.0,94.0,93,0.8584307432174683,0.008430875837802887,0.7832484990358353,682.287177964,0.2015005359056806,
0.0001,1765916809.5683115,14786158.0,95.0,94,0.8492635488510132,0.009175735525786877,0.7862162292003632,688.334761371,0.20364415862808147,
0.0001,1765916815.8477094,14929253.0,96.0,95,0.8343678712844849,0.008284030482172966,0.7879288196563721,694.614166152,0.2057877813504823,
0.0001,1765916823.447914,15078062.0,97.0,96,0.7979073524475098,0.00903717428445816,0.7955655157566071,702.214366943,0.20793140407288319,
0.0001,1765916830.140187,15227850.0,98.0,97,0.8796838521957397,0.008129490539431572,0.7773656845092773,708.906676617,0.21007502679528403,
0.0001,1765916838.0051832,15385692.0,99.0,98,0.8528814911842346,0.007922752760350704,0.784406453371048,716.771662275,0.21221864951768488,
0.0001,1765916846.1549807,15540223.0,100.0,99,0.8161064386367798,0.008402327075600624,0.7949276566505432,724.921474962,0.21436227224008575,
0.0001,1765916868.5237799,15695591.0,101.0,100,0.8100787401199341,0.012245044112205505,0.7952951937913895,747.29030488,0.2165058949624866,
0.0001,1765916875.6613495,15855000.0,102.0,101,0.8504108786582947,0.009690215811133385,0.7869210094213486,754.427810355,0.21864951768488747,
0.0001,1765916882.3855357,16010570.0,103.0,102,0.8677598237991333,0.013707534410059452,0.7789544314146042,761.15197367,0.2207931404072883,
0.0001,1765916889.7584445,16175156.0,104.0,103,0.8456971049308777,0.011560436338186264,0.7837164252996445,768.524919032,0.22293676312968919,
0.0001,1765916898.4150686,16345184.0,105.0,104,0.8638874292373657,0.008700455538928509,0.7810996323823929,777.181538456,0.22508038585209003,
0.0001,1765916905.721076,16496673.0,106.0,105,0.8596570491790771,0.021349942311644554,0.7840282320976257,784.487555425,0.22722400857449088,
0.0001,1765916912.6637623,16650964.0,107.0,106,0.868046760559082,0.018376901745796204,0.7829311490058899,791.430237325,0.22936763129689175,
0.0001,1765916919.7206378,16806131.0,108.0,107,0.8766430616378784,0.009053738787770271,0.7795058339834213,798.487135118,0.2315112540192926,
0.0001,1765916927.150003,16971757.0,109.0,108,0.8827331066131592,0.02152293361723423,0.7801126390695572,805.916480496,0.23365487674169347,
0.0001,1765916934.9248853,17125261.0,110.0,109,0.8330394625663757,0.019017720595002174,0.7899181395769119,813.691377793,0.2357984994640943,
0.0001,1765916942.4946742,17285808.0,111.0,110,0.8252748847007751,0.009899097494781017,0.7905318289995193,821.261156818,0.2379421221864952,
0.0001,1765916950.243251,17436207.0,112.0,111,0.8264354467391968,0.02164551056921482,0.7916568219661713,829.009741822,0.24008574490889603,
0.0001,1765916957.7656767,17609651.0,113.0,112,0.8548784255981445,0.012472997419536114,0.7811276465654373,836.532149651,0.2422293676312969,
0.0001,1765916965.4201825,17764531.0,114.0,113,0.8520873785018921,0.008399448357522488,0.7848741412162781,844.186670099,0.24437299035369775,
0.0001,1765916973.1055553,17923936.0,115.0,114,0.8048943281173706,0.019372131675481796,0.7976870387792587,851.87202101,0.2465166130760986,
0.0001,1765916981.190102,18080869.0,116.0,115,0.8217300772666931,0.015446812845766544,0.7913926988840103,859.956598708,0.24866023579849947,
0.0001,1765916987.9381816,18244414.0,117.0,116,0.8633733987808228,0.00894683413207531,0.7820175141096115,866.704659602,0.2508038585209003,
0.0001,1765916996.329365,18401734.0,118.0,117,0.8664566874504089,0.015624734573066235,0.7818804681301117,875.095851772,0.2529474812433012,
0.0001,1765917003.2214372,18555213.0,119.0,118,0.8235737681388855,0.013373099267482758,0.7911969721317291,881.987904364,0.25509110396570206,
0.0001,1765917012.3369997,18729596.0,120.0,119,0.9207001328468323,0.008880515582859516,0.7672408074140549,891.103453667,0.2572347266881029,
0.0001,1765917018.4520688,18874599.0,121.0,120,0.8333870768547058,0.016841648146510124,0.7886294275522232,897.218556244,0.25937834941050375,
0.0001,1765917026.799572,19043580.0,122.0,121,0.8562002778053284,0.014323972165584564,0.7804502248764038,905.566057806,0.2615219721329046,
0.0001,1765917033.2450275,19188254.0,123.0,122,0.8469958305358887,0.009260933846235275,0.7867628931999207,912.011491649,0.26366559485530544,
0.0001,1765917039.7403786,19336517.0,124.0,123,0.8131994009017944,0.016582095995545387,0.7930916249752045,918.506890468,0.2658092175777063,
0.0001,1765917047.3118408,19494094.0,125.0,124,0.8266115188598633,0.013941946439445019,0.7914404422044754,926.078339455,0.2679528403001072,
0.0001,1765917054.004111,19648425.0,126.0,125,0.8482522964477539,0.01143015269190073,0.7851325124502182,932.770584366,0.27009646302250806,
0.0001,1765917060.8907344,19798344.0,127.0,126,0.8510347604751587,0.013735977001488209,0.7843113094568253,939.657209523,0.2722400857449089,
0.0001,1765917067.7869358,19955841.0,128.0,127,0.837456464767456,0.010290959849953651,0.7868717312812805,946.553418443,0.27438370846730975,
0.0001,1765917074.2454867,20107598.0,129.0,128,0.8285804986953735,0.014147184789180756,0.7909675389528275,953.011948581,0.2765273311897106,
0.0001,1765917080.5739813,20258362.0,130.0,129,0.8280551433563232,0.010842623189091682,0.7916306108236313,959.34047595,0.27867095391211144,
0.0001,1765917087.6259933,20412165.0,131.0,130,0.8782806396484375,0.008805602788925171,0.7762636542320251,966.392472885,0.2808145766345123,
0.0001,1765917093.7287302,20561798.0,132.0,131,0.8070015907287598,0.01601221226155758,0.7952705323696136,972.495190891,0.2829581993569132,
0.0001,1765917100.6070745,20720111.0,133.0,132,0.8568089008331299,0.008444572798907757,0.7816077619791031,979.373556965,0.28510182207931406,
0.0001,1765917107.5848167,20876095.0,134.0,133,0.8228850960731506,0.014240412972867489,0.7915791869163513,986.351284354,0.2872454448017149,
0.0001,1765917114.8554125,21031975.0,135.0,134,0.8419241905212402,0.012251139618456364,0.7863221019506454,993.621889377,0.28938906752411575,
0.0001,1765917122.8667684,21180614.0,136.0,135,0.8097699284553528,0.010878183878958225,0.7925160527229309,1001.633218529,0.2915326902465166,
0.0001,1765917132.1755617,21349138.0,137.0,136,0.9016095995903015,0.011818485334515572,0.7726462036371231,1010.942011981,0.2936763129689175,
0.0001,1765917140.1347842,21511590.0,138.0,137,0.8834334015846252,0.009200666099786758,0.7746118307113647,1018.901257808,0.2958199356913183,
0.0001,1765917146.859325,21656819.0,139.0,138,0.8449269533157349,0.009569634683430195,0.7859169989824295,1025.625822006,0.2979635584137192,
0.0001,1765917153.8083098,21811238.0,140.0,139,0.8674180507659912,0.015451864339411259,0.7796516865491867,1032.574760235,0.30010718113612006,
0.0001,1765917161.1606114,21980388.0,141.0,140,0.8971422910690308,0.009665673598647118,0.7720071971416473,1039.927086397,0.3022508038585209,
0.0001,1765917169.7081926,22142594.0,142.0,141,0.8894743919372559,0.01182621531188488,0.7734193205833435,1048.474676819,0.30439442658092175,
0.0001,1765917176.8359864,22299845.0,143.0,142,0.8803666234016418,0.009568491950631142,0.7773145139217377,1055.602467482,0.3065380493033226,
0.0001,1765917184.854003,22465527.0,144.0,143,0.8360112905502319,0.00918059702962637,0.7895532846450806,1063.620477022,0.3086816720257235,
0.0001,1765917192.593391,22618289.0,145.0,144,0.8126695156097412,0.00913239922374487,0.7943941652774811,1071.35985716,0.3108252947481243,
0.0001,1765917199.6868503,22770622.0,146.0,145,0.8291649222373962,0.011132570914924145,0.7903329432010651,1078.453341909,0.3129689174705252,
0.0001,1765917206.1899822,22922597.0,147.0,146,0.8015584945678711,0.014555288478732109,0.7959694266319275,1084.956454438,0.31511254019292606,
0.0001,1765917213.544632,23075685.0,148.0,147,0.8310075998306274,0.01821456290781498,0.7886685132980347,1092.311109058,0.3172561629153269,
0.0001,1765917220.9960563,23239973.0,149.0,148,0.8344914317131042,0.012572971172630787,0.7887391299009323,1099.762522992,0.31939978563772775,
0.0001,1765917230.1158848,23407446.0,150.0,149,0.8746375441551208,0.015283930115401745,0.779238149523735,1108.882383738,0.3215434083601286,
0.0001,1765917236.7620041,23555395.0,151.0,150,0.799341082572937,0.012788308784365654,0.7978066354990005,1115.528492982,0.3236870310825295,
0.0001,1765917243.5990376,23712167.0,152.0,151,0.8442844152450562,0.010623570531606674,0.7886944860219955,1122.365514757,0.3258306538049303,
0.0001,1765917250.7478974,23869562.0,153.0,152,0.8593865633010864,0.016723182052373886,0.7818759679794312,1129.514362518,0.3279742765273312,
0.0001,1765917258.2706861,24027568.0,154.0,153,0.855453372001648,0.009167834185063839,0.781723752617836,1137.037140066,0.33011789924973206,
0.0001,1765917265.5323899,24183451.0,155.0,154,0.8659645318984985,0.009407371282577515,0.7828454226255417,1144.298867543,0.3322615219721329,
0.0001,1765917273.518091,24342400.0,156.0,155,0.8379411101341248,0.021503224968910217,0.7868585139513016,1152.284546395,0.33440514469453375,
