_step,_runtime,_timestamp,train/loss,train/learning_rate,train/grad_norm,train/mean_token_accuracy,train/epoch,train/num_tokens,train/global_step,eval/accuracy
45,1402.748913825,1765917936.2822034,0.7123265266418457,0.0001,0.06115547940135002,0.8101853132247925,0.09860664523043944,7142356.0,46.0,
46,1428.189319319,1765917961.722622,0.714686393737793,0.0001,0.09047573059797287,0.8093294203281403,0.1007502679528403,7294167.0,47.0,
47,1465.4138114,1765917998.9470797,0.8131614923477173,0.0001,0.060300763696432114,0.786478191614151,0.10289389067524116,7470762.0,48.0,
48,1501.464915606,1765918034.9982321,0.7279103994369507,0.0001,0.06637442111968994,0.806148111820221,0.10503751339764202,7629052.0,49.0,
49,1524.640746309,1765918058.174068,0.7062860727310181,0.0001,0.09548141807317734,0.8120628595352173,0.10718113612004287,7779609.0,50.0,
50,1556.77364934,1765918090.3069348,0.7300986051559448,0.0001,0.06411159783601761,0.8049099743366241,0.10932475884244373,7927458.0,51.0,
51,1582.28136846,1765918115.814667,0.7130508422851562,0.0001,0.07838386297225952,0.8089963495731354,0.11146838156484459,8078023.0,52.0,
52,1609.549965001,1765918143.083264,0.7209476232528687,0.0001,0.10868360847234726,0.8064484000205994,0.11361200428724544,8230483.0,53.0,
53,1638.123220956,1765918171.6565287,0.697168231010437,0.0001,0.1941237449645996,0.8141871094703674,0.1157556270096463,8375984.0,54.0,
54,1670.58956159,1765918204.1228812,0.7888357639312744,0.0001,0.0745081827044487,0.7900825440883636,0.11789924973204716,8547262.0,55.0,
55,1701.139406083,1765918234.672699,0.7632554769515991,0.0001,0.16496752202510834,0.7983057498931885,0.12004287245444802,8704936.0,56.0,
56,1732.80140254,1765918266.3345823,0.7259514331817627,0.0001,0.07975117117166519,0.8060462474822998,0.12218649517684887,8867795.0,57.0,
57,1758.694566918,1765918292.2277448,0.7327015399932861,0.0001,0.21699637174606323,0.8037557303905487,0.12433011789924973,9019339.0,58.0,
58,1791.249951828,1765918324.7831542,0.7443651556968689,0.0001,0.05588267371058464,0.8019906878471375,0.1264737406216506,9189045.0,59.0,
59,1819.429223794,1765918352.9623582,0.7282440662384033,0.0001,0.21261079609394073,0.8053260445594788,0.12861736334405144,9353955.0,60.0,
60,1852.846465647,1765918386.3797433,0.6834671497344971,0.0001,0.05960904061794281,0.8179943561553955,0.1307609860664523,9504744.0,61.0,
61,1884.681735778,1765918418.2149072,0.7729597091674805,0.0001,0.2435665726661682,0.7936287224292755,0.13290460878885316,9662901.0,62.0,
62,1910.743579935,1765918444.2768202,0.6661746501922607,0.0001,0.2016858160495758,0.8195706009864807,0.13504823151125403,9809122.0,63.0,
63,1945.676107901,1765918479.2094116,0.7162034511566162,0.0001,0.07225382328033447,0.8089916110038757,0.13719185423365488,9968473.0,64.0,
64,1979.367508914,1765918512.9007907,0.7431191205978394,0.0001,0.2490844428539276,0.801681786775589,0.13933547695605572,10119334.0,65.0,
65,2000.964299363,1765918534.4975,0.6963748931884766,0.0001,0.20220470428466797,0.8128455281257629,0.1414790996784566,10259437.0,66.0,
66,2038.284117007,1765918571.8171954,0.7519097328186035,0.0001,0.059953417629003525,0.8004293143749237,0.14362272240085744,10416011.0,67.0,
67,2064.113479526,1765918597.646546,0.73766028881073,0.0001,0.24381788074970245,0.8031473457813263,0.1457663451232583,10566185.0,68.0,
68,2090.340623605,1765918623.873964,0.7083225846290588,0.0001,0.26022782921791077,0.8107329905033112,0.14790996784565916,10715715.0,69.0,
69,2124.600334931,1765918658.1336124,0.7241826057434082,0.0001,0.089981809258461,0.8052985668182373,0.15005359056806003,10880059.0,70.0,
70,2150.06051923,1765918683.5936558,0.7144776582717896,0.0001,0.13116125762462616,0.8072477281093597,0.15219721329046088,11036249.0,71.0,
71,2179.422601414,1765918712.9556422,0.7279855012893677,0.0001,0.20215460658073425,0.80432990193367,0.15434083601286175,11186751.0,72.0,
72,2211.321864759,1765918744.8550382,0.7542884349822998,0.0001,0.11997845023870468,0.7973363697528839,0.1564844587352626,11356082.0,73.0,
73,2240.285059309,1765918773.818174,0.735644519329071,0.0001,0.1301155686378479,0.803641140460968,0.15862808145766344,11514483.0,74.0,
74,2266.456826973,1765918799.9899707,0.7197645306587219,0.0001,0.2946486473083496,0.8057734072208405,0.1607717041800643,11663606.0,75.0,
75,2299.268562741,1765918832.8016615,0.7273156642913818,0.0001,0.20115861296653748,0.8043662011623383,0.16291532690246516,11816781.0,76.0,
76,2326.375086498,1765918859.9083805,0.7375842928886414,0.0001,0.09267640113830566,0.8027612566947937,0.16505894962486603,11978438.0,77.0,
77,2353.219432524,1765918886.7526152,0.7076296210289001,0.0001,0.2460186630487442,0.809497207403183,0.16720257234726688,12137976.0,78.0,
78,2383.047723274,1765918916.5809035,0.7365395426750183,0.0001,0.1614670306444168,0.8063656389713287,0.16934619506966775,12295505.0,79.0,
79,2413.049038482,1765918946.582191,0.7443862557411194,0.0001,0.14271648228168488,0.8001792728900909,0.1714898177920686,12452019.0,80.0,
80,2446.561996003,1765918980.0952833,0.7551815509796143,0.0001,0.28162214159965515,0.7978100478649139,0.17363344051446947,12611435.0,81.0,
81,2479.928624186,1765919013.4618921,0.6893094778060913,0.0001,0.06328871101140976,0.8154424130916595,0.1757770632368703,12770621.0,82.0,
82,2504.697914099,1765919038.2311866,0.719821572303772,0.0001,0.25987929105758667,0.8071136772632599,0.17792068595927116,12917873.0,83.0,
83,2528.034708274,1765919061.5679734,0.7026255130767822,0.0001,0.26486071944236755,0.811433732509613,0.18006430868167203,13056173.0,84.0,
84,2556.504361755,1765919090.037615,0.7554908990859985,0.0001,0.05648677051067352,0.7971974015235901,0.18220793140407288,13211326.0,85.0,
85,2582.933303357,1765919116.466451,0.7435085773468018,0.0001,0.10813474655151367,0.8021889328956604,0.18435155412647375,13369675.0,86.0,
86,2614.680713047,1765919148.213973,0.6977230310440063,0.0001,0.06043689325451851,0.8108030557632446,0.1864951768488746,13509971.0,87.0,
87,2646.120926666,1765919179.654126,0.7341005802154541,0.0001,0.1805351972579956,0.8042012155056,0.18863879957127547,13673080.0,88.0,
88,2678.169353763,1765919211.7026365,0.7720413208007812,0.0001,0.14017951488494873,0.7922556400299072,0.1907824222936763,13838935.0,89.0,
89,2714.154893453,1765919247.6881647,0.7533272504806519,0.0001,0.09895613044500351,0.797052264213562,0.19292604501607716,14002150.0,90.0,
90,2745.961282282,1765919279.4946053,0.7243469953536987,0.0001,0.16558842360973358,0.8066449463367462,0.19506966773847803,14156247.0,91.0,
91,2776.852055498,1765919310.3853388,0.727277934551239,0.0001,0.08869963884353638,0.804827094078064,0.19721329046087888,14323035.0,92.0,
92,2810.659480512,1765919344.1928241,0.7657785415649414,0.0001,0.24984045326709747,0.7977701723575592,0.19935691318327975,14490759.0,93.0,
93,2838.341437699,1765919371.8747237,0.7207520008087158,0.0001,0.060151953250169754,0.8064878880977631,0.2015005359056806,14642384.0,94.0,
94,2864.816659784,1765919398.3499649,0.7130787372589111,0.0001,0.3116891086101532,0.8073761761188507,0.20364415862808147,14786158.0,95.0,
95,2889.857416922,1765919423.3906968,0.6996046304702759,0.0001,0.05279747024178505,0.8099321722984314,0.2057877813504823,14929253.0,96.0,
96,2923.919955903,1765919457.4532406,0.6676738262176514,0.0001,0.2923685312271118,0.8178913295269012,0.20793140407288319,15078062.0,97.0,
97,2956.438769759,1765919489.9719384,0.7437208890914917,0.0001,0.11624583601951599,0.7992792427539825,0.21007502679528403,15227850.0,98.0,
98,2991.679985882,1765919525.2132862,0.7214158773422241,0.0001,0.2910650968551636,0.8064626753330231,0.21221864951768488,15385692.0,99.0,
99,3025.228563379,1765919558.7616963,0.6903700828552246,0.0001,0.25151580572128296,0.8158166408538818,0.21436227224008575,15540223.0,100.0,
100,3063.66947247,1765919597.2026217,0.6839823722839355,0.0001,0.2671037018299103,0.815877228975296,0.2165058949624866,15695591.0,101.0,
101,3092.770141077,1765919626.3032906,0.7211757898330688,0.0001,0.26359233260154724,0.8060854077339172,0.21864951768488747,15855000.0,102.0,
102,3121.337496588,1765919654.870684,0.7385485172271729,0.0001,0.12958931922912598,0.8007190227508545,0.2207931404072883,16010570.0,103.0,
103,3151.094701597,1765919684.6278648,0.7193793058395386,0.0001,0.24132481217384338,0.804750382900238,0.22293676312968919,16175156.0,104.0,
104,3186.720960483,1765919720.2540672,0.7334535121917725,0.0001,0.07074472308158875,0.8037072420120239,0.22508038585209003,16345184.0,105.0,
105,3217.787005027,1765919751.3201804,0.73149573802948,0.0001,0.2573825716972351,0.804455041885376,0.22722400857449088,16496673.0,106.0,
106,3249.806438992,1765919783.3395946,0.7393206357955933,0.0001,0.16725510358810425,0.8043387234210968,0.22936763129689175,16650964.0,107.0,
107,3284.76079466,1765919818.2939622,0.7470676302909851,0.0001,0.22769984602928162,0.8005796670913696,0.2315112540192926,16806131.0,108.0,
108,3315.482295542,1765919849.015615,0.7536813020706177,0.0001,0.2136935144662857,0.8020160496234894,0.23365487674169347,16971757.0,109.0,
109,3350.377123514,1765919883.9104621,0.7081247568130493,0.0001,0.16420812904834747,0.8096123039722443,0.2357984994640943,17125261.0,110.0,
110,3381.674847687,1765919915.2080576,0.7070778608322144,0.0001,0.18900132179260254,0.8107325732707977,0.2379421221864952,17285808.0,111.0,
111,3417.861160148,1765919951.394437,0.6946626901626587,0.0001,0.07333935052156448,0.8140773475170135,0.24008574490889603,17436207.0,112.0,
112,3449.899400263,1765919983.4326937,0.72978276014328,0.0001,0.1740039885044098,0.8029311895370483,0.2422293676312969,17609651.0,113.0,
113,3482.477425071,1765920016.0105667,0.7208718061447144,0.0001,0.07836123555898666,0.8064587414264679,0.24437299035369775,17764531.0,114.0,
114,3515.246147544,1765920048.7794263,0.678924560546875,0.0001,0.17463955283164978,0.8185326457023621,0.2465166130760986,17923936.0,115.0,
115,3549.113202272,1765920082.6465008,0.6936647891998291,0.0001,0.13004718720912933,0.8139191567897797,0.24866023579849947,18080869.0,116.0,
116,3579.46665943,1765920112.9999228,0.7340156435966492,0.0001,0.1552579253911972,0.80404132604599,0.2508038585209003,18244414.0,117.0,
117,3611.581018621,1765920145.1142938,0.7396460175514221,0.0001,0.17697660624980927,0.8016997873783112,0.2529474812433012,18401734.0,118.0,
118,3643.323307253,1765920176.856623,0.6945323944091797,0.0001,0.1676667183637619,0.8121082782745361,0.25509110396570206,18555213.0,119.0,
119,3680.503207847,1765920214.036529,0.7915869355201721,0.0001,0.1420733630657196,0.7882915735244751,0.2572347266881029,18729596.0,120.0,
120,3704.079492095,1765920237.6127582,0.6999636292457581,0.0001,0.13410794734954834,0.8099817931652069,0.25937834941050375,18874599.0,121.0,
121,3735.653427184,1765920269.1867645,0.7280965447425842,0.0001,0.12547080218791962,0.8024040460586548,0.2615219721329046,19043580.0,122.0,
122,3761.802129988,1765920295.3354065,0.7130213975906372,0.0001,0.08623772114515305,0.8088736832141876,0.26366559485530544,19188254.0,123.0,
123,3789.561228076,1765920323.0943294,0.6860544681549072,0.0001,0.14305129647254944,0.8138036131858826,0.2658092175777063,19336517.0,124.0,
124,3819.022379397,1765920352.5556355,0.7032777070999146,0.0001,0.06587568670511246,0.811242938041687,0.2679528403001072,19494094.0,125.0,
125,3847.494476744,1765920381.0276513,0.7160294055938721,0.0001,0.12655292451381683,0.8075585663318634,0.27009646302250806,19648425.0,126.0,
126,3878.128107041,1765920411.6614027,0.7189885377883911,0.0001,0.05507095903158188,0.8061870336532593,0.2722400857449089,19798344.0,127.0,
127,3904.910329549,1765920438.4436202,0.7146183252334595,0.0001,0.15581844747066498,0.8067272305488586,0.27438370846730975,19955841.0,128.0,
128,3932.151291762,1765920465.684577,0.6985405087471008,0.0001,0.05716168135404587,0.8121607899665833,0.2765273311897106,20107598.0,129.0,
129,3956.793694041,1765920490.3269775,0.6987898349761963,0.0001,0.16975043714046478,0.8122901022434235,0.27867095391211144,20258362.0,130.0,
130,3988.510313593,1765920522.0433724,0.7430113554000854,0.0001,0.07053491473197937,0.7988949120044708,0.2808145766345123,20412165.0,131.0,
131,4012.32306323,1765920545.8563638,0.6774444580078125,0.0001,0.16651087999343872,0.8176397681236267,0.2829581993569132,20561798.0,132.0,
132,4041.540283292,1765920575.073477,0.7296433448791504,0.0001,0.11094653606414795,0.803074061870575,0.28510182207931406,20720111.0,133.0,
133,4070.642998068,1765920604.1763227,0.6974675059318542,0.0001,0.1413235366344452,0.8118034303188324,0.2872454448017149,20876095.0,134.0,
134,4099.585196268,1765920633.118453,0.7179070115089417,0.0001,0.13805414736270905,0.8072997331619263,0.28938906752411575,21031975.0,135.0,
135,4135.974178212,1765920669.5074682,0.6826194524765015,0.0001,0.11885621398687363,0.8146666586399078,0.2915326902465166,21180614.0,136.0,
136,4171.253486808,1765920704.7867973,0.7739571332931519,0.0001,0.15914462506771088,0.7937222421169281,0.2936763129689175,21349138.0,137.0,
137,4203.104769292,1765920736.6380606,0.7545145153999329,0.0001,0.12017861008644104,0.7966033220291138,0.2958199356913183,21511590.0,138.0,
138,4231.861020311,1765920765.394338,0.7164356708526611,0.0001,0.14603084325790405,0.8068509101867676,0.2979635584137192,21656819.0,139.0,
139,4259.059644188,1765920792.5929275,0.7375035881996155,0.0001,0.10455556213855743,0.8008391559123993,0.30010718113612006,21811238.0,140.0,
140,4288.363686655,1765920821.8969636,0.7718871831893921,0.0001,0.0851484164595604,0.7932353615760803,0.3022508038585209,21980388.0,141.0,
141,4323.154736634,1765920856.6880238,0.7583430409431458,0.0001,0.05520572513341904,0.7964736521244049,0.30439442658092175,22142594.0,142.0,
142,4354.041509635,1765920887.5747843,0.7520333528518677,0.0001,0.09978403151035309,0.7984768748283386,0.3065380493033226,22299845.0,143.0,
143,4387.813133221,1765920921.3463147,0.7156200408935547,0.0001,0.09857121855020523,0.8100107908248901,0.3086816720257235,22465527.0,144.0,
144,4418.784078635,1765920952.3172402,0.6887083649635315,0.0001,0.1362249255180359,0.813647598028183,0.3108252947481243,22618289.0,145.0,
145,4449.045584139,1765920982.5788596,0.7029614448547363,0.0001,0.05873207747936249,0.810666024684906,0.3129689174705252,22770622.0,146.0,
146,4477.451248662,1765921010.9844284,0.6749386787414551,0.0001,0.16196180880069733,0.8171895444393158,0.31511254019292606,22922597.0,147.0,
147,4507.937239996,1765921041.4705088,0.7078006267547607,0.0001,0.05832722410559654,0.8099218606948853,0.3172561629153269,23075685.0,148.0,
148,4535.90735934,1765921069.44056,0.7106468677520752,0.0001,0.13343624770641327,0.8089161813259125,0.31939978563772775,23239973.0,149.0,
149,4572.577728516,1765921106.1109118,0.7502515316009521,0.0001,0.07434068620204926,0.7991165518760681,0.3215434083601286,23407446.0,150.0,
150,4603.226103431,1765921136.7592876,0.6738772392272949,0.0001,0.11592140048742294,0.8185054063796997,0.3236870310825295,23555395.0,151.0,
151,4631.417135693,1765921164.9504342,0.7187088131904602,0.0001,0.07963201403617859,0.809359222650528,0.3258306538049303,23712167.0,152.0,
152,4662.432851788,1765921195.966073,0.7302149534225464,0.0001,0.09394204616546631,0.8027485907077789,0.3279742765273312,23869562.0,153.0,
153,4693.078606226,1765921226.611811,0.726982593536377,0.0001,0.08633897453546524,0.8033498227596283,0.33011789924973206,24027568.0,154.0,
154,4723.275510485,1765921256.8087847,0.7380276918411255,0.0001,0.08545015007257462,0.8029537200927734,0.3322615219721329,24183451.0,155.0,
155,4754.660315928,1765921288.1935918,0.7101305723190308,0.0001,0.09026051312685013,0.8089621067047119,0.33440514469453375,24342400.0,156.0,
156,4791.720052759,1765921325.253353,0.7491624355316162,0.0001,0.08163028955459595,0.7993896305561066,0.3365487674169346,24500736.0,157.0,
157,4825.10837987,1765921358.6416457,0.6981369256973267,0.0001,0.09533260762691498,0.8118440806865692,0.3386923901393355,24652820.0,158.0,
158,4852.369932418,1765921385.9031024,0.7153961658477783,0.0001,0.07499012351036072,0.8057983815670013,0.3408360128617363,24810632.0,159.0,
159,4888.537535217,1765921422.0707843,0.70493483543396,0.0001,0.10080559551715851,0.8082920610904694,0.3429796355841372,24968589.0,160.0,
160,4921.885050942,1765921455.4182928,0.7348368763923645,0.0001,0.08912502974271774,0.8016321361064911,0.34512325830653806,25125017.0,161.0,
161,4953.841821837,1765921487.3751075,0.6791934967041016,0.0001,0.0901859849691391,0.8162005543708801,0.34726688102893893,25277188.0,162.0,
162,4982.564094426,1765921516.09722,0.669119656085968,0.0001,0.09781646728515625,0.8198764026165009,0.34941050375133975,25430057.0,163.0,
163,5016.997043513,1765921550.530214,0.6742849349975586,0.0001,0.07813480496406555,0.8193224370479584,0.3515541264737406,25583830.0,164.0,
164,5049.38511745,1765921582.918377,0.7231382727622986,0.0001,0.10459829121828079,0.8050768077373505,0.3536977491961415,25742285.0,165.0,
165,5085.823030713,1765921619.3563406,0.7076942324638367,0.0001,0.058262430131435394,0.8085679709911346,0.3558413719185423,25907065.0,166.0,
166,5109.581219672,1765921643.1144488,0.6889915466308594,0.0001,0.07765769213438034,0.8131023645401001,0.3579849946409432,26051750.0,167.0,
167,5138.859022614,1765921672.3922043,0.7167088985443115,0.0001,0.06376536935567856,0.8070563077926636,0.36012861736334406,26204362.0,168.0,
168,5172.175077167,1765921705.708346,0.7417519688606262,0.0001,0.0764322280883789,0.8007150292396545,0.36227224008574493,26364857.0,169.0,
169,5196.257283572,1765921729.7905803,0.702975869178772,0.0001,0.0660012885928154,0.8097442388534546,0.36441586280814575,26513585.0,170.0,
170,5228.403143185,1765921761.9364133,0.741249680519104,0.0001,0.060838405042886734,0.8019016087055206,0.3665594855305466,26680409.0,171.0,
171,5255.612634363,1765921789.145902,0.6689977645874023,0.0001,0.06632625311613083,0.8199596107006073,0.3687031082529475,26817383.0,172.0,
172,5284.705031895,1765921818.2383218,0.7158924341201782,0.0001,0.0643414705991745,0.8079791367053986,0.3708467309753483,26962206.0,173.0,
173,5320.638189939,1765921854.1714966,0.695152997970581,0.0001,0.06248557195067406,0.8115015625953674,0.3729903536977492,27123276.0,174.0,
174,5354.549268411,1765921888.0825763,0.7314642071723938,0.0001,0.06027868017554283,0.8026590645313263,0.37513397642015006,27290681.0,175.0,
175,5384.176317249,1765921917.709642,0.7312794923782349,0.0001,0.06911107152700424,0.8039278984069824,0.37727759914255093,27449673.0,176.0,
176,5412.113787149,1765921945.6470697,0.7046852111816406,0.0001,0.06542862206697464,0.8095639050006866,0.37942122186495175,27601441.0,177.0,
177,5441.623843628,1765921975.1569953,0.7148903608322144,0.0001,0.06570245325565338,0.8086655735969543,0.3815648445873526,27748300.0,178.0,
178,5476.614937252,1765922010.148216,0.6726459264755249,0.0001,0.06183307617902756,0.8180188834667206,0.3837084673097535,27900973.0,179.0,
179,5510.76376931,1765922044.2970293,0.7133153080940247,0.0001,0.07039812952280045,0.8077777028083801,0.3858520900321543,28057386.0,180.0,
180,5543.530663265,1765922077.0638583,0.7227827310562134,0.0001,0.07033811509609222,0.8055204749107361,0.3879957127545552,28218433.0,181.0,
181,5580.636834988,1765922114.1701443,0.7130259871482849,0.0001,0.09824895113706589,0.8083223700523376,0.39013933547695606,28378531.0,182.0,
182,5603.735380489,1765922137.268501,0.6473052501678467,0.0001,0.06166719272732735,0.8247536420822144,0.39228295819935693,28517567.0,183.0,
183,5630.121878251,1765922163.6551702,0.6799509525299072,0.0001,0.07273231446743011,0.815615326166153,0.39442658092175775,28678245.0,184.0,
184,5663.064948522,1765922196.5981312,0.7277007102966309,0.0001,0.05740177258849144,0.8064885139465332,0.3965702036441586,28847748.0,185.0,
185,5689.242894064,1765922222.7761014,0.7157042026519775,0.0001,0.0798243060708046,0.8080876469612122,0.3987138263665595,29003477.0,186.0,
186,5726.121906954,1765922259.6551006,0.7098046541213989,0.0001,0.07621422410011292,0.8079087436199188,0.4008574490889603,29163981.0,187.0,
187,5755.081299637,1765922288.614466,0.6961240768432617,0.0001,0.0661095604300499,0.811619758605957,0.4030010718113612,29313769.0,188.0,
188,5786.141768466,1765922319.6748998,0.6937479376792908,0.0001,0.07166998088359833,0.8111256659030914,0.40514469453376206,29474111.0,189.0,
189,5816.236182741,1765922349.769404,0.7449218034744263,0.0001,0.058727703988552094,0.80238938331604,0.40728831725616294,29641339.0,190.0,
190,5845.891469363,1765922379.4247534,0.6790796518325806,0.0001,0.06371955573558807,0.8173367083072662,0.40943193997856375,29795124.0,191.0,
191,5876.311510762,1765922409.8447933,0.7209864258766174,0.0001,0.06848639994859695,0.8059251606464386,0.4115755627009646,29956920.0,192.0,
192,5907.920265076,1765922441.4534035,0.7288004755973816,0.0001,0.06057598814368248,0.800714522600174,0.4137191854233655,30113790.0,193.0,
193,5944.658624618,1765922478.1918921,0.6978280544281006,0.0001,0.06593272089958191,0.8109354078769684,0.41586280814576637,30267060.0,194.0,
194,5971.567400539,1765922505.1005595,0.7169021368026733,0.0001,0.06170918419957161,0.8063830435276031,0.4180064308681672,30420733.0,195.0,
195,6005.693988592,1765922539.2271168,0.7164720892906189,0.0001,0.07146196812391281,0.8061695396900177,0.42015005359056806,30582338.0,196.0,
196,6029.382362447,1765922562.9156146,0.6796313524246216,0.0001,0.08839686959981918,0.8184846639633179,0.42229367631296894,30735043.0,197.0,
197,6055.767641624,1765922589.3009212,0.7047514915466309,0.0001,0.06700833886861801,0.8101795315742493,0.42443729903536975,30885025.0,198.0,
