train/loss,train/epoch,_step,_timestamp,train/num_tokens,train/learning_rate,train/global_step,train/mean_token_accuracy,_runtime,train/grad_norm
0.7118,0.7677902621722846,204,1763915724.9086802,63382565.0,4.520868736178039e-05,205,0.8059654831886292,3941.218340992,0.053410619497299194
0.7474,0.7715355805243446,205,1763915744.5131571,63687713.0,4.4452870506927576e-05,206,0.7981438636779785,3960.822796305,0.05060208961367607
0.7444,0.7752808988764045,206,1763915763.7206595,64006019.0,4.3706772362554086e-05,207,0.798667848110199,3980.030463064,0.04427691549062729
0.7359,0.7790262172284644,207,1763915783.3676302,64333728.0,4.297050355305964e-05,208,0.8007886409759521,3999.677448605,0.04563727602362633
0.7301,0.7827715355805244,208,1763915802.7272904,64645528.0,4.224417324544285e-05,209,0.8017728328704834,4019.037064893,0.047290023416280746
0.6819,0.7865168539325843,209,1763915822.0616796,64935240.0,4.152788913311498e-05,210,0.8151993751525879,4038.371504746,0.0476495698094368
0.7232,0.7902621722846442,210,1763915841.9685135,65234953.0,4.0821757419932106e-05,211,0.803556501865387,4058.278341025,0.04793640971183777
0.7308,0.7940074906367042,211,1763915861.4163358,65574475.0,4.0125882804448324e-05,212,0.8016238212585449,4077.726056513,0.04369272664189339
0.7344,0.797752808988764,212,1763915878.2648516,65894718.0,3.944036846439189e-05,213,0.7997799515724182,4094.574598507,0.043541599065065384
0.7536,0.8014981273408239,213,1763915898.6251001,66216674.0,3.876531604136714e-05,214,0.7953475713729858,4114.934899602,0.043379250913858414
0.7102,0.8052434456928839,214,1763915915.5004249,66531679.0,3.8100825625783965e-05,215,0.8068544864654541,4131.810153164,0.04596336930990219
0.7086,0.8089887640449438,215,1763915932.3635883,66831782.0,3.744699574201736e-05,216,0.8082312941551208,4148.673339673,0.045491497963666916
0.7241,0.8127340823970037,216,1763915948.7974062,67128734.0,3.6803923333799115e-05,217,0.8041681051254272,4165.107116071,0.04670679196715355
0.7025,0.8164794007490637,217,1763915968.1654947,67429593.0,3.617170374984402e-05,218,0.8106375336647034,4184.475267847,0.04610180854797363
0.7063,0.8202247191011236,218,1763915987.874106,67735990.0,3.555043072971234e-05,219,0.8088767528533936,4204.183920274,0.04445488005876541
0.7565,0.8239700374531835,219,1763916007.4924486,68065955.0,3.4940196389911e-05,220,0.7964944243431091,4223.802246159,0.043203577399253845
0.7291,0.8277153558052435,220,1763916027.0482328,68388611.0,3.434109121023557e-05,221,0.802257239818573,4243.357981927,0.04319637268781662
0.6987,0.8314606741573034,221,1763916044.2031872,68691286.0,3.375320402035458e-05,222,0.809882402420044,4260.512818169,0.06671745330095291
0.7215,0.8352059925093633,222,1763916064.5163987,69002829.0,3.3176621986638825e-05,223,0.8038910627365112,4280.826037709,0.047851208597421646
0.7488,0.8389513108614233,223,1763916080.4629064,69310074.0,3.261143059923709e-05,224,0.7972468733787537,4296.772752014,0.05618419125676155
0.7227,0.8426966292134831,224,1763916099.9046345,69625019.0,3.205771365940052e-05,225,0.804793655872345,4316.214402261,0.05115572735667229
0.75,0.846441947565543,225,1763916119.6133273,69952201.0,3.151555326705731e-05,226,0.7980903387069702,4335.923073668,0.0436713770031929
0.7494,0.850187265917603,226,1763916139.2903988,70270512.0,3.098502980863975e-05,227,0.7967439293861389,4355.60024903,0.06089107692241669
0.7181,0.8539325842696629,227,1763916157.0630062,70576586.0,3.046622194516529e-05,228,0.8066484928131104,4373.372820263,0.0507725365459919
0.7306,0.8576779026217228,228,1763916177.2831564,70889626.0,2.9959206600573308e-05,229,0.8003786206245422,4393.592973069,0.046430494636297226
0.7243,0.8614232209737828,229,1763916196.298318,71195832.0,2.9464058950319738e-05,230,0.8029337525367737,4412.608080829,0.04673577472567558
0.7318,0.8651685393258427,230,1763916214.4470086,71505026.0,2.898085241023064e-05,231,0.8022721409797668,4430.756729605,0.05062822625041008
0.7633,0.8689138576779026,231,1763916233.8228583,71825878.0,2.8509658625616808e-05,232,0.7946190237998962,4450.13268297,0.053174685686826706
0.7665,0.8726591760299626,232,1763916253.7132497,72158202.0,2.8050547460650924e-05,233,0.7929621934890747,4470.023044418,0.04526727646589279
0.7453,0.8764044943820225,233,1763916273.279648,72469038.0,2.7603586988008672e-05,234,0.7982300519943237,4489.589453348,0.04443276673555374
0.698,0.8801498127340824,234,1763916292.5255787,72769809.0,2.7168843478775664e-05,235,0.8100195527076721,4508.835377035,0.04884766787290573
0.7065,0.8838951310861424,235,1763916312.5855281,73078316.0,2.674638139262133e-05,236,0.8098212480545044,4528.895342093,0.05030224099755287
0.7139,0.8876404494382022,236,1763916331.837431,73395211.0,2.6336263368241447e-05,237,0.8070839047431946,4548.14721187,0.045979686081409454
0.7352,0.8913857677902621,237,1763916348.140861,73704290.0,2.593855021407069e-05,238,0.8013142943382263,4564.450655995,0.045642729848623276
0.7255,0.8951310861423221,238,1763916368.0678694,74020001.0,2.5553300899266492e-05,239,0.8025859594345093,4584.377680077,0.04534740373492241
0.7424,0.898876404494382,239,1763916387.5760772,74333585.0,2.5180572544965702e-05,240,0.799084484577179,4603.885817215,0.04856572300195694
0.7407,0.9026217228464419,240,1763916407.3631327,74640110.0,2.4820420415815154e-05,241,0.7988818287849426,4623.672900729,0.05244709551334381
0.7213,0.9063670411985019,241,1763916428.0921502,74955351.0,2.4472897911777584e-05,242,0.8044975996017456,4644.401996683,0.04642951861023903
0.7436,0.9101123595505618,242,1763916447.7211473,75282418.0,2.4138056560213945e-05,243,0.7991522550582886,4664.030852194,0.044222746044397354
0.7394,0.9138576779026217,243,1763916467.1475222,75596581.0,2.3815946008243476e-05,244,0.8002001047134399,4683.457208025,0.0451703779399395
0.7071,0.9176029962546817,244,1763916487.2103848,75913700.0,2.3506614015382408e-05,245,0.8080378174781799,4703.520142264,0.048676323145627975
0.709,0.9213483146067416,245,1763916506.024652,76217028.0,2.321010644646273e-05,246,0.807408332824707,4722.334436771,0.05214492976665497
0.7166,0.9250936329588015,246,1763916525.1689851,76514411.0,2.2926467264831733e-05,247,0.8059212565422058,4741.478667591,0.04839571937918663
0.7153,0.9288389513108615,247,1763916545.0738876,76812588.0,2.265573852583353e-05,248,0.8056261539459229,4761.383554835,0.04636097699403763
0.746,0.9325842696629213,248,1763916564.3370378,77128619.0,2.2397960370573505e-05,249,0.7979722023010254,4780.646860169,0.05260211229324341
0.7068,0.9363295880149812,249,1763916581.8794763,77429669.0,2.2153171019966566e-05,250,0.8085026144981384,4798.189319083,0.04580613970756531
0.7251,0.9400749063670412,250,1763916601.299867,77743670.0,2.1921406769070103e-05,251,0.803293764591217,4817.609698644,0.04676061496138573
0.7356,0.9438202247191011,251,1763916620.64969,78060486.0,2.1702701981702516e-05,252,0.801468551158905,4836.959550647,0.04383949935436249
0.729,0.947565543071161,252,1763916640.5327642,78376693.0,2.1497089085348054e-05,253,0.8030105233192444,4856.842573765,0.04568576067686081
0.7028,0.951310861423221,253,1763916660.886873,78693727.0,2.1304598566348757e-05,254,0.8102962970733643,4877.196660815,0.042568519711494446
0.7446,0.9550561797752809,254,1763916680.407562,79003816.0,2.1125258965384274e-05,255,0.8000587821006775,4896.717328477,0.0477619506418705
0.7194,0.9588014981273408,255,1763916699.7434134,79306522.0,2.0959096873240082e-05,256,0.8051543235778809,4916.053123201,0.04799213260412216
0.7103,0.9625468164794008,256,1763916719.4077716,79611030.0,2.0806136926864873e-05,257,0.8074716925621033,4935.717403518,0.04511979967355728
0.7098,0.9662921348314607,257,1763916738.359311,79916521.0,2.0666401805717626e-05,258,0.8074102401733398,4954.669110013,0.047946229577064514
0.7194,0.9700374531835206,258,1763916756.7575364,80230585.0,2.053991222840487e-05,259,0.804815411567688,4973.067193796,0.04722430557012558
0.7086,0.9737827715355806,259,1763916776.514788,80533172.0,2.042668694960878e-05,260,0.8085843920707703,4992.824621452,0.04960578307509422
0.7139,0.9775280898876404,260,1763916795.664208,80831070.0,2.032674275730637e-05,261,0.8056146502494812,5011.974005123,0.046214811503887177
0.7184,0.9812734082397003,261,1763916815.4297493,81140345.0,2.0240094470280356e-05,262,0.8035240769386292,5031.739448959,0.045341696590185165
0.7117,0.9850187265917603,262,1763916835.2766004,81442427.0,2.0166754935921936e-05,263,0.8065468668937683,5051.586312869,0.04717455804347992
0.7046,0.9887640449438202,263,1763916855.1345074,81741408.0,2.010673502832593e-05,264,0.8080786466598511,5071.444115619,0.048995744436979294
0.7297,0.9925093632958801,264,1763916874.8715842,82052750.0,2.0060043646678456e-05,265,0.8017979264259338,5091.181278155,0.04759971797466278
0.7308,0.9962546816479401,265,1763916896.66198,82370196.0,2.0026687713937458e-05,266,0.8018617033958435,5112.971791886,0.047220632433891296
0.7309,1.0,266,1763916915.9011323,82681884.0,2.0006672175806197e-05,267,0.8012294173240662,5132.21089635,0.04651593789458275
,1.0,267,1763916985.3316348,,,267,,5201.641041002,
