train/loss,train/epoch,_step,_timestamp,train/num_tokens,train/learning_rate,train/global_step,train/mean_token_accuracy,_runtime,train/grad_norm
0.7702,0.1797752808988764,47,1763912713.2952504,14852797.0,0.00019053594104968027,48,0.7943953275680542,929.604999662,0.04273102059960365
0.7368,0.18352059925093633,48,1763912728.0984802,15159173.0,0.0001900407933994267,49,0.802621066570282,944.408158049,0.044895239174366
0.7528,0.18726591760299627,49,1763912747.3149867,15471735.0,0.00018953377805483476,50,0.7981252074241638,963.624709862,0.048994291573762894
0.7227,0.19101123595505617,50,1763912766.4731672,15765052.0,0.00018901497019136026,51,0.8063365817070007,982.782930111,0.1595432013273239
0.7265,0.1947565543071161,51,1763912786.327772,16073939.0,0.0001884844467329427,52,0.8051618933677673,1002.637407315,0.18259890377521515
0.7467,0.19850187265917604,52,1763912805.824889,16375983.0,0.0001879422863405995,53,0.8003320693969727,1022.134550553,0.13892924785614014
0.7701,0.20224719101123595,53,1763912823.6737893,16705549.0,0.00018738856940076292,54,0.7940044403076172,1039.983589758,0.10823388397693634
0.711,0.20599250936329588,54,1763912843.2598073,17011023.0,0.0001868233780133612,55,0.8103553652763367,1059.569617061,0.17876189947128296
0.7499,0.20973782771535582,55,1763912862.1970744,17313636.0,0.00018624679597964541,56,0.7993079423904419,1078.506795797,0.2209537923336029
0.7664,0.21348314606741572,56,1763912881.9533503,17622620.0,0.00018565890878976447,57,0.794684886932373,1098.263142458,0.23267187178134918
0.759,0.21722846441947566,57,1763912901.9787028,17931679.0,0.00018505980361008901,58,0.7960750460624695,1118.28850267,0.20769815146923065
0.7122,0.2209737827715356,58,1763912921.1409712,18223088.0,0.0001844495692702877,59,0.8061740398406982,1137.450651711,0.17995212972164154
0.729,0.2247191011235955,59,1763912940.1154952,18528786.0,0.00018382829625015597,60,0.8046132922172546,1156.425097639,0.200584277510643
0.7371,0.22846441947565543,60,1763912959.936954,18846019.0,0.00018319607666620092,61,0.8017197251319885,1176.246685012,0.22904175519943237
0.7535,0.23220973782771537,61,1763912979.1490564,19144599.0,0.00018255300425798268,62,0.7977181077003479,1195.458806876,0.2102402001619339
0.7571,0.23595505617977527,62,1763912998.645469,19460661.0,0.00018189917437421604,63,0.7969183921813965,1214.955241647,0.17933756113052368
0.7078,0.2397003745318352,63,1763913018.5870621,19744122.0,0.00018123468395863287,64,0.8074887990951538,1234.896897246,0.18451379239559174
0.7503,0.24344569288389514,64,1763913035.5212803,20063103.0,0.00018055963153560813,65,0.7984598278999329,1251.830899082,0.1806446611881256
0.7517,0.24719101123595505,65,1763913055.0771854,20373538.0,0.00017987411719555172,66,0.7986863255500793,1271.386792861,0.11348264664411545
0.7725,0.250936329588015,66,1763913075.2481804,20697104.0,0.00017917824258006787,67,0.7926167845726013,1291.557764065,0.0325690358877182
0.7219,0.2546816479400749,67,1763913094.130846,20997438.0,0.00017847211086688503,68,0.8044471144676208,1310.440612221,0.1200498640537262
0.7214,0.25842696629213485,68,1763913113.4541306,21287961.0,0.00017775582675455716,69,0.8054368495941162,1329.763915217,0.21625298261642456
0.7833,0.26217228464419473,69,1763913133.7427878,21606220.0,0.00017702949644694038,70,0.7896761298179626,1350.052444647,0.21839752793312073
0.7364,0.26591760299625467,70,1763913153.3847234,21910670.0,0.00017629322763744595,71,0.801125168800354,1369.69454257,0.11905210465192795
0.7361,0.2696629213483146,71,1763913173.1571012,22231753.0,0.00017554712949307243,72,0.8020825386047363,1389.466901277,0.1592433750629425
0.7353,0.27340823970037453,72,1763913192.664781,22534234.0,0.00017479131263821963,73,0.802699863910675,1408.974575768,0.28613153100013733
0.7468,0.27715355805243447,73,1763913210.9742944,22851051.0,0.00017402588913828602,74,0.7994135618209839,1427.283970421,0.037812236696481705
0.7639,0.2808988764044944,74,1763913230.6613219,23157255.0,0.00017325097248305286,75,0.79526686668396,1446.971088891,0.2825606167316437
0.7371,0.2846441947565543,75,1763913250.0388143,23477279.0,0.00017246667756985707,76,0.8009508848190308,1466.348670541,0.09315542876720428
0.7504,0.2883895131086142,76,1763913269.0273046,23786885.0,0.00017167312068655513,77,0.7989084720611572,1485.337052096,0.2275102138519287
0.7668,0.29213483146067415,77,1763913288.1838434,24102813.0,0.00017087041949428124,78,0.7961148023605347,1504.493677203,0.2180376499891281
0.7498,0.2958801498127341,78,1763913307.1860902,24409376.0,0.00017005869301000157,79,0.7976809144020081,1523.495852087,0.09530244022607803
0.765,0.299625468164794,79,1763913327.108064,24720992.0,0.00016923806158886733,80,0.7952187061309814,1543.417872232,0.2452058345079422
0.7589,0.30337078651685395,80,1763913346.5492725,25040320.0,0.00016840864690637004,81,0.7966126799583435,1562.859016135,0.03438648581504822
0.7799,0.30711610486891383,81,1763913366.1130378,25365528.0,0.0001675705719403002,82,0.7897745370864868,1582.422781981,0.2172284722328186
0.7226,0.31086142322097376,82,1763913386.2132196,25671188.0,0.0001667239609525138,83,0.8049917817115784,1602.522894788,0.09398459643125534
0.7206,0.3146067415730337,83,1763913405.8699203,25967680.0,0.00016586893947050736,84,0.8040638566017151,1622.179647317,0.16098566353321075
0.7724,0.31835205992509363,84,1763913423.1672575,26286100.0,0.00016500563426880645,85,0.7920150756835938,1639.47697311,0.17956247925758362
0.7543,0.32209737827715357,85,1763913443.2036824,26594709.0,0.00016413417335016834,86,0.7973732352256775,1659.513518694,0.094270259141922
0.713,0.3258426966292135,86,1763913462.3079553,26905443.0,0.00016325468592660324,87,0.8073288798332214,1678.617803736,0.14131970703601837
0.7657,0.3295880149812734,87,1763913482.844318,27232802.0,0.00016236730240021577,88,0.7941120862960815,1699.154121345,0.12865450978279114
0.7195,0.3333333333333333,88,1763913499.67471,27531031.0,0.00016147215434387027,89,0.8051351308822632,1715.984415754,0.17205940186977386
0.7599,0.33707865168539325,89,1763913518.4109275,27846193.0,0.00016056937448168243,90,0.7958442568778992,1734.720689395,0.24743983149528503
0.7517,0.3408239700374532,90,1763913533.985114,28157672.0,0.00015965909666934013,91,0.7992537617683411,1750.294817025,0.2257494181394577
0.7402,0.3445692883895131,91,1763913553.8229275,28464847.0,0.00015874145587425661,92,0.8003636598587036,1770.132925101,0.2711576521396637
0.7378,0.34831460674157305,92,1763913573.0660164,28779854.0,0.0001578165881555588,93,0.8006196618080139,1789.37583104,0.26211273670196533
0.7088,0.352059925093633,93,1763913592.7220953,29078728.0,0.00015688463064391373,94,0.8074766397476196,1809.03188194,0.21510349214076996
0.7467,0.35580524344569286,94,1763913611.3384972,29387142.0,0.00015594572152119611,95,0.7986530065536499,1827.648228903,0.23923151195049286
0.7593,0.3595505617977528,95,1763913630.9862413,29704756.0,0.000155,96,0.7961020469665527,1847.295922809,0.10507666319608688
0.7894,0.36329588014981273,96,1763913650.4721591,30033740.0,0.0001540476063029977,97,0.7887716293334961,1866.781986304,0.22583726048469543
0.7041,0.36704119850187267,97,1763913670.6931813,30334794.0,0.00015308868164214885,98,0.8082470893859863,1887.002831347,0.05205024033784866
0.7532,0.3707865168539326,98,1763913690.1559947,30647894.0,0.00015212336819776275,99,0.7977632880210876,1906.465753924,0.24114805459976196
0.7297,0.37453183520599254,99,1763913709.1856198,30940038.0,0.00015115180909741749,100,0.8034123182296753,1925.495296048,0.1498032957315445
0.7377,0.3782771535580524,100,1763913729.5910642,31234685.0,0.00015017414839473795,101,0.8013651371002197,1945.901017507,0.22325654327869415
0.7455,0.38202247191011235,101,1763913747.426142,31550997.0,0.00014919053104803722,102,0.7987670302391052,1963.735856739,0.19507142901420593
0.6987,0.3857677902621723,102,1763913766.5115435,31846600.0,0.00014820110289882337,103,0.8112908005714417,1982.82138167,0.165375217795372
0.7198,0.3895131086142322,103,1763913786.4685256,32145793.0,0.0001472060106501755,104,0.8064234256744385,2002.778293396,0.19961296021938324
0.7463,0.39325842696629215,104,1763913805.8504179,32453380.0,0.0001462054018449919,105,0.7992761731147766,2022.160189659,0.0893498957157135
0.7221,0.3970037453183521,105,1763913825.123898,32753298.0,0.00014519942484411403,106,0.8038384318351746,2041.433701292,0.17569132149219513
0.7525,0.40074906367041196,106,1763913845.7626812,33073913.0,0.00014418822880432868,107,0.7950907945632935,2062.072339378,0.036746397614479065
0.7709,0.4044943820224719,107,1763913862.1027246,33398885.0,0.00014317196365625255,108,0.7939147353172302,2078.41241557,0.14809221029281616
0.731,0.40823970037453183,108,1763913881.425196,33704533.0,0.00014215078008210195,109,0.8022199273109436,2097.734928203,0.09607650339603424
0.7247,0.41198501872659177,109,1763913900.9884422,34006765.0,0.00014112482949335105,110,0.8041389584541321,2117.298235654,0.14998987317085266
0.7417,0.4157303370786517,110,1763913920.4333715,34320514.0,0.00014009426400828196,111,0.7999049425125122,2136.743128837,0.11762350797653198
0.7299,0.41947565543071164,111,1763913939.6425407,34627424.0,0.00013905923642943018,112,0.8019942045211792,2155.952292784,0.12440013140439987
0.7517,0.4232209737827715,112,1763913959.8820086,34942223.0,0.00013801990022092834,113,0.7975471019744873,2176.19169089,0.11400056630373001
0.7197,0.42696629213483145,113,1763913979.4735,35248992.0,0.0001369764094857522,114,0.8058345317840576,2195.783282615,0.06261218339204788
0.7381,0.4307116104868914,114,1763913999.123257,35556307.0,0.0001359289189428714,115,0.8018410801887512,2215.433039584,0.11869314312934875
0.7292,0.4344569288389513,115,1763914019.2609637,35870329.0,0.00013487758390430944,116,0.803190290927887,2235.570622558,0.03631299361586571
0.7158,0.43820224719101125,116,1763914038.7867472,36159784.0,0.00013382256025211542,117,0.8065567016601562,2255.09651613,0.12622858583927155
0.7286,0.4419475655430712,117,1763914058.212638,36479543.0,0.00013276400441525126,118,0.8033139109611511,2274.522413702,0.047577764838933945
0.7238,0.44569288389513106,118,1763914078.0553486,36794734.0,0.000131702073346398,119,0.8035493493080139,2294.365118065,0.10306068509817123
0.7216,0.449438202247191,119,1763914094.3493357,37086222.0,0.00013063692449868412,120,0.8032057285308838,2310.658988139,0.08316785842180252
0.734,0.45318352059925093,120,1763914114.0560513,37389763.0,0.00012956871580234013,121,0.802914023399353,2330.365838581,0.09069651365280151
0.754,0.45692883895131087,121,1763914133.9916017,37709814.0,0.00012849760564128207,122,0.7954793572425842,2350.301329289,0.09202437102794647
0.7624,0.4606741573033708,122,1763914153.558791,38047064.0,0.0001274237528296277,123,0.7942712903022766,2369.868606374,0.060981959104537964
0.719,0.46441947565543074,123,1763914172.8796628,38357776.0,0.0001263473165881493,124,0.8055890202522278,2389.189446539,0.09866105765104294
0.7244,0.4681647940074906,124,1763914192.4250584,38663625.0,0.0001252684565206656,125,0.8042659759521484,2408.73484127,0.04246513172984123
0.7258,0.47191011235955055,125,1763914212.7578073,38972418.0,0.00012418733259037762,126,0.8031445145606995,2429.067606564,0.09087280184030533
0.7087,0.4756554307116105,126,1763914231.9975643,39274644.0,0.00012310410509615047,127,0.8087556958198547,2448.307287586,0.04582884907722473
0.7283,0.4794007490636704,127,1763914251.9900305,39571968.0,0.0001220189346487458,128,0.8012498021125793,2468.29969329,0.09868627786636353
0.7077,0.48314606741573035,128,1763914271.4605052,39866239.0,0.00012093198214700833,129,0.8088565468788147,2487.77019066,0.040484391152858734
0.7211,0.4868913857677903,129,1763914290.6564522,40177036.0,0.00011984340875400872,130,0.8061769008636475,2506.966246108,0.06600441783666611
0.6853,0.49063670411985016,130,1763914310.0394266,40461346.0,0.00011875337587314823,131,0.814761757850647,2526.349225516,0.0492388941347599
0.7277,0.4943820224719101,131,1763914330.229477,40774957.0,0.00011766204512422723,132,0.8035953640937805,2546.539334266,0.04488891735672951
0.7049,0.49812734082397003,132,1763914349.4727747,41075449.0,0.00011656957831948167,133,0.8097690939903259,2565.78241322,0.06502612680196762
0.7502,0.50187265917603,133,1763914368.6572297,41392996.0,0.00011547613743959127,134,0.7975027561187744,2584.967036531,0.03972525894641876
0.7364,0.5056179775280899,134,1763914385.6180425,41690807.0,0.00011438188460966228,135,0.8000847101211548,2601.927735723,0.0678853765130043
0.7043,0.5093632958801498,135,1763914404.867811,41998116.0,0.00011328698207518933,136,0.8103592395782471,2621.177529754,0.04086047783493996
0.7367,0.5131086142322098,136,1763914424.1130962,42304693.0,0.00011219159217799908,137,0.8019219040870667,2640.422873834,0.05289682745933533
0.7265,0.5168539325842697,137,1763914444.0046165,42614597.0,0.00011109587733217978,138,0.8045880198478699,2660.314472991,0.05030481144785881
0.7451,0.5205992509363296,138,1763914463.6532896,42931815.0,0.00011000000000000002,139,0.7990186214447021,2679.963102593,0.053767312318086624
0.6992,0.5243445692883895,139,1763914477.8892965,43217780.0,0.00010890412266782024,140,0.8106845617294312,2694.198980553,0.0674687847495079
0.7117,0.5280898876404494,140,1763914493.8019826,43516304.0,0.00010780840782200095,141,0.8085035681724548,2710.111766625,0.045330218970775604
0.7231,0.5318352059925093,141,1763914511.5416796,43814628.0,0.0001067130179248107,142,0.8033281564712524,2727.851366427,0.08456453680992126
0.741,0.5355805243445693,142,1763914531.433009,44125258.0,0.00010561811539033776,143,0.7986961603164673,2747.742834573,0.040698446333408356
0.7247,0.5393258426966292,143,1763914551.2614074,44430355.0,0.00010452386256040876,144,0.803512692451477,2767.571242957,0.06912326067686081
0.7173,0.5430711610486891,144,1763914570.6716816,44723963.0,0.00010343042168051833,145,0.8054628372192383,2786.981453702,0.05059025064110756
0.771,0.5468164794007491,145,1763914590.3773468,45048878.0,0.00010233795487577278,146,0.7931416630744934,2806.687110099,0.05312066525220871
0.7131,0.550561797752809,146,1763914606.9491796,45367740.0,0.00010124662412685178,147,0.808282732963562,2823.258947299,0.05742710456252098
0.746,0.5543071161048689,147,1763914626.4136348,45690354.0,0.00010015659124599133,148,0.7986912727355957,2842.723418758,0.03968891128897667
0.7159,0.5580524344569289,148,1763914645.744541,46000749.0,9.906801785299172e-05,149,0.8056740760803223,2862.05423238,0.056123144924640656
0.7329,0.5617977528089888,149,1763914665.7186027,46306785.0,9.79810653512542e-05,150,0.8020855784416199,2882.028389916,0.05008434131741524
0.7244,0.5655430711610487,150,1763914684.7183843,46601025.0,9.689589490384958e-05,151,0.8036785125732422,2901.028004785,0.04309221729636192
0.7025,0.5692883895131086,151,1763914703.1150384,46908264.0,9.58126674096224e-05,152,0.8096989989280701,2919.424826269,0.051272954791784286
0.7163,0.5730337078651685,152,1763914722.2974753,47213302.0,9.47315434793344e-05,153,0.8061099052429199,2938.607331097,0.07108298689126968
0.7473,0.5767790262172284,153,1763914741.7304823,47526176.0,9.365268341185074e-05,154,0.796104371547699,2958.040151156,0.060088030993938446
0.7241,0.5805243445692884,154,1763914757.3423605,47827651.0,9.257624717037232e-05,155,0.8047384023666382,2973.65220377,0.07144299149513245
0.7345,0.5842696629213483,155,1763914777.4292996,48142891.0,9.150239435871794e-05,156,0.8022157549858093,2993.739071929,0.04088665917515755
0.7398,0.5880149812734082,156,1763914797.714747,48476529.0,9.043128419765989e-05,157,0.7993297576904297,3014.024510828,0.050953373312950134
0.7274,0.5917602996254682,157,1763914817.5155764,48786450.0,8.936307550131591e-05,158,0.8026162385940552,3033.825409667,0.058920037001371384
0.7482,0.5955056179775281,158,1763914837.6283803,49107196.0,8.829792665360204e-05,159,0.7979515194892883,3053.938178267,0.0397384949028492
0.7193,0.599250936329588,159,1763914857.3075397,49407642.0,8.723599558474873e-05,160,0.8063226342201233,3073.617353293,0.05562632530927658
0.7215,0.602996254681648,160,1763914876.26071,49728073.0,8.617743974788458e-05,161,0.8056305050849915,3092.570519871,0.04331505671143532
0.7065,0.6067415730337079,161,1763914896.5543845,50028681.0,8.512241609569057e-05,162,0.8079217076301575,3112.864177574,0.042884018272161484
0.7202,0.6104868913857678,162,1763914916.1405098,50336390.0,8.407108105712862e-05,163,0.8065004944801331,3132.450257666,0.053238868713378906
0.757,0.6142322097378277,163,1763914935.7714324,50660252.0,8.302359051424785e-05,164,0.7965161204338074,3152.081135944,0.04022017493844032
0.726,0.6179775280898876,164,1763914955.3002706,50956343.0,8.198009977907167e-05,165,0.8032132983207703,3171.609992487,0.06014345958828926
0.7467,0.6217228464419475,165,1763914975.0384817,51267736.0,8.094076357056987e-05,166,0.797981858253479,3191.348182871,0.041912492364645004
0.7159,0.6254681647940075,166,1763914992.1255739,51569955.0,7.990573599171809e-05,167,0.8057495951652527,3208.435431629,0.05214884132146835
0.7019,0.6292134831460674,167,1763915012.0015402,51877737.0,7.887517050664898e-05,168,0.8100063800811768,3228.311361049,0.042915429919958115
0.742,0.6329588014981273,168,1763915031.3578,52208722.0,7.784921991789807e-05,169,0.7996800541877747,3247.667613073,0.04977552220225334
0.7312,0.6367041198501873,169,1763915050.8897667,52522438.0,7.682803634374745e-05,170,0.8022137880325317,3267.199526554,0.04580411687493324
0.7363,0.6404494382022472,170,1763915070.3125865,52828943.0,7.581177119567131e-05,171,0.7998765707015991,3286.622317517,0.04434207081794739
0.7237,0.6441947565543071,171,1763915089.3245945,53131685.0,7.480057515588599e-05,172,0.8045023083686829,3305.634357593,0.043128617107868195
0.7192,0.6479400749063671,172,1763915108.5349562,53442328.0,7.379459815500811e-05,173,0.8054259419441223,3324.844653714,0.04505970701575279
0.7193,0.651685393258427,173,1763915128.2838492,53737508.0,7.279398934982455e-05,174,0.8059594035148621,3344.593689182,0.04573154076933861
0.7391,0.6554307116104869,174,1763915148.1635597,54050134.0,7.179889710117666e-05,175,0.8017712831497192,3364.473293392,0.04803860932588577
0.7313,0.6591760299625468,175,1763915167.8654997,54374033.0,7.080946895196281e-05,176,0.802452564239502,3384.175260105,0.04481906816363335
0.7308,0.6629213483146067,176,1763915187.1846743,54691165.0,6.982585160526207e-05,177,0.803512454032898,3403.494460613,0.042764414101839066
0.7229,0.6666666666666666,177,1763915206.6794465,54993944.0,6.884819090258255e-05,178,0.8057125210762024,3422.989213068,0.04706372693181038
0.7369,0.6704119850187266,178,1763915226.68763,55318122.0,6.787663180223725e-05,179,0.8003686666488647,3442.997327983,0.04387899488210678
0.7464,0.6741573033707865,179,1763915245.4989252,55622674.0,6.691131835785121e-05,180,0.7988088130950928,3461.808617522,0.04778503626585007
0.7411,0.6779026217228464,180,1763915265.6438806,55921017.0,6.595239369700232e-05,181,0.7983893752098083,3481.953683881,0.05464482307434082
0.7605,0.6816479400749064,181,1763915285.3447132,56249400.0,6.500000000000002e-05,182,0.7940621376037598,3501.654418388,0.04447883367538452
0.7266,0.6853932584269663,182,1763915304.778015,56553912.0,6.405427847880391e-05,183,0.8042722940444946,3521.08767616,0.045521415770053864
0.7453,0.6891385767790262,183,1763915324.666737,56870558.0,6.311536935608628e-05,184,0.7987152338027954,3540.976423322,0.057661596685647964
0.7214,0.6928838951310862,184,1763915342.6927578,57175660.0,6.218341184444121e-05,185,0.804706335067749,3559.002625979,0.04751257598400116
0.7194,0.6966292134831461,185,1763915362.4248447,57483172.0,6.125854412574339e-05,186,0.8057742118835449,3578.734711124,0.04794081300497055
0.7376,0.700374531835206,186,1763915382.359586,57801077.0,6.034090333065987e-05,187,0.8017230033874512,3598.669359778,0.05903825908899307
0.7207,0.704119850187266,187,1763915401.3835216,58111446.0,5.943062551831755e-05,188,0.8063609004020691,3617.69323095,0.05055716633796692
0.7523,0.7078651685393258,188,1763915420.9891891,58429485.0,5.852784565612974e-05,189,0.7979806065559387,3637.299019826,0.0519566684961319
0.7374,0.7116104868913857,189,1763915440.8040614,58737841.0,5.763269759978427e-05,190,0.8002941012382507,3657.113876642,0.05455752834677696
0.7135,0.7153558052434457,190,1763915460.3072119,59043246.0,5.674531407339679e-05,191,0.8063523173332214,3676.616984741,0.04814544692635536
0.7224,0.7191011235955056,191,1763915480.3039906,59352420.0,5.586582664983168e-05,192,0.8050139546394348,3696.613703412,0.05527703836560249
0.7208,0.7228464419475655,192,1763915497.856427,59657180.0,5.499436573119356e-05,193,0.8058763742446899,3714.166243863,0.058279186487197876
0.7185,0.7265917602996255,193,1763915517.0951474,59971630.0,5.413106052949264e-05,194,0.8053996562957764,3733.404913299,0.0417046993970871
0.7355,0.7303370786516854,194,1763915537.4086137,60288968.0,5.3276039047486215e-05,195,0.8014605045318604,3753.718353863,0.049259040504693985
0.7235,0.7340823970037453,195,1763915553.0091364,60604192.0,5.242942805969982e-05,196,0.8040894865989685,3769.318832666,0.052773311734199524
0.7266,0.7378277153558053,196,1763915572.4904494,60915723.0,5.159135309363001e-05,197,0.8028494715690613,3788.800226145,0.04783250764012337
0.7143,0.7415730337078652,197,1763915589.1353283,61227432.0,5.0761938411132706e-05,198,0.8062583804130554,3805.445129141,0.04548880085349083
0.7617,0.7453183520599251,198,1763915608.8280783,61540222.0,4.994130698999847e-05,199,0.795318603515625,3825.137842662,0.05476708337664604
0.7113,0.7490636704119851,199,1763915628.1429832,61860995.0,4.9129580505718754e-05,200,0.8071098327636719,3844.452797639,0.04955006390810013
0.7475,0.7528089887640449,200,1763915647.5348754,62185267.0,4.8326879313444876e-05,201,0.7982954382896423,3863.844703848,0.044612057507038116
0.7071,0.7565543071161048,201,1763915667.3684962,62486445.0,4.753332243014295e-05,202,0.8098046183586121,3883.678150746,0.05562718212604523
0.6929,0.7602996254681648,202,1763915685.88794,62779639.0,4.674902751694714e-05,203,0.8128143548965454,3902.19769207,0.048034656792879105
0.6943,0.7640449438202247,203,1763915705.0926027,63076085.0,4.597411086171402e-05,204,0.811085045337677,3921.402257528,0.045180853456258774
