_step,train/mean_token_accuracy,train/num_tokens,_runtime,train/loss,train/grad_norm,train/learning_rate,train/epoch,_timestamp,train/global_step
0,0.66801518201828,136605.0,28.372333545,1.6704316139221191,0.35783424973487854,0.0001,0.0021413276231263384,1766073141.3293467,1
1,0.6655402779579163,292128.0,47.24973869,1.6197398900985718,0.4555600583553314,0.0001,0.004282655246252677,1766073160.2069435,2
2,0.6866867542266846,444535.0,62.013386072,1.4777553081512451,0.41090428829193115,0.0001,0.006423982869379015,1766073174.9706318,3
3,0.6851485371589661,592263.0,75.978530741,1.4290425777435303,0.31969189643859863,0.0001,0.008565310492505354,1766073188.9357753,4
4,0.7014647722244263,737019.0,92.538092717,1.3289705514907837,0.2253730148077011,0.0001,0.010706638115631691,1766073205.4953113,5
5,0.7150419354438782,896813.0,109.901150212,1.2353923320770264,0.16089823842048645,0.0001,0.01284796573875803,1766073222.858356,6
6,0.7148443460464478,1062679.0,127.712071911,1.2289376258850098,0.17248214781284332,0.0001,0.014989293361884369,1766073240.6692827,7
7,0.7251082062721252,1212566.0,146.49968386,1.1820909976959229,0.22390717267990112,0.0001,0.017130620985010708,1766073259.456927,8
8,0.7426446676254272,1373797.0,165.436911921,1.0604796409606934,0.281857430934906,0.0001,0.019271948608137045,1766073278.3941712,9
9,0.7349444627761841,1516877.0,183.93676761,1.1122808456420898,0.8751057386398315,0.0001,0.021413276231263382,1766073296.8939877,10
10,0.765062153339386,1663977.0,202.398473951,0.9889649152755737,0.2976953983306885,0.0001,0.023554603854389723,1766073315.3557277,11
11,0.7854384779930115,1815907.0,218.335690382,0.8982445001602173,0.2313932180404663,0.0001,0.02569593147751606,1766073331.29291,12
12,0.7875902056694031,1971911.0,237.48342196,0.8699354529380798,0.16774313151836395,0.0001,0.027837259100642397,1766073350.4406762,13
13,0.7804494500160217,2135596.0,254.909994369,0.8888189792633057,0.13198864459991455,0.0001,0.029978586723768737,1766073367.8672326,14
14,0.7904461026191711,2285621.0,273.66649625,0.8400508165359497,0.1174837127327919,0.0001,0.032119914346895075,1766073386.623721,15
15,0.7914699912071228,2441090.0,293.065759826,0.8373917937278748,0.10653543472290039,0.0001,0.034261241970021415,1766073406.0229874,16
16,0.7979854941368103,2591858.0,308.952135267,0.8029868602752686,0.1027674451470375,0.0001,0.03640256959314775,1766073421.9093547,17
17,0.7905169129371643,2754012.0,325.822780287,0.8232806921005249,0.09906669706106186,0.0001,0.03854389721627409,1766073438.7800336,18
18,0.7903084754943848,2916829.0,345.165836762,0.8189336061477661,0.20137782394886017,0.0001,0.04068522483940043,1766073458.123078,19
19,0.7875717878341675,3061305.0,363.681006603,0.830897331237793,0.09769489616155624,0.0001,0.042826552462526764,1766073476.6382508,20
20,0.793990969657898,3219127.0,382.229602281,0.8039265871047974,0.08557490259408951,0.0001,0.044967880085653104,1766073495.186824,21
21,0.7926115393638611,3380158.0,400.606057264,0.8015835285186768,0.09878119081258774,0.0001,0.047109207708779445,1766073513.5633016,22
22,0.7937774062156677,3539898.0,416.273898714,0.7982499599456787,0.11133080720901489,0.0001,0.04925053533190578,1766073529.231127,23
23,0.7958211898803711,3689574.0,427.778912877,0.7812641263008118,0.6698418855667114,0.0001,0.05139186295503212,1766073540.7361522,24
24,0.7870041728019714,3855970.0,446.617557613,0.8200944066047668,0.12109271436929703,0.0001,0.05353319057815846,1766073559.574805,25
25,0.8001759648323059,4018658.0,463.641535182,0.7709338068962097,0.22137929499149323,0.0001,0.055674518201284794,1766073576.5987535,26
26,0.7845847606658936,4171160.0,481.903868881,0.8335666656494141,0.18300184607505798,0.0001,0.057815845824411134,1766073594.8611095,27
27,0.8080193996429443,4314298.0,494.042743206,0.7325310707092285,0.06708839535713196,0.0001,0.059957173447537475,1766073606.9999747,28
28,0.8013927340507507,4468546.0,509.837898796,0.7566394805908203,0.05694793537259102,0.0001,0.06209850107066381,1766073622.7951293,29
29,0.7892981171607971,4635984.0,528.40107276,0.8089662790298462,0.04648188129067421,0.0001,0.06423982869379015,1766073641.3582902,30
30,0.8056456446647644,4790352.0,542.927731808,0.7379244565963745,0.04880847409367561,0.0001,0.06638115631691649,1766073655.8849676,31
31,0.7943702340126038,4956096.0,559.340591061,0.7891722321510315,0.047854818403720856,0.0001,0.06852248394004283,1766073672.2978284,32
32,0.8076282739639282,5107640.0,572.642554808,0.7273986339569092,0.04821169748902321,0.0001,0.07066381156316917,1766073685.599777,33
33,0.8056809902191162,5265237.0,588.945308159,0.7338179349899292,0.03987375274300575,0.0001,0.0728051391862955,1766073701.9025445,34
34,0.8091790080070496,5419378.0,607.407781048,0.7206892967224121,0.03282688558101654,0.0001,0.07494646680942184,1766073720.3648818,35
35,0.8044487833976746,5576075.0,621.474721593,0.7374902963638306,0.03685375675559044,0.0001,0.07708779443254818,1766073734.4319258,36
36,0.8073772192001343,5720029.0,633.716106928,0.7306746244430542,0.04135160893201828,0.0001,0.07922912205567452,1766073746.6731737,37
37,0.8026662468910217,5884915.0,650.090791368,0.7497124671936035,0.03388083726167679,0.0001,0.08137044967880086,1766073763.0479336,38
38,0.8047913312911987,6032758.0,667.168345102,0.7394527792930603,0.03167841583490372,0.0001,0.0835117773019272,1766073780.125524,39
