train/mean_token_accuracy,_runtime,train/loss,train/grad_norm,train/global_step,train/learning_rate,_timestamp,train/num_tokens,_step,train/epoch
0.8434953689575195,312.612954875,0.556,0.18676315248012543,42,7.184770483611256e-05,1763937084.729009,382376.0,41,0.6666666666666666
0.759441077709198,319.049593959,0.8358,0.19693952798843384,43,6.770209312754124e-05,1763937091.1655686,393703.0,42,0.6825396825396826
0.7425156235694885,325.661750963,0.9225,0.2507787048816681,44,6.366864786411526e-05,1763937097.77773,402508.0,43,0.6984126984126984
0.7325357794761658,331.728214739,0.956,0.26838377118110657,45,5.9758065017582185e-05,1763937103.8441727,409801.0,44,0.7142857142857143
0.7113997340202332,337.165383312,1.0586,0.27717795968055725,46,5.598071475064688e-05,1763937109.281394,417444.0,45,0.7301587301587301
0.7602797150611877,344.369485842,0.8344,0.16855712234973907,47,5.2346613917164246e-05,1763937116.4854918,429332.0,46,0.746031746031746
0.7760025262832642,350.288933603,0.759,0.1964721977710724,48,4.886539949924362e-05,1763937122.4049063,438928.0,47,0.7619047619047619
0.7251611351966858,356.037656308,0.9637,0.22191688418388367,49,4.554630305170462e-05,1763937128.153674,447946.0,48,0.7777777777777778
0.7455690503120422,362.896133863,0.8825,0.18863673508167267,50,4.2398126221653236e-05,1763937135.0121918,459081.0,49,0.7936507936507936
0.7774172425270081,369.396401539,0.7945,0.18620692193508148,51,3.9429217408096075e-05,1763937141.5123384,468347.0,50,0.8095238095238095
0.738669216632843,376.00253032,0.9281,0.21621739864349365,52,3.664744962348699e-05,1763937148.11853,476663.0,51,0.8253968253968254
0.7167799472808838,382.604196022,1.0297,0.31500503420829773,53,3.40601996159133e-05,1763937154.7202368,484186.0,52,0.8412698412698413
0.7648528814315796,389.471324765,0.8297,0.19330494105815887,54,3.167432830728603e-05,1763937161.5873015,495012.0,53,0.8571428571428571
0.7411922812461853,397.458556897,0.8725,0.23016680777072906,55,2.949616259940842e-05,1763937169.574532,503973.0,54,0.873015873015873
0.7301660180091858,403.019882742,0.9718,0.22733426094055176,56,2.7531478596169587e-05,1763937175.1359355,512728.0,55,0.8888888888888888
0.7182904481887817,409.624998147,1.0222,0.21232205629348755,57,2.5785486286355586e-05,1763937181.7409904,523628.0,56,0.9047619047619048
0.7261765003204346,415.276398377,0.9629,0.27419543266296387,58,2.4262815727695575e-05,1763937187.3924031,530448.0,57,0.9206349206349206
0.7604032754898071,421.318378367,0.8127,0.1914207935333252,59,2.2967504768781168e-05,1763937193.4343367,539792.0,58,0.9365079365079365
0.7520400285720825,426.940249608,0.8812,0.21422025561332703,60,2.19029883414178e-05,1763937199.0562553,547410.0,59,0.9523809523809523
0.7764337658882141,432.685474397,0.7527,0.21415753662586212,61,2.1072089351803067e-05,1763937204.8015327,556689.0,60,0.9682539682539683
0.7387694716453552,438.96730323,0.9368,0.2109406292438507,62,2.0477011194686986e-05,1763937211.0832796,565502.0,61,0.9841269841269841
0.7303005456924438,445.78947906,0.9234,0.20604945719242096,63,2.0119331910365256e-05,1763937217.9054694,574139.0,62,1.0
,468.023721334,,,63,,1763937240.1399548,,63,1.0
