_step,train/grad_norm,train/loss,train/entropy,train/num_tokens,train/learning_rate,_timestamp,train/epoch,train/global_step,_runtime,train/mean_token_accuracy
64,0.014291391707956791,0.8622970581054688,0.8505859375,10111059.0,0.0002,1766068953.4024267,0.13933547695605572,65,698.110413575,0.7826166450977325
65,0.01527486927807331,0.8182845711708069,0.8134765625,10251034.0,0.0002,1766068963.4440315,0.1414790996784566,66,708.151998617,0.7929258197546005
66,0.013874015770852566,0.8681575655937195,0.84765625,10407482.0,0.0002,1766068974.229651,0.14362272240085744,67,718.937652181,0.7818584591150284
67,0.014299914240837097,0.8570194244384766,0.8515625,10557528.0,0.0002,1766068984.52798,0.1457663451232583,68,729.235964805,0.7836089730262756
68,0.014131302945315838,0.8290456533432007,0.8212890625,10706930.0,0.0002,1766068994.8576002,0.14790996784565916,69,739.565587145,0.7904408723115921
69,0.014467060565948486,0.847216784954071,0.830078125,10871147.0,0.0002,1766069005.696203,0.15005359056806003,70,750.404142096,0.7852415591478348
70,0.01388237439095974,0.8279223442077637,0.830078125,11027209.0,0.0002,1766069016.178855,0.15219721329046088,71,760.886812062,0.7883296757936478
71,0.015361207537353039,0.8434193730354309,0.837890625,11177583.0,0.0002,1766069026.6511433,0.15434083601286175,72,771.359134066,0.7848332226276398
72,0.014439467340707779,0.8726358413696289,0.8662109375,11346786.0,0.0002,1766069037.4851696,0.1564844587352626,73,782.193149837,0.778946191072464
73,0.014989856630563736,0.8557299375534058,0.84375,11505060.0,0.0002,1766069047.953081,0.15862808145766344,74,792.661089158,0.782882571220398
74,0.015589933842420578,0.840671181678772,0.830078125,11654055.0,0.0002,1766069058.110726,0.1607717041800643,75,802.818710061,0.7845513969659805
75,0.015472408384084702,0.8412013053894043,0.830078125,11807103.0,0.0002,1766069068.5937252,0.16291532690246516,76,813.301712064,0.7869361937046051
76,0.01467737928032875,0.8551878929138184,0.841796875,11968632.0,0.0002,1766069079.2848475,0.16505894962486603,77,823.992827947,0.7836270779371262
77,0.014274592511355877,0.823745608329773,0.8212890625,12128042.0,0.0002,1766069090.7563896,0.16720257234726688,78,835.464380317,0.7910660356283188
78,0.014670589938759804,0.854468584060669,0.837890625,12285444.0,0.0002,1766069101.3939679,0.16934619506966775,79,846.101960501,0.7860690057277679
79,0.015855085104703903,0.8622022867202759,0.837890625,12441830.0,0.0002,1766069111.7642674,0.1714898177920686,80,856.472363313,0.7818408310413361
80,0.01575705222785473,0.8754092454910278,0.8515625,12601120.0,0.0002,1766069122.643018,0.17363344051446947,81,867.351033475,0.7776740938425064
81,0.015348002314567566,0.8004566431045532,0.8046875,12760179.0,0.0002,1766069133.2650797,0.1757770632368703,82,877.973209667,0.796592190861702
82,0.016330977901816368,0.8355342149734497,0.8369140625,12907303.0,0.0002,1766069143.591315,0.17792068595927116,83,888.299302044,0.7880960553884506
83,0.018248824402689934,0.8242398500442505,0.8212890625,13045475.0,0.0002,1766069153.9800515,0.18006430868167203,84,898.68803269,0.7912033349275589
84,0.016902390867471695,0.8752774000167847,0.8662109375,13200500.0,0.0002,1766069164.5136826,0.18220793140407288,85,909.221690914,0.7767052352428436
85,0.01696684956550598,0.8633150458335876,0.8408203125,13358721.0,0.0002,1766069174.7924407,0.18435155412647375,86,919.500504577,0.7816489487886429
86,0.0170840322971344,0.8182413578033447,0.8076171875,13498890.0,0.0002,1766069185.3514256,0.1864951768488746,87,930.059430137,0.7905208915472031
87,0.015861883759498596,0.849014401435852,0.83203125,13661873.0,0.0002,1766069196.1113253,0.18863879957127547,88,940.819293143,0.785940483212471
88,0.015414861030876637,0.8915852308273315,0.87890625,13827600.0,0.0002,1766069206.8292122,0.1907824222936763,89,951.537322897,0.7723405808210373
89,0.015796557068824768,0.867356538772583,0.86328125,13990689.0,0.0002,1766069217.6342936,0.19292604501607716,90,962.342268089,0.7781645655632019
90,0.017876524478197098,0.8422439694404602,0.845703125,14144659.0,0.0002,1766069228.3307824,0.19506966773847803,91,973.038789197,0.7878616452217102
91,0.01633520796895027,0.8436563014984131,0.8359375,14311320.0,0.0002,1766069239.118991,0.19721329046087888,92,983.826976361,0.7850444614887238
92,0.01545645110309124,0.8852483034133911,0.87109375,14478917.0,0.0002,1766069250.0122137,0.19935691318327975,93,994.720199775,0.7775592356920242
93,0.017618585377931595,0.8429394364356995,0.830078125,14630414.0,0.0002,1766069260.8769677,0.2015005359056806,94,1005.584934154,0.785994365811348
94,0.0191936157643795,0.8325799703598022,0.8193359375,14774060.0,0.0002,1766069271.4915376,0.20364415862808147,95,1016.199536374,0.787994459271431
95,0.0172570813447237,0.8182113766670227,0.8173828125,14917027.0,0.0002,1766069282.0246952,0.2057877813504823,96,1026.732681121,0.7909290790557861
96,0.016591057181358337,0.783023476600647,0.7802734375,15065709.0,0.0002,1766069292.4046595,0.20793140407288319,97,1037.112645043,0.7978071868419647
97,0.01692267321050167,0.8641501069068909,0.861328125,15215369.0,0.0002,1766069303.0084636,0.21007502679528403,98,1047.716440318,0.7797507494688034
98,0.016759563237428665,0.8381243944168091,0.830078125,15373086.0,0.0002,1766069313.7476227,0.21221864951768488,99,1058.455624984,0.7866599708795547
99,0.016780750826001167,0.8019806146621704,0.7802734375,15527490.0,0.0002,1766069324.4240253,0.21436227224008575,100,1069.132027144,0.7970784306526184
100,0.01737384684383869,0.7955252528190613,0.7802734375,15682731.0,0.0002,1766069337.1010652,0.2165058949624866,101,1081.809044117,0.7979176789522171
101,0.017831621691584587,0.8356808423995972,0.806640625,15842012.0,0.0002,1766069347.5186067,0.21864951768488747,102,1092.226599214,0.7893933653831482
102,0.017107244580984116,0.8522469997406006,0.830078125,15997454.0,0.0002,1766069358.0156152,0.2207931404072883,103,1102.723599034,0.7818294316530228
103,0.016359344124794006,0.8309133648872375,0.828125,16161913.0,0.0002,1766069368.6925192,0.22293676312968919,104,1113.400471833,0.7861316204071045
104,0.01674610562622547,0.8500003814697266,0.8359375,16331814.0,0.0002,1766069379.560588,0.22508038585209003,105,1124.268575923,0.784039318561554
105,0.017689207568764687,0.8447589874267578,0.83203125,16483176.0,0.0002,1766069390.047722,0.22722400857449088,106,1134.755677192,0.7867494523525238
106,0.016264405101537704,0.8534350395202637,0.8291015625,16637340.0,0.0002,1766069400.587809,0.22936763129689175,107,1145.295785368,0.7853562235832214
107,0.01860150694847107,0.8616220951080322,0.8359375,16792381.0,0.0002,1766069411.1529984,0.2315112540192926,108,1155.860972015,0.7822230160236359
108,0.018324948847293854,0.8692775964736938,0.8427734375,16957880.0,0.0002,1766069422.0169625,0.23365487674169347,109,1166.725065186,0.782414123415947
109,0.017090890556573868,0.8180668354034424,0.8076171875,17111257.0,0.0002,1766069432.5780504,0.2357984994640943,110,1177.286138388,0.7929624915122986
110,0.017442606389522552,0.8119331002235413,0.806640625,17271677.0,0.0002,1766069444.1069858,0.2379421221864952,111,1188.815072419,0.7929791361093521
111,0.018043044954538345,0.812286376953125,0.806640625,17421950.0,0.0002,1766069454.7398853,0.24008574490889603,112,1199.447885678,0.794072300195694
112,0.01666123978793621,0.8422331213951111,0.837890625,17595266.0,0.0002,1766069465.5070522,0.2422293676312969,113,1210.215131278,0.7826861590147018
113,0.018193133175373077,0.8374800682067871,0.8212890625,17750019.0,0.0002,1766069476.1531694,0.24437299035369775,114,1220.86113845,0.7874115854501724
114,0.01873881183564663,0.7916791439056396,0.7705078125,17909296.0,0.0002,1766069486.644593,0.2465166130760986,115,1231.352576528,0.7991078197956085
115,0.01784147508442402,0.8068286776542664,0.80078125,18066102.0,0.0002,1766069497.17659,0.24866023579849947,116,1241.884649132,0.7939735502004623
116,0.01626434735953808,0.8476364612579346,0.845703125,18229520.0,0.0002,1766069507.8292415,0.2508038585209003,117,1252.537307626,0.7843800187110901
117,0.017663760110735893,0.8523736596107483,0.8486328125,18386714.0,0.0002,1766069518.618958,0.2529474812433012,118,1263.326979709,0.7835313379764557
118,0.017534740269184113,0.8090893030166626,0.8017578125,18540066.0,0.0002,1766069529.1039639,0.25509110396570206,119,1273.811957896,0.7931172996759415
119,0.016432849690318108,0.9080706834793091,0.876953125,18714326.0,0.0002,1766069540.1955373,0.2572347266881029,120,1284.903536391,0.7694727331399918
120,0.0189653467386961,0.8180972337722778,0.8203125,18859201.0,0.0002,1766069550.472242,0.25937834941050375,121,1295.180248452,0.7914933413267136
121,0.017375435680150986,0.8429262638092041,0.81640625,19028054.0,0.0002,1766069561.2194092,0.2615219721329046,122,1305.927381651,0.7825549095869064
122,0.02151867002248764,0.8324311971664429,0.81640625,19172600.0,0.0002,1766069571.4650545,0.26366559485530544,123,1316.173051762,0.7886347621679306
123,0.01933111995458603,0.7990962266921997,0.796875,19320735.0,0.0002,1766069581.7078993,0.2658092175777063,124,1326.41589831,0.795600637793541
124,0.017605582252144814,0.8120628595352173,0.80859375,19478186.0,0.0002,1766069592.5170982,0.2679528403001072,125,1337.225072887,0.7939205765724182
125,0.018540360033512115,0.833324134349823,0.8203125,19632389.0,0.0002,1766069603.0814583,0.27009646302250806,126,1347.789456307,0.7873508036136627
126,0.019086796790361404,0.8371663689613342,0.8310546875,19782180.0,0.0002,1766069614.214619,0.2722400857449089,127,1358.92259403,0.7865714579820633
127,0.018302900716662407,0.8246759176254272,0.8095703125,19939549.0,0.0002,1766069625.272882,0.27438370846730975,128,1369.980861582,0.7890285104513168
128,0.02005360834300518,0.8142391443252563,0.7861328125,20091179.0,0.0002,1766069635.770253,0.2765273311897106,129,1380.47820666,0.7932023108005524
129,0.019082846119999886,0.8148236274719238,0.810546875,20241815.0,0.0002,1766069646.0927129,0.27867095391211144,130,1390.800691511,0.7934034764766693
130,0.018475055694580078,0.8635669350624084,0.8505859375,20395492.0,0.0002,1766069656.6929283,0.2808145766345123,131,1401.400975992,0.7788818627595901
131,0.01902918517589569,0.79354327917099,0.7978515625,20544997.0,0.0002,1766069667.073963,0.2829581993569132,132,1411.782020198,0.7977946996688843
132,0.018271273002028465,0.8427805304527283,0.8330078125,20703182.0,0.0002,1766069677.6545084,0.28510182207931406,133,1422.362606859,0.7839483767747879
133,0.017721053212881088,0.8093581199645996,0.80859375,20859038.0,0.0002,1766069688.1063344,0.2872454448017149,134,1432.814394381,0.7938779890537262
134,0.020401252433657646,0.8293322920799255,0.8125,21014791.0,0.0002,1766069698.7808628,0.28938906752411575,135,1443.488886093,0.7887278497219086
135,0.019532572478055954,0.7956184148788452,0.7724609375,21163304.0,0.0002,1766069709.268348,0.2915326902465166,136,1453.976362079,0.7958857715129852
136,0.017771011218428612,0.8884037733078003,0.8564453125,21331702.0,0.0002,1766069720.1250396,0.2936763129689175,137,1464.833040348,0.7746685445308685
137,0.01875915378332138,0.869935929775238,0.86328125,21494028.0,0.0002,1766069731.0020373,0.2958199356913183,138,1475.710033993,0.7767297327518463
138,0.019559279084205627,0.8302911520004272,0.8212890625,21639129.0,0.0002,1766069741.1898465,0.2979635584137192,139,1485.897821851,0.7878558039665222
139,0.019998673349618912,0.8528131246566772,0.8408203125,21793420.0,0.0002,1766069751.6890767,0.30010718113612006,140,1496.397097118,0.7820811569690704
140,0.021460333839058876,0.8842535018920898,0.8583984375,21962442.0,0.0002,1766069762.2582695,0.3022508038585209,141,1506.966351306,0.7746709734201431
141,0.018382351845502853,0.8760583400726318,0.85546875,22124523.0,0.0002,1766069773.1986978,0.30439442658092175,142,1517.906715271,0.7759883403778076
142,0.019776733592152596,0.8661487102508545,0.85546875,22281646.0,0.0002,1766069784.0006874,0.3065380493033226,143,1528.70869358,0.7792328149080276
143,0.01856604404747486,0.8245666027069092,0.814453125,22447203.0,0.0002,1766069795.4663959,0.3086816720257235,144,1540.174399875,0.7909998595714569
144,0.01840837486088276,0.7975054979324341,0.7802734375,22599837.0,0.0002,1766069806.5520575,0.3108252947481243,145,1551.260048614,0.7963497042655945
145,0.019023356959223747,0.8152505159378052,0.791015625,22752042.0,0.0002,1766069816.9771352,0.3129689174705252,146,1561.685124052,0.7924040108919144
146,0.0202677883207798,0.7884218692779541,0.779296875,22903889.0,0.0002,1766069827.3424387,0.31511254019292606,147,1572.050435779,0.7979812771081924
147,0.019409339874982834,0.8183584809303284,0.8173828125,23056850.0,0.0002,1766069838.0499556,0.3172561629153269,148,1582.757971414,0.7909197807312012
148,0.019188420847058296,0.8212466239929199,0.8134765625,23221010.0,0.0002,1766069848.8226004,0.31939978563772775,149,1593.530602244,0.7910099625587463
149,0.018803589046001434,0.8613042235374451,0.8408203125,23388358.0,0.0002,1766069859.7706132,0.3215434083601286,150,1604.478603641,0.7811263352632523
150,0.019806385040283203,0.7865654826164246,0.779296875,23536180.0,0.0002,1766069870.5207448,0.3236870310825295,151,1615.228725032,0.7993853539228439
151,0.019596075639128685,0.830841064453125,0.8125,23692825.0,0.0002,1766069881.0754662,0.3258306538049303,152,1625.783451395,0.7911518812179565
152,0.019346220418810844,0.8452969789505005,0.8251953125,23850093.0,0.0002,1766069891.7447834,0.3279742765273312,153,1636.452776128,0.7840152829885483
153,0.020260361954569817,0.8437658548355103,0.822265625,24007972.0,0.0002,1766069902.473126,0.33011789924973206,154,1647.181114264,0.7828959375619888
154,0.018480993807315826,0.8526124954223633,0.8369140625,24163729.0,0.0002,1766069913.334691,0.3322615219721329,155,1658.042752115,0.7848972976207733
155,0.0194130539894104,0.8237216472625732,0.810546875,24322552.0,0.0002,1766069924.0596454,0.33440514469453375,156,1668.767727595,0.7897044122219086
156,0.01909077912569046,0.8576942682266235,0.841796875,24480763.0,0.0002,1766069935.1783984,0.3365487674169346,157,1679.886401882,0.7831232696771622
157,0.019739905372262,0.8122961521148682,0.806640625,24632721.0,0.0002,1766069945.9873557,0.3386923901393355,158,1690.695296464,0.7930488884449005
158,0.018645545467734337,0.8261005282402039,0.8056640625,24790405.0,0.0002,1766069956.570983,0.3408360128617363,159,1701.279045171,0.7874316424131393
159,0.01881474070250988,0.8136078715324402,0.7978515625,24948236.0,0.0002,1766069967.3550851,0.3429796355841372,160,1712.063085741,0.7901777923107147
160,0.01897674798965454,0.8517588376998901,0.8271484375,25104536.0,0.0002,1766069978.7708952,0.34512325830653806,161,1723.478892257,0.7829474210739136
161,0.019850263372063637,0.7892916798591614,0.787109375,25256579.0,0.0002,1766069989.3571877,0.34726688102893893,162,1734.065201006,0.797455221414566
162,0.01877887174487114,0.7768017053604126,0.763671875,25409320.0,0.0002,1766070000.0329585,0.34941050375133975,163,1744.741097731,0.8012976199388504
163,0.018773067742586136,0.785966157913208,0.771484375,25562967.0,0.0002,1766070010.874268,0.3515541264737406,164,1755.582224582,0.800780326128006
164,0.019550591707229614,0.8382044434547424,0.814453125,25721295.0,0.0002,1766070021.6533713,0.3536977491961415,165,1766.361355122,0.7864280343055725
165,0.020228320732712746,0.8172153234481812,0.8037109375,25885949.0,0.0002,1766070032.5018165,0.3558413719185423,166,1777.209970391,0.7907995879650116
166,0.020298238843679428,0.801433801651001,0.8056640625,26030506.0,0.0002,1766070042.7396367,0.3579849946409432,167,1787.447612091,0.793740913271904
167,0.019657190889120102,0.8310198783874512,0.8115234375,26182990.0,0.0002,1766070053.061054,0.36012861736334406,168,1797.769051281,0.7897370606660843
168,0.020105833187699318,0.8517252206802368,0.8291015625,26343358.0,0.0002,1766070063.6042662,0.36227224008574493,169,1808.312261304,0.7821934223175049
169,0.019889481365680695,0.814096212387085,0.8095703125,26491958.0,0.0002,1766070074.0553424,0.36441586280814575,170,1818.763339159,0.7923164814710617
170,0.018815957009792328,0.8472147583961487,0.8427734375,26658656.0,0.0002,1766070084.8274326,0.3665594855305466,171,1829.535445469,0.7846787422895432
171,0.02291063591837883,0.7865433096885681,0.783203125,26795502.0,0.0002,1766070095.1313918,0.3687031082529475,172,1839.839391452,0.8011298924684525
172,0.020522942766547203,0.8341742157936096,0.8232421875,26940198.0,0.0002,1766070105.608849,0.3708467309753483,173,1850.316805811,0.7885773181915283
173,0.019224930554628372,0.8101215362548828,0.798828125,27101142.0,0.0002,1766070116.3126135,0.3729903536977492,174,1861.020671967,0.793949618935585
174,0.020596330985426903,0.8425029516220093,0.83203125,27268420.0,0.0002,1766070127.0077202,0.37513397642015006,175,1871.715782127,0.7852155417203903
175,0.02083882875740528,0.8455345630645752,0.830078125,27427285.0,0.0002,1766070137.661724,0.37727759914255093,176,1882.369798921,0.7834633588790894
176,0.02008870802819729,0.8140333294868469,0.8115234375,27578925.0,0.0002,1766070148.0631783,0.37942122186495175,177,1892.77115794,0.7917841672897339
177,0.020625436678528786,0.8258554935455322,0.8056640625,27725657.0,0.0002,1766070159.7730503,0.3815648445873526,178,1904.48103786,0.7912371307611465
178,0.021606523543596268,0.7835972309112549,0.779296875,27878203.0,0.0002,1766070170.45748,0.3837084673097535,179,1915.165473281,0.8014975041151047
179,0.020099632441997528,0.8270246982574463,0.814453125,28034489.0,0.0002,1766070181.1021206,0.3858520900321543,180,1925.810110209,0.789434403181076
180,0.02050447277724743,0.8331546783447266,0.81640625,28195409.0,0.0002,1766070192.060877,0.3879957127545552,181,1936.768853555,0.7882829755544662
181,0.019625309854745865,0.8215510845184326,0.8125,28355381.0,0.0002,1766070202.919773,0.39013933547695606,182,1947.627777294,0.791022390127182
182,0.02405998855829239,0.7603237628936768,0.7578125,28494289.0,0.0002,1766070213.1762536,0.39228295819935693,183,1957.884397179,0.8068200945854187
183,0.019400645047426224,0.7872269153594971,0.7734375,28654839.0,0.0002,1766070223.7483096,0.39442658092175775,184,1968.456381111,0.7977117896080017
184,0.022222332656383514,0.8408178091049194,0.8173828125,28824215.0,0.0002,1766070234.7097013,0.3965702036441586,185,1979.41770842,0.7875210791826248
185,0.021870315074920654,0.821371853351593,0.8046875,28979816.0,0.0002,1766070244.961495,0.3987138263665595,186,1989.669562178,0.7918961197137833
186,0.019423268735408783,0.818089485168457,0.8017578125,29140194.0,0.0002,1766070255.6206465,0.4008574490889603,187,2000.328630781,0.7915207743644714
187,0.023538382723927498,0.808336079120636,0.806640625,29289856.0,0.0002,1766070266.543558,0.4030010718113612,188,2011.251626341,0.7925257086753845
188,0.019346224144101143,0.8034839630126953,0.7958984375,29450071.0,0.0002,1766070277.1642096,0.40514469453376206,189,2021.872264065,0.7928357422351837
189,0.02000330574810505,0.8576791286468506,0.830078125,29617171.0,0.0002,1766070287.737479,0.40728831725616294,190,2032.445533293,0.7826687097549438
190,0.022455185651779175,0.791829526424408,0.7705078125,29770828.0,0.0002,1766070298.3714385,0.40943193997856375,191,2043.079533444,0.7983540296554565
