_step,train/grad_norm,train/loss,train/entropy,train/num_tokens,train/learning_rate,_timestamp,train/epoch,train/global_step,_runtime,train/mean_token_accuracy
191,0.01982049085199833,0.8326870799064636,0.8017578125,29932497.0,0.0002,1766070309.1198545,0.4115755627009646,192,2053.827858555,0.7877070158720016
192,0.0206766314804554,0.8427115082740784,0.8349609375,30089241.0,0.0002,1766070319.6539166,0.4137191854233655,193,2064.361896679,0.7832061201334
193,0.020291611552238464,0.8113728761672974,0.7900390625,30242385.0,0.0002,1766070330.966992,0.41586280814576637,194,2075.675101013,0.7917808145284653
194,0.01989641785621643,0.8261622190475464,0.8193359375,30395930.0,0.0002,1766070341.7416432,0.4180064308681672,195,2086.449708113,0.7884683758020401
195,0.019335517659783363,0.8279762864112854,0.818359375,30557409.0,0.0002,1766070352.7094963,0.42015005359056806,196,2097.417502229,0.7881779968738556
196,0.020854825153946877,0.7895343899726868,0.7685546875,30709986.0,0.0002,1766070363.1002958,0.42229367631296894,197,2107.808292043,0.8000718355178833
197,0.02227708511054516,0.8227689266204834,0.798828125,30859840.0,0.0002,1766070373.6008813,0.42443729903536975,198,2118.308952841,0.7903265804052353
198,0.0205648522824049,0.8150959014892578,0.8076171875,31011350.0,0.0002,1766070384.1293123,0.4265809217577706,199,2128.83732723,0.7912891209125519
199,0.020594028756022453,0.7757832407951355,0.763671875,31158899.0,0.0002,1766070394.5887187,0.4287245444801715,200,2139.296705185,0.8024019449949265
200,0.021121500059962273,0.8251492977142334,0.81640625,31319575.0,0.0002,1766070407.040144,0.43086816720257237,201,2151.748126579,0.789537325501442
201,0.0208834707736969,0.8425315618515015,0.8349609375,31470152.0,0.0002,1766070417.435251,0.4330117899249732,202,2162.143226708,0.7834969311952591
202,0.022632375359535217,0.8125418424606323,0.7939453125,31628927.0,0.0002,1766070427.9500093,0.43515541264737406,203,2172.65800673,0.7919551432132721
203,0.021347641944885254,0.8212010860443115,0.814453125,31782202.0,0.0002,1766070438.367515,0.43729903536977494,204,2183.075505354,0.7909355759620667
204,0.019800381734967232,0.8376656174659729,0.837890625,31951381.0,0.0002,1766070449.2027028,0.43944265809217575,205,2193.910692711,0.7861970216035843
205,0.02161085419356823,0.8092360496520996,0.7998046875,32103785.0,0.0002,1766070459.6533191,0.4415862808145766,206,2204.361306538,0.7919385880231857
206,0.020102065056562424,0.8601595163345337,0.82421875,32268987.0,0.0002,1766070470.6908567,0.4437299035369775,207,2215.398851334,0.7815331369638443
207,0.020160626620054245,0.8439049124717712,0.8271484375,32432118.0,0.0002,1766070481.150201,0.44587352625937837,208,2225.858195492,0.7839313000440598
208,0.021491240710020065,0.8238487243652344,0.8046875,32590912.0,0.0002,1766070491.8994503,0.4480171489817792,209,2236.607443657,0.7883724570274353
209,0.021272344514727592,0.8129979372024536,0.7998046875,32752463.0,0.0002,1766070502.8253212,0.45016077170418006,210,2247.533329859,0.7930551320314407
210,0.020411649718880653,0.8023711442947388,0.7958984375,32904387.0,0.0002,1766070514.4166107,0.45230439442658094,211,2259.124641324,0.7933732569217682
211,0.022631976753473282,0.8154547810554504,0.796875,33054746.0,0.0002,1766070524.985944,0.45444801714898175,212,2269.693934665,0.7901497036218643
212,0.020603777840733528,0.8176652789115906,0.7998046875,33207429.0,0.0002,1766070535.577753,0.4565916398713826,213,2280.285671335,0.7916511595249176
213,0.02165171504020691,0.8054766654968262,0.7919921875,33353336.0,0.0002,1766070546.046585,0.4587352625937835,214,2290.754543101,0.7938422411680222
214,0.020636212080717087,0.8454762697219849,0.814453125,33513734.0,0.0002,1766070556.694603,0.4608788853161844,215,2301.402565733,0.7853990644216537
215,0.019907254725694656,0.816560685634613,0.794921875,33674600.0,0.0002,1766070567.45892,0.4630225080385852,216,2312.166900466,0.7913202047348022
216,0.020991958677768707,0.771336555480957,0.771484375,33823746.0,0.0002,1766070577.7763317,0.46516613076098606,217,2322.48432456,0.8031895011663437
217,0.020858926698565483,0.8128279447555542,0.8017578125,33977703.0,0.0002,1766070588.2298734,0.46730975348338694,218,2332.937882696,0.7928783744573593
218,0.022806325927376747,0.8217840790748596,0.8154296875,34114595.0,0.0002,1766070598.4623058,0.4694533762057878,219,2343.170288692,0.7906825840473175
219,0.02178911678493023,0.7735088467597961,0.77734375,34265601.0,0.0002,1766070608.9090571,0.4715969989281886,220,2353.617089206,0.8017989248037338
220,0.022092508152127266,0.8519009351730347,0.8232421875,34420693.0,0.0002,1766070619.6421788,0.4737406216505895,221,2364.35013793,0.7856582254171371
221,0.019839655607938766,0.8023730516433716,0.7880859375,34580414.0,0.0002,1766070630.2095017,0.4758842443729904,222,2374.917495337,0.7933605015277863
222,0.02072511427104473,0.793315589427948,0.7802734375,34737485.0,0.0002,1766070640.7074401,0.4780278670953912,223,2385.415392919,0.7968223989009857
223,0.020489338785409927,0.7903650999069214,0.771484375,34895098.0,0.0002,1766070651.5128787,0.48017148981779206,224,2396.220887378,0.8005835860967636
224,0.022929780185222626,0.7665048837661743,0.748046875,35033119.0,0.0002,1766070661.7567332,0.48231511254019294,225,2406.464729876,0.8036771714687347
225,0.02136950008571148,0.8260558247566223,0.8046875,35196202.0,0.0002,1766070672.4977674,0.4844587352625938,226,2417.205749208,0.7859071046113968
226,0.020457526668906212,0.8734160661697388,0.85546875,35354679.0,0.0002,1766070683.9244888,0.4866023579849946,227,2428.63248591,0.7775235772132874
227,0.02088448405265808,0.8153356313705444,0.796875,35508849.0,0.0002,1766070695.1793687,0.4887459807073955,228,2439.887392884,0.7924220263957977
228,0.02147335559129715,0.8076887130737305,0.802734375,35665674.0,0.0002,1766070705.65986,0.4908896034297964,229,2450.367843473,0.7927428036928177
229,0.019802328199148178,0.807903528213501,0.796875,35818135.0,0.0002,1766070716.301521,0.4930332261521972,230,2461.009480089,0.7925375998020172
230,0.020937345921993256,0.8177781105041504,0.8115234375,35971680.0,0.0002,1766070726.728206,0.49517684887459806,231,2471.436182524,0.7911713868379593
231,0.020619060844182968,0.8193814754486084,0.7978515625,36123926.0,0.0002,1766070737.118019,0.49732047159699894,232,2481.825991855,0.792189359664917
232,0.021436868235468864,0.8054226040840149,0.798828125,36278914.0,0.0002,1766070747.537668,0.4994640943193998,233,2492.245648805,0.795438215136528
233,0.022173840552568436,0.8060712814331055,0.79296875,36421688.0,0.0002,1766070757.8834789,0.5016077170418006,234,2502.591492111,0.7947566360235214
234,0.021134257316589355,0.7745243906974792,0.775390625,36566756.0,0.0002,1766070768.158505,0.5037513397642015,235,2512.866506747,0.8017358034849167
235,0.020524006336927414,0.8110507130622864,0.8017578125,36721646.0,0.0002,1766070778.8993561,0.5058949624866024,236,2523.607367005,0.7890619933605194
236,0.02185162343084812,0.8158179521560669,0.7890625,36878341.0,0.0002,1766070789.4865608,0.5080385852090032,237,2534.194551828,0.7920008599758148
237,0.01969006285071373,0.7699195742607117,0.7705078125,37033879.0,0.0002,1766070800.0558288,0.5101822079314041,238,2544.763815745,0.8051021844148636
238,0.02095266990363598,0.8148467540740967,0.806640625,37187117.0,0.0002,1766070810.4409287,0.5123258306538049,239,2555.148927089,0.7914641499519348
239,0.021754108369350433,0.7620586156845093,0.767578125,37337433.0,0.0002,1766070820.7861795,0.5144694533762058,240,2565.494147707,0.8041251301765442
240,0.02190251462161541,0.8034076690673828,0.7958984375,37496242.0,0.0002,1766070831.4642951,0.5166130760986066,241,2576.172297367,0.7936603724956512
241,0.02147843688726425,0.8595129251480103,0.8388671875,37654885.0,0.0002,1766070841.9222283,0.5187566988210075,242,2586.630226316,0.7789794355630875
242,0.02062535658478737,0.8098143339157104,0.7958984375,37808579.0,0.0002,1766070852.322285,0.5209003215434084,243,2597.030267396,0.7937069982290268
243,0.022052571177482605,0.8350194692611694,0.8125,37966200.0,0.0002,1766070863.213013,0.5230439442658092,244,2607.920996747,0.7863841205835342
244,0.021213281899690628,0.875312089920044,0.8447265625,38136848.0,0.0002,1766070874.3286169,0.5251875669882101,245,2619.036616619,0.7766429781913757
245,0.020853212103247643,0.8247073292732239,0.81640625,38294939.0,0.0002,1766070884.6329958,0.5273311897106109,246,2629.340988025,0.789829209446907
246,0.021450594067573547,0.7714235782623291,0.76953125,38446834.0,0.0002,1766070894.9313383,0.5294748124330118,247,2639.639337675,0.8033123314380646
247,0.021399199962615967,0.7928621768951416,0.7822265625,38594000.0,0.0002,1766070905.1755319,0.5316184351554126,248,2649.883522353,0.7974386960268021
248,0.021285902708768845,0.8124014735221863,0.7958984375,38739718.0,0.0002,1766070915.621078,0.5337620578778135,249,2660.329102831,0.7916265279054642
249,0.020968617871403694,0.8196090459823608,0.802734375,38897852.0,0.0002,1766070926.4602318,0.5359056806002144,250,2671.168270158,0.7892391979694366
250,0.021976493299007416,0.8242028951644897,0.814453125,39046897.0,0.0002,1766070937.0385659,0.5380493033226152,251,2681.746535051,0.7858346998691559
251,0.020899688825011253,0.8379045128822327,0.8212890625,39218708.0,0.0002,1766070948.0805187,0.5401929260450161,252,2692.788505508,0.7843983471393585
252,0.022841976955533028,0.7969006896018982,0.7900390625,39369469.0,0.0002,1766070958.573751,0.5423365487674169,253,2703.28175503,0.7956776171922684
253,0.021405072882771492,0.8079632520675659,0.794921875,39524057.0,0.0002,1766070969.0552447,0.5444801714898178,254,2713.763233128,0.7937966287136078
254,0.021429050713777542,0.7867597341537476,0.783203125,39683652.0,0.0002,1766070979.6480653,0.5466237942122186,255,2724.356057716,0.7968333810567856
255,0.02142561599612236,0.8140025734901428,0.8017578125,39832101.0,0.0002,1766070990.0820312,0.5487674169346195,256,2734.790041555,0.7924680262804031
256,0.021145986393094063,0.8437510132789612,0.8369140625,39994148.0,0.0002,1766071000.9238799,0.5509110396570204,257,2745.631849444,0.7814165353775024
257,0.02188650332391262,0.8080716729164124,0.7890625,40152398.0,0.0002,1766071011.5051277,0.5530546623794212,258,2756.213137759,0.7930617332458496
258,0.021653179079294205,0.8279568552970886,0.8154296875,40305124.0,0.0002,1766071021.771404,0.5551982851018221,259,2766.479397369,0.7869976162910461
259,0.020118366926908493,0.8393457531929016,0.8359375,40468390.0,0.0002,1766071032.3444364,0.5573419078242229,260,2777.052433971,0.7846000045537949
260,0.02187938056886196,0.8201330900192261,0.8076171875,40624025.0,0.0002,1766071043.6527069,0.5594855305466238,261,2788.360740978,0.7898607552051544
261,0.02188803255558014,0.7902113795280457,0.775390625,40774113.0,0.0002,1766071054.3216207,0.5616291532690246,262,2799.029661238,0.7983732372522354
262,0.022865884006023407,0.8250709772109985,0.80078125,40922903.0,0.0002,1766071064.0755937,0.5637727759914255,263,2808.783614776,0.7877751141786575
263,0.02145310491323471,0.815437912940979,0.7900390625,41079713.0,0.0002,1766071073.6229427,0.5659163987138264,264,2818.330968843,0.7896253019571304
264,0.02152065932750702,0.8178225755691528,0.8017578125,41233617.0,0.0002,1766071083.6721516,0.5680600214362272,265,2828.380182738,0.7903335094451904
265,0.022234316915273666,0.7806960940361023,0.775390625,41382299.0,0.0002,1766071092.5848703,0.5702036441586281,266,2837.293149516,0.8009062558412552
266,0.021175699308514595,0.8028372526168823,0.7900390625,41538660.0,0.0002,1766071101.612411,0.572347266881029,267,2846.320643459,0.7942523807287216
267,0.02224399335682392,0.7875167727470398,0.7783203125,41690776.0,0.0002,1766071110.6650693,0.5744908896034298,268,2855.373305127,0.8002855777740479
268,0.020025044679641724,0.7777824997901917,0.7763671875,41848176.0,0.0002,1766071120.1459107,0.5766345123258306,269,2864.854160319,0.8012797385454178
269,0.022078676149249077,0.8270974159240723,0.828125,42010346.0,0.0002,1766071129.2835114,0.5787781350482315,270,2873.991777847,0.7849853187799454
270,0.023692814633250237,0.8411262631416321,0.830078125,42161275.0,0.0002,1766071138.7071626,0.5809217577706324,271,2883.415406857,0.7843908816576004
271,0.021718032658100128,0.8330435156822205,0.818359375,42313056.0,0.0002,1766071147.988091,0.5830653804930332,272,2892.696331487,0.7891993224620819
272,0.022598128765821457,0.836933434009552,0.8173828125,42464888.0,0.0002,1766071157.3482168,0.5852090032154341,273,2902.056491855,0.784113347530365
273,0.02292141132056713,0.7856098413467407,0.7626953125,42613204.0,0.0002,1766071166.696099,0.587352625937835,274,2911.404337008,0.7991311550140381
274,0.02213335409760475,0.8047977089881897,0.7939453125,42764454.0,0.0002,1766071175.4401984,0.5894962486602358,275,2920.148449563,0.791954830288887
275,0.021687347441911697,0.7974098920822144,0.7978515625,42910354.0,0.0002,1766071184.7360878,0.5916398713826366,276,2929.44435592,0.7967006117105484
276,0.021630732342600822,0.7872217893600464,0.77734375,43054139.0,0.0002,1766071193.8666394,0.5937834941050375,277,2938.574886433,0.798104926943779
277,0.02043026313185692,0.8474746942520142,0.8134765625,43217644.0,0.0002,1766071204.86025,0.5959271168274384,278,2949.568519307,0.7838394939899445
278,0.021337337791919708,0.8032166957855225,0.7880859375,43384944.0,0.0002,1766071214.8755481,0.5980707395498392,279,2959.583817927,0.7936027944087982
279,0.02242952026426792,0.8071479201316833,0.78125,43542078.0,0.0002,1766071223.7259557,0.6002143622722401,280,2968.434213398,0.793153777718544
280,0.02146298810839653,0.8020758628845215,0.7900390625,43702739.0,0.0002,1766071233.5443697,0.602357984994641,281,2978.252629857,0.7930757701396942
281,0.02141644060611725,0.8088157176971436,0.7958984375,43859904.0,0.0002,1766071243.249284,0.6045016077170418,282,2987.957532184,0.7913506031036377
282,0.02026965096592903,0.8052486181259155,0.7958984375,44009730.0,0.0002,1766071252.2722619,0.6066452304394426,283,2996.980509584,0.7944853007793427
283,0.021924518048763275,0.8080507516860962,0.8125,44170957.0,0.0002,1766071261.6144416,0.6087888531618435,284,3006.322676837,0.7886820882558823
284,0.022427808493375778,0.8264655470848083,0.80859375,44324240.0,0.0002,1766071270.9083638,0.6109324758842444,285,3015.616590021,0.7880304306745529
285,0.024259056895971298,0.7684035301208496,0.7646484375,44470870.0,0.0002,1766071280.054467,0.6130760986066452,286,3024.762695265,0.8028904348611832
286,0.022102752700448036,0.8004672527313232,0.7880859375,44620874.0,0.0002,1766071289.2778556,0.6152197213290461,287,3033.98611221,0.7988037616014481
287,0.022103644907474518,0.8004360198974609,0.791015625,44773056.0,0.0002,1766071298.1964602,0.617363344051447,288,3042.904700975,0.7936960309743881
288,0.021249597892165184,0.7751540541648865,0.767578125,44921244.0,0.0002,1766071306.9404373,0.6195069667738478,289,3051.648675773,0.8005679547786713
289,0.020902613177895546,0.820728600025177,0.8115234375,45090594.0,0.0002,1766071316.2008386,0.6216505894962486,290,3060.909062777,0.7896992117166519
290,0.021764742210507393,0.8511670231819153,0.8125,45251653.0,0.0002,1766071325.6339715,0.6237942122186495,291,3070.342170047,0.7831503599882126
291,0.022238988429307938,0.785132110118866,0.783203125,45398290.0,0.0002,1766071334.387994,0.6259378349410504,292,3079.096294825,0.7968967705965042
292,0.023481789976358414,0.8017435073852539,0.794921875,45545487.0,0.0002,1766071343.5912776,0.6280814576634512,293,3088.299517334,0.7945384383201599
293,0.023912135511636734,0.7835403680801392,0.775390625,45687388.0,0.0002,1766071353.005877,0.6302250803858521,294,3097.714144003,0.8005908727645874
294,0.022356156259775162,0.7948449850082397,0.794921875,45838127.0,0.0002,1766071362.79308,0.632368703108253,295,3107.501385357,0.7976984679698944
295,0.02294069342315197,0.786851704120636,0.7705078125,45988958.0,0.0002,1766071372.2929773,0.6345123258306538,296,3117.001243712,0.7983333766460419
296,0.022205393761396408,0.7945111989974976,0.775390625,46135755.0,0.0002,1766071380.939366,0.6366559485530546,297,3125.647624543,0.7981155067682266
297,0.021488673985004425,0.8293815851211548,0.8017578125,46299111.0,0.0002,1766071390.3180277,0.6387995712754555,298,3135.026272034,0.788610965013504
298,0.022595688700675964,0.8143420815467834,0.7998046875,46446842.0,0.0002,1766071399.6434343,0.6409431939978564,299,3144.351685979,0.794741690158844
299,0.0213606134057045,0.8101820945739746,0.7978515625,46600673.0,0.0002,1766071408.6435242,0.6430868167202572,300,3153.351760374,0.7906452119350433
300,0.022975513711571693,0.8055103421211243,0.78515625,46754362.0,0.0002,1766071419.4041557,0.6452304394426581,301,3164.112415488,0.7941299676895142
301,0.020863834768533707,0.8240588903427124,0.8291015625,46918315.0,0.0002,1766071428.456585,0.647374062165059,302,3173.164838385,0.7874341905117035
302,0.022607091814279556,0.8496721982955933,0.84765625,47080471.0,0.0002,1766071438.3229744,0.6495176848874598,303,3183.031224377,0.7851773351430893
303,0.021641891449689865,0.8092442154884338,0.8017578125,47238391.0,0.0002,1766071447.888123,0.6516613076098606,304,3192.596346996,0.7932719886302948
304,0.02209375612437725,0.80740886926651,0.798828125,47386378.0,0.0002,1766071457.5465374,0.6538049303322615,305,3202.2547925,0.7909166365861893
305,0.02460036240518093,0.7731806039810181,0.7470703125,47528888.0,0.0002,1766071466.230301,0.6559485530546624,306,3210.938539749,0.8026157170534134
306,0.023025790229439735,0.7627549171447754,0.75,47672487.0,0.0002,1766071475.2144043,0.6580921757770632,307,3219.922662672,0.802099421620369
307,0.023407580330967903,0.8244531750679016,0.8154296875,47828782.0,0.0002,1766071484.8247015,0.6602357984994641,308,3229.53295649,0.7911016345024109
308,0.021628037095069885,0.7920951843261719,0.7861328125,47987779.0,0.0002,1766071494.1932642,0.662379421221865,309,3238.901528926,0.7960358709096909
309,0.02289360575377941,0.8375571966171265,0.8173828125,48141783.0,0.0002,1766071503.8608212,0.6645230439442658,310,3248.569074401,0.7845393121242523
310,0.024165794253349304,0.8579437732696533,0.8271484375,48307093.0,0.0002,1766071513.7360919,0.6666666666666666,311,3258.444363622,0.7806999236345291
311,0.02078726701438427,0.8470578193664551,0.8232421875,48475514.0,0.0002,1766071524.2579575,0.6688102893890675,312,3268.966221335,0.7839986979961395
312,0.021804681047797203,0.824042797088623,0.8017578125,48641781.0,0.0002,1766071534.0384827,0.6709539121114684,313,3278.746755614,0.7905635982751846
313,0.02248397469520569,0.7525268793106079,0.75390625,48790569.0,0.0002,1766071543.1591651,0.6730975348338692,314,3287.867396405,0.8072073459625244
314,0.022821322083473206,0.8334460258483887,0.8125,48939681.0,0.0002,1766071552.6080854,0.6752411575562701,315,3297.31630438,0.7874787002801895
315,0.024202531203627586,0.7971652150154114,0.7919921875,49100290.0,0.0002,1766071562.0570993,0.677384780278671,316,3306.765360864,0.7966216206550598
316,0.022138182073831558,0.8006676435470581,0.796875,49257350.0,0.0002,1766071571.8227484,0.6795284030010718,317,3316.531014613,0.7960690855979919
317,0.021543970331549644,0.8035567998886108,0.80078125,49408212.0,0.0002,1766071580.6300929,0.6816720257234726,318,3325.338325495,0.7940895855426788
318,0.021323703229427338,0.8010567426681519,0.794921875,49575143.0,0.0002,1766071589.8123722,0.6838156484458735,319,3334.520618831,0.7951174974441528
319,0.022616945207118988,0.7780882716178894,0.763671875,49729430.0,0.0002,1766071598.966289,0.6859592711682744,320,3343.674502066,0.799434021115303
320,0.024683477357029915,0.816988468170166,0.787109375,49892112.0,0.0002,1766071608.3929822,0.6881028938906752,321,3353.101214707,0.7912814021110535
321,0.024085793644189835,0.7797567248344421,0.765625,50038085.0,0.0002,1766071617.7703595,0.6902465166130761,322,3362.478580097,0.8002878129482269
322,0.022391393780708313,0.817597508430481,0.814453125,50202640.0,0.0002,1766071627.4038162,0.692390139335477,323,3372.11204466,0.7886087894439697
323,0.022544093430042267,0.8010634183883667,0.80078125,50362859.0,0.0002,1766071637.3015776,0.6945337620578779,324,3382.00983762,0.7955625504255295
324,0.021364085376262665,0.8295318484306335,0.833984375,50516605.0,0.0002,1766071646.6334052,0.6966773847802786,325,3391.341617022,0.7880245745182037
325,0.022695662453770638,0.8174847960472107,0.7939453125,50682099.0,0.0002,1766071656.1554143,0.6988210075026795,326,3400.863636719,0.7910321801900864
326,0.021421462297439575,0.7431309819221497,0.732421875,50827141.0,0.0002,1766071665.7211974,0.7009646302250804,327,3410.429411306,0.8095519542694092
327,0.022076096385717392,0.8170052170753479,0.80859375,50985958.0,0.0002,1766071675.533256,0.7031082529474812,328,3420.241516602,0.7904744446277618
328,0.021578945219516754,0.842790961265564,0.826171875,51146629.0,0.0002,1766071686.6701124,0.7052518756698821,329,3431.378392428,0.7834365665912628
329,0.022621650248765945,0.7759741544723511,0.7568359375,51292209.0,0.0002,1766071695.5333934,0.707395498392283,330,3440.241649787,0.7996278256177902
330,0.020811883732676506,0.8115111589431763,0.7861328125,51457800.0,0.0002,1766071704.9184387,0.7095391211146839,331,3449.626676107,0.7917639166116714
331,0.022825337946414948,0.7842511534690857,0.783203125,51602885.0,0.0002,1766071714.0940323,0.7116827438370846,332,3458.80230536,0.7994016408920288
332,0.022451281547546387,0.7723442316055298,0.7685546875,51753366.0,0.0002,1766071723.097026,0.7138263665594855,333,3467.80525842,0.8004251569509506
333,0.0224921777844429,0.7429914474487305,0.73828125,51891707.0,0.0002,1766071731.990771,0.7159699892818864,334,3476.699035184,0.8081363588571548
334,0.02262083627283573,0.8320618867874146,0.8076171875,52043503.0,0.0002,1766071741.329016,0.7181136120042872,335,3486.037247293,0.7899068892002106
335,0.02295796200633049,0.80808424949646,0.798828125,52198896.0,0.0002,1766071750.0201054,0.7202572347266881,336,3494.728324663,0.7929110378026962
336,0.02132953517138958,0.8086758255958557,0.7841796875,52360384.0,0.0002,1766071760.0351017,0.722400857449089,337,3504.743338749,0.7910080105066299
337,0.022538047283887863,0.8327091336250305,0.8076171875,52524287.0,0.0002,1766071769.3930664,0.7245444801714899,338,3514.101287546,0.7881837785243988
338,0.023134475573897362,0.8184572458267212,0.802734375,52690391.0,0.0002,1766071778.9265008,0.7266881028938906,339,3523.634744328,0.7904398739337921
339,0.02330327033996582,0.813870906829834,0.7841796875,52841553.0,0.0002,1766071788.296529,0.7288317256162915,340,3533.004778628,0.7920758277177811
340,0.023030582815408707,0.8064348101615906,0.787109375,52996405.0,0.0002,1766071797.3464332,0.7309753483386924,341,3542.054661129,0.7922226786613464
341,0.022128235548734665,0.8279373645782471,0.8125,53160730.0,0.0002,1766071807.1548247,0.7331189710610932,342,3551.86304093,0.7868392765522003
342,0.022770356386899948,0.790779709815979,0.787109375,53313378.0,0.0002,1766071815.9960032,0.7352625937834941,343,3560.704208909,0.7972966879606247
343,0.022557422518730164,0.8058574199676514,0.80078125,53468840.0,0.0002,1766071825.323782,0.737406216505895,344,3570.032047188,0.792890191078186
344,0.023518510162830353,0.8532447218894958,0.818359375,53631343.0,0.0002,1766071835.7405803,0.7395498392282959,345,3580.448808429,0.7833281308412552
345,0.02281508967280388,0.8658499717712402,0.8505859375,53793790.0,0.0002,1766071845.8843412,0.7416934619506966,346,3590.592558128,0.776278018951416
346,0.022053712978959084,0.8126593828201294,0.814453125,53946679.0,0.0002,1766071855.245819,0.7438370846730975,347,3599.954104732,0.7924736142158508
347,0.021280061453580856,0.7894048094749451,0.7734375,54098194.0,0.0002,1766071864.5642774,0.7459807073954984,348,3609.272540338,0.7980811595916748
348,0.021882209926843643,0.7824591398239136,0.771484375,54249894.0,0.0002,1766071874.2166717,0.7481243301178992,349,3618.924921388,0.7983840703964233
349,0.022822802886366844,0.7796080112457275,0.7724609375,54401084.0,0.0002,1766071882.9342387,0.7502679528403001,350,3627.642501579,0.8023474812507629
350,0.022292546927928925,0.8173840045928955,0.791015625,54558703.0,0.0002,1766071892.4073954,0.752411575562701,351,3637.115758972,0.7923480421304703
351,0.02248622663319111,0.7653729319572449,0.7509765625,54714700.0,0.0002,1766071901.5760698,0.7545551982851019,352,3646.284373665,0.8044990003108978
352,0.02404051087796688,0.7916581630706787,0.7802734375,54868164.0,0.0002,1766071911.1299517,0.7566988210075026,353,3655.838183348,0.794867217540741
353,0.022129202261567116,0.8018187284469604,0.798828125,55025468.0,0.0002,1766071920.6199324,0.7588424437299035,354,3665.328198439,0.7935625314712524
354,0.023191800341010094,0.8283053040504456,0.802734375,55189668.0,0.0002,1766071930.35081,0.7609860664523044,355,3675.059063323,0.7885614186525345
355,0.0236972626298666,0.8147164583206177,0.7861328125,55342112.0,0.0002,1766071939.1358714,0.7631296891747053,356,3683.844191941,0.7904817014932632
356,0.024095378816127777,0.7794733643531799,0.7548828125,55493008.0,0.0002,1766071948.2980165,0.7652733118971061,357,3693.006302125,0.8020800054073334
357,0.02346169762313366,0.7948949933052063,0.7822265625,55642904.0,0.0002,1766071957.6327865,0.767416934619507,358,3702.341107003,0.7957030832767487
358,0.027047406882047653,0.796212911605835,0.7744140625,55793608.0,0.0002,1766071966.4534547,0.7695605573419079,359,3711.161711715,0.7950920462608337
359,0.02285553142428398,0.7581675052642822,0.765625,55944720.0,0.0002,1766071975.5549214,0.7717041800643086,360,3720.263136156,0.8064028769731522
360,0.022552011534571648,0.8267392516136169,0.8271484375,56114178.0,0.0002,1766071985.6327734,0.7738478027867095,361,3730.341029188,0.7891101539134979
361,0.0236892718821764,0.7939797639846802,0.7900390625,56269442.0,0.0002,1766071995.57159,0.7759914255091104,362,3740.279869071,0.7968639582395554
362,0.0236038938164711,0.8336770534515381,0.8173828125,56432611.0,0.0002,1766072005.096117,0.7781350482315113,363,3749.804409938,0.7859394401311874
363,0.024203231558203697,0.8204039335250854,0.7919921875,56594327.0,0.0002,1766072014.7859693,0.7802786709539121,364,3759.494232856,0.7877804338932037
364,0.02479396015405655,0.8151615262031555,0.7919921875,56761850.0,0.0002,1766072024.4957013,0.782422293676313,365,3769.203979853,0.7923497259616852
365,0.024472080171108246,0.8082793354988098,0.8017578125,56916020.0,0.0002,1766072033.6257439,0.7845659163987139,366,3778.333972058,0.7929505556821823
366,0.025821484625339508,0.8026156425476074,0.7978515625,57066705.0,0.0002,1766072042.5427258,0.7867095391211146,367,3787.250991474,0.7928275763988495
367,0.021876614540815353,0.8338637948036194,0.818359375,57236312.0,0.0002,1766072052.4230871,0.7888531618435155,368,3797.131307729,0.78421550989151
368,0.02656910941004753,0.7840924263000488,0.7626953125,57385050.0,0.0002,1766072061.798008,0.7909967845659164,369,3806.506230381,0.7970610558986664
369,0.024973515421152115,0.8130714893341064,0.7822265625,57546095.0,0.0002,1766072071.3782828,0.7931404072883173,370,3816.086524541,0.7921789884567261
370,0.02113550342619419,0.8169094920158386,0.80078125,57722375.0,0.0002,1766072082.0521393,0.7952840300107181,371,3826.760364985,0.7912590950727463
371,0.02304505556821823,0.7974203824996948,0.79296875,57882884.0,0.0002,1766072092.0121768,0.797427652733119,372,3836.720411571,0.7976726293563843
372,0.024360965937376022,0.7918800115585327,0.791015625,58042466.0,0.0002,1766072101.798944,0.7995712754555199,373,3846.507206392,0.7971440255641937
373,0.024519698694348335,0.7803704738616943,0.7724609375,58190364.0,0.0002,1766072110.5243936,0.8017148981779206,374,3855.232613281,0.8003138154745102
374,0.0216912142932415,0.7853411436080933,0.7763671875,58338890.0,0.0002,1766072119.5785708,0.8038585209003215,375,3864.28679826,0.7989879846572876
375,0.02501434087753296,0.7790908813476562,0.755859375,58483983.0,0.0002,1766072128.716354,0.8060021436227224,376,3873.424584303,0.8012186139822006
376,0.02645130641758442,0.7918636798858643,0.7705078125,58631365.0,0.0002,1766072137.675344,0.8081457663451233,377,3882.383571091,0.796109139919281
377,0.024635039269924164,0.8271002769470215,0.810546875,58779896.0,0.0002,1766072146.8853626,0.8102893890675241,378,3891.593583017,0.7884637713432312
378,0.02420089952647686,0.7820063829421997,0.76953125,58919870.0,0.0002,1766072156.8545024,0.812433011789925,379,3901.562755358,0.8031594604253769
379,0.026351425796747208,0.8068984150886536,0.7939453125,59071273.0,0.0002,1766072165.8339407,0.8145766345123259,380,3910.542168962,0.7962033450603485
380,0.02371159754693508,0.788343071937561,0.7958984375,59233818.0,0.0002,1766072175.2591689,0.8167202572347267,381,3919.967428549,0.7966065555810928
381,0.021185599267482758,0.7951616048812866,0.791015625,59400493.0,0.0002,1766072185.7667935,0.8188638799571275,382,3930.474969891,0.7971785515546799
