_step,train/loss,train/epoch,train/global_step,train/mean_token_accuracy,train/num_tokens,train/grad_norm,_runtime,_timestamp,train/learning_rate
59,1.3216884136199951,0.12861736334405144,60,0.695648193359375,9353955.0,0.3203275799751282,398.006001604,1765917643.6833029,1e-05
60,1.3160805702209473,0.1307609860664523,61,0.7035415023565292,9504744.0,0.3460502624511719,404.980749555,1765917650.6580517,1e-05
61,1.373121976852417,0.13290460878885316,62,0.6836221367120743,9662901.0,0.33233752846717834,412.060038798,1765917657.7373443,1e-05
62,1.2967939376831055,0.13504823151125403,63,0.7057615220546722,9809122.0,0.3863067924976349,417.65060483,1765917663.327817,1e-05
63,1.3006722927093506,0.13719185423365488,64,0.7038667798042297,9968473.0,0.3487189710140228,424.630833613,1765917670.3081203,1e-05
64,1.343631625175476,0.13933547695605572,65,0.6952027380466461,10119334.0,0.3563593626022339,431.809821814,1765917677.4870586,1e-05
65,1.3280510902404785,0.1414790996784566,66,0.6996681392192841,10259437.0,0.37268567085266113,436.921726965,1765917682.5990374,1e-05
66,1.31967031955719,0.14362272240085744,67,0.6980812251567841,10416011.0,0.3395879566669464,444.679810798,1765917690.3569543,1e-05
67,1.3170090913772583,0.1457663451232583,68,0.6995821446180344,10566185.0,0.3905852735042572,449.989273901,1765917695.6664958,1e-05
68,1.283320426940918,0.14790996784565916,69,0.706989198923111,10715715.0,0.36859753727912903,455.479753258,1765917701.1570566,1e-05
69,1.2558189630508423,0.15005359056806003,70,0.7105156034231186,10880059.0,0.31619852781295776,463.560288999,1765917709.2376127,1e-05
70,1.249124526977539,0.15219721329046088,71,0.7121184170246124,11036249.0,0.3288596570491791,468.856041341,1765917714.5333545,1e-05
71,1.271003246307373,0.15434083601286175,72,0.7074362337589264,11186751.0,0.3425806164741516,475.079705249,1765917720.7569208,1e-05
72,1.2438411712646484,0.1564844587352626,73,0.7114005088806152,11356082.0,0.30370622873306274,481.789494223,1765917727.4668143,1e-05
73,1.2469227313995361,0.15862808145766344,74,0.7132318019866943,11514483.0,0.3196737766265869,488.602937542,1765917734.2802465,1e-05
74,1.2463812828063965,0.1607717041800643,75,0.7138377279043198,11663606.0,0.3346238434314728,494.516239982,1765917740.1935291,1e-05
75,1.2276387214660645,0.16291532690246516,76,0.7190520167350769,11816781.0,0.3316228687763214,500.530039831,1765917746.2073436,1e-05
76,1.2177927494049072,0.16505894962486603,77,0.7202780395746231,11978438.0,0.3107064664363861,506.521585851,1765917752.1987627,1e-05
77,1.181243658065796,0.16720257234726688,78,0.7293665409088135,12137976.0,0.323810875415802,512.977947509,1765917758.6552496,1e-05
78,1.204841136932373,0.16934619506966775,79,0.7270931601524353,12295505.0,0.3200168311595917,519.570732471,1765917765.24795,1e-05
79,1.2113289833068848,0.1714898177920686,80,0.7231394946575165,12452019.0,0.3229718804359436,526.166820525,1765917771.8440704,1e-05
80,1.2082395553588867,0.17363344051446947,81,0.7229940295219421,12611435.0,0.31516578793525696,533.788629253,1765917779.4659328,1e-05
81,1.1261910200119019,0.1757770632368703,82,0.7426674962043762,12770621.0,0.3208915591239929,540.946477448,1765917786.623771,1e-05
82,1.1790049076080322,0.17792068595927116,83,0.7316200882196426,12917873.0,0.35247349739074707,546.646997265,1765917792.3243234,1e-05
83,1.171515941619873,0.18006430868167203,84,0.7356409579515457,13056173.0,0.37228870391845703,551.838457266,1765917797.5156872,1e-05
84,1.1841217279434204,0.18220793140407288,85,0.7261059582233429,13211326.0,0.33925390243530273,557.969416926,1765917803.6467183,1e-05
85,1.1571747064590454,0.18435155412647375,86,0.7338284999132156,13369675.0,0.3368164002895355,564.070237273,1765917809.747499,1e-05
86,1.1355899572372437,0.1864951768488746,87,0.7386839985847473,13509971.0,0.3768520951271057,569.80586874,1765917815.4830997,1e-05
87,1.1191368103027344,0.18863879957127547,88,0.741645872592926,13673080.0,0.3241955041885376,577.341794203,1765917823.019097,1e-05
88,1.1492841243743896,0.1907824222936763,89,0.7300047874450684,13838935.0,0.3203732371330261,583.783783988,1765917829.4610872,1e-05
89,1.1221221685409546,0.19292604501607716,90,0.7365041673183441,14002150.0,0.327932208776474,591.231046941,1765917836.9082825,1e-05
90,1.1016952991485596,0.19506966773847803,91,0.7457983642816544,14156247.0,0.3504326343536377,597.992765137,1765917843.6699653,1e-05
91,1.076857566833496,0.19721329046087888,92,0.7479975819587708,14323035.0,0.3192111551761627,605.164393566,1765917850.8417072,1e-05
92,1.1129627227783203,0.19935691318327975,93,0.7417495399713516,14490759.0,0.3167113959789276,612.531448753,1765917858.2087514,1e-05
93,1.0802502632141113,0.2015005359056806,94,0.7477883100509644,14642384.0,0.3514745533466339,618.532717766,1765917864.2100165,1e-05
94,1.0764861106872559,0.20364415862808147,95,0.7490339577198029,14786158.0,0.3599046766757965,623.963218543,1765917869.6404142,1e-05
95,1.0544297695159912,0.2057877813504823,96,0.7524271607398987,14929253.0,0.3640751838684082,629.605514339,1765917875.2827358,1e-05
96,0.999298095703125,0.20793140407288319,97,0.7640432119369507,15078062.0,0.3440900444984436,636.569673909,1765917882.2469804,1e-05
97,1.076259732246399,0.21007502679528403,98,0.7466743737459183,15227850.0,0.34202882647514343,642.655112884,1765917888.332432,1e-05
98,1.03183913230896,0.21221864951768488,99,0.7572201043367386,15385692.0,0.30731505155563354,649.823522449,1765917895.5008416,1e-05
99,0.9931597709655762,0.21436227224008575,100,0.7678859382867813,15540223.0,0.305959016084671,657.235112098,1765917902.912418,1e-05
100,0.9811215400695801,0.2165058949624866,101,0.7708936929702759,15695591.0,0.29351475834846497,674.971927382,1765917920.6492286,1e-05
101,1.008889079093933,0.21864951768488747,102,0.7648808360099792,15855000.0,0.2804415822029114,681.440872127,1765917927.1181772,1e-05
102,1.0275444984436035,0.2207931404072883,103,0.7571747452020645,16010570.0,0.2927943468093872,687.551899915,1765917933.229221,1e-05
103,0.9956710934638977,0.22293676312968919,104,0.7619367390871048,16175156.0,0.2617831230163574,694.20718148,1765917939.8844893,1e-05
104,1.0012085437774658,0.22508038585209003,105,0.7619205862283707,16345184.0,0.2476779669523239,702.043548723,1765917947.7208881,1e-05
105,1.0030512809753418,0.22722400857449088,106,0.7636718899011612,16496673.0,0.26598605513572693,708.655221327,1765917954.3325229,1e-05
106,1.0053417682647705,0.22936763129689175,107,0.763582170009613,16650964.0,0.26609522104263306,715.003138551,1765917960.6804578,1e-05
107,1.0091640949249268,0.2315112540192926,108,0.7601928263902664,16806131.0,0.26316872239112854,721.389878434,1765917967.0672169,1e-05
108,1.0042715072631836,0.23365487674169347,109,0.7621383965015411,16971757.0,0.23861844837665558,728.15567843,1765917973.8329961,1e-05
109,0.9591841101646423,0.2357984994640943,110,0.7719584703445435,17125261.0,0.23445002734661102,735.271790971,1765917980.9491625,1e-05
110,0.9459629058837891,0.2379421221864952,111,0.7729333788156509,17285808.0,0.20811256766319275,742.13400905,1765917987.8113053,1e-05
111,0.9451495409011841,0.24008574490889603,112,0.7755832076072693,17436207.0,0.2105932980775833,749.129994247,1765917994.807285,1e-05
112,0.9606976509094238,0.2422293676312969,113,0.7657170295715332,17609651.0,0.17397460341453552,755.959635769,1765918001.6369653,1e-05
113,0.9642038345336914,0.24437299035369775,114,0.7686556279659271,17764531.0,0.176038920879364,762.924962376,1765918008.6022782,1e-05
114,0.9139162302017212,0.2465166130760986,115,0.7815483063459396,17923936.0,0.15774859488010406,769.939998468,1765918015.6172984,1e-05
115,0.9313461780548096,0.24866023579849947,116,0.7754248082637787,18080869.0,0.14985576272010803,777.358762464,1765918023.0360544,1e-05
116,0.9680700302124023,0.2508038585209003,117,0.766593411564827,18244414.0,0.13911794126033783,783.51415879,1765918029.1914628,1e-05
117,0.9708691835403442,0.2529474812433012,118,0.7669073939323425,18401734.0,0.14029699563980103,791.063403381,1765918036.7407362,1e-05
118,0.9294062256813049,0.25509110396570206,119,0.7764181047677994,18555213.0,0.1386774182319641,797.336854763,1765918043.014187,1e-05
119,1.0150201320648193,0.2572347266881029,120,0.7537909150123596,18729596.0,0.12683255970478058,805.615060737,1765918051.2923853,1e-05
120,0.9424247741699219,0.25937834941050375,121,0.7730012983083725,18874599.0,0.14397874474525452,811.080544062,1765918056.7578824,1e-05
121,0.949952244758606,0.2615219721329046,122,0.7673679143190384,19043580.0,0.12406489253044128,818.670848773,1765918064.3481894,1e-05
122,0.9527925848960876,0.26366559485530544,123,0.7718333452939987,19188254.0,0.1417158544063568,824.565532261,1765918070.2428532,1e-05
123,0.9143633246421814,0.2658092175777063,124,0.7788518518209457,19336517.0,0.1388407051563263,830.416616919,1765918076.0939329,1e-05
124,0.92494136095047,0.2679528403001072,125,0.7774117738008499,19494094.0,0.131979301571846,837.314320274,1765918082.991636,1e-05
125,0.9462377429008484,0.27009646302250806,126,0.7708475738763809,19648425.0,0.1283525973558426,843.371717749,1765918089.0490267,1e-05
126,0.9508123397827148,0.2722400857449089,127,0.7697295993566513,19798344.0,0.13169196248054504,849.569393574,1765918095.2467015,1e-05
127,0.9332847595214844,0.27438370846730975,128,0.7729746401309967,19955841.0,0.12272758781909943,855.808063752,1765918101.4853938,1e-05
128,0.925544261932373,0.2765273311897106,129,0.7766185253858566,20107598.0,0.1230953186750412,861.6415002,1765918107.3188362,1e-05
129,0.9225142598152161,0.27867095391211144,130,0.778646782040596,20258362.0,0.1220410168170929,867.363979323,1765918113.0412886,1e-05
130,0.9741436243057251,0.2808145766345123,131,0.7626354098320007,20412165.0,0.12069100886583328,873.766362164,1765918119.443664,1e-05
131,0.9008970260620117,0.2829581993569132,132,0.7824577242136002,20561798.0,0.12120935320854187,879.296088181,1765918124.9734113,1e-05
132,0.9471006393432617,0.28510182207931406,133,0.7694411426782608,20720111.0,0.1114736944437027,885.523972485,1765918131.2012982,1e-05
133,0.9129062294960022,0.2872454448017149,134,0.7786719799041748,20876095.0,0.11411356925964355,891.8809641,1765918137.5582864,1e-05
134,0.9303178787231445,0.28938906752411575,135,0.774776965379715,21031975.0,0.1148313581943512,898.488904066,1765918144.1662073,1e-05
135,0.9029315710067749,0.2915326902465166,136,0.7792173624038696,21180614.0,0.11792419850826263,905.761407598,1765918151.4387193,1e-05
136,0.9857422113418579,0.2936763129689175,137,0.7611537724733353,21349138.0,0.10953754186630249,914.204595158,1765918159.8819032,1e-05
137,0.9713633060455322,0.2958199356913183,138,0.762124314904213,21511590.0,0.1089038997888565,921.479378022,1765918167.1567,1e-05
138,0.9392198324203491,0.2979635584137192,139,0.7730338871479034,21656819.0,0.1163368821144104,927.598038646,1765918173.2753448,1e-05
139,0.9561517834663391,0.30010718113612006,140,0.7668454349040985,21811238.0,0.1091325506567955,933.829412968,1765918179.506709,1e-05
140,0.9788811206817627,0.3022508038585209,141,0.7608334869146347,21980388.0,0.10774987936019897,940.513807995,1765918186.191129,1e-05
141,0.9727557301521301,0.30439442658092175,142,0.7611119598150253,22142594.0,0.10372525453567505,948.257749293,1765918193.9350526,1e-05
142,0.9673535823822021,0.3065380493033226,143,0.7647925317287445,22299845.0,0.10400832444429398,954.73507953,1765918200.4123874,1e-05
143,0.9153276681900024,0.3086816720257235,144,0.7778491973876953,22465527.0,0.09731438755989075,962.056039499,1765918207.7333553,1e-05
144,0.8993100523948669,0.3108252947481243,145,0.7817367315292358,22618289.0,0.10356014221906662,969.0865739,1765918214.7638893,1e-05
145,0.914577305316925,0.3129689174705252,146,0.7779295593500137,22770622.0,0.1017904058098793,975.496179015,1765918221.173522,1e-05
146,0.8855369091033936,0.31511254019292606,147,0.7832499444484711,22922597.0,0.1027430072426796,981.392057688,1765918227.0694032,1e-05
147,0.9103200435638428,0.3172561629153269,148,0.7772556096315384,23075685.0,0.10826034098863602,988.064186719,1765918233.741499,1e-05
148,0.9154129028320312,0.31939978563772775,149,0.7770429998636246,23239973.0,0.10451222956180573,994.823537757,1765918240.5008469,1e-05
149,0.9522046446800232,0.3215434083601286,150,0.7673087120056152,23407446.0,0.10322526842355728,1003.099188237,1765918248.7764928,1e-05
150,0.880406379699707,0.3236870310825295,151,0.7858463078737259,23555395.0,0.10217346251010895,1009.11918545,1765918254.7964969,1e-05
151,0.9248623847961426,0.3258306538049303,152,0.7767103910446167,23712167.0,0.09836981445550919,1015.327172905,1765918261.004493,1e-05
152,0.9402368068695068,0.3279742765273312,153,0.7689971029758453,23869562.0,0.09981358796358109,1021.837741168,1765918267.515055,1e-05
153,0.93220454454422,0.33011789924973206,154,0.7701293528079987,24027568.0,0.09474608302116394,1028.621112373,1765918274.2984223,1e-05
154,0.9467275142669678,0.3322615219721329,155,0.7704059481620789,24183451.0,0.09871765971183777,1035.218485379,1765918280.8958132,1e-05
155,0.9169598817825317,0.33440514469453375,156,0.7751205116510391,24342400.0,0.09621650725603104,1042.476302287,1765918288.153627,1e-05
156,0.9451655149459839,0.3365487674169346,157,0.7699242681264877,24500736.0,0.0918007418513298,1050.693535301,1765918296.370878,1e-05
157,0.9038253426551819,0.3386923901393355,158,0.77829609811306,24652820.0,0.0973232090473175,1058.324639164,1765918304.0019522,1e-05
158,0.913453221321106,0.3408360128617363,159,0.7745974212884903,24810632.0,0.09875708073377609,1064.685068528,1765918310.3624067,1e-05
159,0.9046709537506104,0.3429796355841372,160,0.7761213481426239,24968589.0,0.0944705605506897,1072.086320661,1765918317.7636275,1e-05
160,0.9410750865936279,0.34512325830653806,161,0.7686721682548523,25125017.0,0.0931209847331047,1078.847405663,1765918324.5247216,1e-05
161,0.8775989413261414,0.34726688102893893,162,0.7843535542488098,25277188.0,0.09410218894481659,1085.366089206,1765918331.043406,1e-05
162,0.8659266233444214,0.34941050375133975,163,0.7875468134880066,25430057.0,0.09848792850971222,1091.373847276,1765918337.05118,1e-05
163,0.8737919330596924,0.3515541264737406,164,0.7879851907491684,25583830.0,0.09394601732492447,1099.038612705,1765918344.7159228,1e-05
164,0.9254801273345947,0.3536977491961415,165,0.7731943577528,25742285.0,0.0984930694103241,1105.744237917,1765918351.4215405,1e-05
165,0.9036351442337036,0.3558413719185423,166,0.7766809910535812,25907065.0,0.09095658361911774,1113.265558944,1765918358.9428763,1e-05
166,0.8952001333236694,0.3579849946409432,167,0.7795736193656921,26051750.0,0.10084907710552216,1118.756259255,1765918364.433569,1e-05
167,0.9198150634765625,0.36012861736334406,168,0.7749614268541336,26204362.0,0.09752372652292252,1125.199856498,1765918370.8771818,1e-05
168,0.939824104309082,0.36227224008574493,169,0.7692126333713531,26364857.0,0.09264731407165527,1132.552738681,1765918378.230073,1e-05
169,0.9022243022918701,0.36441586280814575,170,0.7788102179765701,26513585.0,0.09408412128686905,1138.240474664,1765918383.9177988,1e-05
170,0.9287592172622681,0.3665594855305466,171,0.7729041427373886,26680409.0,0.09065689146518707,1145.688280393,1765918391.3655908,1e-05
171,0.8795529007911682,0.3687031082529475,172,0.7866000682115555,26817383.0,0.1035512164235115,1151.053460533,1765918396.730802,1e-05
172,0.9238383173942566,0.3708467309753483,173,0.774409219622612,26962206.0,0.0990694984793663,1157.140560117,1765918402.8178647,1e-05
173,0.8945385217666626,0.3729903536977492,174,0.7805032879114151,27123276.0,0.09263995289802551,1164.286002685,1765918409.9633248,1e-05
174,0.9254223704338074,0.37513397642015006,175,0.7716157585382462,27290681.0,0.09112753719091415,1171.367489218,1765918417.0448134,1e-05
175,0.9275524616241455,0.37727759914255093,176,0.7712194174528122,27449673.0,0.09175384044647217,1177.822255067,1765918423.4995518,1e-05
176,0.8979353904724121,0.37942122186495175,177,0.7787543833255768,27601441.0,0.09796592593193054,1183.828231103,1765918429.505543,1e-05
177,0.9137773513793945,0.3815648445873526,178,0.7776951491832733,27748300.0,0.10179418325424194,1190.310337732,1765918435.9876807,1e-05
178,0.86762535572052,0.3837084673097535,179,0.7875999510288239,27900973.0,0.0964130088686943,1196.845205087,1765918442.522524,1e-05
179,0.9112488031387329,0.3858520900321543,180,0.7764438688755035,28057386.0,0.0999097228050232,1203.763229902,1765918449.440544,1e-05
180,0.91280597448349,0.3879957127545552,181,0.7752072066068649,28218433.0,0.09172939509153366,1210.443219384,1765918456.1205692,1e-05
181,0.9018353223800659,0.39013933547695606,182,0.7777783870697021,28378531.0,0.09536119550466537,1218.236252968,1765918463.913551,1e-05
182,0.8449286222457886,0.39228295819935693,183,0.7936055809259415,28517567.0,0.10732914507389069,1223.015872902,1765918468.6931894,1e-05
183,0.8688193559646606,0.39442658092175775,184,0.7831828445196152,28678245.0,0.09358353912830353,1229.071740286,1765918474.7490551,1e-05
184,0.9137277007102966,0.3965702036441586,185,0.7748581171035767,28847748.0,0.0871075987815857,1236.271800601,1765918481.949103,1e-05
185,0.9007817506790161,0.3987138263665595,186,0.7781763970851898,29003477.0,0.09264162927865982,1242.119854308,1765918487.797157,1e-05
186,0.8989622592926025,0.4008574490889603,187,0.778193935751915,29163981.0,0.0894923284649849,1249.648641387,1765918495.3258862,1e-05
187,0.8930658102035522,0.4030010718113612,188,0.7783407717943192,29313769.0,0.09340886026620865,1256.890097364,1765918502.567379,1e-05
188,0.8841586112976074,0.40514469453376206,189,0.7797884941101074,29474111.0,0.08816085010766983,1263.768597428,1765918509.445881,1e-05
189,0.9357826113700867,0.40728831725616294,190,0.769606202840805,29641339.0,0.08692020177841187,1270.272602701,1765918515.9498136,1e-05
190,0.8715340495109558,0.40943193997856375,191,0.7845631837844849,29795124.0,0.09245416522026062,1276.697138633,1765918522.374454,1e-05
191,0.9146320819854736,0.4115755627009646,192,0.7747208476066589,29956920.0,0.09060052037239075,1283.205456014,1765918528.8827631,1e-05
192,0.9270093441009521,0.4137191854233655,193,0.769198015332222,30113790.0,0.09137184917926788,1290.204488816,1765918535.8818164,1e-05
193,0.8897597193717957,0.41586280814576637,194,0.7783632725477219,30267060.0,0.09167562425136566,1297.372365669,1765918543.0496671,1e-05
194,0.9057547450065613,0.4180064308681672,195,0.7765343934297562,30420733.0,0.09456311911344528,1303.334205531,1765918549.0115156,1e-05
195,0.9102985858917236,0.42015005359056806,196,0.7740949541330338,30582338.0,0.09027542918920517,1310.485106963,1765918556.1624174,1e-05
196,0.8709042072296143,0.42229367631296894,197,0.7866513729095459,30735043.0,0.09548832476139069,1315.83864615,1765918561.5157797,1e-05
197,0.9028712511062622,0.42443729903536975,198,0.7766224145889282,30885025.0,0.09490523487329483,1321.641506787,1765918567.3188002,1e-05
198,0.8961602449417114,0.4265809217577706,199,0.7769906520843506,31036663.0,0.09549716114997864,1327.602536857,1765918573.279826,1e-05
199,0.8546444177627563,0.4287245444801715,200,0.788657546043396,31184340.0,0.09568596631288528,1333.341939523,1765918579.019109,1e-05
200,0.9040324091911316,0.43086816720257237,201,0.7756955623626709,31345142.0,0.09091244637966156,1350.598404624,1765918596.2756994,1e-05
201,0.9200774431228638,0.4330117899249732,202,0.7712693959474564,31495847.0,0.10191695392131805,1356.794424334,1765918602.4717083,1e-05
202,0.8927196264266968,0.43515541264737406,203,0.777797520160675,31654749.0,0.0943872258067131,1363.759315917,1765918609.436453,1e-05
203,0.902106523513794,0.43729903536977494,204,0.776936411857605,31808152.0,0.09584970027208328,1368.975179681,1765918614.6524785,1e-05
204,0.9162391424179077,0.43944265809217575,205,0.7730691730976105,31977458.0,0.08743012696504593,1376.12036264,1765918621.7976565,1e-05
205,0.888871431350708,0.4415862808145766,206,0.7788132429122925,32129990.0,0.09838438034057617,1382.11317069,1765918627.7904537,1e-05
206,0.9328627586364746,0.4437299035369775,207,0.7688066959381104,32295318.0,0.09141213446855545,1390.381577741,1765918636.0588713,1e-05
207,0.9198494553565979,0.44587352625937837,208,0.771758496761322,32458576.0,0.09014343470335007,1397.411438194,1765918643.0887253,1e-05
208,0.8990994691848755,0.4480171489817792,209,0.7755477130413055,32617496.0,0.09598942846059799,1404.273438923,1765918649.950626,1e-05
209,0.8856728672981262,0.45016077170418006,210,0.7803578674793243,32779172.0,0.09041444957256317,1412.228103453,1765918657.9053926,1e-05
210,0.8757327795028687,0.45230439442658094,211,0.7814879268407822,32931223.0,0.0973372682929039,1418.613643665,1765918664.2909257,1e-05
