train/learning_rate,_step,_timestamp,train/global_step,train/mean_token_accuracy,train/loss,train/epoch,train/grad_norm,_runtime,train/num_tokens,eval/accuracy
0.001,46,1765917984.87293,47.0,0.8031775057315826,0.7668957710266113,0.1007502679528403,1.8820929527282715,1450.422779651,7294167.0,
0.001,47,1765918022.3256829,48.0,0.7795109450817108,0.8554170727729797,0.10289389067524116,1.4886144399642944,1487.875475469,7470762.0,
0.001,48,1765918059.128589,49.0,0.8023777306079865,0.7607718706130981,0.10503751339764202,2.39414644241333,1524.678396765,7629052.0,
0.001,49,1765918082.4762592,50.0,0.805870771408081,0.7409887909889221,0.10718113612004287,2.6729533672332764,1548.026073144,7779609.0,
0.001,50,1765918114.828856,51.0,0.7991586625576019,0.7704880833625793,0.10932475884244373,1.6175482273101807,1580.378696107,7927458.0,
0.001,51,1765918141.2287,52.0,0.8017321228981018,0.7560663223266602,0.11146838156484459,5.388992786407471,1606.778518158,8078023.0,
0.001,52,1765918169.0924284,53.0,0.797027200460434,0.762136697769165,0.11361200428724544,1.246986985206604,1634.642252455,8230483.0,
0.001,53,1765918197.4371998,54.0,0.8111330270767212,0.7221103310585022,0.1157556270096463,7.217714786529541,1662.987018128,8375984.0,
0.001,54,1765918231.1153536,55.0,0.7823691070079803,0.8367054462432861,0.11789924973204716,6.5767035484313965,1696.665174474,8547262.0,
0.001,55,1765918262.0889838,56.0,0.788490355014801,0.8108648061752319,0.12004287245444802,1.3796466588974,1727.638781686,8704936.0,
0.001,56,1765918294.4622083,57.0,0.8005676865577698,0.7587281465530396,0.12218649517684887,1.3131229877471924,1760.012009468,8867795.0,
0.001,57,1765918320.2958338,58.0,0.7994638681411743,0.7600551843643188,0.12433011789924973,6.623759746551514,1785.845636629,9019339.0,
0.001,58,1765918353.3806176,59.0,0.7962686419487,0.7781929969787598,0.1264737406216506,8.559222221374512,1818.930459578,9189045.0,
0.001,59,1765918381.7270374,60.0,0.7979626059532166,0.7703577280044556,0.12861736334405144,1.0154227018356323,1847.276850283,9353955.0,
0.001,60,1765918415.7247386,61.0,0.8145706057548523,0.7055018544197083,0.1307609860664523,0.4892258942127228,1881.274491349,9504744.0,
0.001,61,1765918447.9340837,62.0,0.7878113090991974,0.801576554775238,0.13290460878885316,2.171431303024292,1913.483881447,9662901.0,
0.001,62,1765918474.65598,63.0,0.8150636255741119,0.6953445672988892,0.13504823151125403,1.0208468437194824,1940.205777823,9809122.0,
0.001,63,1765918509.9506917,64.0,0.8041222989559174,0.7499698400497437,0.13719185423365488,0.5891247391700745,1975.500481609,9968473.0,
0.001,64,1765918543.7936387,65.0,0.7979768812656403,0.7634552717208862,0.13933547695605572,0.34669527411460876,2009.343424082,10119334.0,
0.001,65,1765918565.9148421,66.0,0.8104963302612305,0.7164933681488037,0.1414790996784566,0.48915573954582214,2031.464616402,10259437.0,
0.001,66,1765918603.2330143,67.0,0.7972133159637451,0.7690091729164124,0.14362272240085744,0.5782410502433777,2068.782840116,10416011.0,
0.001,67,1765918629.57286,68.0,0.80008664727211,0.7542002201080322,0.1457663451232583,0.6284824013710022,2095.12270006,10566185.0,
0.001,68,1765918656.7641385,69.0,0.8084992170333862,0.7233999967575073,0.14790996784565916,0.4152033030986786,2122.31392949,10715715.0,
0.001,69,1765918691.1386194,70.0,0.8028479814529419,0.7368324995040894,0.15005359056806003,0.3402281403541565,2156.688449219,10880059.0,
0.001,70,1765918716.3584685,71.0,0.8058989644050598,0.7227105498313904,0.15219721329046088,0.5319271087646484,2181.908254909,11036249.0,
0.001,71,1765918745.5311453,72.0,0.8018325567245483,0.741877555847168,0.15434083601286175,21.08307456970215,2211.081008704,11186751.0,
0.001,72,1765918778.4042919,73.0,0.7944560050964355,0.7765557765960693,0.1564844587352626,0.887988269329071,2243.954113526,11356082.0,
0.001,73,1765918808.3589602,74.0,0.8003435432910919,0.7493491768836975,0.15862808145766344,0.5222470164299011,2273.908769375,11514483.0,
0.001,74,1765918835.324258,75.0,0.8033893406391144,0.7385016679763794,0.1607717041800643,0.4535115957260132,2300.87404003,11663606.0,
0.001,75,1765918868.4821973,76.0,0.8029320240020752,0.7452330589294434,0.16291532690246516,0.5665570497512817,2334.03201073,11816781.0,
0.001,76,1765918896.1521735,77.0,0.80093052983284,0.7475979328155518,0.16505894962486603,0.4891776442527771,2361.701963165,11978438.0,
0.001,77,1765918923.2603595,78.0,0.8072443306446075,0.7236829996109009,0.16720257234726688,0.956896960735321,2388.810149768,12137976.0,
0.001,78,1765918952.889949,79.0,0.8042385578155518,0.7511651515960693,0.16934619506966775,1.2721233367919922,2418.439769001,12295505.0,
0.001,79,1765918983.9871328,80.0,0.798516184091568,0.7604072093963623,0.1714898177920686,1.368803858757019,2449.537001854,12452019.0,
0.001,80,1765919017.464046,81.0,0.7958558201789856,0.7672539353370667,0.17363344051446947,0.2736574113368988,2483.013863671,12611435.0,
0.001,81,1765919051.688464,82.0,0.8143563270568848,0.6964910626411438,0.1757770632368703,0.6460581421852112,2517.238300645,12770621.0,
0.001,82,1765919076.6185076,83.0,0.8065901696681976,0.7281105518341064,0.17792068595927116,0.7268955111503601,2542.168333819,12917873.0,
0.001,83,1765919100.1326287,84.0,0.8109485507011414,0.7122202515602112,0.18006430868167203,0.2609799802303314,2565.68240305,13056173.0,
0.001,84,1765919128.6523674,85.0,0.795721024274826,0.7651954889297485,0.18220793140407288,0.4565553367137909,2594.202162227,13211326.0,
0.001,85,1765919155.1086187,86.0,0.8006404042243958,0.7528392672538757,0.18435155412647375,0.37176957726478577,2620.658399669,13369675.0,
0.001,86,1765919187.7359834,87.0,0.8096730709075928,0.7064696550369263,0.1864951768488746,0.5214368104934692,2653.285812922,13509971.0,
0.001,87,1765919220.098019,88.0,0.8035759627819061,0.7407656908035278,0.18863879957127547,0.2944689691066742,2685.647805599,13673080.0,
0.001,88,1765919252.4401715,89.0,0.7909174263477325,0.7780756950378418,0.1907824222936763,0.2963687479496002,2717.989983264,13838935.0,
0.001,89,1765919289.130429,90.0,0.7957280278205872,0.7585902810096741,0.19292604501607716,0.3868255019187927,2754.68023565,14002150.0,
0.001,90,1765919320.9525516,91.0,0.8059659600257874,0.7269835472106934,0.19506966773847803,0.6292758584022522,2786.502392979,14156247.0,
0.001,91,1765919352.3603494,92.0,0.8040480613708496,0.7319096326828003,0.19721329046087888,0.24044714868068695,2817.910169628,14323035.0,
0.001,92,1765919387.0584683,93.0,0.7967851459980011,0.7701258659362793,0.19935691318327975,0.784957766532898,2852.608253739,14490759.0,
0.001,93,1765919415.3094716,94.0,0.8057214617729187,0.7250473499298096,0.2015005359056806,0.4387328326702118,2880.859232367,14642384.0,
0.001,94,1765919442.4708884,95.0,0.8071022927761078,0.7119449973106384,0.20364415862808147,0.2925696074962616,2908.020733353,14786158.0,
0.001,95,1765919468.0750194,96.0,0.8096280097961426,0.7016994953155518,0.2057877813504823,0.38205593824386597,2933.624825402,14929253.0,
0.001,96,1765919502.6674278,97.0,0.8168708682060242,0.6703354120254517,0.20793140407288319,0.2241765707731247,2968.217254724,15078062.0,
0.001,97,1765919535.503326,98.0,0.7995821833610535,0.7449095249176025,0.21007502679528403,0.46714454889297485,3001.053097648,15227850.0,
0.001,98,1765919571.7887347,99.0,0.8050998747348785,0.7255992293357849,0.21221864951768488,2.453009843826294,3037.33854574,15385692.0,
0.001,99,1765919605.934199,100.0,0.8139044642448425,0.6997456550598145,0.21436227224008575,0.9114206433296204,3071.483983234,15540223.0,
0.001,100,1765919643.751697,101.0,0.8151127099990845,0.6864871978759766,0.2165058949624866,5.226624965667725,3109.301541441,15695591.0,
0.001,101,1765919673.2919993,102.0,0.8034932017326355,0.7376359701156616,0.21864951768488747,1.3663995265960693,3138.841824391,15855000.0,
0.001,102,1765919701.6325045,103.0,0.7999181747436523,0.7472020387649536,0.2207931404072883,0.6229996681213379,3167.182309621,16010570.0,
0.001,103,1765919732.1901076,104.0,0.8040580153465271,0.7301735281944275,0.22293676312968919,5.080300331115723,3197.739919413,16175156.0,
0.001,104,1765919768.2521203,105.0,0.8003458976745605,0.763884961605072,0.22508038585209003,0.8920608162879944,3233.801900833,16345184.0,
0.001,105,1765919799.4563286,106.0,0.800208330154419,0.7514735460281372,0.22722400857449088,1.2928863763809204,3265.006109446,16496673.0,
0.001,106,1765919831.8649414,107.0,0.8009229302406311,0.7573993802070618,0.22936763129689175,1.7677710056304932,3297.414777623,16650964.0,
0.001,107,1765919867.9573252,108.0,0.7958913743495941,0.7655675411224365,0.2315112540192926,1.5208477973937988,3333.507110486,16806131.0,
0.001,108,1765919898.7354584,109.0,0.798172116279602,0.7891396880149841,0.23365487674169347,1.6824638843536377,3364.28527197,16971757.0,
0.001,109,1765919934.8131392,110.0,0.8035604357719421,0.7331407070159912,0.2357984994640943,1.8241392374038696,3400.363022358,17125261.0,
0.001,110,1765919966.4716988,111.0,0.8062666654586792,0.7286273241043091,0.2379421221864952,14.436923027038574,3432.021486846,17285808.0,
0.001,111,1765920003.1545997,112.0,0.8076012432575226,0.7291151285171509,0.24008574490889603,2.3591647148132324,3468.704419743,17436207.0,
0.001,112,1765920036.1810424,113.0,0.7937941551208496,0.7993979454040527,0.2422293676312969,3.0204739570617676,3501.730821901,17609651.0,
0.001,113,1765920069.137818,114.0,0.7846696972846985,0.82472163438797,0.24437299035369775,19.68688201904297,3534.687599147,17764531.0,
0.001,114,1765920101.3113737,115.0,0.8049370646476746,0.7433381080627441,0.2465166130760986,2.1209559440612793,3566.861175668,17923936.0,
0.001,115,1765920136.0071645,116.0,0.7735680043697357,0.9466115832328796,0.24866023579849947,356.745361328125,3601.556975236,18080869.0,
0.001,116,1765920166.6462307,117.0,0.7707826495170593,0.9084385633468628,0.2508038585209003,19.083431243896484,3632.19602454,18244414.0,
0.001,117,1765920199.3472939,118.0,0.7791445851325989,0.8389644026756287,0.2529474812433012,9.254606246948242,3664.897124768,18401734.0,
0.001,118,1765920231.8053277,119.0,0.7429046630859375,1.101817011833191,0.25509110396570206,47.60646057128906,3697.355147879,18555213.0,
0.001,119,1765920269.11498,120.0,0.7380324602127075,1.0859813690185547,0.2572347266881029,7.36871337890625,3734.664813524,18729596.0,
0.001,120,1765920292.5251338,121.0,0.771781712770462,0.8966906070709229,0.25937834941050375,3.715862512588501,3758.074950718,18874599.0,
0.001,121,1765920325.3482301,122.0,0.7871727645397186,0.8328718543052673,0.2615219721329046,3.1911416053771973,3790.897991757,19043580.0,
0.001,122,1765920351.7220898,123.0,0.7792381048202515,0.9295190572738647,0.26366559485530544,29.130605697631836,3817.271923157,19188254.0,
0.001,123,1765920379.405463,124.0,0.7896735668182373,0.8262667655944824,0.2658092175777063,5.574453830718994,3844.955266021,19336517.0,
0.001,124,1765920408.9049046,125.0,0.7689512073993683,0.9468590021133423,0.2679528403001072,196.76177978515625,3874.45471294,19494094.0,
0.001,125,1765920437.8088577,126.0,0.7742120325565338,0.9081376791000366,0.27009646302250806,61.723121643066406,3903.358683828,19648425.0,
0.001,126,1765920468.1069288,127.0,0.7524521052837372,1.0177268981933594,0.2722400857449089,145.16575622558594,3933.656739002,19798344.0,
0.001,127,1765920494.9367728,128.0,0.7701188325881958,0.9252395629882812,0.27438370846730975,25.28643226623535,3960.486543059,19955841.0,
0.001,128,1765920522.5129833,129.0,0.767949253320694,0.960151195526123,0.2765273311897106,25.283437728881836,3988.062824433,20107598.0,
0.001,129,1765920547.17597,130.0,0.7835878133773804,0.8664443492889404,0.27867095391211144,11.147933959960938,4012.725792048,20258362.0,
0.001,130,1765920579.8077888,131.0,0.7748903632164001,0.8896076679229736,0.2808145766345123,3.3592233657836914,4045.357587344,20412165.0,
0.001,131,1765920603.9744565,132.0,0.8004916310310364,0.7808520793914795,0.2829581993569132,12.975212097167969,4069.524263833,20561798.0,
0.001,132,1765920633.4808042,133.0,0.7868422567844391,0.8067654371261597,0.28510182207931406,9.311180114746094,4099.030597598,20720111.0,
0.001,133,1765920663.363629,134.0,0.7979696989059448,0.7635406255722046,0.2872454448017149,3.597620964050293,4128.913465508,20876095.0,
0.001,134,1765920693.3552842,135.0,0.7939944565296173,0.7829092741012573,0.28938906752411575,7.755551338195801,4158.905115646,21031975.0,
0.001,135,1765920729.8649871,136.0,0.8048490285873413,0.7304699420928955,0.2915326902465166,1.4695478677749634,4195.414808842,21180614.0,
0.001,136,1765920765.992192,137.0,0.7829053103923798,0.8286349773406982,0.2936763129689175,7.397258281707764,4231.541964334,21349138.0,
0.001,137,1765920798.2143433,138.0,0.784096747636795,0.8108469843864441,0.2958199356913183,18.334325790405273,4263.764162173,21511590.0,
0.001,138,1765920827.449099,139.0,0.7929839789867401,0.7895485162734985,0.2979635584137192,6.76795768737793,4292.998895659,21656819.0,
0.001,139,1765920854.3979275,140.0,0.7884327173233032,0.8051183819770813,0.30010718113612006,41.43526840209961,4319.947781101,21811238.0,
0.001,140,1765920883.7217383,141.0,0.7808580100536346,0.8454131484031677,0.3022508038585209,10.009235382080078,4349.271539134,21980388.0,
0.001,141,1765920919.4026506,142.0,0.7816433906555176,0.8217197060585022,0.30439442658092175,18.663169860839844,4384.952480977,22142594.0,
0.001,142,1765920950.8329098,143.0,0.7844086289405823,0.8145455121994019,0.3065380493033226,1.8578691482543945,4416.382744321,22299845.0,
0.001,143,1765920985.2637908,144.0,0.8016138970851898,0.7612583637237549,0.3086816720257235,2.775442123413086,4450.813546054,22465527.0,
0.001,144,1765921016.8706698,145.0,0.8073501288890839,0.7260245680809021,0.3108252947481243,2.8758645057678223,4482.420491989,22618289.0,
0.001,145,1765921046.8354664,146.0,0.8029689788818359,0.7400133013725281,0.3129689174705252,3.9238173961639404,4512.385263746,22770622.0,
0.001,146,1765921075.4957638,147.0,0.8087195158004761,0.7133671641349792,0.31511254019292606,8.75415325164795,4541.045531663,22922597.0,
0.001,147,1765921106.1016452,148.0,0.7963755130767822,0.7697253227233887,0.3172561629153269,11.357756614685059,4571.651440656,23075685.0,
0.001,148,1765921134.1517258,149.0,0.798000156879425,0.7608062028884888,0.31939978563772775,4.863676071166992,4599.701546758,23239973.0,
0.001,149,1765921171.364321,150.0,0.7892512083053589,0.7986793518066406,0.3215434083601286,20.29235076904297,4636.914142475,23407446.0,
0.001,150,1765921203.1162477,151.0,0.8068779110908508,0.7238187193870544,0.3236870310825295,1.7239887714385986,4668.666090898,23555395.0,
0.001,151,1765921231.6911101,152.0,0.8017141819000244,0.7538870573043823,0.3258306538049303,1.2976492643356323,4697.240931495,23712167.0,
0.001,152,1765921263.2458923,153.0,0.7954364717006683,0.7623409032821655,0.3279742765273312,3.943939447402954,4728.795721982,23869562.0,
0.001,153,1765921294.4033291,154.0,0.7963944375514984,0.7580830454826355,0.33011789924973206,2.7356419563293457,4759.95316103,24027568.0,
0.001,154,1765921324.9211898,155.0,0.7952798306941986,0.7703160047531128,0.3322615219721329,1.3542094230651855,4790.471008922,24183451.0,
0.001,155,1765921356.482604,156.0,0.801136314868927,0.7598463296890259,0.33440514469453375,9.242193222045898,4822.032415616,24342400.0,
0.001,156,1765921394.280385,157.0,0.7893416285514832,0.803453803062439,0.3365487674169346,5.847208499908447,4859.830201286,24500736.0,
0.001,157,1765921427.5136878,158.0,0.8036123514175415,0.7380927205085754,0.3386923901393355,2.449514865875244,4893.063479209,24652820.0,
0.001,158,1765921455.2162566,159.0,0.7993345856666565,0.7480231523513794,0.3408360128617363,1.5783801078796387,4920.766021848,24810632.0,
0.001,159,1765921491.9158974,160.0,0.801915854215622,0.7356663346290588,0.3429796355841372,2.053821086883545,4957.465740097,24968589.0,
0.001,160,1765921525.2864485,161.0,0.7971873879432678,0.7625420689582825,0.34512325830653806,2.51078462600708,4990.836231002,25125017.0,
0.001,161,1765921557.4423413,162.0,0.8101587295532227,0.7036956548690796,0.34726688102893893,4.04626989364624,5022.992172502,25277188.0,
0.001,162,1765921587.0518596,163.0,0.8127911388874054,0.6964383125305176,0.34941050375133975,1.623206377029419,5052.6017,25430057.0,
0.001,163,1765921621.4169276,164.0,0.8142749965190887,0.7008816599845886,0.3515541264737406,1.3099607229232788,5086.966736811,25583830.0,
0.001,164,1765921654.7181315,165.0,0.799871027469635,0.748391330242157,0.3536977491961415,3.3995659351348877,5120.267963378,25742285.0,
0.001,165,1765921691.8296332,166.0,0.8038260340690613,0.7321252822875977,0.3558413719185423,1.5335581302642822,5157.37945868,25907065.0,
0.001,166,1765921715.680032,167.0,0.8084076941013336,0.7169589996337891,0.3579849946409432,17.159605026245117,5181.22984389,26051750.0,
0.001,167,1765921745.2538035,168.0,0.7987053394317627,0.7746405601501465,0.36012861736334406,3.2350425720214844,5210.803585829,26204362.0,
0.001,168,1765921780.2167206,169.0,0.7917589843273163,0.7974298000335693,0.36227224008574493,22.047407150268555,5245.766515202,26364857.0,
0.001,169,1765921803.824901,170.0,0.8023623824119568,0.7459073066711426,0.36441586280814575,5.042147159576416,5269.37469947,26513585.0,
0.001,170,1765921836.4325435,171.0,0.7879587709903717,0.8135502338409424,0.3665594855305466,25.283735275268555,5301.982313252,26680409.0,
0.001,171,1765921864.0867534,172.0,0.8119641542434692,0.7112058401107788,0.3687031082529475,8.7689208984375,5329.636575002,26817383.0,
0.001,172,1765921893.8031075,173.0,0.7993991374969482,0.7658571004867554,0.3708467309753483,2.9479410648345947,5359.352942081,26962206.0,
0.001,173,1765921930.9574447,174.0,0.8027482330799103,0.738314688205719,0.3729903536977492,3.586888074874878,5396.507257134,27123276.0,
0.001,174,1765921965.597197,175.0,0.7944529950618744,0.7713903784751892,0.37513397642015006,8.074352264404297,5431.146966118,27290681.0,
0.001,175,1765921995.423687,176.0,0.7904741168022156,0.8244619369506836,0.37727759914255093,6.769192695617676,5460.973469564,27449673.0,
0.001,176,1765922023.4008653,177.0,0.7990830838680267,0.7785797715187073,0.37942122186495175,2.367705821990967,5488.950698579,27601441.0,
0.001,177,1765922053.2538059,178.0,0.8007363379001617,0.7849380970001221,0.3815648445873526,29.548908233642578,5518.803658759,27748300.0,
0.001,178,1765922088.3392334,179.0,0.8072963654994965,0.7448257207870483,0.3837084673097535,5.492574214935303,5553.889039506,27900973.0,
0.001,179,1765922123.6330464,180.0,0.7989918291568756,0.7715892195701599,0.3858520900321543,2.0779428482055664,5589.182903527,28057386.0,
0.001,180,1765922156.7707577,181.0,0.7967580258846283,0.7646951675415039,0.3879957127545552,2.7392876148223877,5622.320565856,28218433.0,
0.001,181,1765922194.2749279,182.0,0.7989054024219513,0.7555326223373413,0.39013933547695606,7.885637283325195,5659.824733103,28378531.0,
0.001,182,1765922217.3338046,183.0,0.8159013986587524,0.6941206455230713,0.39228295819935693,6.769968509674072,5682.883584671,28517567.0,
0.001,183,1765922243.9251244,184.0,0.8037335872650146,0.7392116785049438,0.39442658092175775,29.791961669921875,5709.474966454,28678245.0,
0.001,184,1765922277.5622246,185.0,0.7907616794109344,0.797546923160553,0.3965702036441586,10.065340995788574,5743.11200609,28847748.0,
0.001,185,1765922304.9946444,186.0,0.7957698702812195,0.7738356590270996,0.3987138263665595,7.299372673034668,5770.544463742,29003477.0,
0.001,186,1765922342.0851903,187.0,0.799049437046051,0.751541256904602,0.4008574490889603,1.1650900840759277,5807.635005159,29163981.0,
0.001,187,1765922370.947504,188.0,0.804132878780365,0.7293243408203125,0.4030010718113612,3.231687068939209,5836.497307579,29313769.0,
0.001,188,1765922401.2925537,189.0,0.8028484582901001,0.7318464517593384,0.40514469453376206,9.996092796325684,5866.842352314,29474111.0,
0.001,189,1765922432.1639624,190.0,0.7914555966854095,0.7994623184204102,0.40728831725616294,4.604699611663818,5897.713774321,29641339.0,
0.001,190,1765922462.2816565,191.0,0.8050129115581512,0.7453275918960571,0.40943193997856375,6.874044895172119,5927.831461712,29795124.0,
0.001,191,1765922493.4733655,192.0,0.7950084209442139,0.7850934267044067,0.4115755627009646,78.78556060791016,5959.023182441,29956920.0,
0.001,192,1765922525.3892963,193.0,0.7853954136371613,0.8048007488250732,0.4137191854233655,46.72195816040039,5990.939057734,30113790.0,
0.001,193,1765922562.2126532,194.0,0.7919196784496307,0.7965975403785706,0.41586280814576637,43.8928337097168,6027.76245745,30267060.0,
0.001,194,1765922588.8441777,195.0,0.7877762913703918,0.8169991970062256,0.4180064308681672,25.071481704711914,6054.394030935,30420733.0,
0.001,195,1765922623.1801114,196.0,0.78720822930336,0.8137364387512207,0.42015005359056806,13.881094932556152,6088.72992209,30582338.0,
0.001,196,1765922647.7042215,197.0,0.8030377626419067,0.7568149566650391,0.42229367631296894,3.8586034774780273,6113.25403662,30735043.0,
0.001,197,1765922674.865688,198.0,0.7948597073554993,0.7888118624687195,0.42443729903536975,14.703383445739746,6140.415508689,30885025.0,
0.001,198,1765922701.7215517,199.0,0.7975550293922424,0.7699635028839111,0.4265809217577706,6.184113025665283,6167.271385752,31036663.0,
0.001,199,1765922727.4209273,200.0,0.8026995062828064,0.7495864629745483,0.4287245444801715,9.73019790649414,6192.970764028,31184340.0,
0.001,200,1765922763.4602613,201.0,0.7850341498851776,0.8361824750900269,0.43086816720257237,20.77507972717285,6229.010089311,31345142.0,
0.001,201,1765922790.9008825,202.0,0.7887370586395264,0.7997918725013733,0.4330117899249732,4.259152412414551,6256.450676308,31495847.0,
0.001,202,1765922824.7481594,203.0,0.8016130030155182,0.7472798824310303,0.43515541264737406,2.513908624649048,6290.297974942,31654749.0,
