_step,train/grad_norm,train/global_step,train/mean_token_accuracy,_timestamp,train/loss,train/epoch,train/num_tokens,_runtime,train/learning_rate
48,0.04213756322860718,49,0.7919697016477585,1765916459.1639175,0.8197625875473022,0.10503751339764202,7629052.0,328.471610913,0.001
49,0.07311525195837021,50,0.7951711267232895,1765916464.4908214,0.8019310832023621,0.10718113612004287,7779609.0,333.79852907,0.001
50,0.023498626425862312,51,0.7899284660816193,1765916471.0509508,0.8285167217254639,0.10932475884244373,7927458.0,340.358640366,0.001
51,0.08534570783376694,52,0.7940530329942703,1765916476.6795561,0.8111233711242676,0.11146838156484459,8078023.0,345.987230488,0.001
52,0.027917249128222466,53,0.7913030534982681,1765916482.617503,0.8236367702484131,0.11361200428724544,8230483.0,351.925208213,0.001
53,0.08104544132947922,54,0.7990541607141495,1765916488.8680851,0.7920527458190918,0.1157556270096463,8375984.0,358.175773641,0.001
54,0.03792564570903778,55,0.7754486203193665,1765916495.8584387,0.8863939642906189,0.11789924973204716,8547262.0,365.16613157,0.001
55,0.07897263765335083,56,0.78240966796875,1765916502.715994,0.8594344854354858,0.12004287245444802,8704936.0,372.0236661,0.001
56,0.08758921176195145,57,0.790574461221695,1765916509.7151372,0.8232796788215637,0.12218649517684887,8867795.0,379.022813221,0.001
57,0.04910577833652496,58,0.7887919694185257,1765916515.697942,0.8307862877845764,0.12433011789924973,9019339.0,385.005607702,0.001
58,0.06457488238811493,59,0.7882190346717834,1765916522.1036527,0.8364826440811157,0.1264737406216506,9189045.0,391.411329914,0.001
59,0.05511024221777916,60,0.7895099818706512,1765916528.2719243,0.8236677646636963,0.12861736334405144,9353955.0,397.579617845,0.001
60,0.0482027642428875,61,0.8035085946321487,1765916535.27679,0.778606653213501,0.1307609860664523,9504744.0,404.584477856,0.001
61,0.06263367831707001,62,0.7790606319904327,1765916542.3459547,0.8713864088058472,0.13290460878885316,9662901.0,411.653639911,0.001
62,0.0565275102853775,63,0.8054183423519135,1765916547.944634,0.7606469392776489,0.13504823151125403,9809122.0,417.25233231,0.001
63,0.05631408467888832,64,0.7949295341968536,1765916554.9018202,0.8128485679626465,0.13719185423365488,9968473.0,424.209511978,0.001
64,0.057763900607824326,65,0.7871375381946564,1765916562.0446064,0.8417403697967529,0.13933547695605572,10119334.0,431.352274343,0.001
65,0.048505429178476334,66,0.7976590394973755,1765916567.1646035,0.7933540344238281,0.1414790996784566,10259437.0,436.472263859,0.001
66,0.06823402643203735,67,0.7865134179592133,1765916574.923092,0.8461971282958984,0.14362272240085744,10416011.0,444.230782816,0.001
67,0.043247856199741364,68,0.788370817899704,1765916580.2618253,0.8371222615242004,0.1457663451232583,10566185.0,449.569484961,0.001
68,0.07284903526306152,69,0.795725554227829,1765916585.8003733,0.8093641996383667,0.14790996784565916,10715715.0,455.108059927,0.001
69,0.02881546877324581,70,0.7890294790267944,1765916593.9546824,0.8260208368301392,0.15005359056806003,10880059.0,463.262350818,0.001
70,0.07216637581586838,71,0.7928721606731415,1765916599.239294,0.806014895439148,0.15219721329046088,11036249.0,468.546977745,0.001
71,0.03271302208304405,72,0.7897478938102722,1765916605.4869568,0.8221214413642883,0.15434083601286175,11186751.0,474.794640261,0.001
72,0.07305881381034851,73,0.7824424505233765,1765916612.2318907,0.854261040687561,0.1564844587352626,11356082.0,481.539585719,0.001
73,0.03157441318035126,74,0.7875524610280991,1765916619.0050325,0.8324998617172241,0.15862808145766344,11514483.0,488.312719648,0.001
74,0.0737430602312088,75,0.7899027317762375,1765916624.9285386,0.81840580701828,0.1607717041800643,11663606.0,494.236217325,0.001
75,0.03695255145430565,76,0.7912932932376862,1765916630.9115388,0.8192214965820312,0.16291532690246516,11816781.0,500.219247822,0.001
76,0.04984227940440178,77,0.7885988652706146,1765916636.9150844,0.8306026458740234,0.16505894962486603,11978438.0,506.222779227,0.001
77,0.03137074410915375,78,0.7951058745384216,1765916643.3652253,0.8027483224868774,0.16720257234726688,12137976.0,512.672914017,0.001
78,0.0463370718061924,79,0.7910738885402679,1765916649.9632013,0.8333538770675659,0.16934619506966775,12295505.0,519.270892755,0.001
79,0.028915908187627792,80,0.7859558910131454,1765916656.4863026,0.8392027616500854,0.1714898177920686,12452019.0,525.793959565,0.001
80,0.054847560822963715,81,0.7819075584411621,1765916664.0988705,0.8545700311660767,0.17363344051446947,12611435.0,533.406544684,0.001
81,0.05334438011050224,82,0.800223708152771,1765916671.2274733,0.780135989189148,0.1757770632368703,12770621.0,540.535135123,0.001
82,0.03493625298142433,83,0.7935270816087723,1765916676.8742404,0.8094781041145325,0.17792068595927116,12917873.0,546.181926256,0.001
83,0.05999632552266121,84,0.7957712113857269,1765916682.0403268,0.8013793230056763,0.18006430868167203,13056173.0,551.348019113,0.001
84,0.02693483978509903,85,0.7813398092985153,1765916688.1563032,0.8518260717391968,0.18220793140407288,13211326.0,557.463979369,0.001
85,0.05671597644686699,86,0.7865168899297714,1765916694.1934848,0.8424398899078369,0.18435155412647375,13369675.0,563.501186135,0.001
86,0.02738323248922825,87,0.7953228652477264,1765916699.9351761,0.7958371639251709,0.1864951768488746,13509971.0,569.242866815,0.001
87,0.045558612793684006,88,0.7894604355096817,1765916707.4564707,0.8292543292045593,0.18863879957127547,13673080.0,576.764158662,0.001
88,0.02595698833465576,89,0.7773079127073288,1765916713.9455924,0.8668005466461182,0.1907824222936763,13838935.0,583.253264791,0.001
89,0.05359913408756256,90,0.7820964306592941,1765916721.3738585,0.846596896648407,0.19292604501607716,14002150.0,590.681559095,0.001
90,0.05103415995836258,91,0.7926745563745499,1765916728.1490834,0.8195449113845825,0.19506966773847803,14156247.0,597.45674633,0.001
91,0.032315757125616074,92,0.7901462912559509,1765916735.394451,0.8238511681556702,0.19721329046087888,14323035.0,604.702133221,0.001
92,0.05312469229102135,93,0.7823904007673264,1765916742.769961,0.8627129793167114,0.19935691318327975,14490759.0,612.077630051,0.001
93,0.04173598065972328,94,0.7898053973913193,1765916748.7820885,0.8207321166992188,0.2015005359056806,14642384.0,618.089768902,0.001
94,0.03916531801223755,95,0.7944288998842239,1765916754.2592263,0.8045802116394043,0.20364415862808147,14786158.0,623.566901777,0.001
95,0.05395993962883949,96,0.7949158102273941,1765916759.9130907,0.7941492795944214,0.2057877813504823,14929253.0,629.220766814,0.001
96,0.027993036434054375,97,0.8023168444633484,1765916766.8195853,0.7622395753860474,0.20793140407288319,15078062.0,636.127267623,0.001
97,0.04755658656358719,98,0.7844929695129395,1765916772.848943,0.8419710993766785,0.21007502679528403,15227850.0,642.156632235,0.001
98,0.03179466351866722,99,0.7907402515411377,1765916779.9967816,0.8161602020263672,0.21221864951768488,15385692.0,649.304456333,0.001
99,0.04892268031835556,100,0.8017537295818329,1765916787.3759477,0.7810617685317993,0.21436227224008575,15540223.0,656.68377943,0.001
100,0.04030448943376541,101,0.8030792474746704,1765916808.3626535,0.7734395265579224,0.2165058949624866,15695591.0,677.670398226,0.001
101,0.04484716057777405,102,0.7938739210367203,1765916814.906991,0.8145051002502441,0.21864951768488747,15855000.0,684.214789934,0.001
102,0.05119571089744568,103,0.7867943197488785,1765916820.9653826,0.829011857509613,0.2207931404072883,16010570.0,690.273031814,0.001
103,0.03505101054906845,104,0.7911677658557892,1765916827.6182482,0.8085975646972656,0.22293676312968919,16175156.0,696.926070422,0.001
104,0.0502505823969841,105,0.78815658390522,1765916835.5138557,0.8302653431892395,0.22508038585209003,16345184.0,704.821707134,0.001
105,0.0266552921384573,106,0.7912103533744812,1765916842.094666,0.8230752944946289,0.22722400857449088,16496673.0,711.402438941,0.001
106,0.043624140322208405,107,0.7903216779232025,1765916848.350885,0.8302147388458252,0.22936763129689175,16650964.0,717.658687599,0.001
107,0.029935525730252266,108,0.7868350744247437,1765916854.8416412,0.837348222732544,0.2315112540192926,16806131.0,724.149419501,0.001
108,0.03724487125873566,109,0.7874424010515213,1765916861.5715723,0.8458988666534424,0.23365487674169347,16971757.0,730.879257296,0.001
109,0.03196975588798523,110,0.7979521453380585,1765916868.6538591,0.794254720211029,0.2357984994640943,17125261.0,737.961632969,0.001
110,0.03196515142917633,111,0.7972305119037628,1765916875.4570947,0.7907465100288391,0.2379421221864952,17285808.0,744.764798282,0.001
111,0.03181211277842522,112,0.7981627881526947,1765916882.5054643,0.7906322479248047,0.24008574490889603,17436207.0,751.813150739,0.001
112,0.027519484981894493,113,0.7878407686948776,1765916889.3430476,0.819892168045044,0.2422293676312969,17609651.0,758.650842897,0.001
113,0.028793321922421455,114,0.7920964509248734,1765916896.2956421,0.8148972988128662,0.24437299035369775,17764531.0,765.603322607,0.001
114,0.031638145446777344,115,0.8044388592243195,1765916903.2513473,0.7685950994491577,0.2465166130760986,17923936.0,772.559080227,0.001
115,0.02827395312488079,116,0.7990231513977051,1765916910.55246,0.7825671434402466,0.24866023579849947,18080869.0,779.860141602,0.001
116,0.029154935851693153,117,0.7895883023738861,1765916916.644572,0.8215996026992798,0.2508038585209003,18244414.0,785.95225323,0.001
117,0.032896362245082855,118,0.7887002378702164,1765916924.2840989,0.8287314176559448,0.2529474812433012,18401734.0,793.591796828,0.001
118,0.040585264563560486,119,0.798336386680603,1765916930.5431304,0.7856141328811646,0.25509110396570206,18555213.0,799.850802565,0.001
119,0.02753981575369835,120,0.7736497223377228,1765916938.8026576,0.8886739015579224,0.2572347266881029,18729596.0,808.11034077,0.001
120,0.036140378564596176,121,0.7968920469284058,1765916944.3386643,0.7916446328163147,0.25937834941050375,18874599.0,813.646362533,0.001
121,0.04082413762807846,122,0.7865106016397476,1765916951.9354913,0.8219424486160278,0.2615219721329046,19043580.0,821.24316192,0.001
122,0.046325571835041046,123,0.7935244292020798,1765916957.744542,0.8072385787963867,0.26366559485530544,19188254.0,827.052230894,0.001
123,0.05533283203840256,124,0.8000148832798004,1765916963.5647552,0.7767710089683533,0.2658092175777063,19336517.0,832.872449008,0.001
124,0.06314866989850998,125,0.797712430357933,1765916970.417106,0.7895957231521606,0.2679528403001072,19494094.0,839.724790937,0.001
125,0.09024015069007874,126,0.7931272238492966,1765916976.445921,0.8067066669464111,0.27009646302250806,19648425.0,845.753612602,0.001
126,0.05692528933286667,127,0.7917932718992233,1765916982.6473598,0.8132649660110474,0.2722400857449089,19798344.0,851.955054689,0.001
127,0.031895458698272705,128,0.7932346314191818,1765916988.863339,0.8018324375152588,0.27438370846730975,19955841.0,858.171057528,0.001
128,0.06432410329580307,129,0.7985592484474182,1765916994.7059057,0.789739191532135,0.2765273311897106,20107598.0,864.013666046,0.001
129,0.06046124920248985,130,0.7987754046916962,1765917000.3966475,0.7924724817276001,0.27867095391211144,20258362.0,869.704399843,0.001
130,0.029553739354014397,131,0.7833003103733063,1765917006.7582173,0.8389600515365601,0.2808145766345123,20412165.0,876.065910256,0.001
131,0.03830783814191818,132,0.8033090680837631,1765917012.264096,0.7682029604911804,0.2829581993569132,20561798.0,881.571794468,0.001
132,0.031129373237490654,133,0.7899723500013351,1765917018.5054982,0.8168952465057373,0.28510182207931406,20720111.0,887.813197518,0.001
133,0.03134315833449364,134,0.7980695813894272,1765917024.7756042,0.7853614091873169,0.2872454448017149,20876095.0,894.083290393,0.001
134,0.034441858530044556,135,0.793852373957634,1765917031.3746166,0.8057848811149597,0.28938906752411575,21031975.0,900.682397418,0.001
135,0.030567778274416924,136,0.8010075092315674,1765917038.619343,0.7703335285186768,0.2915326902465166,21180614.0,907.927034143,0.001
136,0.0334571897983551,137,0.7795134633779526,1765917047.0628135,0.8656952381134033,0.2936763129689175,21349138.0,916.370517329,0.001
137,0.029405837878584862,138,0.7814940959215164,1765917054.2521682,0.8454806804656982,0.2958199356913183,21511590.0,923.559943089,0.001
138,0.033545397222042084,139,0.793900728225708,1765917060.3141432,0.8057411909103394,0.2979635584137192,21656819.0,929.621834454,0.001
139,0.028666643425822258,140,0.7881834208965302,1765917066.57849,0.824432373046875,0.30010718113612006,21811238.0,935.886192398,0.001
140,0.02658735029399395,141,0.7789250016212463,1765917073.218293,0.8594446182250977,0.3022508038585209,21980388.0,942.525984394,0.001
141,0.029063720256090164,142,0.781287208199501,1765917081.003636,0.8512258529663086,0.30439442658092175,22142594.0,950.311324426,0.001
142,0.02781050093472004,143,0.7851075530052185,1765917087.457512,0.8383336067199707,0.3065380493033226,22299845.0,956.765212177,0.001
143,0.02935704216361046,144,0.7961273193359375,1765917094.7304106,0.802108883857727,0.3086816720257235,22465527.0,964.038113482,0.001
144,0.02755691297352314,145,0.8019421845674515,1765917101.7795148,0.767924964427948,0.3108252947481243,22618289.0,971.087181971,0.001
145,0.034664593636989594,146,0.7979465872049332,1765917108.1586914,0.7888971567153931,0.3129689174705252,22770622.0,977.466386458,0.001
146,0.02996845729649067,147,0.8030444532632828,1765917113.9835057,0.7641319632530212,0.31511254019292606,22922597.0,983.29132997,0.001
147,0.02956785075366497,148,0.7962743490934372,1765917120.6601238,0.7944934964179993,0.3172561629153269,23075685.0,989.967823835,0.001
148,0.028504695743322372,149,0.7967679798603058,1765917127.3652875,0.7940827012062073,0.31939978563772775,23239973.0,996.67305623,0.001
149,0.029486194252967834,150,0.7862639427185059,1765917135.6753879,0.8362451195716858,0.3215434083601286,23407446.0,1004.983173639,0.001
150,0.05024680867791176,151,0.8048169612884521,1765917141.660375,0.7629284262657166,0.3236870310825295,23555395.0,1010.968046907,0.001
151,0.05640773847699165,152,0.796147882938385,1765917147.8640301,0.8050010204315186,0.3258306538049303,23712167.0,1017.171709856,0.001
152,0.05515189841389656,153,0.7895273566246033,1765917154.3446748,0.8183509707450867,0.3279742765273312,23869562.0,1023.652457729,0.001
153,0.029367389157414436,154,0.7883987724781036,1765917161.180967,0.8175290822982788,0.33011789924973206,24027568.0,1030.488684687,0.001
154,0.03742435574531555,155,0.790351927280426,1765917167.7151833,0.8259552717208862,0.3322615219721329,24183451.0,1037.022888273,0.001
155,0.050157368183135986,156,0.7943427860736847,1765917174.967697,0.7973155379295349,0.33440514469453375,24342400.0,1044.275386886,0.001
156,0.041510291397571564,157,0.7872130125761032,1765917183.1366994,0.8345058560371399,0.3365487674169346,24500736.0,1052.444411218,0.001
157,0.029794739559292793,158,0.798533633351326,1765917190.688991,0.7877303957939148,0.3386923901393355,24652820.0,1059.996703917,0.001
158,0.05873974785208702,159,0.7925802320241928,1765917197.0730412,0.8019565343856812,0.3408360128617363,24810632.0,1066.380806759,0.001
159,0.04794537276029587,160,0.7956476211547852,1765917204.4042807,0.7877985239028931,0.3429796355841372,24968589.0,1073.712005908,0.001
160,0.03505156934261322,161,0.7878821790218353,1765917211.184586,0.8247439861297607,0.34512325830653806,25125017.0,1080.492329071,0.001
161,0.04602980241179466,162,0.8027527034282684,1765917217.6446638,0.7649736404418945,0.34726688102893893,25277188.0,1086.95245587,0.001
162,0.026280371472239494,163,0.8079090863466263,1765917223.703714,0.750700831413269,0.34941050375133975,25430057.0,1093.011417169,0.001
163,0.05244586616754532,164,0.8057354241609573,1765917231.3279052,0.7618104219436646,0.3515541264737406,25583830.0,1100.635726295,0.001
164,0.030577870085835457,165,0.7916853725910187,1765917238.00692,0.8107852339744568,0.3536977491961415,25742285.0,1107.314606096,0.001
165,0.036441586911678314,166,0.7963670492172241,1765917245.4851665,0.7918660044670105,0.3558413719185423,25907065.0,1114.792870295,0.001
166,0.03695252537727356,167,0.7999212145805359,1765917250.9261196,0.7730646133422852,0.3579849946409432,26051750.0,1120.233841167,0.001
167,0.02814115583896637,168,0.7944331765174866,1765917257.3419294,0.8050247430801392,0.36012861736334406,26204362.0,1126.649614641,0.001
168,0.03163309022784233,169,0.7876498252153397,1765917264.6921241,0.8240238428115845,0.36227224008574493,26364857.0,1133.999812019,0.001
169,0.029891572892665863,170,0.7977354973554611,1765917270.3381095,0.7884798049926758,0.36441586280814575,26513585.0,1139.645792684,0.001
170,0.02902969904243946,171,0.7896373271942139,1765917277.850035,0.823413074016571,0.3665594855305466,26680409.0,1147.157725699,0.001
171,0.029906587675213814,172,0.80647973716259,1765917283.1908913,0.7595134973526001,0.3687031082529475,26817383.0,1152.498618796,0.001
172,0.03456854820251465,173,0.7951884716749191,1765917289.2296252,0.8065861463546753,0.3708467309753483,26962206.0,1158.537304199,0.001
173,0.04338962584733963,174,0.7988237291574478,1765917296.3752036,0.7843400835990906,0.3729903536977492,27123276.0,1165.682888999,0.001
174,0.03482644259929657,175,0.7906027138233185,1765917303.4852948,0.8165229558944702,0.37513397642015006,27290681.0,1172.792980364,0.001
175,0.028425198048353195,176,0.7890567034482956,1765917309.8696558,0.8193579912185669,0.37727759914255093,27449673.0,1179.177338456,0.001
176,0.03326594457030296,177,0.7978527694940567,1765917315.8606791,0.7881028652191162,0.37942122186495175,27601441.0,1185.168365331,0.001
177,0.040694709867239,178,0.7958411276340485,1765917322.3479576,0.8009091019630432,0.3815648445873526,27748300.0,1191.655642687,0.001
178,0.07543635368347168,179,0.8063696622848511,1765917328.8633568,0.7581979036331177,0.3837084673097535,27900973.0,1198.171034921,0.001
179,0.04325753077864647,180,0.7953803986310959,1765917335.7059474,0.8006412386894226,0.3858520900321543,28057386.0,1205.013639066,0.001
180,0.03468645364046097,181,0.7934187650680542,1765917342.3999574,0.8072272539138794,0.3879957127545552,28218433.0,1211.707619925,0.001
181,0.04568329453468323,182,0.7957406342029572,1765917350.148234,0.7954949140548706,0.39013933547695606,28378531.0,1219.455923394,0.001
182,0.03308950364589691,183,0.8125941455364227,1765917354.9478574,0.73380446434021,0.39228295819935693,28517567.0,1224.255542416,0.001
183,0.03136421740055084,184,0.8023520857095718,1765917360.9725409,0.7619248628616333,0.39442658092175775,28678245.0,1230.28017214,0.001
184,0.03925468027591705,185,0.7926511615514755,1765917368.1848164,0.8160314559936523,0.3965702036441586,28847748.0,1237.492511521,0.001
185,0.03001973032951355,186,0.7963922917842865,1765917374.017919,0.7968994379043579,0.3987138263665595,29003477.0,1243.325613792,0.001
186,0.047631047666072845,187,0.7964289039373398,1765917381.5758464,0.7936404943466187,0.4008574490889603,29163981.0,1250.883554692,0.001
187,0.028326669707894325,188,0.7983958572149277,1765917388.7657614,0.7782611846923828,0.4030010718113612,29313769.0,1258.073464074,0.001
188,0.041560154408216476,189,0.7992118149995804,1765917395.5839436,0.7750774621963501,0.40514469453376206,29474111.0,1264.891630731,0.001
189,0.028804058209061623,190,0.7883609980344772,1765917402.1013477,0.8326164484024048,0.40728831725616294,29641339.0,1271.409010433,0.001
190,0.04579648748040199,191,0.8033489137887955,1765917408.5080578,0.7674281001091003,0.40943193997856375,29795124.0,1277.815753398,0.001
191,0.03342840448021889,192,0.7938394397497177,1765917414.9484997,0.8050403594970703,0.4115755627009646,29956920.0,1284.256187832,0.001
192,0.03865552321076393,193,0.7898174226284027,1765917421.8795714,0.8089699745178223,0.4137191854233655,30113790.0,1291.187257565,0.001
193,0.03877851366996765,194,0.7973280698060989,1765917428.9981487,0.784554660320282,0.41586280814576637,30267060.0,1298.305832136,0.001
194,0.029195943847298622,195,0.7948246896266937,1765917434.9789977,0.7968641519546509,0.4180064308681672,30420733.0,1304.286689858,0.001
195,0.04111017659306526,196,0.7936945408582687,1765917442.0921004,0.7994336485862732,0.42015005359056806,30582338.0,1311.399778173,0.001
196,0.029625141993165016,197,0.8061045855283737,1765917447.458736,0.7617798447608948,0.42229367631296894,30735043.0,1316.766424637,0.001
197,0.047302644699811935,198,0.7959240078926086,1765917453.2553544,0.7966079115867615,0.42443729903536975,30885025.0,1322.563057736,0.001
198,0.041358064860105515,199,0.79755038022995,1765917459.2568433,0.785619854927063,0.4265809217577706,31036663.0,1328.564530062,0.001
199,0.032301004976034164,200,0.8078399449586868,1765917464.9701512,0.7484604120254517,0.4287245444801715,31184340.0,1334.277839399,0.001
200,0.04324094578623772,201,0.7948722988367081,1765917486.0384371,0.7953983545303345,0.43086816720257237,31345142.0,1355.34614881,0.001
201,0.032347485423088074,202,0.7898733764886856,1765917492.1821737,0.8161181211471558,0.4330117899249732,31495847.0,1361.48986382,0.001
202,0.04095127061009407,203,0.7977941185235977,1765917499.187574,0.7840543985366821,0.43515541264737406,31654749.0,1368.495242899,0.001
203,0.03207610547542572,204,0.7961626201868057,1765917504.376311,0.7925225496292114,0.43729903536977494,31808152.0,1373.684001274,0.001
204,0.03304022178053856,205,0.7918688803911209,1765917511.4681647,0.8087090253829956,0.43944265809217575,31977458.0,1380.775828946,0.001
205,0.03276443853974342,206,0.7980299890041351,1765917517.4469662,0.7785476446151733,0.4415862808145766,32129990.0,1386.754650802,0.001
206,0.03094535320997238,207,0.7867609113454819,1765917525.662475,0.8321126699447632,0.4437299035369775,32295318.0,1394.970147567,0.001
207,0.030679676681756973,208,0.789656862616539,1765917532.6570246,0.8167577981948853,0.44587352625937837,32458576.0,1401.964714765,0.001
208,0.0292697511613369,209,0.7941976487636566,1765917539.512683,0.7953537702560425,0.4480171489817792,32617496.0,1408.8203563,0.001
209,0.028327012434601784,210,0.7976103127002716,1765917547.4775949,0.7850054502487183,0.45016077170418006,32779172.0,1416.785312435,0.001
210,0.030206026509404182,211,0.7989149987697601,1765917553.8487484,0.7749290466308594,0.45230439442658094,32931223.0,1423.15644878,0.001
211,0.02834382839500904,212,0.7973192036151886,1765917561.1673822,0.7854857444763184,0.45444801714898175,33081708.0,1430.475042763,0.001
212,0.02891380526125431,213,0.797523558139801,1765917567.304443,0.7906622886657715,0.4565916398713826,33234519.0,1436.612143501,0.001
