_timestamp,train/loss,train/epoch,train/grad_norm,train/global_step,_step,train/num_tokens,train/learning_rate,train/mean_token_accuracy,_runtime,eval/accuracy
1765917597.5759482,0.788285493850708,0.4265809217577706,0.00890935305505991,199.0,198,31036663.0,0.001,0.7969849407672882,1461.727002405,
1765917603.9125454,0.7508239150047302,0.4287245444801715,0.01400905940681696,200.0,199,31184340.0,0.001,0.8070216774940491,1468.063603963,
1765917620.3525789,0.7984630465507507,0.43086816720257237,0.010477643460035324,201.0,200,31345142.0,0.001,0.7948518246412277,1484.503663746,
1765917627.1902845,0.8182582855224609,0.4330117899249732,0.01055796630680561,202.0,201,31495847.0,0.001,0.7890194952487946,1491.341358172,
1765917634.8814769,0.786893367767334,0.43515541264737406,0.016536783427000046,203.0,202,31654749.0,0.001,0.797349363565445,1499.032545637,
1765917640.648725,0.7949941158294678,0.43729903536977494,0.008337031118571758,204.0,203,31808152.0,0.001,0.7961069196462631,1504.799774718,
1765917648.503614,0.8113338351249695,0.43944265809217575,0.01209266111254692,205.0,204,31977458.0,0.001,0.7915409654378891,1512.654717718,
1765917655.0943882,0.7825803160667419,0.4415862808145766,0.009495928883552551,206.0,205,32129990.0,0.001,0.7972529381513596,1519.245456426,
1765917664.130917,0.8351833820343018,0.4437299035369775,0.013422430492937565,207.0,206,32295318.0,0.001,0.7863380014896393,1528.282066208,
1765917671.8640091,0.8198133707046509,0.44587352625937837,0.009062203578650951,208.0,207,32458576.0,0.001,0.7889633029699326,1536.015083151,
1765917679.4810271,0.7976781725883484,0.4480171489817792,0.010994946584105492,209.0,208,32617496.0,0.001,0.7939413040876389,1543.632100556,
1765917688.2714012,0.7882462739944458,0.45016077170418006,0.010799014940857887,210.0,209,32779172.0,0.001,0.7973858714103699,1552.422553036,
1765917695.271667,0.777550220489502,0.45230439442658094,0.010220976546406746,211.0,210,32931223.0,0.001,0.7981598526239395,1559.422807362,
1765917703.372072,0.7882594466209412,0.45444801714898175,0.011864494532346725,212.0,211,33081708.0,0.001,0.7962633967399597,1567.523258886,
1765917710.1665487,0.7928252816200256,0.4565916398713826,0.00903275702148676,213.0,212,33234519.0,0.001,0.797083169221878,1574.317663501,
1765917716.5127003,0.7792801260948181,0.4587352625937835,0.012374061159789562,214.0,213,33380554.0,0.001,0.7999571710824966,1580.663809374,
1765917725.1681106,0.8208922147750854,0.4608788853161844,0.007345729041844606,215.0,214,33541078.0,0.001,0.7909684479236603,1589.319204012,
1765917732.9713707,0.7908226251602173,0.4630225080385852,0.010026712901890278,216.0,215,33702070.0,0.001,0.7960200905799866,1597.122524983,
1765917739.553262,0.7467317581176758,0.46516613076098606,0.008770780637860298,217.0,216,33851344.0,0.001,0.8076418936252594,1603.704338556,
1765917747.1728737,0.7831411957740784,0.46730975348338694,0.008891218341886997,218.0,217,34005428.0,0.001,0.7986985296010971,1611.324008543,
1765917752.7722602,0.7948209047317505,0.4694533762057878,0.01060235034674406,219.0,218,34142448.0,0.001,0.7961790561676025,1616.923423158,
