_timestamp,_runtime,train/loss,train/num_tokens,train/global_step,train/grad_norm,train/learning_rate,train/mean_token_accuracy,_step,train/epoch,eval/accuracy
1765916448.9064057,336.037951296,1.4454798698425293,7927458.0,51.0,0.35695332288742065,1e-05,0.6753732860088348,50,0.10932475884244373,
1765916454.4953966,341.62695967,1.4120457172393799,8078023.0,52.0,0.354383260011673,1e-05,0.6827770322561264,51,0.11146838156484459,
1765916460.2670882,347.398627491,1.408797025680542,8230483.0,53.0,0.3527446389198303,1e-05,0.6834785044193268,52,0.11361200428724544,
1765916466.4912543,353.622805234,1.3946101665496826,8375984.0,54.0,0.3768458962440491,1e-05,0.687627837061882,53,0.1157556270096463,
1765916473.3880954,360.519624995,1.4026412963867188,8547262.0,55.0,0.3261101543903351,1e-05,0.6816321462392807,54,0.11789924973204716,
1765916480.1473017,367.278847684,1.407029390335083,8704936.0,56.0,0.3571692109107971,1e-05,0.6834001988172531,55,0.12004287245444802,
1765916487.1195693,374.251125647,1.3465766906738281,8867795.0,57.0,0.29990965127944946,1e-05,0.694324404001236,56,0.12218649517684887,
1765916493.0429857,380.174527404,1.3772904872894287,9019339.0,58.0,0.2605518400669098,1e-05,0.6872928589582443,57,0.12433011789924973,
1765916499.4724326,386.604001022,1.3307583332061768,9189045.0,59.0,0.22285977005958557,1e-05,0.6953326016664505,58,0.1264737406216506,
1765916505.5949495,392.726508571,1.3209419250488281,9353955.0,60.0,0.22553257644176483,1e-05,0.6959996521472931,59,0.12861736334405144,
1765916512.5754387,399.706990643,1.3152780532836914,9504744.0,61.0,0.24790288507938385,1e-05,0.7040989845991135,60,0.1307609860664523,
1765916519.6187718,406.750315989,1.372964859008789,9662901.0,62.0,0.2433788925409317,1e-05,0.6840699762105942,61,0.13290460878885316,
1765916525.1289299,412.260470835,1.2960309982299805,9809122.0,63.0,0.25964754819869995,1e-05,0.7053022235631943,62,0.13504823151125403,
1765916532.0310159,419.162573243,1.300238847732544,9968473.0,64.0,0.2360929250717163,1e-05,0.7035962641239166,63,0.13719185423365488,
1765916538.96735,426.09889902,1.3431971073150635,10119334.0,65.0,0.245880588889122,1e-05,0.6944076865911484,64,0.13933547695605572,
1765916544.0946558,431.226183667,1.3278963565826416,10259437.0,66.0,0.263948917388916,1e-05,0.699229821562767,65,0.1414790996784566,
1765916551.8249297,438.956476607,1.3197686672210693,10416011.0,67.0,0.242609903216362,1e-05,0.6985499262809753,66,0.14362272240085744,
1765916557.0863998,444.217936731,1.3169500827789307,10566185.0,68.0,0.23874276876449585,1e-05,0.7005976587533951,67,0.1457663451232583,
1765916562.5695646,449.701101041,1.283795714378357,10715715.0,69.0,0.23694467544555664,1e-05,0.7076384425163269,68,0.14790996784565916,
1765916570.6220868,457.753633916,1.2562849521636963,10880059.0,70.0,0.21285133063793182,1e-05,0.7109598070383072,69,0.15005359056806003,
1765916575.866469,462.998017328,1.2504563331604004,11036249.0,71.0,0.22384090721607208,1e-05,0.7122417688369751,70,0.15219721329046088,
1765916582.0496378,469.181182485,1.2718110084533691,11186751.0,72.0,0.2342371642589569,1e-05,0.707409530878067,71,0.15434083601286175,
1765916588.6842191,475.815767315,1.2447824478149414,11356082.0,73.0,0.20623518526554108,1e-05,0.7112812995910645,72,0.1564844587352626,
1765916595.4554386,482.58697573,1.2482439279556274,11514483.0,74.0,0.2236146479845047,1e-05,0.7133153080940247,73,0.15862808145766344,
1765916601.105071,488.236609498,1.248069405555725,11663606.0,75.0,0.23391778767108917,1e-05,0.7145710587501526,74,0.1607717041800643,
1765916606.989571,494.121104322,1.2288944721221924,11816781.0,76.0,0.22560669481754303,1e-05,0.7201980501413345,75,0.16291532690246516,
1765916612.9584224,500.089961846,1.219883680343628,11978438.0,77.0,0.2184848189353943,1e-05,0.7208158075809479,76,0.16505894962486603,
1765916619.2901018,506.421618864,1.182657241821289,12137976.0,78.0,0.21977940201759338,1e-05,0.728412538766861,77,0.16720257234726688,
1765916625.870332,513.001889563,1.205751657485962,12295505.0,79.0,0.22193871438503265,1e-05,0.7263310104608536,78,0.16934619506966775,
1765916632.2983568,519.429893447,1.2125627994537354,12452019.0,80.0,0.22397960722446442,1e-05,0.7225946336984634,79,0.1714898177920686,
1765916639.7787375,526.910272435,1.209621548652649,12611435.0,81.0,0.22041156888008118,1e-05,0.7222100347280502,80,0.17363344051446947,
1765916646.7086387,533.840161759,1.1283423900604248,12770621.0,82.0,0.2292208969593048,1e-05,0.7426450550556183,81,0.1757770632368703,
1765916652.2494473,539.381004402,1.1808459758758545,12917873.0,83.0,0.25556766986846924,1e-05,0.7307526171207428,82,0.17792068595927116,
1765916657.3661542,544.497709525,1.1734716892242432,13056173.0,84.0,0.2690659165382385,1e-05,0.7354809790849686,83,0.18006430868167203,
1765916663.4270146,550.558541569,1.185626745223999,13211326.0,85.0,0.2369176149368286,1e-05,0.7262701094150543,84,0.18220793140407288,
1765916669.3661077,556.497659507,1.1586120128631592,13369675.0,86.0,0.23298804461956024,1e-05,0.7335050404071808,85,0.18435155412647375,
1765916675.0860393,562.217597807,1.1374626159667969,13509971.0,87.0,0.2603159546852112,1e-05,0.7386647313833237,86,0.1864951768488746,
1765916682.6032994,569.734835936,1.1207270622253418,13673080.0,88.0,0.23112456500530243,1e-05,0.741460382938385,87,0.18863879957127547,
1765916689.0314178,576.162950925,1.1517908573150635,13838935.0,89.0,0.22188574075698853,1e-05,0.7296231687068939,88,0.1907824222936763,
1765916696.2923486,583.423876994,1.1243062019348145,14002150.0,90.0,0.22652067244052887,1e-05,0.7366762608289719,89,0.19292604501607716,
1765916703.0352051,590.166743721,1.10371994972229,14156247.0,91.0,0.24442729353904724,1e-05,0.7457208931446075,90,0.19506966773847803,
1765916710.1574922,597.289048556,1.0789077281951904,14323035.0,92.0,0.2217065542936325,1e-05,0.7469362765550613,91,0.19721329046087888,
1765916717.4966545,604.628235145,1.1150944232940674,14490759.0,93.0,0.2217468023300171,1e-05,0.7409759014844894,92,0.19935691318327975,
1765916723.4880679,610.619586121,1.082783818244934,14642384.0,94.0,0.24600832164287567,1e-05,0.7466828972101212,93,0.2015005359056806,
1765916728.8393562,615.970891433,1.0788652896881104,14786158.0,95.0,0.2570807635784149,1e-05,0.7486128360033035,94,0.20364415862808147,
1765916734.449412,621.580927664,1.056333303451538,14929253.0,96.0,0.26103144884109497,1e-05,0.7514099776744843,95,0.2057877813504823,
1765916741.2074869,628.339048531,1.0007520914077759,15078062.0,97.0,0.24107390642166138,1e-05,0.7641807943582535,96,0.20793140407288319,
1765916747.2291937,634.360749997,1.0780785083770752,15227850.0,98.0,0.2330133020877838,1e-05,0.7466689646244049,97,0.21007502679528403,
1765916754.196491,641.328024825,1.0332485437393188,15385692.0,99.0,0.21291440725326538,1e-05,0.756936326622963,98,0.21221864951768488,
1765916761.5235863,648.655137021,0.994928240776062,15540223.0,100.0,0.21679511666297913,1e-05,0.7664593011140823,99,0.21436227224008575,
1765916774.685192,661.816760131,0.9826962947845459,15695591.0,101.0,0.21113674342632294,1e-05,0.7700102180242538,100,0.2165058949624866,
1765916780.968763,668.100304711,1.00982666015625,15855000.0,102.0,0.1969226598739624,1e-05,0.7650665640830994,101,0.21864951768488747,
1765916786.9875813,674.119111601,1.0279234647750854,16010570.0,103.0,0.200092151761055,1e-05,0.7572109550237656,102,0.2207931404072883,
1765916793.5745413,680.70607388,0.9967347979545593,16175156.0,104.0,0.1851223111152649,1e-05,0.7623333781957626,103,0.22293676312968919,
1765916801.3505454,688.482095326,1.0024096965789795,16345184.0,105.0,0.17500154674053192,1e-05,0.7617599219083786,104,0.22508038585209003,
1765916807.8809772,695.012523634,1.004075050354004,16496673.0,106.0,0.19023115932941437,1e-05,0.7633952647447586,105,0.22722400857449088,
1765916814.0935233,701.225066368,1.0059915781021118,16650964.0,107.0,0.18325555324554443,1e-05,0.7636778056621552,106,0.22936763129689175,
1765916820.4729803,707.604524579,1.0099369287490845,16806131.0,108.0,0.1805698126554489,1e-05,0.7604919224977493,107,0.2315112540192926,
1765916827.1260037,714.257541161,1.0052790641784668,16971757.0,109.0,0.16992522776126862,1e-05,0.76222825050354,108,0.23365487674169347,
1765916834.2168128,721.34837004,0.960300862789154,17125261.0,110.0,0.17624124884605408,1e-05,0.7713727056980133,109,0.2357984994640943,
1765916840.9760354,728.107573583,0.9460600018501282,17285808.0,111.0,0.15067636966705322,1e-05,0.7732808440923691,110,0.2379421221864952,
1765916847.8052638,734.936780987,0.9452701807022095,17436207.0,112.0,0.1497218757867813,1e-05,0.7749142050743103,111,0.24008574490889603,
1765916854.67384,741.805381934,0.9606726765632629,17609651.0,113.0,0.12077345699071884,1e-05,0.7660907208919525,112,0.2422293676312969,
1765916861.4029741,748.534520807,0.9637110233306885,17764531.0,114.0,0.12120406329631805,1e-05,0.7693805545568466,113,0.24437299035369775,
1765916868.3439066,755.475438258,0.9134306907653809,17923936.0,115.0,0.11251480132341385,1e-05,0.7818549275398254,114,0.2465166130760986,
1765916875.6400902,762.771635644,0.9316302537918091,18080869.0,116.0,0.1090838834643364,1e-05,0.7755954265594482,115,0.24866023579849947,
1765916881.6873186,768.818874472,0.9680655002593994,18244414.0,117.0,0.10353106260299683,1e-05,0.7666977196931839,116,0.2508038585209003,
1765916889.2280703,776.359617039,0.9711281657218933,18401734.0,118.0,0.10299770534038544,1e-05,0.767102524638176,117,0.2529474812433012,
1765916895.3016021,782.433146961,0.9295819997787476,18555213.0,119.0,0.10020679235458374,1e-05,0.7761589139699936,118,0.25509110396570206,
