train/learning_rate,train/mean_token_accuracy,train/epoch,train/grad_norm,_runtime,train/global_step,_step,_timestamp,train/loss,train/num_tokens
0.001,0.789397731423378,0.10932475884244373,0.13869963586330414,337.046808623,51,50,1765916464.342571,0.8313604593276978,7927458.0
0.001,0.7933794558048248,0.11146838156484459,0.07614955306053162,342.662793547,52,51,1765916469.9585474,0.8135196566581726,8078023.0
0.001,0.7913400828838348,0.11361200428724544,0.06993840634822845,348.574222746,53,52,1765916475.8699787,0.8261688947677612,8230483.0
0.001,0.7984195947647095,0.1157556270096463,0.3429284691810608,354.799122205,54,53,1765916482.0948765,0.7967159748077393,8375984.0
0.001,0.7747571915388107,0.11789924973204716,0.2050546258687973,361.707499575,55,54,1765916489.003264,0.892210841178894,8547262.0
0.001,0.7821303606033325,0.12004287245444802,0.2043284773826599,368.557908119,56,55,1765916495.853633,0.864818811416626,8704936.0
0.001,0.7897523939609528,0.12218649517684887,0.11557517945766449,375.542903559,57,56,1765916502.8386593,0.8264907598495483,8867795.0
0.001,0.7883184105157852,0.12433011789924973,0.20462343096733093,381.710323676,58,57,1765916509.0060964,0.8349061012268066,9019339.0
0.001,0.7874760031700134,0.1264737406216506,0.20087945461273193,388.137410531,59,58,1765916515.4331796,0.8408586978912354,9189045.0
0.001,0.7892304211854935,0.12861736334405144,0.1360188126564026,394.296625312,60,59,1765916521.592371,0.8269512057304382,9353955.0
0.001,0.802770122885704,0.1307609860664523,0.09136618673801422,401.336936794,61,60,1765916528.6327143,0.7825291156768799,9504744.0
0.001,0.778496265411377,0.13290460878885316,0.18346528708934784,408.418844184,62,61,1765916535.7145994,0.8753044605255127,9662901.0
0.001,0.8054753988981247,0.13504823151125403,0.16693748533725739,413.980540295,63,62,1765916541.2762706,0.764686107635498,9809122.0
0.001,0.7942067533731461,0.13719185423365488,0.052363574504852295,420.918793369,64,63,1765916548.2145376,0.8165407776832581,9968473.0
0.001,0.7863236963748932,0.13933547695605572,0.12284128367900848,428.050819876,65,64,1765916555.3465507,0.845319926738739,10119334.0
0.001,0.7974512279033661,0.1414790996784566,0.11537045240402222,433.149304955,66,65,1765916560.4450657,0.7976152896881104,10259437.0
0.001,0.7858567535877228,0.14362272240085744,0.11251190304756165,440.906536551,67,66,1765916568.2023273,0.8496745228767395,10416011.0
0.001,0.7874987721443176,0.1457663451232583,0.10644466429948807,446.217279581,68,67,1765916573.5130262,0.839773416519165,10566185.0
0.001,0.79459348320961,0.14790996784565916,0.054274432361125946,451.731487199,69,68,1765916579.0272343,0.8124933838844299,10715715.0
0.001,0.7882338613271713,0.15005359056806003,0.10569695383310318,459.821942181,70,69,1765916587.1176908,0.829829216003418,10880059.0
0.001,0.7924144715070724,0.15219721329046088,0.08195652812719345,465.084451632,71,70,1765916592.3802419,0.8094409704208374,11036249.0
0.001,0.7890802323818207,0.15434083601286175,0.0714162215590477,471.309106866,72,71,1765916598.6048682,0.8251017332077026,11186751.0
0.001,0.7820411175489426,0.1564844587352626,0.0997445210814476,478.011906094,73,72,1765916605.3076625,0.85701984167099,11356082.0
0.001,0.7866606116294861,0.15862808145766344,0.05103730410337448,484.787886542,74,73,1765916612.083644,0.8360990285873413,11514483.0
0.001,0.7891335189342499,0.1607717041800643,0.06511297821998596,490.70908117,75,74,1765916618.0048645,0.8213218450546265,11663606.0
0.001,0.7909582853317261,0.16291532690246516,0.05645490437746048,496.660292903,76,75,1765916623.9560282,0.8232306838035583,11816781.0
0.001,0.7876564711332321,0.16505894962486603,0.05097593367099762,502.61233202,77,76,1765916629.9080834,0.834530234336853,11978438.0
0.001,0.794106662273407,0.16720257234726688,0.05568302050232887,509.080060051,78,77,1765916636.3758137,0.806256890296936,12137976.0
0.001,0.7903454452753067,0.16934619506966775,0.04799237102270126,515.694479841,79,78,1765916642.9902415,0.8365280628204346,12295505.0
0.001,0.7850005328655243,0.1714898177920686,0.06158645451068878,522.226838814,80,79,1765916649.5225852,0.8429919481277466,12452019.0
0.001,0.7817028611898422,0.17363344051446947,0.06226678192615509,529.834736093,81,80,1765916657.130477,0.8576171398162842,12611435.0
0.001,0.799736276268959,0.1757770632368703,0.05844069644808769,536.97547636,82,81,1765916664.2712102,0.784003734588623,12770621.0
0.001,0.7926870435476303,0.17792068595927116,0.07235584408044815,542.645660411,83,82,1765916669.9414034,0.8136613368988037,12917873.0
0.001,0.7951373755931854,0.18006430868167203,0.06319917738437653,547.811229654,84,83,1765916675.1069565,0.8046989440917969,13056173.0
0.001,0.7809790521860123,0.18220793140407288,0.06629396975040436,553.905109007,85,84,1765916681.200853,0.8556027412414551,13211326.0
0.001,0.7854729145765305,0.18435155412647375,0.0541941300034523,559.938473802,86,85,1765916687.2342262,0.8466302752494812,13369675.0
0.001,0.7946543395519257,0.1864951768488746,0.07439407706260681,565.683877649,87,86,1765916692.9796362,0.8000119924545288,13509971.0
0.001,0.7886131405830383,0.18863879957127547,0.06155787780880928,573.226510279,88,87,1765916700.5222602,0.8325188755989075,13673080.0
0.001,0.7763453274965286,0.1907824222936763,0.07114242017269135,579.657830331,89,88,1765916706.9536064,0.8723477125167847,13838935.0
0.001,0.7813875526189804,0.19292604501607716,0.05345628038048744,587.073768901,90,89,1765916714.3695207,0.8497289419174194,14002150.0
0.001,0.7915225327014923,0.19506966773847803,0.06860583275556564,593.861712399,91,90,1765916721.157461,0.8241603374481201,14156247.0
0.001,0.7893577814102173,0.19721329046087888,0.06334006786346436,601.037880047,92,91,1765916728.3336482,0.8278220891952515,14323035.0
0.001,0.7818834334611893,0.19935691318327975,0.07401339709758759,608.357116934,93,92,1765916735.6528535,0.8667887449264526,14490759.0
0.001,0.7891602516174316,0.2015005359056806,0.053392186760902405,614.328072538,94,93,1765916741.6238487,0.8253668546676636,14642384.0
0.001,0.7928011864423752,0.20364415862808147,0.07803042232990265,619.759429345,95,94,1765916747.0551841,0.810128390789032,14786158.0
0.001,0.7941967397928238,0.2057877813504823,0.050684891641139984,625.363431002,96,95,1765916752.6591756,0.7976674437522888,14929253.0
0.001,0.8015476316213608,0.20793140407288319,0.07072532176971436,632.273326453,97,96,1765916759.5690603,0.7660733461380005,15078062.0
0.001,0.7838122844696045,0.21007502679528403,0.05318047106266022,638.301818249,98,97,1765916765.597557,0.8453130722045898,15227850.0
0.001,0.790316566824913,0.21221864951768488,0.08293749392032623,645.439950623,99,98,1765916772.735733,0.8202836513519287,15385692.0
0.001,0.8004225790500641,0.21436227224008575,0.0599830262362957,652.841457314,100,99,1765916780.137209,0.7853854894638062,15540223.0
0.001,0.8017562329769135,0.2165058949624866,0.10211963206529617,685.056432321,101,100,1765916812.3521466,0.7779808044433594,15695591.0
0.001,0.79344742000103,0.21864951768488747,0.06238217279314995,691.503751303,102,101,1765916818.7994914,0.8181271553039551,15855000.0
0.001,0.7863709926605225,0.2207931404072883,0.08161401003599167,697.549107085,103,102,1765916824.844836,0.8325515985488892,16010570.0
0.001,0.7903557121753693,0.22293676312968919,0.06679964065551758,704.18117881,104,103,1765916831.4768898,0.8126471042633057,16175156.0
0.001,0.7875972241163254,0.22508038585209003,0.06810899823904037,712.052728833,105,104,1765916839.3484824,0.8334336280822754,16345184.0
0.001,0.790464460849762,0.22722400857449088,0.07550603896379471,718.641051595,106,105,1765916845.936788,0.8278861045837402,16496673.0
0.001,0.7895096093416214,0.22936763129689175,0.056783098727464676,724.884200759,107,106,1765916852.1799421,0.8351714611053467,16650964.0
0.001,0.7857843041419983,0.2315112540192926,0.09037195146083832,731.281532418,108,107,1765916858.577292,0.8416849374771118,16806131.0
0.001,0.7860998809337616,0.23365487674169347,0.07273970544338226,738.002577103,109,108,1765916865.2983193,0.8507199287414551,16971757.0
0.001,0.7965658009052277,0.2357984994640943,0.05944313853979111,745.063881438,110,109,1765916872.3596325,0.7994259595870972,17125261.0
0.001,0.7966772168874741,0.2379421221864952,0.05379581078886986,751.86264263,111,110,1765916879.158401,0.7947562336921692,17285808.0
0.001,0.797369047999382,0.24008574490889603,0.05783998966217041,758.880068993,112,111,1765916886.1758163,0.7949579954147339,17436207.0
0.001,0.78736712038517,0.2422293676312969,0.062072064727544785,765.756242283,113,112,1765916893.0520306,0.8242678046226501,17609651.0
0.001,0.7911810576915741,0.24437299035369775,0.05830700322985649,772.681714938,114,113,1765916899.9774694,0.8196694850921631,17764531.0
0.001,0.8036969006061554,0.2465166130760986,0.05389471724629402,779.680919254,115,114,1765916906.9766665,0.7733482122421265,17923936.0
0.001,0.7985176742076874,0.24866023579849947,0.05766772851347923,786.986824013,116,115,1765916914.282555,0.7872064113616943,18080869.0
0.001,0.7889731377363205,0.2508038585209003,0.06604858487844467,793.072630677,117,116,1765916920.3683648,0.8263095021247864,18244414.0
0.001,0.7879896312952042,0.2529474812433012,0.055387288331985474,800.632240677,118,117,1765916927.9279845,0.8331441283226013,18401734.0
0.001,0.7973435670137405,0.25509110396570206,0.056201521307229996,806.899872699,119,118,1765916934.1956363,0.7897719740867615,18555213.0
0.001,0.7728687673807144,0.2572347266881029,0.05442206934094429,815.11437759,120,119,1765916942.4101136,0.8918967247009277,18729596.0
0.001,0.7961954474449158,0.25937834941050375,0.06274517625570297,820.592806782,121,120,1765916947.8886023,0.7967787981033325,18874599.0
0.001,0.7861645966768265,0.2615219721329046,0.062278278172016144,828.191394493,122,121,1765916955.4871373,0.8256356120109558,19043580.0
0.001,0.7926905304193497,0.26366559485530544,0.06633391231298447,834.003220258,123,122,1765916961.2989786,0.8121253252029419,19188254.0
0.001,0.7996337860822678,0.2658092175777063,0.08360233902931213,839.825760063,124,123,1765916967.1215153,0.7806796431541443,19336517.0
0.001,0.7971280515193939,0.2679528403001072,0.0531904362142086,846.665841246,125,124,1765916973.9615865,0.7937577366828918,19494094.0
0.001,0.7920839488506317,0.27009646302250806,0.08196895569562912,852.6849134,126,125,1765916979.980694,0.8116152882575989,19648425.0
0.001,0.7907052934169769,0.2722400857449089,0.07400945574045181,858.867918836,127,126,1765916986.1636465,0.8169767260551453,19798344.0
0.001,0.7930151224136353,0.27438370846730975,0.05996515229344368,865.076231561,128,127,1765916992.372015,0.8062907457351685,19955841.0
0.001,0.7979742735624313,0.2765273311897106,0.07327781617641449,870.889741402,129,128,1765916998.1855192,0.7939762473106384,20107598.0
0.001,0.7973063588142395,0.27867095391211144,0.05601650848984718,876.553208064,130,129,1765917003.8489487,0.7965734004974365,20258362.0
0.001,0.7826143652200699,0.2808145766345123,0.06436629593372345,882.926202811,131,130,1765917010.221957,0.8434852361679077,20412165.0
0.001,0.801620215177536,0.2829581993569132,0.09795428812503815,888.409036713,132,131,1765917015.7047925,0.7733472585678101,20561798.0
0.001,0.7887664139270782,0.28510182207931406,0.06793805211782455,894.682350619,133,132,1765917021.9781084,0.8212251663208008,20720111.0
0.001,0.7976612597703934,0.2872454448017149,0.055174149572849274,900.980364041,134,133,1765917028.2761245,0.7896577715873718,20876095.0
0.001,0.792775109410286,0.28938906752411575,0.054756127297878265,907.559318913,135,134,1765917034.8550603,0.8095130920410156,21031975.0
0.001,0.799777016043663,0.2915326902465166,0.06454820930957794,914.795164881,136,135,1765917042.0909324,0.7754137516021729,21180614.0
0.001,0.7784791588783264,0.2936763129689175,0.059655699878931046,923.223116209,137,136,1765917050.5188854,0.8695693016052246,21349138.0
0.001,0.7807539701461792,0.2958199356913183,0.05504467338323593,930.382188227,138,137,1765917057.677956,0.85005784034729,21511590.0
0.001,0.7926619946956635,0.2979635584137192,0.06230834499001503,936.418161015,139,138,1765917063.713911,0.8101242184638977,21656819.0
0.001,0.7870899587869644,0.30010718113612006,0.06006196513772011,942.633075012,140,139,1765917069.928813,0.8297889232635498,21811238.0
0.001,0.7784473448991776,0.3022508038585209,0.05167137086391449,949.259478078,141,140,1765917076.5552123,0.8645229339599609,21980388.0
0.001,0.7801949083805084,0.30439442658092175,0.05553051829338074,957.028378883,142,141,1765917084.32412,0.8557961583137512,22142594.0
0.001,0.784079298377037,0.3065380493033226,0.054176103323698044,963.449239766,143,142,1765917090.7449858,0.8442123532295227,22299845.0
0.001,0.7953272312879562,0.3086816720257235,0.06333258002996445,970.716117869,144,143,1765917098.0118911,0.8060315847396851,22465527.0
0.001,0.8010861277580261,0.3108252947481243,0.0732622817158699,977.782503498,145,144,1765917105.0782433,0.7735627889633179,22618289.0
0.001,0.7967145889997482,0.3129689174705252,0.06743985414505005,984.127934873,146,145,1765917111.4237068,0.7939891815185547,22770622.0
0.001,0.8019911795854568,0.31511254019292606,0.06267540156841278,989.979062682,147,146,1765917117.2748117,0.7689739465713501,22922597.0
0.001,0.7954171150922775,0.3172561629153269,0.06093214079737663,996.662210649,148,147,1765917123.9579465,0.7991247177124023,23075685.0
0.001,0.7954960763454437,0.31939978563772775,0.0681808590888977,1003.373754234,149,148,1765917130.6694736,0.799791693687439,23239973.0
0.001,0.7856175899505615,0.3215434083601286,0.10326410084962845,1011.625503633,150,149,1765917138.921275,0.8411336541175842,23407446.0
0.001,0.8033864200115204,0.3236870310825295,0.08679118007421494,1017.626161048,151,150,1765917144.9219182,0.767377495765686,23555395.0
0.001,0.7951751053333282,0.3258306538049303,0.08600223064422607,1023.838324717,152,151,1765917151.1340537,0.8101843595504761,23712167.0
0.001,0.7883836477994919,0.3279742765273312,0.0530230812728405,1030.300846304,153,152,1765917157.596629,0.8233943581581116,23869562.0
0.001,0.7873289883136749,0.33011789924973206,0.06955866515636444,1037.115818753,154,153,1765917164.4115822,0.8226019144058228,24027568.0
0.001,0.7893516272306442,0.3322615219721329,0.06397727876901627,1043.645315464,155,154,1765917170.9410563,0.8315473794937134,24183451.0
0.001,0.7934909015893936,0.33440514469453375,0.05902019143104553,1050.884779034,156,155,1765917178.1805472,0.8023489117622375,24342400.0
0.001,0.7867563366889954,0.3365487674169346,0.08944051712751389,1059.016894999,157,156,1765917186.3126667,0.8386217355728149,24500736.0
0.001,0.7970865070819855,0.3386923901393355,0.05384586751461029,1066.580795121,158,157,1765917193.8765495,0.7921674251556396,24652820.0
0.001,0.7919051349163055,0.3408360128617363,0.08007287234067917,1072.929125504,159,158,1765917200.2248907,0.806370735168457,24810632.0
0.001,0.7946148365736008,0.3429796355841372,0.08982875198125839,1080.252961064,160,159,1765917207.5487394,0.7924166917800903,24968589.0
0.001,0.7869981378316879,0.34512325830653806,0.06832052022218704,1086.997360728,161,160,1765917214.293119,0.8306262493133545,25125017.0
0.001,0.8016676902770996,0.34726688102893893,0.056022632867097855,1093.44785268,162,161,1765917220.7435975,0.7691642642021179,25277188.0
0.001,0.806220680475235,0.34941050375133975,0.13091818988323212,1099.485630417,163,162,1765917226.7813792,0.7568812370300293,25430057.0
0.001,0.8053044974803925,0.3515541264737406,0.18041573464870453,1107.100263175,164,163,1765917234.3960223,0.7673597931861877,25583830.0
0.001,0.7906844168901443,0.3536977491961415,0.05727668106555939,1113.749053114,165,164,1765917241.0447905,0.8163539171218872,25742285.0
0.001,0.7949277758598328,0.3558413719185423,0.1222500428557396,1121.234048804,166,165,1765917248.5297978,0.7971774935722351,25907065.0
0.001,0.7992724478244781,0.3579849946409432,0.10943378508090973,1126.666848977,167,166,1765917253.9626029,0.7785004377365112,26051750.0
0.001,0.7933143377304077,0.36012861736334406,0.0635649561882019,1133.059136585,168,167,1765917260.354881,0.8104624152183533,26204362.0
0.001,0.7867610603570938,0.36227224008574493,0.10395210236310959,1140.366165984,169,168,1765917267.6619492,0.8300734162330627,26364857.0
0.001,0.7968826591968536,0.36441586280814575,0.052752744406461716,1145.993224164,170,169,1765917273.2889566,0.7936025857925415,26513585.0
0.001,0.7886724472045898,0.3665594855305466,0.07865062355995178,1153.439728738,171,170,1765917280.7354665,0.8280330896377563,26680409.0
0.001,0.8052937239408493,0.3687031082529475,0.0725502297282219,1158.786353021,172,171,1765917286.0821042,0.7645567059516907,26817383.0
0.001,0.7936147898435593,0.3708467309753483,0.10614252090454102,1164.836966532,173,172,1765917292.1327024,0.8123970627784729,26962206.0
0.001,0.7975026667118073,0.3729903536977492,0.06128837168216705,1172.014313584,174,173,1765917299.310083,0.7902196049690247,27123276.0
0.001,0.7895443439483643,0.37513397642015006,0.12239828705787659,1179.092551555,175,174,1765917306.3882878,0.8228684663772583,27290681.0
0.001,0.7882209271192551,0.37727759914255093,0.10105053335428238,1185.469789113,176,175,1765917312.765559,0.8254249691963196,27449673.0
0.001,0.7966833263635635,0.37942122186495175,0.11265235394239426,1191.456994911,177,176,1765917318.7527628,0.7932194471359253,27601441.0
0.001,0.7951020151376724,0.3815648445873526,0.11657301336526871,1197.956442642,178,177,1765917325.2521684,0.8064724206924438,27748300.0
0.001,0.8056976348161697,0.3837084673097535,0.06392352283000946,1204.429640201,179,178,1765917331.7253745,0.763153076171875,27900973.0
0.001,0.7939160466194153,0.3858520900321543,0.09975029528141022,1211.242312675,180,179,1765917338.538059,0.8061927556991577,28057386.0
0.001,0.7918138653039932,0.3879957127545552,0.06968731433153152,1217.92734968,181,180,1765917345.2230816,0.8129898309707642,28218433.0
0.001,0.7954505831003189,0.39013933547695606,0.07329131662845612,1225.66793413,182,181,1765917352.9636946,0.800743818283081,28378531.0
0.001,0.8111861944198608,0.39228295819935693,0.1015053540468216,1230.438920355,183,182,1765917357.7347016,0.7392330169677734,28517567.0
0.001,0.8014839589595795,0.39442658092175775,0.05341228097677231,1236.465280462,184,183,1765917363.7610319,0.766970157623291,28678245.0
0.001,0.7916853874921799,0.3965702036441586,0.07115630060434341,1243.634168922,185,184,1765917370.9299123,0.8213827013969421,28847748.0
0.001,0.7953131794929504,0.3987138263665595,0.09927935153245926,1249.441531521,186,185,1765917376.7372725,0.8027427792549133,29003477.0
0.001,0.7953507304191589,0.4008574490889603,0.05408945679664612,1256.961995068,187,186,1765917384.2577448,0.7987664341926575,29163981.0
0.001,0.7977713048458099,0.4030010718113612,0.08145776391029358,1264.160912007,188,187,1765917391.4566667,0.784946084022522,29313769.0
0.001,0.798130139708519,0.40514469453376206,0.0736226886510849,1270.96538893,189,188,1765917398.2611573,0.7813960313796997,29474111.0
0.001,0.7870656251907349,0.40728831725616294,0.054269932210445404,1277.454048198,190,189,1765917404.7497642,0.8379151821136475,29641339.0
0.001,0.8021683394908905,0.40943193997856375,0.08023137599229813,1283.862411014,191,190,1765917411.158176,0.7724658846855164,29795124.0
0.001,0.7927964478731155,0.4115755627009646,0.05535482242703438,1290.287677526,192,191,1765917417.583454,0.8108973503112793,29956920.0
0.001,0.7888639271259308,0.4137191854233655,0.07155446708202362,1297.202552856,193,192,1765917424.4982827,0.8166749477386475,30113790.0
0.001,0.796461209654808,0.41586280814576637,0.07745900005102158,1304.33685236,194,193,1765917431.6326008,0.7899456024169922,30267060.0
0.001,0.7934711128473282,0.4180064308681672,0.05548655986785889,1310.302911075,195,194,1765917437.5986848,0.803789496421814,30420733.0
0.001,0.7926273792982101,0.42015005359056806,0.09244444966316223,1317.369369682,196,195,1765917444.6651168,0.8050042390823364,30582338.0
0.001,0.8056640028953552,0.42229367631296894,0.05542847514152527,1322.73813157,197,196,1765917450.0338728,0.7672827243804932,30735043.0
0.001,0.7943317592144012,0.42443729903536975,0.08740206807851791,1328.518567875,198,197,1765917455.8143253,0.8025426864624023,30885025.0
0.001,0.7967564314603806,0.4265809217577706,0.06273273378610611,1334.481227816,199,198,1765917461.7769632,0.791096568107605,31036663.0
0.001,0.8066363334655762,0.4287245444801715,0.07139860838651657,1340.191334459,200,199,1765917467.4870627,0.7537146806716919,31184340.0
0.001,0.794018492102623,0.43086816720257237,0.05926613137125969,1358.540402332,201,200,1765917485.836091,0.8013079762458801,31345142.0
0.001,0.7879595160484314,0.4330117899249732,0.06639271974563599,1364.687801208,202,201,1765917491.983556,0.8220688104629517,31495847.0
0.001,0.7965129017829895,0.43515541264737406,0.06537120789289474,1371.661210098,203,202,1765917498.9569535,0.7896732687950134,31654749.0
0.001,0.7956791967153549,0.43729903536977494,0.06015334278345108,1376.851910246,204,203,1765917504.1476457,0.798295795917511,31808152.0
0.001,0.7911400198936462,0.43944265809217575,0.06486960500478745,1383.934260301,205,204,1765917511.2299879,0.8139105439186096,31977458.0
0.001,0.7972410619258881,0.4415862808145766,0.06030428409576416,1389.885738215,206,205,1765917517.1814818,0.7863268852233887,32129990.0
0.001,0.7856039702892303,0.4437299035369775,0.06847180426120758,1398.075986114,207,206,1765917525.3717313,0.8382312059402466,32295318.0
0.001,0.7882202565670013,0.44587352625937837,0.05710228160023689,1405.073114233,208,207,1765917532.3688715,0.8224387168884277,32458576.0
0.001,0.7933761477470398,0.4480171489817792,0.08042368292808533,1411.951064967,209,208,1765917539.246821,0.8012900948524475,32617496.0
0.001,0.7971243113279343,0.45016077170418006,0.05362987518310547,1419.922460565,210,209,1765917547.2182107,0.7903712391853333,32779172.0
0.001,0.7972831577062607,0.45230439442658094,0.08866416662931442,1426.234556027,211,210,1765917553.5303044,0.781208872795105,32931223.0
0.001,0.7958376407623291,0.45444801714898175,0.0537286251783371,1433.546001804,212,211,1765917560.8417768,0.7913393974304199,33081708.0
0.001,0.7963481992483139,0.4565916398713826,0.06401944905519485,1439.691449115,213,212,1765917566.9872081,0.7957628965377808,33234519.0
