train/learning_rate,train/mean_token_accuracy,_runtime,_timestamp,train/loss,train/grad_norm,train/num_tokens,train/global_step,train/epoch,_step,eval/accuracy
1e-05,0.6875663697719574,858.833924274,1765917413.9653552,1.3914575576782227,0.09444933384656906,3855970.0,25.0,0.05359056806002144,24,
1e-05,0.6990013122558594,891.703549964,1765917446.8349953,1.3451417684555054,0.0910789966583252,4018658.0,26.0,0.055734190782422297,25,
1e-05,0.6789818108081818,929.114477633,1765917484.2459087,1.4346239566802979,0.09312351047992706,4171160.0,27.0,0.05787781350482315,26,
1e-05,0.6953067779541016,954.715543301,1765917509.8469694,1.3655178546905518,0.09591225534677505,4314298.0,28.0,0.06002143622722401,27,
1e-05,0.6985417306423187,984.841192118,1765917539.9726095,1.3412171602249146,0.08809123933315277,4468546.0,29.0,0.06216505894962487,28,
1e-05,0.6967176795005798,1022.80935894,1765917577.9407969,1.3374032974243164,0.08001763373613358,4635984.0,30.0,0.06430868167202572,29,
1e-05,0.7064068615436554,1050.633856373,1765917605.7653153,1.303650140762329,0.08422428369522095,4790352.0,31.0,0.06645230439442658,30,
1e-05,0.7014932036399841,1084.565287189,1765917639.6967108,1.3063440322875977,0.07753633707761765,4956096.0,32.0,0.06859592711682744,31,
1e-05,0.7077783644199371,1111.674415691,1765917666.8058527,1.2862193584442139,0.08384191989898682,5107640.0,33.0,0.0707395498392283,32,
1e-05,0.7109429240226746,1145.566263843,1765917700.697686,1.262169361114502,0.07900265604257584,5265237.0,34.0,0.07288317256162916,33,
1e-05,0.7123483419418335,1178.123628294,1765917733.2550228,1.2544541358947754,0.07907870411872864,5419378.0,35.0,0.07502679528403002,34,
1e-05,0.7102757692337036,1208.049670699,1765917763.1811016,1.2536252737045288,0.07637473195791245,5576075.0,36.0,0.07717041800643087,35,
1e-05,0.7069605886936188,1234.793632452,1765917789.9250445,1.2815117835998535,0.08008567243814468,5720029.0,37.0,0.07931404072883172,36,
1e-05,0.715936154127121,1270.752582747,1765917825.8840597,1.2217662334442139,0.0667710155248642,5884915.0,38.0,0.08145766345123258,37,
1e-05,0.7086580991744995,1305.486647912,1765917860.6181235,1.2524336576461792,0.07266812026500702,6032758.0,39.0,0.08360128617363344,38,
1e-05,0.7113210260868073,1336.427079616,1765917891.5585055,1.2311958074569702,0.0675617977976799,6187550.0,40.0,0.0857449088960343,39,
1e-05,0.7138526439666748,1374.508965923,1765917929.640373,1.2037283182144165,0.06243676319718361,6355408.0,41.0,0.08788853161843516,40,
1e-05,0.7139351069927216,1408.221837955,1765917963.3532424,1.1998611688613892,0.06240512803196907,6519771.0,42.0,0.09003215434083602,41,
1e-05,0.7200390696525574,1438.594702412,1765917993.726128,1.1842143535614014,0.06532235443592072,6672296.0,43.0,0.09217577706323687,42,
1e-05,0.7185391485691071,1478.923355119,1765918034.0546753,1.1813628673553467,0.060427311807870865,6843136.0,44.0,0.09431939978563773,43,
