train/epoch,train/num_tokens,train/learning_rate,train/mean_token_accuracy,_timestamp,train/grad_norm,train/global_step,train/loss,_step,_runtime,eval/accuracy
0.0021436227224008574,136605.0,0.001,0.6688115298748016,1765916583.0846438,0.3627392053604126,1.0,1.670913815498352,0,41.409502264,
0.004287245444801715,292128.0,0.001,0.6848056018352509,1765916616.6145236,0.35309749841690063,2.0,1.4044010639190674,1,74.93909776,
0.006430868167202572,444535.0,0.001,0.6380816400051117,1765916645.5371783,2.176786422729492,3.0,1.9389888048171997,2,103.861774264,
0.00857449088960343,592263.0,0.001,0.6906021237373352,1765916672.094025,1.3340314626693726,4.0,1.3613173961639404,3,130.418647926,
0.010718113612004287,737019.0,0.001,0.7467753887176514,1765916698.5998104,0.44038844108581543,5.0,1.0222500562667847,4,156.92445326,
0.012861736334405145,896813.0,0.001,0.7553089261054993,1765916728.9383671,0.6354039907455444,6.0,1.0534523725509644,5,187.262980108,
0.015005359056806002,1062679.0,0.001,0.7685008347034454,1765916764.2581449,0.270550936460495,7.0,0.9680761098861694,6,222.582706956,
0.01714898177920686,1212566.0,0.001,0.7771471440792084,1765916794.3289216,0.19101794064044952,8.0,0.8804295063018799,7,252.65350685,
0.01929260450160772,1373797.0,0.001,0.7860890030860901,1765916831.7890809,0.2769792675971985,9.0,0.8442583084106445,8,290.113663057,
0.021436227224008574,1516877.0,0.001,0.7863124907016754,1765916864.2294164,0.1995614767074585,10.0,0.8338126540184021,9,322.55396942,
0.023579849946409433,1663977.0,0.001,0.785474956035614,1765916893.6173506,0.2550645172595978,11.0,0.8368265628814697,10,351.941947094,
0.02572347266881029,1815907.0,0.001,0.797221302986145,1765916922.5347273,3.106679916381836,12.0,0.7996358871459961,11,380.85925784,
0.027867095391211148,1971911.0,0.001,0.7930105626583099,1765916955.8805633,0.16929994523525238,13.0,0.8146079778671265,12,414.205127948,
0.030010718113612004,2135596.0,0.001,0.7880517840385437,1765916989.2161527,0.9749016761779785,14.0,0.8347365856170654,13,447.540748869,
0.03215434083601286,2285621.0,0.001,0.7978014349937439,1765917019.6107376,0.18912185728549957,15.0,0.781108558177948,14,477.935328997,
0.03429796355841372,2441090.0,0.001,0.7972554266452789,1765917050.6301713,0.2672502398490906,16.0,0.7867317199707031,15,508.954786536,
0.03644158628081458,2591858.0,0.001,0.8054085671901703,1765917080.8210332,0.8937243819236755,17.0,0.7498676180839539,16,539.145622641,
0.03858520900321544,2754012.0,0.001,0.7955678999423981,1765917112.9590173,0.6414473056793213,18.0,0.7909463047981262,17,571.283576125,
0.04072883172561629,2916829.0,0.001,0.7955583930015564,1765917144.7602,0.6183435320854187,19.0,0.7954594492912292,18,603.084822315,
0.04287245444801715,3061305.0,0.001,0.7930507659912109,1765917174.522779,0.8077760934829712,20.0,0.8256736993789673,19,632.847362399,
0.04501607717041801,3219127.0,0.001,0.7937897443771362,1765917203.0255394,3.9622085094451904,21.0,0.7942667007446289,20,661.35008845,
0.04715969989281887,3380158.0,0.001,0.7960007190704346,1765917237.0520015,0.4452764391899109,22.0,0.773440420627594,21,695.376594361,
0.04930332261521972,3539898.0,0.001,0.7984707355499268,1765917266.372542,0.7914108037948608,23.0,0.7668362855911255,22,724.697126784,
0.05144694533762058,3689574.0,0.001,0.8003619015216827,1765917287.9365406,0.1610066294670105,24.0,0.7477397918701172,23,746.261115164,
0.05359056806002144,3855970.0,0.001,0.7896559238433838,1765917325.47573,0.13452976942062378,25.0,0.7920659184455872,24,783.800354526,
0.055734190782422297,4018658.0,0.001,0.8034059405326843,1765917354.8787327,0.6578128337860107,26.0,0.7447812557220459,25,813.203295869,
0.05787781350482315,4171160.0,0.001,0.7823276221752167,1765917388.951392,0.48753461241722107,27.0,0.8546477556228638,26,847.275997124,
0.06002143622722401,4314298.0,0.001,0.8060440719127655,1765917412.168405,0.6845171451568604,28.0,0.755409836769104,27,870.492948022,
0.06216505894962487,4468546.0,0.001,0.7956270277500153,1765917439.2010317,2.8039307594299316,29.0,0.8348063826560974,28,897.525603279,
0.06430868167202572,4635984.0,0.001,0.7881031036376953,1765917473.730692,0.3293270170688629,30.0,0.8220958709716797,29,932.055226982,
0.06645230439442658,4790352.0,0.001,0.8050754070281982,1765917498.9275646,0.28118255734443665,31.0,0.7443841695785522,30,957.252182862,
0.06859592711682744,4956096.0,0.001,0.7934765815734863,1765917529.7316327,0.3838500678539276,32.0,0.7941989302635193,31,988.056196856,
0.0707395498392283,5107640.0,0.001,0.8069883286952972,1765917554.037291,0.34128880500793457,33.0,0.7238727807998657,32,1012.361825675,
0.07288317256162916,5265237.0,0.001,0.8034927845001221,1765917584.665132,0.31273752450942993,34.0,0.7532408237457275,33,1042.989658188,
0.07502679528403002,5419378.0,0.001,0.8084520995616913,1765917614.15665,0.6007620692253113,35.0,0.7300078272819519,34,1072.481201414,
0.07717041800643087,5576075.0,0.001,0.7996798157691956,1765917641.0310774,1.1322531700134277,36.0,0.8046935796737671,35,1099.355629499,
0.07931404072883172,5720029.0,0.001,0.7985949516296387,1765917665.0703127,1.345951795578003,37.0,0.8008689284324646,36,1123.394876478,
