_runtime,train/num_tokens,train/learning_rate,train/loss,train/epoch,train/grad_norm,train/global_step,_step,_timestamp,train/mean_token_accuracy
1296.267822609,6519771.0,1e-05,1.0691337585449219,0.09003215434083602,1.8081386089324951,42,41,1765917829.7251275,0.7435133457183838
1323.554011811,6672296.0,1e-05,1.0356948375701904,0.09217577706323687,1.937351107597351,43,42,1765917857.0114639,0.7512291371822357
1360.479176506,6843136.0,1e-05,1.0429949760437012,0.09431939978563773,1.748447299003601,44,43,1765917893.936678,0.7469361126422882
1396.988033201,6993296.0,1e-05,1.0318667888641357,0.09646302250803858,1.9060291051864624,45,44,1765917930.4455125,0.7528659999370575
1430.467705006,7142356.0,1e-05,0.9754518866539001,0.09860664523043944,1.8193373680114746,46,45,1765917963.9252098,0.7687323689460754
1456.841738727,7294167.0,1e-05,0.958996057510376,0.1007502679528403,1.7469604015350342,47,46,1765917990.2990162,0.7697160542011261
1493.796176462,7470762.0,1e-05,1.0122711658477783,0.10289389067524116,1.3928853273391724,48,47,1765918027.2536657,0.7566224634647369
1531.17620654,7629052.0,1e-05,0.9379565715789795,0.10503751339764202,1.3727107048034668,49,48,1765918064.6336732,0.7755798697471619
1554.605320676,7779609.0,1e-05,0.9140713810920715,0.10718113612004287,1.266912817955017,50,49,1765918088.0626962,0.7831456363201141
1587.043828745,7927458.0,1e-05,0.9336705207824707,0.10932475884244373,1.219110369682312,51,50,1765918120.5012603,0.7773535251617432
1613.376001606,8078023.0,1e-05,0.9066659808158875,0.11146838156484459,1.1575138568878174,52,51,1765918146.8333817,0.7830564081668854
1641.074972002,8230483.0,1e-05,0.9028871059417725,0.11361200428724544,1.1546577215194702,53,52,1765918174.5323508,0.7821880877017975
1669.40272875,8375984.0,1e-05,0.8777620792388916,0.1157556270096463,1.1472527980804443,54,53,1765918202.8600955,0.7908623218536377
1702.864171427,8547262.0,1e-05,0.9411305785179138,0.11789924973204716,0.9521693587303162,55,54,1765918236.3216014,0.7711131572723389
1734.121634827,8704936.0,1e-05,0.9183292388916016,0.12004287245444802,0.9829761981964111,56,55,1765918267.5789437,0.7778528332710266
1765.930164134,8867795.0,1e-05,0.8720986843109131,0.12218649517684887,1.0840532779693604,57,56,1765918299.3875208,0.7872820794582367
1792.363932368,9019339.0,1e-05,0.878953754901886,0.12433011789924973,1.3949134349822998,58,57,1765918325.8212793,0.7846800088882446
1825.354495031,9189045.0,1e-05,0.8737118244171143,0.1264737406216506,1.1692190170288086,59,58,1765918358.811939,0.784054696559906
1853.770626445,9353955.0,1e-05,0.8542548418045044,0.12861736334405144,1.0432443618774414,60,59,1765918387.2280703,0.7881007194519043
1887.907288209,9504744.0,1e-05,0.8143773078918457,0.1307609860664523,0.970162570476532,61,60,1765918421.3647635,0.8005241751670837
1920.216356423,9662901.0,1e-05,0.8901305198669434,0.13290460878885316,0.9038252830505371,62,61,1765918453.673841,0.7769431471824646
1946.707050684,9809122.0,1e-05,0.7882614135742188,0.13504823151125403,0.8986032605171204,63,62,1765918480.1644924,0.8027435839176178
1981.743789325,9968473.0,1e-05,0.8266316652297974,0.13719185423365488,0.7324450016021729,64,63,1765918515.201281,0.7934382557868958
2015.987908462,10119334.0,1e-05,0.8541765809059143,0.13933547695605572,0.735991358757019,65,64,1765918549.4453652,0.7869608998298645
2038.256851785,10259437.0,1e-05,0.8109723329544067,0.1414790996784566,0.824712872505188,66,65,1765918571.7142966,0.7971185445785522
2075.309156978,10416011.0,1e-05,0.854730486869812,0.14362272240085744,0.7458160519599915,67,66,1765918608.7665443,0.7855764031410217
2101.605798803,10566185.0,1e-05,0.841839075088501,0.1457663451232583,0.740411102771759,68,67,1765918635.06318,0.7880362272262573
2128.623895,10715715.0,1e-05,0.8097503185272217,0.14790996784565916,0.7047753930091858,69,68,1765918662.0813088,0.7962757647037506
2163.157783659,10880059.0,1e-05,0.816669225692749,0.15005359056806003,0.6121004223823547,70,69,1765918696.6151633,0.7916891276836395
2188.205645873,11036249.0,1e-05,0.8081401586532593,0.15219721329046088,0.6226887702941895,71,70,1765918721.6629658,0.7941773533821106
2217.466536684,11186751.0,1e-05,0.8239918947219849,0.15434083601286175,0.6257164478302002,72,71,1765918750.9239235,0.7900864481925964
2250.763226698,11356082.0,1e-05,0.8350962996482849,0.1564844587352626,0.5464144945144653,73,72,1765918784.220711,0.7860757112503052
2280.472756003,11514483.0,1e-05,0.8210216760635376,0.15862808145766344,0.5701009035110474,74,73,1765918813.9301298,0.7913531959056854
2307.668533003,11663606.0,1e-05,0.8069252967834473,0.1607717041800643,0.5666058659553528,75,74,1765918841.1257477,0.792272299528122
2341.024905411,11816781.0,1e-05,0.8106914162635803,0.16291532690246516,0.566555380821228,76,75,1765918874.4823623,0.7923849523067474
2368.764884027,11978438.0,1e-05,0.8171505928039551,0.16505894962486603,0.5430741310119629,77,76,1765918902.222324,0.7904423177242279
2396.29904043,12137976.0,1e-05,0.7849364280700684,0.16720257234726688,0.5688979029655457,78,77,1765918929.7563193,0.7981091439723969
2425.956358941,12295505.0,1e-05,0.8102534413337708,0.16934619506966775,0.5321816205978394,79,78,1765918959.4137723,0.7956342995166779
2456.557418502,12452019.0,1e-05,0.8192518353462219,0.1714898177920686,0.5096150040626526,80,79,1765918990.0148642,0.7896973490715027
2490.678162008,12611435.0,1e-05,0.8247553110122681,0.17363344051446947,0.5458692312240601,81,80,1765919024.135648,0.7882978618144989
2525.301535246,12770621.0,1e-05,0.7587945461273193,0.1757770632368703,0.5282124876976013,82,81,1765919058.7588625,0.8050820827484131
2550.527124566,12917873.0,1e-05,0.7920949459075928,0.17792068595927116,0.5558615326881409,83,82,1765919083.9845803,0.7979618608951569
2573.969784238,13056173.0,1e-05,0.7746028900146484,0.18006430868167203,0.5427559614181519,84,83,1765919107.4271548,0.8026235997676849
2602.499329091,13211326.0,1e-05,0.8236099481582642,0.18220793140407288,0.5254877209663391,85,84,1765919135.9567292,0.7876191735267639
2629.243184443,13369675.0,1e-05,0.8058702945709229,0.18435155412647375,0.48086094856262207,86,85,1765919162.7006059,0.7933661639690399
2661.734195428,13509971.0,1e-05,0.763062596321106,0.1864951768488746,0.4957362711429596,87,86,1765919195.1916275,0.8015906810760498
2694.015799858,13673080.0,1e-05,0.7918886542320251,0.18863879957127547,0.43247613310813904,88,87,1765919227.4732668,0.7959177196025848
2726.201479197,13838935.0,1e-05,0.8285101652145386,0.1907824222936763,0.4584310054779053,89,88,1765919259.658908,0.7845161557197571
2762.797430784,14002150.0,1e-05,0.8082224130630493,0.19292604501607716,0.4394241273403168,90,89,1765919296.2548687,0.7890664637088776
2794.418708015,14156247.0,1e-05,0.7812749147415161,0.19506966773847803,0.438884973526001,91,90,1765919327.8761477,0.7981362044811249
2825.598194704,14323035.0,1e-05,0.779212236404419,0.19721329046087888,0.41082143783569336,92,91,1765919359.0556612,0.7975776195526123
2860.064768204,14490759.0,1e-05,0.8167499899864197,0.19935691318327975,0.4104365110397339,93,92,1765919393.5221915,0.7898747324943542
2888.599371157,14642384.0,1e-05,0.7736498117446899,0.2015005359056806,0.43591374158859253,94,93,1765919422.0567796,0.7988996505737305
2915.878453774,14786158.0,1e-05,0.7660437226295471,0.20364415862808147,0.4491376280784607,95,94,1765919449.3358998,0.7994828522205353
2941.375167251,14929253.0,1e-05,0.752966582775116,0.2057877813504823,0.44359543919563293,96,95,1765919474.8326554,0.8021297752857208
2976.520665731,15078062.0,1e-05,0.7139689326286316,0.20793140407288319,0.41065269708633423,97,96,1765919509.9779406,0.8102361261844635
3009.667923556,15227850.0,1e-05,0.7944953441619873,0.21007502679528403,0.41179952025413513,98,97,1765919543.1251569,0.7920512855052948
3045.898849651,15385692.0,1e-05,0.7660360932350159,0.21221864951768488,0.3854748010635376,99,98,1765919579.356339,0.799398809671402
3079.924566377,15540223.0,1e-05,0.7352585792541504,0.21436227224008575,0.398720383644104,100,99,1765919613.3819964,0.8087230324745178
3117.849302503,15695591.0,1e-05,0.7271495461463928,0.2165058949624866,0.384520024061203,101,100,1765919651.3065782,0.8094502687454224
3147.719921025,15855000.0,1e-05,0.762429416179657,0.21864951768488747,0.37941405177116394,102,101,1765919681.177237,0.7998024225234985
3176.156043156,16010570.0,1e-05,0.7825120091438293,0.2207931404072883,0.38374459743499756,103,102,1765919709.6134672,0.7939390242099762
3206.711445522,16175156.0,1e-05,0.7615922689437866,0.22293676312968919,0.36438584327697754,104,103,1765919740.1688113,0.7986105978488922
3242.690105841,16345184.0,1e-05,0.7740862965583801,0.22508038585209003,0.34910818934440613,105,104,1765919776.147534,0.7979952096939087
3274.42880387,16496673.0,1e-05,0.7711280584335327,0.22722400857449088,0.3660590350627899,106,105,1765919807.8862202,0.7988243401050568
3307.037176704,16650964.0,1e-05,0.7793720960617065,0.22936763129689175,0.34640777111053467,107,106,1765919840.4946404,0.7969508767127991
3343.098781567,16806131.0,1e-05,0.7859188914299011,0.2315112540192926,0.3513655662536621,108,107,1765919876.5562131,0.7935456931591034
3373.950679504,16971757.0,1e-05,0.7916829586029053,0.23365487674169347,0.34864944219589233,109,108,1765919907.4081218,0.7951500117778778
3409.510852692,17125261.0,1e-05,0.7464110851287842,0.2357984994640943,0.35051479935646057,110,109,1765919942.9682524,0.8037691712379456
3441.182200998,17285808.0,1e-05,0.7435896396636963,0.2379421221864952,0.3469007611274719,111,110,1765919974.6396713,0.8040446639060974
3478.240669727,17436207.0,1e-05,0.731604278087616,0.24008574490889603,0.3602898120880127,112,111,1765920011.698113,0.8076992332935333
3511.727095779,17609651.0,1e-05,0.764531135559082,0.2422293676312969,0.3395741283893585,113,112,1765920045.1845636,0.7974977195262909
3545.000914961,17764531.0,1e-05,0.7593850493431091,0.24437299035369775,0.35640856623649597,114,113,1765920078.4583766,0.8006956577301025
3577.359997736,17923936.0,1e-05,0.7121142148971558,0.2465166130760986,0.3201911747455597,115,114,1765920110.817447,0.812375396490097
3612.511489096,18080869.0,1e-05,0.7283185720443726,0.24866023579849947,0.3352985382080078,116,115,1765920145.9689445,0.8078286945819855
3643.042081345,18244414.0,1e-05,0.7701510190963745,0.2508038585209003,0.3170682489871979,117,116,1765920176.4995162,0.7976600229740143
3675.913724518,18401734.0,1e-05,0.7745161056518555,0.2529474812433012,0.37149617075920105,118,117,1765920209.3711772,0.7963582575321198
3708.606970466,18555213.0,1e-05,0.7298024892807007,0.25509110396570206,0.3396208882331848,119,118,1765920242.0644279,0.8060778081417084
3746.429869944,18729596.0,1e-05,0.8236048221588135,0.2572347266881029,0.31918051838874817,120,119,1765920279.8873022,0.7828064262866974
3769.980736155,18874599.0,1e-05,0.737467348575592,0.25937834941050375,0.3670070171356201,121,120,1765920303.4382021,0.8037877380847931
3803.006499771,19043580.0,1e-05,0.7589998245239258,0.2615219721329046,0.3463509678840637,122,121,1765920336.4639435,0.7981128990650177
3829.422478369,19188254.0,1e-05,0.7485601902008057,0.26366559485530544,0.38595208525657654,123,122,1765920362.8799171,0.8029288053512573
3857.406807211,19336517.0,1e-05,0.7198206782341003,0.2658092175777063,0.33930128812789917,124,123,1765920390.8642814,0.8078980147838593
3887.270672984,19494094.0,1e-05,0.7354476451873779,0.2679528403001072,0.32394495606422424,125,124,1765920420.7281175,0.8057711124420166
3916.235422193,19648425.0,1e-05,0.7506605386734009,0.27009646302250806,0.3498085141181946,126,125,1765920449.692891,0.8023798763751984
3946.37474995,19798344.0,1e-05,0.752261757850647,0.2722400857449089,0.3382596969604492,127,126,1765920479.8321984,0.8010109663009644
3973.236387219,19955841.0,1e-05,0.745586633682251,0.27438370846730975,0.3241451680660248,128,127,1765920506.693574,0.8025512099266052
4000.994107875,20107598.0,1e-05,0.732109010219574,0.2765273311897106,0.34642133116722107,129,128,1765920534.4515796,0.8063476979732513
4026.436462671,20258362.0,1e-05,0.729148268699646,0.27867095391211144,0.32360127568244934,130,129,1765920559.8938646,0.8072118163108826
4059.391833404,20412165.0,1e-05,0.7757303714752197,0.2808145766345123,0.33647385239601135,131,130,1765920592.849292,0.7930234372615814
4083.786426567,20561798.0,1e-05,0.7075121402740479,0.2829581993569132,0.3414352834224701,132,131,1765920617.2438648,0.8123509585857391
4113.439974046,20720111.0,1e-05,0.7602975368499756,0.28510182207931406,0.32091742753982544,133,132,1765920646.8974345,0.7973555326461792
4142.976780122,20876095.0,1e-05,0.7278010249137878,0.2872454448017149,0.32025083899497986,134,133,1765920676.4342415,0.8067229986190796
4172.788904434,21031975.0,1e-05,0.7479038238525391,0.28938906752411575,0.3142159581184387,135,134,1765920706.2463539,0.801639050245285
4209.617648235,21180614.0,1e-05,0.7147600650787354,0.2915326902465166,0.3417573869228363,136,135,1765920743.0750947,0.8092060387134552
4246.168665206,21349138.0,1e-05,0.8044970631599426,0.2936763129689175,0.30254122614860535,137,136,1765920779.6261122,0.7882618010044098
4278.811620005,21511590.0,1e-05,0.7865160703659058,0.2958199356913183,0.32492750883102417,138,137,1765920812.2690609,0.7908992171287537
4308.483308977,21656819.0,1e-05,0.7491610646247864,0.2979635584137192,0.3503910303115845,139,138,1765920841.9406476,0.800584226846695
4335.344772079,21811238.0,1e-05,0.7695190906524658,0.30010718113612006,0.31992343068122864,140,139,1765920868.8021967,0.7948787212371826
4364.528103473,21980388.0,1e-05,0.801154375076294,0.3022508038585209,0.2949059009552002,141,140,1765920897.9855614,0.7883130609989166
4400.394145892,22142594.0,1e-05,0.7891079187393188,0.30439442658092175,0.31757399439811707,142,141,1765920933.85145,0.7905686795711517
4431.373777342,22299845.0,1e-05,0.7838989496231079,0.3065380493033226,0.3230592906475067,143,142,1765920964.8312297,0.7925437092781067
4465.343815986,22465527.0,1e-05,0.743965208530426,0.3086816720257235,0.3154739737510681,144,143,1765920998.8012486,0.8049942851066589
4496.997769878,22618289.0,1e-05,0.7209335565567017,0.3108252947481243,0.3229790925979614,145,144,1765921030.4552162,0.8084622621536255
4527.410295801,22770622.0,1e-05,0.7347142696380615,0.3129689174705252,0.3192005753517151,146,145,1765921060.8677535,0.8049939572811127
4556.375158864,22922597.0,1e-05,0.7053503394126892,0.31511254019292606,0.3067164123058319,147,146,1765921089.8326252,0.8118380308151245
4587.026878829,23075685.0,1e-05,0.7365641593933105,0.3172561629153269,0.3119460642337799,148,147,1765921120.4841337,0.8044140040874481
4614.914990097,23239973.0,1e-05,0.7396258115768433,0.31939978563772775,0.3200736939907074,149,148,1765921148.3722866,0.8040184676647186
4652.007023307,23407446.0,1e-05,0.7777324914932251,0.3215434083601286,0.2976125180721283,150,149,1765921185.464512,0.7944502532482147
4683.287285272,23555395.0,1e-05,0.7031011581420898,0.3236870310825295,0.32300904393196106,151,150,1765921216.7447448,0.8130304515361786
4711.630478507,23712167.0,1e-05,0.7481327652931213,0.3258306538049303,0.3200293779373169,152,151,1765921245.0879831,0.8037735819816589
4743.731599312,23869562.0,1e-05,0.7606019377708435,0.3279742765273312,0.31262242794036865,153,152,1765921277.1890771,0.7978610694408417
4775.405853353,24027568.0,1e-05,0.7549349665641785,0.33011789924973206,0.3257889151573181,154,153,1765921308.863302,0.7981867790222168
4805.741434353,24183451.0,1e-05,0.7683423757553101,0.3322615219721329,0.3223189413547516,155,154,1765921339.198877,0.7977342307567596
4837.55376938,24342400.0,1e-05,0.7382973432540894,0.33440514469453375,0.34323573112487793,156,155,1765921371.0112243,0.8041382431983948
4875.167098837,24500736.0,1e-05,0.7771804928779602,0.3365487674169346,0.3475435674190521,157,156,1765921408.624538,0.7950058281421661
4908.284267068,24652820.0,1e-05,0.7271549701690674,0.3386923901393355,0.33090537786483765,158,157,1765921441.7415462,0.806487649679184
4936.142276187,24810632.0,1e-05,0.7435376644134521,0.3408360128617363,0.325889527797699,159,158,1765921469.5996354,0.8013601005077362
4972.738427837,24968589.0,1e-05,0.7340617179870605,0.3429796355841372,0.3266232907772064,160,159,1765921506.195818,0.8031515181064606
5006.012676927,25125017.0,1e-05,0.7644929885864258,0.34512325830653806,0.33446404337882996,161,160,1765921539.470058,0.7965129315853119
5038.406598808,25277188.0,1e-05,0.7061485648155212,0.34726688102893893,0.32561925053596497,162,161,1765921571.8638647,0.8113835453987122
5067.742507947,25430057.0,1e-05,0.6961838006973267,0.34941050375133975,0.33910322189331055,163,162,1765921601.1999333,0.8149675726890564
5101.923093239,25583830.0,1e-05,0.7025361657142639,0.3515541264737406,0.32019081711769104,164,163,1765921635.380551,0.8141986727714539
5135.526018898,25742285.0,1e-05,0.7519742250442505,0.3536977491961415,0.3295518755912781,165,164,1765921668.98342,0.7994851768016815
5172.615768528,25907065.0,1e-05,0.7346706986427307,0.3558413719185423,0.3241346776485443,166,165,1765921706.073066,0.8032523691654205
5196.386426103,26051750.0,1e-05,0.7185324430465698,0.3579849946409432,0.3573680520057678,167,166,1765921729.8437488,0.8084884583950043
5226.335829203,26204362.0,1e-05,0.7448185682296753,0.36012861736334406,0.35605502128601074,168,167,1765921759.7931902,0.8022885322570801
5260.940858757,26364857.0,1e-05,0.7698041200637817,0.36227224008574493,0.3405373692512512,169,168,1765921794.3983316,0.7957492172718048
5284.487746671,26513585.0,1e-05,0.7304250597953796,0.36441586280814575,0.34252873063087463,170,169,1765921817.9449065,0.8052507638931274
5317.179109099,26680409.0,1e-05,0.7680379152297974,0.3665594855305466,0.32070669531822205,171,170,1765921850.6364682,0.7968442142009735
5344.776184946,26817383.0,1e-05,0.6989319324493408,0.3687031082529475,0.37356802821159363,172,171,1765921878.2335596,0.8143465220928192
5374.310635793,26962206.0,1e-05,0.7443849444389343,0.3708467309753483,0.3524380028247833,173,172,1765921907.768045,0.8029788434505463
5411.179931177,27123276.0,1e-05,0.7222270965576172,0.3729903536977492,0.3383011519908905,174,173,1765921944.6374254,0.8065397143363953
5445.400271173,27290681.0,1e-05,0.7587363719940186,0.37513397642015006,0.34036022424697876,175,174,1765921978.8577628,0.7971276044845581
5475.446228172,27449673.0,1e-05,0.7574459314346313,0.37727759914255093,0.3811025619506836,176,175,1765922008.9037232,0.7990112602710724
5503.214643166,27601441.0,1e-05,0.7310225963592529,0.37942122186495175,0.39955654740333557,177,176,1765922036.6719794,0.8047561347484589
5533.449812524,27748300.0,1e-05,0.74222731590271,0.3815648445873526,0.3699352443218231,178,177,1765922066.9072256,0.8037542402744293
5568.670512489,27900973.0,1e-05,0.6987025737762451,0.3837084673097535,0.36405396461486816,179,178,1765922102.1278672,0.8137842416763306
5603.487448219,28057386.0,1e-05,0.7404177188873291,0.3858520900321543,0.35334640741348267,180,179,1765922136.9448118,0.8027303218841553
5636.452432042,28218433.0,1e-05,0.7481564879417419,0.3879957127545552,0.3434765338897705,181,180,1765922169.909807,0.8007873296737671
5674.18204817,28378531.0,1e-05,0.738618016242981,0.39013933547695606,0.34242525696754456,182,181,1765922207.6394727,0.8039368391036987
5697.280060502,28517567.0,1e-05,0.6742331385612488,0.39228295819935693,0.45555761456489563,183,182,1765922230.737521,0.8196065425872803
5723.926200177,28678245.0,1e-05,0.7042649388313293,0.39442658092175775,0.32916295528411865,184,183,1765922257.3836422,0.8109762668609619
5757.548781968,28847748.0,1e-05,0.7506804466247559,0.3965702036441586,0.3287521004676819,185,184,1765922291.006229,0.8014609813690186
5784.619451631,29003477.0,1e-05,0.7399777173995972,0.3987138263665595,0.3237624764442444,186,185,1765922318.076879,0.8033216595649719
5821.628800822,29163981.0,1e-05,0.7348523736000061,0.4008574490889603,0.321365624666214,187,186,1765922355.0862534,0.8027972877025604
5850.602711593,29313769.0,1e-05,0.7226195931434631,0.4030010718113612,0.4463035762310028,188,187,1765922384.0601647,0.806172251701355
5880.756391988,29474111.0,1e-05,0.720252513885498,0.40514469453376206,0.36087602376937866,189,188,1765922414.2137835,0.8050944209098816
5912.405503244,29641339.0,1e-05,0.7693243622779846,0.40728831725616294,0.37388160824775696,190,189,1765922445.862945,0.7968741953372955
5942.780345432,29795124.0,1e-05,0.703528106212616,0.40943193997856375,0.35805878043174744,191,190,1765922476.237663,0.8123681247234344
5973.894526739,29956920.0,1e-05,0.7456077337265015,0.4115755627009646,0.34168076515197754,192,191,1765922507.3517704,0.8011758327484131
6005.932016773,30113790.0,1e-05,0.7574491500854492,0.4137191854233655,0.3415500819683075,193,192,1765922539.389459,0.7948441505432129
6042.347667525,30267060.0,1e-05,0.7225809693336487,0.41586280814576637,0.32411330938339233,194,193,1765922575.8051338,0.8055547177791595
6068.717319377,30420733.0,1e-05,0.7412937879562378,0.4180064308681672,0.37424954771995544,195,194,1765922602.174731,0.8026001751422882
6102.917615059,30582338.0,1e-05,0.7422254681587219,0.42015005359056806,0.31214001774787903,196,195,1765922636.3750882,0.8011209964752197
6127.39125232,30735043.0,1e-05,0.7041958570480347,0.42229367631296894,0.4087766408920288,197,196,1765922660.8484786,0.8137579262256622
6154.27619946,30885025.0,1e-05,0.7301386594772339,0.42443729903536975,0.3350263833999634,198,197,1765922687.733556,0.8058983683586121
6180.894389282,31036663.0,1e-05,0.7307512760162354,0.4265809217577706,0.3760454058647156,199,198,1765922714.3518364,0.804611325263977
6206.502145723,31184340.0,1e-05,0.6918165683746338,0.4287245444801715,0.3480012118816376,200,199,1765922739.9594467,0.8143681883811951
6242.973277485,31345142.0,1e-05,0.7386886477470398,0.43086816720257237,0.35951024293899536,201,200,1765922776.430695,0.8016573190689087
6270.684891019,31495847.0,1e-05,0.7555339336395264,0.4330117899249732,0.4317306876182556,202,201,1765922804.1423626,0.7976507544517517
6304.521428057,31654749.0,1e-05,0.7272127866744995,0.43515541264737406,1.2204457521438599,203,202,1765922837.9788716,0.8054790198802948
6328.591676145,31808152.0,1e-05,0.7377909421920776,0.43729903536977494,0.857175350189209,204,203,1765922862.0491123,0.8027024865150452
6360.10622896,31977458.0,1e-05,0.7556095123291016,0.43944265809217575,0.8119106888771057,205,204,1765922893.5636792,0.7987116277217865
6385.853247389,32129990.0,1e-05,0.7239744067192078,0.4415862808145766,1.1498637199401855,206,205,1765922919.3105083,0.8059806227684021
6421.279609607,32295318.0,1e-05,0.7756211757659912,0.4437299035369775,0.7857509851455688,207,206,1765922954.7370126,0.7945523858070374
6453.808146922,32458576.0,1e-05,0.7595466375350952,0.44587352625937837,1.3468669652938843,208,207,1765922987.2656,0.7981150150299072
6485.136211377,32617496.0,1e-05,0.7362542152404785,0.4480171489817792,1.4121872186660767,209,208,1765923018.5936325,0.8023690581321716
