_step,_runtime,_timestamp,train/epoch,train/grad_norm,train/num_tokens,train/mean_token_accuracy,train/loss,train/learning_rate,train/global_step,eval/accuracy
34,1750.009984274,1765924710.2760038,0.07502679528403002,2.531217336654663,5419378.0,0.8027907907962799,0.7717063426971436,1e-06,35.0,
35,1796.23556306,1765924756.5014038,0.07717041800643087,5.11868953704834,5576075.0,0.7985512614250183,0.7827099561691284,1e-06,36.0,
36,1838.63026176,1765924798.8962994,0.07931404072883172,2.6231045722961426,5720029.0,0.8004446029663086,0.7763410806655884,1e-06,37.0,
37,1890.342186136,1765924850.6081984,0.08145766345123258,2.1519036293029785,5884915.0,0.7978090941905975,0.7862848043441772,1e-06,38.0,
38,1940.503948117,1765924900.7700396,0.08360128617363344,3.4571967124938965,6032758.0,0.7991876900196075,0.7769755125045776,1e-06,39.0,
39,1988.127749862,1765924948.3936417,0.0857449088960343,2.7049150466918945,6187550.0,0.7975192964076996,0.7834111452102661,1e-06,40.0,
40,2042.094693475,1765925002.3607004,0.08788853161843516,1.7201604843139648,6355408.0,0.792361855506897,0.7962331771850586,1e-06,41.0,
41,2092.05318771,1765925052.3190749,0.09003215434083602,2.4771416187286377,6519771.0,0.7937354445457458,0.7902289628982544,1e-06,42.0,
42,2137.774688547,1765925098.0407388,0.09217577706323687,1.6270294189453125,6672296.0,0.801927000284195,0.7517567873001099,1e-06,43.0,
43,2194.911863814,1765925155.1778934,0.09431939978563773,1.1852821111679077,6843136.0,0.7891527712345123,0.8024129867553711,1e-06,44.0,
44,2250.742557496,1765925211.0085542,0.09646302250803858,2.483957290649414,6993296.0,0.7936810553073883,0.7767365574836731,1e-06,45.0,
45,2303.646753112,1765925263.9127853,0.09860664523043944,3.4389586448669434,7142356.0,0.8076595664024353,0.7313426733016968,1e-06,46.0,
46,2348.11176596,1765925308.3776731,0.1007502679528403,1.704692006111145,7294167.0,0.8077372312545776,0.7320350408554077,1e-06,47.0,
47,2404.786581105,1765925365.052597,0.10289389067524116,1.110641360282898,7470762.0,0.7846917808055878,0.8273067474365234,1e-06,48.0,
48,2460.807465191,1765925421.0734816,0.10503751339764202,1.0174037218093872,7629052.0,0.8041406571865082,0.7404588460922241,1e-06,49.0,
49,2501.82987161,1765925462.0959673,0.10718113612004287,1.1412392854690552,7779609.0,0.8096872866153717,0.7178190350532532,1e-06,50.0,
50,2552.590118877,1765925512.8560214,0.10932475884244373,1.5121190547943115,7927458.0,0.8037254512310028,0.7411777973175049,1e-06,51.0,
51,2597.110895265,1765925557.376818,0.11146838156484459,1.7546137571334839,8078023.0,0.8081649541854858,0.7234176397323608,1e-06,52.0,
52,2643.699007708,1765925603.964894,0.11361200428724544,1.176916480064392,8230483.0,0.8052871525287628,0.7301610112190247,1e-06,53.0,
53,2690.515286602,1765925650.7813158,0.1157556270096463,0.9196635484695435,8375984.0,0.8128409087657928,0.7053303718566895,1e-06,54.0,
54,2743.079545143,1765925703.3455927,0.11789924973204716,1.0213112831115723,8547262.0,0.7885911464691162,0.7964752912521362,1e-06,55.0,
55,2793.881512624,1765925754.1474175,0.12004287245444802,1.0532749891281128,8704936.0,0.7968202233314514,0.7703770399093628,1e-06,56.0,
56,2844.819506553,1765925805.0855334,0.12218649517684887,0.8873413801193237,8867795.0,0.8051744699478149,0.7334831953048706,1e-06,57.0,
57,2889.035232604,1765925849.3011186,0.12433011789924973,0.8466649651527405,9019339.0,0.8031694293022156,0.739876925945282,1e-06,58.0,
58,2941.755867677,1765925902.0217865,0.1264737406216506,0.6981664896011353,9189045.0,0.8015224933624268,0.751358687877655,1e-06,59.0,
59,2988.588663241,1765925948.854576,0.12861736334405144,0.7315547466278076,9353955.0,0.8048880100250244,0.73455810546875,1e-06,60.0,
60,3041.894197972,1765926002.160235,0.1307609860664523,1.267952561378479,9504744.0,0.8172830045223236,0.6911874413490295,1e-06,61.0,
61,3093.311789134,1765926053.577835,0.13290460878885316,0.6788883209228516,9662901.0,0.7929649651050568,0.7778546214103699,1e-06,62.0,
62,3138.788242212,1765926099.0542803,0.13504823151125403,1.2612441778182983,9809122.0,0.8191321790218353,0.6725059747695923,1e-06,63.0,
63,3192.424233362,1765926152.6900992,0.13719185423365488,1.2447764873504639,9968473.0,0.8084198832511902,0.7226199507713318,1e-06,64.0,
64,3246.103719211,1765926206.3696246,0.13933547695605572,0.7553005814552307,10119334.0,0.8017387092113495,0.7482766509056091,1e-06,65.0,
65,3286.240219835,1765926246.5062585,0.1414790996784566,0.9621192216873169,10259437.0,0.8123710453510284,0.7014476656913757,1e-06,66.0,
66,3343.570647996,1765926303.8366778,0.14362272240085744,1.1926345825195312,10416011.0,0.8002950549125671,0.7566054463386536,1e-06,67.0,
67,3388.398383061,1765926348.66435,0.1457663451232583,0.7814842462539673,10566185.0,0.802596390247345,0.7422109842300415,1e-06,68.0,
68,3433.732342654,1765926393.9983082,0.14790996784565916,1.1737154722213745,10715715.0,0.8100369572639465,0.7117753028869629,1e-06,69.0,
69,3487.49122879,1765926447.757181,0.15005359056806003,0.9941988587379456,10880059.0,0.8050503432750702,0.7277777194976807,1e-06,70.0,
70,3530.668379425,1765926490.9344423,0.15219721329046088,0.7025129199028015,11036249.0,0.8071222901344299,0.7175142765045166,1e-06,71.0,
71,3578.6561165,1765926538.9221342,0.15434083601286175,1.4562243223190308,11186751.0,0.8038478195667267,0.7318447828292847,1e-06,72.0,
72,3630.772182407,1765926591.0382242,0.1564844587352626,1.2455785274505615,11356082.0,0.7974671423435211,0.7566092014312744,1e-06,73.0,
73,3679.600458543,1765926639.8664675,0.15862808145766344,0.6517447829246521,11514483.0,0.8034800589084625,0.7384006977081299,1e-06,74.0,
74,3725.217640896,1765926685.483566,0.1607717041800643,1.6363784074783325,11663606.0,0.8054308593273163,0.7217354774475098,1e-06,75.0,
75,3777.498264887,1765926737.7641783,0.16291532690246516,0.6212347149848938,11816781.0,0.8043832182884216,0.7297430634498596,1e-06,76.0,
76,3823.64629648,1765926783.9122977,0.16505894962486603,0.6159802675247192,11978438.0,0.8019309937953949,0.7397341728210449,1e-06,77.0,
77,3869.427895659,1765926829.693918,0.16720257234726688,0.7180478572845459,12137976.0,0.8092301785945892,0.7091177105903625,1e-06,78.0,
78,3918.027382508,1765926878.293399,0.16934619506966775,0.7684968709945679,12295505.0,0.8055439889431,0.7378039956092834,1e-06,79.0,
79,3967.916790418,1765926928.1827586,0.1714898177920686,1.0495529174804688,12452019.0,0.7999549806118011,0.7454491853713989,1e-06,80.0,
80,4021.758029826,1765926982.0240383,0.17363344051446947,0.9413966536521912,12611435.0,0.7980308830738068,0.7556948661804199,1e-06,81.0,
81,4075.630284716,1765927035.8963375,0.1757770632368703,1.559804081916809,12770621.0,0.8152920603752136,0.6907387971878052,1e-06,82.0,
82,4119.433547852,1765927079.6995702,0.17792068595927116,0.6701063513755798,12917873.0,0.8072290420532227,0.7204925417900085,1e-06,83.0,
83,4160.801220705,1765927121.0669756,0.18006430868167203,1.7438206672668457,13056173.0,0.8115280866622925,0.7031221985816956,1e-06,84.0,
84,4207.632134445,1765927167.898183,0.18220793140407288,2.2658112049102783,13211326.0,0.7967383861541748,0.7574455142021179,1e-06,85.0,
85,4252.925311549,1765927213.1913095,0.18435155412647375,0.5979755520820618,13369675.0,0.8019724488258362,0.7444512844085693,1e-06,86.0,
86,4304.572639042,1765927264.838653,0.1864951768488746,1.759867787361145,13509971.0,0.8103386461734772,0.6988502740859985,1e-06,87.0,
87,4355.903929147,1765927316.1697996,0.18863879957127547,1.0252947807312012,13673080.0,0.8041761517524719,0.7356919050216675,1e-06,88.0,
88,4407.106313831,1765927367.372348,0.1907824222936763,1.0100401639938354,13838935.0,0.7920002341270447,0.7725409269332886,1e-06,89.0,
89,4463.02818472,1765927423.2940845,0.19292604501607716,0.9706847667694092,14002150.0,0.7969811260700226,0.7540552616119385,1e-06,90.0,
90,4513.46992764,1765927473.7358444,0.19506966773847803,0.6766892671585083,14156247.0,0.806067556142807,0.725210964679718,1e-06,91.0,
91,4563.934430522,1765927524.2004216,0.19721329046087888,0.8745670318603516,14323035.0,0.804857462644577,0.7280579805374146,1e-06,92.0,
92,4617.86533135,1765927578.1313527,0.19935691318327975,0.5607934594154358,14490759.0,0.7979866564273834,0.7654487490653992,1e-06,93.0,
93,4664.619095526,1765927624.8851044,0.2015005359056806,1.0095418691635132,14642384.0,0.8064218759536743,0.7217151522636414,1e-06,94.0,
94,4710.672350245,1765927670.9382885,0.20364415862808147,1.4029775857925415,14786158.0,0.8073097467422485,0.7116739749908447,1e-06,95.0,
95,4754.082340245,1765927714.3483894,0.2057877813504823,2.1975438594818115,14929253.0,0.8099450767040253,0.7004793882369995,1e-06,96.0,
96,4808.154569282,1765927768.4205866,0.20793140407288319,2.682891368865967,15078062.0,0.8173901438713074,0.6669873595237732,1e-06,97.0,
97,4859.86970569,1765927820.1357446,0.21007502679528403,0.6203219294548035,15227850.0,0.7991119027137756,0.7449711561203003,1e-06,98.0,
98,4915.399546189,1765927875.6654656,0.21221864951768488,1.660097360610962,15385692.0,0.8060885071754456,0.7198600172996521,1e-06,99.0,
99,4915.106540019,1766156427.7454376,,,,,,,,0.8241631618367229
