train/mean_token_accuracy,_runtime,train/loss,train/num_tokens,_step,train/global_step,train/learning_rate,_timestamp,train/epoch,train/grad_norm
0.7649598270654678,330.179790763,0.9418951272964478,7470762.0,47,48,0.0001,1765916442.1058528,0.10289389067524116,0.19131016731262207
0.7852953374385834,338.097153815,0.8547976016998291,7629052.0,48,49,0.0001,1765916450.0231948,0.10503751339764202,0.2034022957086563
0.7881586849689484,343.533063495,0.8364836573600769,7779609.0,49,50,0.0001,1765916455.4590912,0.10718113612004287,0.20210282504558563
0.783003181219101,350.309304185,0.8642306327819824,7927458.0,50,51,0.0001,1765916462.2353334,0.10932475884244373,0.18303872644901276
0.7876349538564682,356.268008499,0.8466288447380066,8078023.0,51,52,0.0001,1765916468.194061,0.11146838156484459,0.180851548910141
0.7847496569156647,362.392980722,0.857780933380127,8230483.0,52,53,0.0001,1765916474.319023,0.11361200428724544,0.1714310646057129
0.7924104332923889,368.833779233,0.8263379335403442,8375984.0,53,54,0.0001,1765916480.7598143,0.1157556270096463,0.18250741064548492
0.7693028599023819,376.001552888,0.9208067655563354,8547262.0,54,55,0.0001,1765916487.9276092,0.11789924973204716,0.21434515714645386
0.7764612436294556,383.006948675,0.8924039602279663,8704936.0,55,56,0.0001,1765916494.9330046,0.12004287245444802,0.17175351083278656
0.7849525064229965,390.144193282,0.8559861779212952,8867795.0,56,57,0.0001,1765916502.0702477,0.12218649517684887,0.16589640080928802
0.7835143357515335,396.346058615,0.8619951009750366,9019339.0,57,58,0.0001,1765916508.2720802,0.12433011789924973,0.19889624416828156
0.7817306667566299,402.970416293,0.8691485524177551,9189045.0,58,59,0.0001,1765916514.8964753,0.1264737406216506,0.15955869853496552
0.783021405339241,409.402379464,0.8551636934280396,9353955.0,59,60,0.0001,1765916521.3284042,0.12861736334405144,0.1712130755186081
0.7971748113632202,416.544762746,0.8140835762023926,9504744.0,60,61,0.0001,1765916528.4707882,0.1307609860664523,0.2031400054693222
0.772838220000267,423.820775659,0.9028952121734619,9662901.0,61,62,0.0001,1765916535.7468143,0.13290460878885316,0.1691984087228775
0.7990695387125015,429.554578886,0.7942577600479126,9809122.0,62,63,0.0001,1765916541.4806376,0.13504823151125403,0.20661896467208862
0.7888774871826172,436.670575094,0.8445231914520264,9968473.0,63,64,0.0001,1765916548.5966096,0.13719185423365488,0.17892345786094666
0.7814272046089172,443.980035159,0.8743706345558167,10119334.0,64,65,0.0001,1765916555.9060788,0.13933547695605572,0.1709931641817093
0.7913261502981186,449.345224959,0.8303656578063965,10259437.0,65,66,0.0001,1765916561.2712626,0.1414790996784566,0.1800154596567154
0.7800659090280533,457.325913938,0.8801051378250122,10416011.0,66,67,0.0001,1765916569.2519686,0.14362272240085744,0.16857334971427917
0.7820320725440979,462.887952361,0.8686045408248901,10566185.0,67,68,0.0001,1765916574.8139973,0.1457663451232583,0.1718073934316635
0.7891886681318283,468.634749404,0.8410741090774536,10715715.0,68,69,0.0001,1765916580.560792,0.14790996784565916,0.19099801778793335
0.7836827039718628,477.11913708,0.8582324385643005,10880059.0,69,70,0.0001,1765916589.0451856,0.15005359056806003,0.15704527497291565
0.786998450756073,482.517329152,0.8392107486724854,11036249.0,70,71,0.0001,1765916594.4433727,0.15219721329046088,0.18350045382976532
0.7835068851709366,489.000688171,0.85423743724823,11186751.0,71,72,0.0001,1765916600.9267132,0.15434083601286175,0.18822094798088074
0.7776052802801132,495.974034669,0.8830526471138,11356082.0,72,73,0.0001,1765916607.9000943,0.1564844587352626,0.16671934723854065
0.7815098911523819,503.076307052,0.8667727708816528,11514483.0,73,74,0.0001,1765916615.002358,0.15862808145766344,0.15495452284812927
0.7829623967409134,509.090109435,0.8521867990493774,11663606.0,74,75,0.0001,1765916621.0161347,0.1607717041800643,0.17457914352416992
0.784809947013855,515.277690649,0.8523104190826416,11816781.0,75,76,0.0001,1765916627.2037492,0.16291532690246516,0.17571881413459778
0.7813989371061325,521.508784602,0.8674958348274231,11978438.0,76,77,0.0001,1765916633.4348419,0.16505894962486603,0.19034244120121002
0.788710817694664,528.122044512,0.8353836536407471,12137976.0,77,78,0.0001,1765916640.048089,0.16720257234726688,0.164456307888031
0.7848097681999207,534.859786703,0.8647262454032898,12295505.0,78,79,0.0001,1765916646.7858138,0.16934619506966775,0.16279952228069305
0.7796208262443542,541.596025295,0.8738823533058167,12452019.0,79,80,0.0001,1765916653.5220563,0.1714898177920686,0.16906890273094177
0.7757445424795151,549.355874682,0.886538028717041,12611435.0,80,81,0.0001,1765916661.2819343,0.17363344051446947,0.17926527559757233
0.7953553795814514,556.668320026,0.8107463121414185,12770621.0,81,82,0.0001,1765916668.5943718,0.1757770632368703,0.16994193196296692
0.7861076444387436,562.40875673,0.8468952775001526,12917873.0,82,83,0.0001,1765916674.334801,0.17792068595927116,0.1831398904323578
0.7895234078168869,567.746927331,0.8348132371902466,13056173.0,83,84,0.0001,1765916679.6729817,0.18006430868167203,0.2278107851743698
0.7752770185470581,574.054898028,0.8855882883071899,13211326.0,84,85,0.0001,1765916685.9809332,0.18220793140407288,0.18260826170444489
0.7800053656101227,580.26280393,0.8738048672676086,13369675.0,85,86,0.0001,1765916692.1888676,0.18435155412647375,0.19644516706466675
0.7887123972177505,586.266817993,0.8292075395584106,13509971.0,86,87,0.0001,1765916698.1928594,0.1864951768488746,0.27130043506622314
0.7845715433359146,593.980910357,0.8597844839096069,13673080.0,87,88,0.0001,1765916705.9069543,0.18863879957127547,0.3976466953754425
0.7705099135637283,600.671399595,0.9021109938621521,13838935.0,88,89,0.0001,1765916712.5974576,0.1907824222936763,0.20114123821258545
0.7759030163288116,608.329761579,0.8778718113899231,14002150.0,89,90,0.0001,1765916720.2557986,0.19292604501607716,0.34805983304977417
0.7865791469812393,615.254408891,0.8526667356491089,14156247.0,90,91,0.0001,1765916727.1804614,0.19506966773847803,0.24733418226242065
0.7838848829269409,622.773948133,0.8534649610519409,14323035.0,91,92,0.0001,1765916734.7000003,0.19721329046087888,0.36120882630348206
0.7756935358047485,630.422467074,0.8961174488067627,14490759.0,92,93,0.0001,1765916742.3485484,0.19935691318327975,0.22229504585266113
0.7842896431684494,636.750966003,0.8538014888763428,14642384.0,93,94,0.0001,1765916748.6769915,0.2015005359056806,0.5146235227584839
0.7868361920118332,642.369524028,0.8436647653579712,14786158.0,94,95,0.0001,1765916754.2955675,0.20364415862808147,0.30360355973243713
0.7885952740907669,648.259966033,0.8295176029205322,14929253.0,95,96,0.0001,1765916760.1859899,0.2057877813504823,0.3761039674282074
0.7961467951536179,655.403019517,0.793660044670105,15078062.0,96,97,0.0001,1765916767.3290484,0.20793140407288319,0.5012577772140503
0.7778646051883698,661.665842407,0.8753625750541687,15227850.0,97,98,0.0001,1765916773.5919044,0.21007502679528403,0.35609668493270874
0.7850313484668732,668.920021839,0.8495470881462097,15385692.0,98,99,0.0001,1765916780.8460727,0.21221864951768488,0.6455919742584229
0.7951906025409698,676.500121969,0.8120076060295105,15540223.0,99,100,0.0001,1765916788.4261687,0.21436227224008575,0.2003501057624817
0.7962225377559662,690.719095199,0.8054693937301636,15695591.0,100,101,0.0001,1765916802.645132,0.2165058949624866,0.3254414200782776
0.7878512740135193,697.346544068,0.845349907875061,15855000.0,101,102,0.0001,1765916809.2725537,0.21864951768488747,0.27139386534690857
0.7799839377403259,703.659115678,0.8630367517471313,16010570.0,102,103,0.0001,1765916815.5851538,0.2207931404072883,0.20434468984603882
0.7844379991292953,710.433409807,0.8418028354644775,16175156.0,103,104,0.0001,1765916822.359481,0.22293676312968919,0.5672895908355713
0.7821184545755386,718.619761167,0.8598489761352539,16345184.0,104,105,0.0001,1765916830.5457897,0.22508038585209003,0.18347696959972382
0.7849543541669846,725.381202026,0.8545001745223999,16496673.0,105,106,0.0001,1765916837.3072422,0.22722400857449088,0.371853232383728
0.7835897952318192,731.838930503,0.863359808921814,16650964.0,106,107,0.0001,1765916843.7649632,0.22936763129689175,0.2725012004375458
0.7801480442285538,738.38626586,0.8731088638305664,16806131.0,107,108,0.0001,1765916850.312299,0.2315112540192926,0.47366172075271606
0.7811452150344849,745.212333485,0.8779042959213257,16971757.0,108,109,0.0001,1765916857.1383617,0.23365487674169347,0.22962923347949982
0.7908638119697571,752.499787351,0.8289824724197388,17125261.0,109,110,0.0001,1765916864.4258287,0.2357984994640943,0.6485377550125122
0.791445329785347,759.525299565,0.822927713394165,17285808.0,110,111,0.0001,1765916871.45133,0.2379421221864952,0.7993165850639343
0.792210265994072,766.743285865,0.8221747875213623,17436207.0,111,112,0.0001,1765916878.669329,0.24008574490889603,0.3779524266719818
0.7818217277526855,773.781025843,0.8527388572692871,17609651.0,112,113,0.0001,1765916885.707057,0.2422293676312969,0.6558639407157898
0.7852980345487595,780.94659176,0.8493010401725769,17764531.0,113,114,0.0001,1765916892.8726423,0.24437299035369775,0.6930939555168152
0.7980492115020752,788.116191838,0.8013805150985718,17923936.0,114,115,0.0001,1765916900.042218,0.2465166130760986,0.20914526283740997
0.7925382107496262,795.74567599,0.8180534839630127,18080869.0,115,116,0.0001,1765916907.671731,0.24866023579849947,0.6022686958312988
0.7827690690755844,801.964271002,0.8598026037216187,18244414.0,116,117,0.0001,1765916913.8902988,0.2508038585209003,0.5122811198234558
0.7820525765419006,809.748782067,0.8625016212463379,18401734.0,117,118,0.0001,1765916921.6748238,0.2529474812433012,0.2808593213558197
0.7916790992021561,816.14322023,0.8199654817581177,18555213.0,118,119,0.0001,1765916928.069251,0.25509110396570206,0.3884582817554474
0.7680864483118057,824.556746407,0.9173110723495483,18729596.0,119,120,0.0001,1765916936.4828043,0.2572347266881029,0.32324814796447754
0.7893684506416321,830.226035566,0.8291308283805847,18874599.0,120,121,0.0001,1765916942.1520588,0.25937834941050375,0.2401740849018097
0.7811601907014847,837.939070712,0.8524856567382812,19043580.0,121,122,0.0001,1765916949.8650913,0.2615219721329046,0.1975356936454773
0.7874378114938736,843.935238477,0.8437256217002869,19188254.0,122,123,0.0001,1765916955.8612633,0.26366559485530544,0.4688338041305542
0.7939904034137726,849.966207915,0.809350848197937,19336517.0,123,124,0.0001,1765916961.892248,0.2658092175777063,0.21477638185024261
0.7920597493648529,856.994295183,0.8225383758544922,19494094.0,124,125,0.0001,1765916968.9203174,0.2679528403001072,0.2914978265762329
0.7863070517778397,863.204213075,0.8437588214874268,19648425.0,125,126,0.0001,1765916975.1302714,0.27009646302250806,0.2849780023097992
0.7848838120698929,869.679663115,0.8474575281143188,19798344.0,126,127,0.0001,1765916981.6057014,0.2722400857449089,0.30498963594436646
0.787616953253746,876.034641923,0.8342815637588501,19955841.0,127,128,0.0001,1765916987.9606612,0.27438370846730975,0.23632602393627167
0.7919090241193771,882.039283522,0.8252477645874023,20107598.0,128,129,0.0001,1765916993.965325,0.2765273311897106,0.49132058024406433
0.7918870002031326,888.170635356,0.8244112133979797,20258362.0,129,130,0.0001,1765917000.096653,0.27867095391211144,0.3326718211174011
0.7768993973731995,894.718753873,0.8744608163833618,20412165.0,130,131,0.0001,1765917006.644804,0.2808145766345123,0.344935804605484
0.7962582111358643,900.406618666,0.8033061623573303,20561798.0,131,132,0.0001,1765917012.3326983,0.2829581993569132,0.44889429211616516
0.7823670357465744,906.820871353,0.8529829382896423,20720111.0,132,133,0.0001,1765917018.7468994,0.28510182207931406,0.2604729235172272
0.7920204252004623,913.214328789,0.8195066452026367,20876095.0,133,134,0.0001,1765917025.1403592,0.2872454448017149,0.36382126808166504
0.7872897237539291,920.125769983,0.8388051986694336,21031975.0,134,135,0.0001,1765917032.0518029,0.28938906752411575,0.43154171109199524
0.7932281196117401,927.574350393,0.8063273429870605,21180614.0,135,136,0.0001,1765917039.5003805,0.2915326902465166,0.27077585458755493
0.7733090072870255,936.211161159,0.898795485496521,21349138.0,136,137,0.0001,1765917048.1371927,0.2936763129689175,0.3529103100299835
0.7754691243171692,943.636882219,0.8800804615020752,21511590.0,137,138,0.0001,1765917055.5629258,0.2958199356913183,0.4343600571155548
0.7868333160877228,949.881165489,0.8410040140151978,21656819.0,138,139,0.0001,1765917061.8072088,0.2979635584137192,0.22854752838611603
0.7804603278636932,956.387485666,0.86327064037323,21811238.0,139,140,0.0001,1765917068.3135242,0.30010718113612006,0.26745834946632385
0.7731255739927292,963.139406278,0.8937307596206665,21980388.0,140,141,0.0001,1765917075.0654404,0.3022508038585209,0.25092384219169617
0.7746942341327667,971.120480743,0.885978639125824,22142594.0,141,142,0.0001,1765917083.0465229,0.30439442658092175,0.3138006329536438
0.7781127393245697,977.752434928,0.8765119314193726,22299845.0,142,143,0.0001,1765917089.6784742,0.3065380493033226,0.20127655565738678
0.7900553643703461,985.16559742,0.833057165145874,22465527.0,143,144,0.0001,1765917097.0916355,0.3086816720257235,0.21415004134178162
0.7951993048191071,992.339758456,0.8087153434753418,22618289.0,144,145,0.0001,1765917104.265804,0.3108252947481243,0.2204851657152176
0.7915336191654205,998.983241547,0.8258020877838135,22770622.0,145,146,0.0001,1765917110.909282,0.3129689174705252,0.3503020703792572
0.7967995852231979,1004.985037935,0.7982101440429688,22922597.0,146,147,0.0001,1765917116.911071,0.31511254019292606,0.24155981838703156
0.7894625216722488,1011.807246132,0.8282479643821716,23075685.0,147,148,0.0001,1765917123.733301,0.3172561629153269,0.2425798773765564
0.7896110862493515,1018.684445361,0.8310303688049316,23239973.0,148,149,0.0001,1765917130.6104681,0.31939978563772775,0.38997453451156616
0.7804792672395706,1027.30902385,0.8708862066268921,23407446.0,149,150,0.0001,1765917139.235058,0.3215434083601286,0.2637070119380951
0.7982330322265625,1033.456565751,0.7963783144950867,23555395.0,150,151,0.0001,1765917145.3826013,0.3236870310825295,0.28950709104537964
0.7893591672182083,1039.79985607,0.8410976529121399,23712167.0,151,152,0.0001,1765917151.7258859,0.3258306538049303,0.39851489663124084
0.7822624146938324,1046.486313087,0.8562645316123962,23869562.0,152,153,0.0001,1765917158.412352,0.3279742765273312,0.41480499505996704
0.782527506351471,1053.435693193,0.852272629737854,24027568.0,153,154,0.0001,1765917165.3617165,0.33011789924973206,0.22654448449611664
0.7831790149211884,1060.173024873,0.8627263307571411,24183451.0,154,155,0.0001,1765917172.099065,0.3322615219721329,0.24381239712238312
0.7879132628440857,1067.667438954,0.8341376781463623,24342400.0,155,156,0.0001,1765917179.5934646,0.33440514469453375,0.430885374546051
0.7816177904605865,1076.023716005,0.8668762445449829,24500736.0,156,157,0.0001,1765917187.949739,0.3365487674169346,0.23680752515792847
0.7911834567785263,1083.720238638,0.8220221996307373,24652820.0,157,158,0.0001,1765917195.6462872,0.3386923901393355,0.3169700503349304
0.7853813916444778,1090.412997202,0.8349400758743286,24810632.0,158,159,0.0001,1765917202.339031,0.3408360128617363,0.23876923322677612
0.7888247221708298,1097.977750296,0.823088526725769,24968589.0,159,160,0.0001,1765917209.903782,0.3429796355841372,0.2541104555130005
0.7811734229326248,1104.965816077,0.8614224195480347,25125017.0,160,161,0.0001,1765917216.8918462,0.34512325830653806,0.2191527783870697
0.7952340394258499,1111.63915301,0.7995190620422363,25277188.0,161,162,0.0001,1765917223.565183,0.34726688102893893,0.38220685720443726
0.8002638071775436,1117.792550811,0.7859382629394531,25430057.0,162,163,0.0001,1765917229.7185924,0.34941050375133975,0.2302222102880478
0.7997803688049316,1125.616950741,0.7956158518791199,25583830.0,163,164,0.0001,1765917237.5429952,0.3515541264737406,0.228107288479805
0.7849385589361191,1132.45088232,0.8480075597763062,25742285.0,164,165,0.0001,1765917244.3769205,0.3536977491961415,0.2279069721698761
0.7892547696828842,1140.065715631,0.8266161680221558,25907065.0,165,166,0.0001,1765917251.9917433,0.3558413719185423,0.23138751089572906
0.7924859523773193,1145.704825051,0.8116343021392822,26051750.0,166,167,0.0001,1765917257.630859,0.3579849946409432,0.24386678636074066
0.787823885679245,1152.404408195,0.841651201248169,26204362.0,167,168,0.0001,1765917264.330449,0.36012861736334406,0.25478872656822205
0.7809978425502777,1159.953940473,0.8614619970321655,26364857.0,168,169,0.0001,1765917271.8799744,0.36227224008574493,0.2532709836959839
0.7912177592515945,1165.759304046,0.823989987373352,26513585.0,169,170,0.0001,1765917277.6853318,0.36441586280814575,0.25292709469795227
0.7831362783908844,1173.545362857,0.8564127683639526,26680409.0,170,171,0.0001,1765917285.4713814,0.3665594855305466,0.2557829022407532
0.7999986708164215,1179.075577875,0.7966752052307129,26817383.0,171,172,0.0001,1765917291.0015943,0.3687031082529475,0.2516246736049652
0.7870213389396667,1185.323522001,0.8442425727844238,26962206.0,172,173,0.0001,1765917297.249609,0.3708467309753483,0.2548099458217621
0.7930896431207657,1192.604045737,0.8190186023712158,27123276.0,173,174,0.0001,1765917304.5300877,0.3729903536977492,0.21227742731571198
0.7838131189346313,1199.821322861,0.8518061637878418,27290681.0,174,175,0.0001,1765917311.7473457,0.37513397642015006,0.22178255021572113
0.7826174199581146,1206.481515369,0.8547346591949463,27449673.0,175,176,0.0001,1765917318.4075103,0.37727759914255093,0.22812865674495697
0.7907841056585312,1212.63086911,0.8233659267425537,27601441.0,176,177,0.0001,1765917324.5569048,0.37942122186495175,0.23244038224220276
0.7898298054933548,1219.283374142,0.8358285427093506,27748300.0,177,178,0.0001,1765917331.209425,0.3815648445873526,0.24184247851371765
0.7999434322118759,1225.968412379,0.7937342524528503,27900973.0,178,179,0.0001,1765917337.894442,0.3837084673097535,0.22903352975845337
0.78837551176548,1233.067990209,0.8366904854774475,28057386.0,179,180,0.0001,1765917344.9940143,0.3858520900321543,0.2191627025604248
0.7864795476198196,1239.87183947,0.84283447265625,28218433.0,180,181,0.0001,1765917351.7978742,0.3879957127545552,0.32636067271232605
0.7895369082689285,1247.781354394,0.831560492515564,28378531.0,181,182,0.0001,1765917359.7073886,0.39013933547695606,0.3310435116291046
0.805741474032402,1252.73202866,0.7689327001571655,28517567.0,182,183,0.0001,1765917364.6580899,0.39228295819935693,0.28534767031669617
0.7954799681901932,1258.903155939,0.7961813807487488,28678245.0,183,184,0.0001,1765917370.8292084,0.39442658092175775,0.2917444705963135
0.7856863886117935,1266.362232242,0.8488426208496094,28847748.0,184,185,0.0001,1765917378.288283,0.3965702036441586,0.33706748485565186
0.7905722707509995,1272.390716664,0.8302586078643799,29003477.0,185,186,0.0001,1765917384.3167675,0.3987138263665595,0.2404077798128128
0.7901496440172195,1280.291251189,0.828148603439331,29163981.0,186,187,0.0001,1765917392.2173293,0.4008574490889603,0.5012353658676147
0.7909123301506042,1287.625629382,0.8183847069740295,29313769.0,187,188,0.0001,1765917399.5516543,0.4030010718113612,0.3077758252620697
0.7914582341909409,1294.646625061,0.8126938343048096,29474111.0,188,189,0.0001,1765917406.5726516,0.40514469453376206,0.3302135765552521
0.7821623533964157,1301.366769024,0.8668869137763977,29641339.0,189,190,0.0001,1765917413.2928157,0.40728831725616294,0.562613844871521
0.7970581203699112,1308.054290546,0.801079273223877,29795124.0,190,191,0.0001,1765917419.9803245,0.40943193997856375,0.23520274460315704
0.786880224943161,1314.644859636,0.8430296182632446,29956920.0,191,192,0.0001,1765917426.5708816,0.4115755627009646,0.5270251035690308
0.7814310938119888,1321.722670472,0.853757917881012,30113790.0,192,193,0.0001,1765917433.6487036,0.4137191854233655,0.5042339563369751
0.7901632636785507,1329.04441406,0.8201059103012085,30267060.0,193,194,0.0001,1765917440.9704294,0.41586280814576637,0.3706468939781189
0.7873921245336533,1335.387349955,0.836144745349884,30420733.0,194,195,0.0001,1765917447.313431,0.4180064308681672,0.5434609651565552
0.7865475416183472,1342.677207722,0.8389377593994141,30582338.0,195,196,0.0001,1765917454.6032236,0.42015005359056806,0.3589630424976349
0.7985357344150543,1348.18790211,0.7992410659790039,30735043.0,196,197,0.0001,1765917460.1139417,0.42229367631296894,0.46009185910224915
0.7890426963567734,1354.16086103,0.832408607006073,30885025.0,197,198,0.0001,1765917466.0868816,0.42443729903536975,0.5428047776222229
0.7895740270614624,1360.313502392,0.8252272605895996,31036663.0,198,199,0.0001,1765917472.239546,0.4265809217577706,0.26481956243515015
0.8004143536090851,1366.283228355,0.7859078645706177,31184340.0,199,200,0.0001,1765917478.2092826,0.4287245444801715,0.4819710850715637
0.787428468465805,1377.376703524,0.835503339767456,31345142.0,200,201,0.0001,1765917489.3027203,0.43086816720257237,0.253859281539917
0.7821467518806458,1383.783949106,0.851526141166687,31495847.0,201,202,0.0001,1765917495.7099872,0.4330117899249732,0.27072635293006897
0.7904005944728851,1391.053846517,0.8225225210189819,31654749.0,202,203,0.0001,1765917502.9798954,0.43515541264737406,0.3068677484989166
0.7891104817390442,1396.350698138,0.83092200756073,31808152.0,203,204,0.0001,1765917508.2767367,0.43729903536977494,0.2818203866481781
0.7848470062017441,1403.707249442,0.8479122519493103,31977458.0,204,205,0.0001,1765917515.6332843,0.43944265809217575,0.2695901691913605
0.7905785143375397,1409.969722396,0.8191349506378174,32129990.0,205,206,0.0001,1765917521.8957727,0.4415862808145766,0.24958226084709167
0.7806288301944733,1418.408649742,0.8682357668876648,32295318.0,206,207,0.0001,1765917530.3346763,0.4437299035369775,0.32525116205215454
0.7827726602554321,1425.563149096,0.8530927896499634,32458576.0,207,208,0.0001,1765917537.4892113,0.44587352625937837,0.2428669035434723
0.787203848361969,1432.595332516,0.8334965109825134,32617496.0,208,209,0.0001,1765917544.5213704,0.4480171489817792,0.25583991408348083
