train/learning_rate,_step,_timestamp,train/grad_norm,train/mean_token_accuracy,_runtime,train/global_step,train/loss,train/epoch,train/num_tokens
0.001,91,1765916736.9209273,0.08806011080741882,0.7887893468141556,611.63816162,92,0.830319881439209,0.19721329046087888,14323035.0
0.001,92,1765916744.4185667,0.13464951515197754,0.7808680087327957,619.135690942,93,0.8698458671569824,0.19935691318327975,14490759.0
0.001,93,1765916750.590718,0.09058181196451187,0.7888390123844147,625.307841203,94,0.8279777765274048,0.2015005359056806,14642384.0
0.001,94,1765916756.0902643,0.1317322999238968,0.792455643415451,630.807375861,95,0.8136502504348755,0.20364415862808147,14786158.0
0.001,95,1765916761.8161926,0.10185285657644272,0.7935163974761963,636.533331327,96,0.8015416264533997,0.2057877813504823,14929253.0
0.001,96,1765916768.8767197,0.12719956040382385,0.8010445833206177,643.593846981,97,0.7689410448074341,0.20793140407288319,15078062.0
0.001,97,1765916775.0687199,0.08974684029817581,0.783425584435463,649.785833215,98,0.8493807911872864,0.21007502679528403,15227850.0
0.001,98,1765916782.2813475,0.12663531303405762,0.7896678149700165,656.998462148,99,0.8230006694793701,0.21221864951768488,15385692.0
0.001,99,1765916789.7261543,0.09747499227523804,0.7998875677585602,664.443277185,100,0.7874891757965088,0.21436227224008575,15540223.0
0.001,100,1765916806.8372653,0.11769186705350876,0.8014461845159531,681.554399323,101,0.7800360918045044,0.2165058949624866,15695591.0
0.001,101,1765916813.4184098,0.08664602041244507,0.7926208227872849,688.135523321,102,0.8210128545761108,0.21864951768488747,15855000.0
0.001,102,1765916819.5584435,0.12228116393089294,0.7854975610971451,694.275577962,103,0.8360392451286316,0.2207931404072883,16010570.0
0.001,103,1765916826.2823856,0.09016472846269608,0.7892621010541916,700.999482695,104,0.8163875341415405,0.22293676312968919,16175156.0
0.001,104,1765916834.1450486,0.10621708631515503,0.7870030999183655,708.862178038,105,0.836593508720398,0.22508038585209003,16345184.0
0.001,105,1765916840.7884612,0.0892697349190712,0.7898416072130203,715.505567409,106,0.830895721912384,0.22722400857449088,16496673.0
0.001,106,1765916847.211868,0.1172645315527916,0.7888133078813553,721.928973848,107,0.8388578295707703,0.22936763129689175,16650964.0
0.001,107,1765916853.651807,0.11143191903829575,0.785313069820404,728.368929364,108,0.8452750444412231,0.2315112540192926,16806131.0
0.001,108,1765916860.4411156,0.1124175488948822,0.7852520644664764,735.158200944,109,0.8543257713317871,0.23365487674169347,16971757.0
0.001,109,1765916867.6378312,0.11700110137462616,0.7959524840116501,742.354952672,110,0.8021889328956604,0.2357984994640943,17125261.0
0.001,110,1765916874.5444953,0.10892880707979202,0.7956770062446594,749.261622542,111,0.7982476949691772,0.2379421221864952,17285808.0
0.001,111,1765916881.595053,0.12397927790880203,0.7971913665533066,756.312187833,112,0.7979519367218018,0.24008574490889603,17436207.0
0.001,112,1765916888.5368278,0.09163060039281845,0.7868003100156784,763.253933481,113,0.8278383016586304,0.2422293676312969,17609651.0
0.001,113,1765916895.5205622,0.11903491616249084,0.7898229658603668,770.237690545,114,0.8240053653717041,0.24437299035369775,17764531.0
0.001,114,1765916902.67837,0.0879942998290062,0.8032054305076599,777.39547442,115,0.7772520184516907,0.2465166130760986,17923936.0
0.001,115,1765916910.2232778,0.10252894461154938,0.7975770682096481,784.940431541,116,0.7911962866783142,0.24866023579849947,18080869.0
0.001,116,1765916916.3975782,0.10268504917621613,0.7881484031677246,791.114713116,117,0.8308606147766113,0.2508038585209003,18244414.0
0.001,117,1765916924.0483594,0.08622437715530396,0.7873013764619827,798.765490904,118,0.8375986218452454,0.2529474812433012,18401734.0
0.001,118,1765916930.3874097,0.12470179051160812,0.7966555207967758,805.104660536,119,0.7937865257263184,0.25509110396570206,18555213.0
0.001,119,1765916938.7128706,0.10411357134580612,0.7722999602556229,813.430052116,120,0.8957875370979309,0.2572347266881029,18729596.0
0.001,120,1765916944.2676666,0.10497322678565979,0.7954381108283997,818.984892535,121,0.8009341359138489,0.25937834941050375,18874599.0
0.001,121,1765916951.9059348,0.11759787052869797,0.784748986363411,826.623122449,122,0.8295814990997314,0.2615219721329046,19043580.0
0.001,122,1765916957.8296084,0.0977448970079422,0.7919706255197525,832.54682971,123,0.8163028955459595,0.26366559485530544,19188254.0
0.001,123,1765916963.7243898,0.12020906060934067,0.7987552136182785,838.441592472,124,0.7847291231155396,0.2658092175777063,19336517.0
0.001,124,1765916970.7818015,0.12390957772731781,0.7969762235879898,845.498919756,125,0.7980438470840454,0.2679528403001072,19494094.0
0.001,125,1765916976.8954203,0.08894158154726028,0.7915326952934265,851.612536311,126,0.8157463669776917,0.27009646302250806,19648425.0
0.001,126,1765916983.1269271,0.1447146087884903,0.7896390110254288,857.844071289,127,0.8230528831481934,0.2722400857449089,19798344.0
0.001,127,1765916989.4501185,0.12283606827259064,0.7924073338508606,864.167274149,128,0.8102273941040039,0.27438370846730975,19955841.0
0.001,128,1765916995.3682015,0.10040128976106644,0.7970754504203796,870.085297577,129,0.7988166809082031,0.2765273311897106,20107598.0
0.001,129,1765917001.11084,0.13967643678188324,0.796600878238678,875.827977488,130,0.8009989261627197,0.27867095391211144,20258362.0
0.001,130,1765917007.641869,0.09068834036588669,0.7814096957445145,882.35898957,131,0.8483449220657349,0.2808145766345123,20412165.0
0.001,131,1765917013.2875595,0.177153542637825,0.8012925088405609,888.004678177,132,0.7784377336502075,0.2829581993569132,20561798.0
0.001,132,1765917019.5635934,0.1026824414730072,0.7876043170690536,894.280711404,133,0.8264462947845459,0.28510182207931406,20720111.0
0.001,133,1765917025.9330225,0.16531631350517273,0.7966092675924301,900.650126903,134,0.7947889566421509,0.2872454448017149,20876095.0
0.001,134,1765917032.5903502,0.11384977400302887,0.7916348427534103,907.307496801,135,0.8147141337394714,0.28938906752411575,21031975.0
0.001,135,1765917039.911954,0.12339717894792557,0.7985398024320602,914.629065107,136,0.7807056903839111,0.2915326902465166,21180614.0
0.001,136,1765917048.5039654,0.09376683086156845,0.7780125439167023,923.221194665,137,0.8745604157447815,0.2936763129689175,21349138.0
0.001,137,1765917055.9431124,0.10657913237810135,0.7793966084718704,930.660232987,138,0.8550950288772583,0.2958199356913183,21511590.0
0.001,138,1765917062.1762283,0.1053701788187027,0.792088195681572,936.89336706,139,0.8155644536018372,0.2979635584137192,21656819.0
0.001,139,1765917068.4874105,0.09887507557868958,0.7859262824058533,943.204506112,140,0.8359109163284302,0.30010718113612006,21811238.0
0.001,140,1765917075.2707708,0.10347354412078857,0.7772534936666489,949.987894293,141,0.8688920736312866,0.3022508038585209,21980388.0
0.001,141,1765917083.1148667,0.10199351608753204,0.7792538106441498,957.831976213,142,0.8610550165176392,0.30439442658092175,22142594.0
0.001,142,1765917089.731551,0.10645024478435516,0.7829622179269791,964.448686374,143,0.8495911359786987,0.3065380493033226,22299845.0
0.001,143,1765917097.1510942,0.09430839866399765,0.7943534851074219,971.868265507,144,0.8116378784179688,0.3086816720257235,22465527.0
0.001,144,1765917104.2390947,0.10881215333938599,0.8001144528388977,978.956249726,145,0.7796825170516968,0.3108252947481243,22618289.0
0.001,145,1765917110.6865246,0.08805917203426361,0.7964010238647461,985.403652645,146,0.7988142967224121,0.3129689174705252,22770622.0
0.001,146,1765917116.6352983,0.14410926401615143,0.801319882273674,991.352411294,147,0.7739722728729248,0.31511254019292606,22922597.0
0.001,147,1765917123.390965,0.10527340322732925,0.7940898090600967,998.108075831,148,0.8045848608016968,0.3172561629153269,23075685.0
0.001,148,1765917130.2852912,0.11401668190956116,0.7946237325668335,1005.002383731,149,0.8055804967880249,0.31939978563772775,23239973.0
0.001,149,1765917138.6136851,0.113959401845932,0.7848102301359177,1013.330798089,150,0.8470356464385986,0.3215434083601286,23407446.0
0.001,150,1765917144.6547472,0.09588325023651123,0.8033189475536346,1019.371872098,151,0.7716225981712341,0.3236870310825295,23555395.0
0.001,151,1765917150.9828713,0.14878064393997192,0.7939348369836807,1025.700001146,152,0.8161673545837402,0.3258306538049303,23712167.0
0.001,152,1765917157.6410627,0.10194998979568481,0.7881422340869904,1032.358187728,153,0.8292959332466125,0.3279742765273312,23869562.0
0.001,153,1765917164.5122328,0.12818846106529236,0.7863437831401825,1039.229355538,154,0.8289046287536621,0.33011789924973206,24027568.0
0.001,154,1765917171.171358,0.08787242323160172,0.7882250547409058,1045.888479977,155,0.8376245498657227,0.3322615219721329,24183451.0
0.001,155,1765917178.447321,0.11868202686309814,0.7933451682329178,1053.16445391,156,0.8087543249130249,0.33440514469453375,24342400.0
0.001,156,1765917186.766609,0.10793372988700867,0.7865324318408966,1061.483711776,157,0.8440208435058594,0.3365487674169346,24500736.0
0.001,157,1765917194.438554,0.11741814762353897,0.7958483397960663,1069.155685075,158,0.7982111573219299,0.3386923901393355,24652820.0
0.001,158,1765917200.8377917,0.09664435684680939,0.7907159477472305,1075.554920719,159,0.8118325471878052,0.3408360128617363,24810632.0
0.001,159,1765917208.4322116,0.11204343289136887,0.7930854707956314,1083.149326723,160,0.798442006111145,0.3429796355841372,24968589.0
0.001,160,1765917215.2557025,0.10586213320493698,0.7863187044858932,1089.972812967,161,0.8368690013885498,0.34512325830653806,25125017.0
0.001,161,1765917221.887383,0.11181716620922089,0.8012189567089081,1096.604497385,162,0.7750271558761597,0.34726688102893893,25277188.0
0.001,162,1765917227.9588647,0.09322492778301239,0.8052327930927277,1102.675989515,163,0.7617512345314026,0.34941050375133975,25430057.0
0.001,163,1765917235.7037947,0.1130964532494545,0.803948700428009,1110.420872081,164,0.7723071575164795,0.3515541264737406,25583830.0
0.001,164,1765917242.5541348,0.09807323664426804,0.7901152074337006,1117.27125897,165,0.822259783744812,0.3536977491961415,25742285.0
0.001,165,1765917250.188346,0.10283175110816956,0.7939054220914841,1124.905474108,166,0.802198052406311,0.3558413719185423,25907065.0
0.001,166,1765917255.7145665,0.10943592339754105,0.7982464581727982,1130.431662867,167,0.7842211723327637,0.3579849946409432,26051750.0
0.001,167,1765917262.3119082,0.0940263494849205,0.7924171537160873,1137.029020308,168,0.8160702586174011,0.36012861736334406,26204362.0
0.001,168,1765917269.8330107,0.10637793689966202,0.7855331748723984,1144.550154541,169,0.8360848426818848,0.36227224008574493,26364857.0
0.001,169,1765917275.5978568,0.08698704093694687,0.7960002720355988,1150.314943399,170,0.7991204261779785,0.36441586280814575,26513585.0
0.001,170,1765917283.0732775,0.09595915675163269,0.7868154793977737,1157.790396009,171,0.8345229029655457,0.3665594855305466,26680409.0
0.001,171,1765917288.494316,0.10629097372293472,0.8046112656593323,1163.211436844,172,0.7707754969596863,0.3687031082529475,26817383.0
0.001,172,1765917294.641318,0.09397467970848083,0.7929876893758774,1169.358422923,173,0.8184300661087036,0.3708467309753483,26962206.0
0.001,173,1765917301.8769305,0.0885736495256424,0.7968480437994003,1176.594050414,174,0.7957538962364197,0.3729903536977492,27123276.0
0.001,174,1765917309.041725,0.0975802093744278,0.7885770350694656,1183.758833046,175,0.8276232481002808,0.37513397642015006,27290681.0
0.001,175,1765917315.578596,0.09317105263471603,0.7870907485485077,1190.295700973,176,0.831229567527771,0.37727759914255093,27449673.0
0.001,176,1765917321.7426665,0.0913795456290245,0.795051097869873,1196.459796859,177,0.7999801635742188,0.37942122186495175,27601441.0
0.001,177,1765917328.3127596,0.09679847210645676,0.7936136573553085,1203.029880758,178,0.812775731086731,0.3815648445873526,27748300.0
0.001,178,1765917334.9495924,0.10522278398275375,0.8048010319471359,1209.666704622,179,0.7699488401412964,0.3837084673097535,27900973.0
0.001,179,1765917341.9135346,0.0962195172905922,0.7927293181419373,1216.630660448,180,0.8121598362922668,0.3858520900321543,28057386.0
0.001,180,1765917348.6660452,0.10897994786500931,0.7912639379501343,1223.383152167,181,0.81879723072052,0.3879957127545552,28218433.0
0.001,181,1765917356.501509,0.12017186731100082,0.7942936569452286,1231.218603624,182,0.8075124025344849,0.39013933547695606,28378531.0
0.001,182,1765917361.323861,0.12221868336200714,0.810450404882431,1236.040983919,183,0.7449653148651123,0.39228295819935693,28517567.0
0.001,183,1765917367.4611309,0.11064471304416656,0.8004742413759232,1242.178242235,184,0.7729934453964233,0.39442658092175775,28678245.0
0.001,184,1765917374.7553232,0.08859577029943466,0.7903320044279099,1249.472451504,185,0.8277045488357544,0.3965702036441586,28847748.0
0.001,185,1765917380.7463152,0.10273322463035583,0.7942189127206802,1255.463437263,186,0.8073415756225586,0.3987138263665595,29003477.0
0.001,186,1765917388.3209333,0.10703939199447632,0.7947119772434235,1263.038056968,187,0.8052932024002075,0.4008574490889603,29163981.0
0.001,187,1765917395.6462421,0.09008998423814774,0.796009972691536,1270.363328417,188,0.7927981615066528,0.4030010718113612,29313769.0
0.001,188,1765917402.5834634,0.14233751595020294,0.7966200113296509,1277.300604776,189,0.7878659963607788,0.40514469453376206,29474111.0
0.001,189,1765917409.2197082,0.09500181674957275,0.7864110469818115,1283.936847621,190,0.8445110321044922,0.40728831725616294,29641339.0
0.001,190,1765917415.7104776,0.11369224637746811,0.8011525273323059,1290.427575109,191,0.7779110670089722,0.40943193997856375,29795124.0
0.001,191,1765917422.283986,0.09295891970396042,0.7910668551921844,1297.00113483,192,0.8177005052566528,0.4115755627009646,29956920.0
0.001,192,1765917429.341506,0.09437086433172226,0.7869149744510651,1304.058624734,193,0.8241387605667114,0.4137191854233655,30113790.0
0.001,193,1765917436.5369263,0.09376535564661026,0.794979602098465,1311.254041493,194,0.7969763278961182,0.41586280814576637,30267060.0
0.001,194,1765917442.5509057,0.0957564190030098,0.7925982475280762,1317.268039093,195,0.8097926378250122,0.4180064308681672,30420733.0
0.001,195,1765917449.807869,0.09527638554573059,0.7914174199104309,1324.524992663,196,0.8120527267456055,0.42015005359056806,30582338.0
0.001,196,1765917455.272451,0.09868883341550827,0.8038652390241623,1329.989564481,197,0.7741515636444092,0.42229367631296894,30735043.0
0.001,197,1765917461.235918,0.10875887423753738,0.7935372591018677,1335.953052504,198,0.8092197179794312,0.42443729903536975,30885025.0
0.001,198,1765917467.276388,0.10600560158491135,0.7951323986053467,1341.99348497,199,0.7993844747543335,0.4265809217577706,31036663.0
0.001,199,1765917473.0690703,0.10284204035997391,0.8054459989070892,1347.786181601,200,0.7607613205909729,0.4287245444801715,31184340.0
0.001,200,1765917489.1911414,0.09643813967704773,0.7924037277698517,1363.908301025,201,0.8089072704315186,0.43086816720257237,31345142.0
0.001,201,1765917495.581038,0.12695512175559998,0.7875776886940002,1370.298149244,202,0.8287252187728882,0.4330117899249732,31495847.0
0.001,202,1765917502.5727115,0.10944131761789322,0.7959741503000259,1377.289819634,203,0.7964848279953003,0.43515541264737406,31654749.0
0.001,203,1765917507.8527975,0.13171184062957764,0.7943745106458664,1382.569920196,204,0.8065782189369202,0.43729903536977494,31808152.0
0.001,204,1765917515.0261436,0.1174607202410698,0.7898474335670471,1389.743235523,205,0.8215175867080688,0.43944265809217575,31977458.0
0.001,205,1765917521.0937726,0.10149754583835602,0.796025350689888,1395.810878377,206,0.7933233380317688,0.4415862808145766,32129990.0
0.001,206,1765917529.4990442,0.11756259202957153,0.7848011255264282,1404.216178944,207,0.8454881906509399,0.4437299035369775,32295318.0
0.001,207,1765917536.5698113,0.11662735044956207,0.7874394953250885,1411.286904624,208,0.8299484848976135,0.44587352625937837,32458576.0
0.001,208,1765917543.5277333,0.11905813217163086,0.7920346856117249,1418.24487269,209,0.8099254965782166,0.4480171489817792,32617496.0
0.001,209,1765917551.5768764,0.11887983232736588,0.7958812862634659,1426.293985241,210,0.7993096113204956,0.45016077170418006,32779172.0
0.001,210,1765917558.0224679,0.09801774471998215,0.7966605424880981,1432.739573406,211,0.7893453240394592,0.45230439442658094,32931223.0
0.001,211,1765917565.4160898,0.11579683423042297,0.7946365028619766,1440.133182097,212,0.8003054857254028,0.45444801714898175,33081708.0
0.001,212,1765917571.5971096,0.09111110866069794,0.7948893159627914,1446.314231301,213,0.8030763864517212,0.4565916398713826,33234519.0
