train/num_tokens,train/global_step,train/mean_token_accuracy,_step,_runtime,_timestamp,train/epoch,train/learning_rate,train/loss,train/grad_norm,eval/accuracy
3855970.0,25.0,0.7757968157529831,24,169.591361416,1765916302.2088602,0.05359056806002144,0.001,0.8921173810958862,0.05833309888839722,
4018658.0,26.0,0.7872887700796127,25,176.267293454,1765916308.884809,0.055734190782422297,0.001,0.8406335115432739,0.05834098905324936,
4171160.0,27.0,0.770059198141098,26,182.989218267,1765916315.6067228,0.05787781350482315,0.001,0.9147071838378906,0.02093486115336418,
4314298.0,28.0,0.7941307425498962,27,188.266873764,1765916320.8843725,0.06002143622722401,0.001,0.8137780427932739,0.08218494057655334,
4468546.0,29.0,0.7870983928442001,28,194.354213125,1765916326.9717445,0.06216505894962487,0.001,0.8407163619995117,0.07030431926250458,
4635984.0,30.0,0.7756012976169586,29,201.594921962,1765916334.2124379,0.06430868167202572,0.001,0.8995558023452759,0.0357000008225441,
4790352.0,31.0,0.7927164435386658,30,207.570804915,1765916340.1883125,0.06645230439442658,0.001,0.8255529999732971,0.05803844332695007,
4956096.0,32.0,0.7791269421577454,31,214.650191407,1765916347.2676888,0.06859592711682744,0.001,0.8804372549057007,0.04416247084736824,
5107640.0,33.0,0.7939196079969406,32,220.396835448,1765916353.0143745,0.0707395498392283,0.001,0.8162549734115601,0.02187337353825569,
5265237.0,34.0,0.791535273194313,33,226.921743075,1765916359.5392656,0.07288317256162916,0.001,0.8253339529037476,0.04378913715481758,
5419378.0,35.0,0.7938929200172424,34,233.206497451,1765916365.8240247,0.07502679528403002,0.001,0.8124033212661743,0.038191474974155426,
5576075.0,36.0,0.788368284702301,35,239.030605649,1765916371.648118,0.07717041800643087,0.001,0.8286638855934143,0.023189371451735497,
5720029.0,37.0,0.7926864922046661,36,244.258064572,1765916376.8755982,0.07931404072883172,0.001,0.8216872811317444,0.04419616982340813,
5884915.0,38.0,0.7878015041351318,37,251.346846865,1765916383.964375,0.08145766345123258,0.001,0.8437244892120361,0.025378402322530746,
6032758.0,39.0,0.7878904342651367,38,257.659927209,1765916390.277443,0.08360128617363344,0.001,0.8365705609321594,0.030122041702270508,
6187550.0,40.0,0.7864424735307693,39,263.714503051,1765916396.3320022,0.0857449088960343,0.001,0.8451088666915894,0.04263187199831009,
6355408.0,41.0,0.7812783718109131,40,271.382151797,1765916403.9996898,0.08788853161843516,0.001,0.8588888049125671,0.019296765327453613,
6519771.0,42.0,0.783636748790741,41,278.299713395,1765916410.917209,0.09003215434083602,0.001,0.8552042245864868,0.03520482778549194,
6672296.0,43.0,0.7915764153003693,42,284.385008589,1765916417.0025065,0.09217577706323687,0.001,0.817028284072876,0.027050698176026344,
6843136.0,44.0,0.7763274312019348,43,293.027612473,1765916425.6451335,0.09431939978563773,0.001,0.8786884546279907,0.03452214598655701,
6993296.0,45.0,0.7792170196771622,44,300.24838738,1765916432.8659494,0.09646302250803858,0.001,0.8563784956932068,0.045896369963884354,
7142356.0,46.0,0.793612003326416,45,306.75187711,1765916439.3693776,0.09860664523043944,0.001,0.8126627206802368,0.03559056296944618,
7294167.0,47.0,0.7953562587499619,46,312.471126488,1765916445.088656,0.1007502679528403,0.001,0.8100268840789795,0.04280705377459526,
7470762.0,48.0,0.7708439230918884,47,320.713538048,1765916453.3310585,0.10289389067524116,0.001,0.9108161926269531,0.023598510771989822,
7629052.0,49.0,0.7915879637002945,48,328.384624792,1765916461.0021532,0.10503751339764202,0.001,0.8223994374275208,0.04737783595919609,
7779609.0,50.0,0.7947860956192017,49,333.789311532,1765916466.4068353,0.10718113612004287,0.001,0.8033984303474426,0.018969547003507614,
7927458.0,51.0,0.7892009764909744,50,340.334652326,1765916472.9522078,0.10932475884244373,0.001,0.8304232358932495,0.05755159258842468,
8078023.0,52.0,0.7933012396097183,51,345.960075051,1765916478.5775986,0.11146838156484459,0.001,0.8126557469367981,0.0417376346886158,
8230483.0,53.0,0.7910235077142715,52,351.943764137,1765916484.561313,0.11361200428724544,0.001,0.8254188299179077,0.031329620629549026,
8375984.0,54.0,0.7984859049320221,53,358.180530756,1765916490.7980456,0.1157556270096463,0.001,0.7939436435699463,0.039072390645742416,
8547262.0,55.0,0.7750509083271027,54,365.115669946,1765916497.7331915,0.11789924973204716,0.001,0.8879555463790894,0.01656854897737503,
8704936.0,56.0,0.7822954058647156,55,372.02145707,1765916504.6389656,0.12004287245444802,0.001,0.8609404563903809,0.031077558174729347,
8867795.0,57.0,0.7903028577566147,56,379.023294552,1765916511.640831,0.12218649517684887,0.001,0.8250552415847778,0.021731609478592873,
9019339.0,58.0,0.7883182018995285,57,384.981572497,1765916517.5990682,0.12433011789924973,0.001,0.8327467441558838,0.021862318739295006,
9189045.0,59.0,0.7877415269613266,58,391.423191748,1765916524.0407133,0.1264737406216506,0.001,0.8385723829269409,0.03116985224187374,
9353955.0,60.0,0.7886011004447937,59,397.641015678,1765916530.2585323,0.12861736334405144,0.001,0.825341522693634,0.03222019970417023,
9504744.0,61.0,0.8034434467554092,60,404.596606518,1765916537.2141402,0.1307609860664523,0.001,0.7809529900550842,0.019345540553331375,
9662901.0,62.0,0.778313934803009,61,411.693469978,1765916544.3109791,0.13290460878885316,0.001,0.8730716705322266,0.04403264820575714,
9809122.0,63.0,0.8048416674137115,62,417.286413589,1765916549.9039145,0.13504823151125403,0.001,0.7631809711456299,0.07207939028739929,
9968473.0,64.0,0.7940970659255981,63,424.313675493,1765916556.9311757,0.13719185423365488,0.001,0.8153531551361084,0.05637124180793762,
10119334.0,65.0,0.7863970100879669,64,431.522773713,1765916564.1402938,0.13933547695605572,0.001,0.8436625003814697,0.03073693998157978,
10259437.0,66.0,0.7969828248023987,65,436.650592485,1765916569.2681248,0.1414790996784566,0.001,0.7959690690040588,0.023842908442020416,
10416011.0,67.0,0.7860630750656128,66,444.39336717,1765916577.0109048,0.14362272240085744,0.001,0.8479235172271729,0.045559074729681015,
10566185.0,68.0,0.7878547012805939,67,449.727624135,1765916582.3451483,0.1457663451232583,0.001,0.8386033773422241,0.04643718898296356,
10715715.0,69.0,0.7951263636350632,68,455.257177992,1765916587.8747075,0.14790996784565916,0.001,0.8107139468193054,0.024772541597485542,
10880059.0,70.0,0.7888666093349457,69,463.350687826,1765916595.9682271,0.15005359056806003,0.001,0.8280347585678101,0.037450581789016724,
11036249.0,71.0,0.7925189137458801,70,468.674914177,1765916601.292437,0.15219721329046088,0.001,0.8086980581283569,0.051889948546886444,
11186751.0,72.0,0.789004772901535,71,474.871976658,1765916607.489489,0.15434083601286175,0.001,0.8238314390182495,0.03488454595208168,
11356082.0,73.0,0.7820239216089249,72,481.580563851,1765916614.1980667,0.1564844587352626,0.001,0.8557322025299072,0.01872416026890278,
11514483.0,74.0,0.7869168817996979,73,488.373569514,1765916620.9910562,0.15862808145766344,0.001,0.8343371748924255,0.03429573029279709,
11663606.0,75.0,0.7892202883958817,74,494.330708928,1765916626.948237,0.1607717041800643,0.001,0.8198041915893555,0.04275728762149811,
11816781.0,76.0,0.7907877415418625,75,500.35821679,1765916632.9757643,0.16291532690246516,0.001,0.8215506076812744,0.02004598081111908,
11978438.0,77.0,0.7880738377571106,76,506.355814602,1765916638.9733284,0.16505894962486603,0.001,0.8328930735588074,0.026706712320446968,
12137976.0,78.0,0.7944324165582657,77,512.845716672,1765916645.4632368,0.16720257234726688,0.001,0.8051656484603882,0.02942836284637451,
12295505.0,79.0,0.7908052653074265,78,519.412346201,1765916652.029852,0.16934619506966775,0.001,0.8358393907546997,0.023070871829986572,
12452019.0,80.0,0.7855279892683029,79,526.013255655,1765916658.6307836,0.1714898177920686,0.001,0.8415213823318481,0.019270306453108788,
12611435.0,81.0,0.7816283255815506,80,533.704123807,1765916666.321646,0.17363344051446947,0.001,0.8565754294395447,0.030169423669576645,
12770621.0,82.0,0.8001128733158112,81,540.873108935,1765916673.4906356,0.1757770632368703,0.001,0.7823697924613953,0.02731618843972683,
12917873.0,83.0,0.7932626157999039,82,546.587666823,1765916679.2051764,0.17792068595927116,0.001,0.8117278814315796,0.02226356603205204,
13056173.0,84.0,0.7961429059505463,83,551.828113882,1765916684.445661,0.18006430868167203,0.001,0.8033004999160767,0.029607757925987244,
13211326.0,85.0,0.7807876020669937,84,557.983598917,1765916690.6010857,0.18220793140407288,0.001,0.8545784950256348,0.043689001351594925,
13369675.0,86.0,0.7856986224651337,85,564.075034839,1765916696.6925488,0.18435155412647375,0.001,0.8443970680236816,0.0359826497733593,
13509971.0,87.0,0.7944883555173874,86,569.793959992,1765916702.411472,0.1864951768488746,0.001,0.7989861965179443,0.032586801797151566,
13673080.0,88.0,0.7892011106014252,87,577.312737077,1765916709.9302468,0.18863879957127547,0.001,0.8317086696624756,0.07819932699203491,
13838935.0,89.0,0.7765033841133118,88,583.751956593,1765916716.3694766,0.1907824222936763,0.001,0.870542049407959,0.057399433106184006,
14002150.0,90.0,0.7821376621723175,89,591.279919947,1765916723.8974533,0.19292604501607716,0.001,0.8478645086288452,0.01948925293982029,
14156247.0,91.0,0.7919221520423889,90,598.016986982,1765916730.6345093,0.19506966773847803,0.001,0.8226471543312073,0.04903942719101906,
14323035.0,92.0,0.7897846102714539,91,605.195110152,1765916737.8126242,0.19721329046087888,0.001,0.8257829546928406,0.03611413389444351,
14490759.0,93.0,0.7815608382225037,92,612.576814664,1765916745.1942937,0.19935691318327975,0.001,0.8648557066917419,0.034135784953832626,
14642384.0,94.0,0.7893557101488113,93,618.564913125,1765916751.1824386,0.2015005359056806,0.001,0.8238934278488159,0.04828698933124542,
14786158.0,95.0,0.7933078408241272,94,623.971060033,1765916756.5886025,0.20364415862808147,0.001,0.8088016510009766,0.023918256163597107,
14929253.0,96.0,0.7949028164148331,95,629.633017346,1765916762.2505271,0.2057877813504823,0.001,0.7972084283828735,0.03162531182169914,
15078062.0,97.0,0.8019479066133499,96,636.606604944,1765916769.2241185,0.20793140407288319,0.001,0.7647714614868164,0.02044745720922947,
15227850.0,98.0,0.7841272056102753,97,642.689647288,1765916775.307181,0.21007502679528403,0.001,0.8445009589195251,0.03771970048546791,
15385692.0,99.0,0.7905125766992569,98,649.875166102,1765916782.4926727,0.21221864951768488,0.001,0.81807541847229,0.040472496300935745,
15540223.0,100.0,0.8009127974510193,99,657.252824525,1765916789.8703215,0.21436227224008575,0.001,0.7839817404747009,0.025953633710741997,
15695591.0,101.0,0.8020831197500229,100,677.026253018,1765916809.643727,0.2165058949624866,0.001,0.7760004997253418,0.05431928113102913,
15855000.0,102.0,0.7936514019966125,101,683.541862916,1765916816.1593773,0.21864951768488747,0.001,0.8166594505310059,0.025542929768562317,
16010570.0,103.0,0.7862228900194168,102,689.602378573,1765916822.2198858,0.2207931404072883,0.001,0.8313701152801514,0.03921860456466675,
16175156.0,104.0,0.79122593998909,103,696.228467849,1765916828.8459573,0.22293676312968919,0.001,0.81089848279953,0.031862642616033554,
16345184.0,105.0,0.7880686521530151,104,704.100381234,1765916836.717904,0.22508038585209003,0.001,0.8317993879318237,0.022589419037103653,
16496673.0,106.0,0.7907651662826538,105,710.757327098,1765916843.3748581,0.22722400857449088,0.001,0.8253652453422546,0.026880724355578423,
16650964.0,107.0,0.7895914316177368,106,717.065990727,1765916849.6835146,0.22936763129689175,0.001,0.8334628343582153,0.021772710606455803,
16806131.0,108.0,0.7865732312202454,107,723.471210143,1765916856.088721,0.2315112540192926,0.001,0.8400024175643921,0.02191101387143135,
16971757.0,109.0,0.7864876985549927,108,730.285668045,1765916862.9032097,0.23365487674169347,0.001,0.84885573387146,0.022889450192451477,
17125261.0,110.0,0.7968970835208893,109,737.40031569,1765916870.0178344,0.2357984994640943,0.001,0.7972500324249268,0.026670916005969048,
17285808.0,111.0,0.7970422059297562,110,744.267626705,1765916876.8851428,0.2379421221864952,0.001,0.793433666229248,0.021718427538871765,
17436207.0,112.0,0.7977159470319748,111,751.323165871,1765916883.9406853,0.24008574490889603,0.001,0.7931852340698242,0.025129757821559906,
17609651.0,113.0,0.7874090522527695,112,758.153776636,1765916890.7713041,0.2422293676312969,0.001,0.8224481344223022,0.02164994552731514,
17764531.0,114.0,0.7911203652620316,113,765.161385294,1765916897.7788885,0.24437299035369775,0.001,0.8181819915771484,0.025380466133356094,
17923936.0,115.0,0.8042920380830765,114,772.167088984,1765916904.7845926,0.2465166130760986,0.001,0.7713460326194763,0.024199752137064934,
18080869.0,116.0,0.7986790239810944,115,779.536112026,1765916912.1535974,0.24866023579849947,0.001,0.7849001884460449,0.02091366797685623,
18244414.0,117.0,0.7893399894237518,116,785.697735443,1765916918.315221,0.2508038585209003,0.001,0.8242866396903992,0.020540613681077957,
18401734.0,118.0,0.7881957143545151,117,793.216306802,1765916925.8338187,0.2529474812433012,0.001,0.8316329121589661,0.02360316924750805,
18555213.0,119.0,0.7978407293558121,118,799.542137892,1765916932.1596522,0.25509110396570206,0.001,0.7879799604415894,0.023196324706077576,
18729596.0,120.0,0.7732086926698685,119,807.769483803,1765916940.3870106,0.2572347266881029,0.001,0.890093207359314,0.01944470964372158,
18874599.0,121.0,0.7966761738061905,120,813.217492831,1765916945.8350194,0.25937834941050375,0.001,0.7945459485054016,0.02253064699470997,
19043580.0,122.0,0.7864624559879303,121,820.852352727,1765916953.469904,0.2615219721329046,0.001,0.8237220048904419,0.02408106066286564,
19188254.0,123.0,0.7932839840650558,122,826.733160218,1765916959.3506844,0.26366559485530544,0.001,0.8102651834487915,0.04909424111247063,
19336517.0,124.0,0.7995333075523376,123,832.594670311,1765916965.2121968,0.2658092175777063,0.001,0.7810485363006592,0.10859931260347366,
19494094.0,125.0,0.7976743876934052,124,839.487061547,1765916972.104599,0.2679528403001072,0.001,0.7917710542678833,0.04129590466618538,
19648425.0,126.0,0.7927435785531998,125,845.525382298,1765916978.142876,0.27009646302250806,0.001,0.8095752000808716,0.05517696961760521,
19798344.0,127.0,0.7910252213478088,126,851.750339619,1765916984.3678803,0.2722400857449089,0.001,0.8164652585983276,0.05557722598314285,
19955841.0,128.0,0.7928440868854523,127,857.966037366,1765916990.5835648,0.27438370846730975,0.001,0.804401159286499,0.039422303438186646,
20107598.0,129.0,0.7985339760780334,128,863.793473306,1765916996.4110153,0.2765273311897106,0.001,0.7920626401901245,0.05825834348797798,
20258362.0,130.0,0.7982231080532074,129,869.515626545,1765917002.1331396,0.27867095391211144,0.001,0.7953090667724609,0.06099877133965492,
20412165.0,131.0,0.7827151268720627,130,875.934853012,1765917008.55237,0.2808145766345123,0.001,0.8421363234519958,0.06617715209722519,
20561798.0,132.0,0.8022860139608383,131,881.448440202,1765917014.0659726,0.2829581993569132,0.001,0.7709693908691406,0.029414506629109383,
20720111.0,133.0,0.7893797159194946,132,887.679093588,1765917020.29663,0.28510182207931406,0.001,0.8193364143371582,0.04379858821630478,
20876095.0,134.0,0.7976847440004349,133,894.021731235,1765917026.6392279,0.2872454448017149,0.001,0.7884606122970581,0.04360217973589897,
21031975.0,135.0,0.7929388582706451,134,900.626084055,1765917033.243625,0.28938906752411575,0.001,0.8082543611526489,0.03284834325313568,
21180614.0,136.0,0.8003778755664825,135,907.848798093,1765917040.466306,0.2915326902465166,0.001,0.7738086581230164,0.06008031964302063,
21349138.0,137.0,0.7790802121162415,136,916.277982343,1765917048.8954868,0.2936763129689175,0.001,0.8679474592208862,0.020656224340200424,
21511590.0,138.0,0.7810229659080505,137,923.494684552,1765917056.1122174,0.2958199356913183,0.001,0.8488966822624207,0.05641380324959755,
21656819.0,139.0,0.7932018041610718,138,929.600679426,1765917062.2181942,0.2979635584137192,0.001,0.8081356287002563,0.030087783932685852,
21811238.0,140.0,0.7873378098011017,139,935.792110037,1765917068.4096117,0.30010718113612006,0.001,0.8283248543739319,0.05036530643701553,
21980388.0,141.0,0.7784598469734192,140,942.535386234,1765917075.1528878,0.3022508038585209,0.001,0.8621443510055542,0.029537301510572433,
22142594.0,142.0,0.7806826829910278,141,950.255872448,1765917082.873421,0.30439442658092175,0.001,0.8533864617347717,0.025160083547234535,
22299845.0,143.0,0.7846461683511734,142,956.79786088,1765917089.4153688,0.3065380493033226,0.001,0.8419129252433777,0.038048796355724335,
22465527.0,144.0,0.7953341901302338,143,964.147140852,1765917096.7646482,0.3086816720257235,0.001,0.8042582869529724,0.021392157301306725,
22618289.0,145.0,0.8015577495098114,144,971.211660459,1765917103.8291464,0.3108252947481243,0.001,0.7711455821990967,0.029350370168685913,
22770622.0,146.0,0.7973954826593399,145,977.585525205,1765917110.2030318,0.3129689174705252,0.001,0.7919901609420776,0.03157396614551544,
22922597.0,147.0,0.8025064319372177,146,983.504474258,1765917116.1219778,0.31511254019292606,0.001,0.7668218612670898,0.023425791412591934,
23075685.0,148.0,0.7958109974861145,147,990.198249426,1765917122.8157625,0.3172561629153269,0.001,0.797660768032074,0.03593313694000244,
23239973.0,149.0,0.7962897568941116,148,996.99651446,1765917129.614019,0.31939978563772775,0.001,0.7968600988388062,0.02263617143034935,
23407446.0,150.0,0.7861385494470596,149,1005.248304073,1765917137.8658214,0.3215434083601286,0.001,0.8393895030021667,0.03259197995066643,
23555395.0,151.0,0.8045970797538757,150,1011.285810918,1765917143.9033182,0.3236870310825295,0.001,0.7654826641082764,0.02489347755908966,
23712167.0,152.0,0.7956599146127701,151,1017.523447226,1765917150.140948,0.3258306538049303,0.001,0.8075904846191406,0.024304224178195,
23869562.0,153.0,0.7893107384443283,152,1024.057628862,1765917156.675134,0.3279742765273312,0.001,0.8211398124694824,0.023088866844773293,
24027568.0,154.0,0.788140669465065,153,1030.81614882,1765917163.433662,0.33011789924973206,0.001,0.8207329511642456,0.02117045782506466,
24183451.0,155.0,0.7897342145442963,154,1037.409381717,1765917170.0269094,0.3322615219721329,0.001,0.8285881280899048,0.025992922484874725,
24342400.0,156.0,0.793827086687088,155,1044.668807432,1765917177.2863421,0.33440514469453375,0.001,0.7995445728302002,0.02306719683110714,
24500736.0,157.0,0.7872403264045715,156,1052.915558196,1765917185.5330975,0.3365487674169346,0.001,0.8369949460029602,0.02717006765305996,
24652820.0,158.0,0.797950267791748,157,1060.569538246,1765917193.1870892,0.3386923901393355,0.001,0.7894940376281738,0.02324473112821579,
24810632.0,159.0,0.792354479432106,158,1066.931374559,1765917199.548876,0.3408360128617363,0.001,0.8040627241134644,0.02617214061319828,
24968589.0,160.0,0.7955764979124069,159,1074.322574268,1765917206.9401267,0.3429796355841372,0.001,0.7897641658782959,0.021652614697813988,
25125017.0,161.0,0.7873897403478622,160,1081.110397329,1765917213.7279325,0.34512325830653806,0.001,0.8279212713241577,0.02304757572710514,
25277188.0,162.0,0.8023694753646851,161,1087.63467559,1765917220.2521555,0.34726688102893893,0.001,0.7667531371116638,0.02281445637345314,
25430057.0,163.0,0.8070609420537949,162,1093.623883525,1765917226.2413704,0.34941050375133975,0.001,0.7536233067512512,0.025935282930731773,
25583830.0,164.0,0.8053791373968124,163,1101.294806735,1765917233.9123218,0.3515541264737406,0.001,0.7642287611961365,0.020874103531241417,
25742285.0,165.0,0.7916199713945389,164,1108.021359808,1765917240.6388433,0.3536977491961415,0.001,0.8135842680931091,0.02372724935412407,
25907065.0,166.0,0.7950426638126373,165,1115.623796727,1765917248.241308,0.3558413719185423,0.001,0.7944411039352417,0.02311968430876732,
26051750.0,167.0,0.7990385144948959,166,1121.092936091,1765917253.710469,0.3579849946409432,0.001,0.7760149836540222,0.026244543492794037,
26204362.0,168.0,0.7939783930778503,167,1127.541804627,1765917260.1593127,0.36012861736334406,0.001,0.8074818849563599,0.02088620886206627,
26364857.0,169.0,0.7869376838207245,168,1134.864740269,1765917267.4822466,0.36227224008574493,0.001,0.8272378444671631,0.034599047154188156,
26513585.0,170.0,0.7979153543710709,169,1140.583405927,1765917273.2009144,0.36441586280814575,0.001,0.7906448841094971,0.026309935376048088,
26680409.0,171.0,0.7893050760030746,170,1148.00118168,1765917280.6186802,0.3665594855305466,0.001,0.8256600499153137,0.02222379297018051,
26817383.0,172.0,0.806133970618248,171,1153.334636203,1765917285.9521546,0.3687031082529475,0.001,0.7623865604400635,0.030833229422569275,
26962206.0,173.0,0.7946018129587173,172,1159.411600117,1765917292.0291147,0.3708467309753483,0.001,0.8099126815795898,0.0229665357619524,
27123276.0,174.0,0.7987845838069916,173,1166.547753263,1765917299.1652782,0.3729903536977492,0.001,0.7870264053344727,0.023989234119653702,
27290681.0,175.0,0.7904064059257507,174,1173.617079618,1765917306.234591,0.37513397642015006,0.001,0.8191390633583069,0.022444535046815872,
27449673.0,176.0,0.7892838567495346,175,1180.053741073,1765917312.6712713,0.37727759914255093,0.001,0.8216054439544678,0.02210650034248829,
27601441.0,177.0,0.7969310581684113,176,1186.099839715,1765917318.7173665,0.37942122186495175,0.001,0.7905260324478149,0.02795913629233837,
27748300.0,178.0,0.7954289019107819,177,1192.604950221,1765917325.222483,0.3815648445873526,0.001,0.8035087585449219,0.027732906863093376,
27900973.0,179.0,0.8059724718332291,178,1199.210194418,1765917331.8277087,0.3837084673097535,0.001,0.7599457502365112,0.023108884692192078,
28057386.0,180.0,0.7944454699754715,179,1206.137658969,1765917338.7551644,0.3858520900321543,0.001,0.8033895492553711,0.028359543532133102,
28218433.0,181.0,0.7929532527923584,180,1212.862373708,1765917345.4798896,0.3879957127545552,0.001,0.8093281388282776,0.020578516647219658,
28378531.0,182.0,0.7959657460451126,181,1220.65175388,1765917353.269263,0.39013933547695606,0.001,0.7980577349662781,0.026122353971004486,
28517567.0,183.0,0.811795249581337,182,1225.419318155,1765917358.0368445,0.39228295819935693,0.001,0.7364394664764404,0.02498091198503971,
28678245.0,184.0,0.8020653426647186,183,1231.502817923,1765917364.1203406,0.39442658092175775,0.001,0.7643851637840271,0.0227703507989645,
28847748.0,185.0,0.7918530851602554,184,1238.778682636,1765917371.3961902,0.3965702036441586,0.001,0.8179405331611633,0.03328336775302887,
29003477.0,186.0,0.795908585190773,185,1244.617708148,1765917377.2352338,0.3987138263665595,0.001,0.7995806932449341,0.021425364539027214,
29163981.0,187.0,0.7958925664424896,186,1252.134962687,1765917384.7524612,0.4008574490889603,0.001,0.7959721684455872,0.0348922535777092,
29313769.0,188.0,0.7978358566761017,187,1259.437613846,1765917392.0551076,0.4030010718113612,0.001,0.7808328866958618,0.021100608631968498,
29474111.0,189.0,0.7986926585435867,188,1266.292556505,1765917398.9100528,0.40514469453376206,0.001,0.7782228589057922,0.03602542355656624,
29641339.0,190.0,0.7880272567272186,189,1272.784697984,1765917405.4022107,0.40728831725616294,0.001,0.8349596858024597,0.02106490731239319,
29795124.0,191.0,0.8026582896709442,190,1279.22765617,1765917411.8451676,0.40943193997856375,0.001,0.7692407369613647,0.03228112310171127,
29956920.0,192.0,0.7934244573116302,191,1285.757916389,1765917418.3754508,0.4115755627009646,0.001,0.8078020811080933,0.020634323358535767,
30113790.0,193.0,0.7892144620418549,192,1292.746235167,1765917425.363764,0.4137191854233655,0.001,0.8125858306884766,0.030812755227088928,
30267060.0,194.0,0.7971527427434921,193,1299.914761455,1765917432.532271,0.41586280814576637,0.001,0.7867299914360046,0.020580613985657692,
30420733.0,195.0,0.7937255203723907,194,1305.900436097,1765917438.5179656,0.4180064308681672,0.001,0.8005408048629761,0.027625590562820435,
30582338.0,196.0,0.7934273034334183,195,1313.107649401,1765917445.7251964,0.42015005359056806,0.001,0.8018622398376465,0.021735256537795067,
30735043.0,197.0,0.8051389753818512,196,1318.511505563,1765917451.128997,0.42229367631296894,0.001,0.7643957734107971,0.026608364656567574,
30885025.0,198.0,0.7952747792005539,197,1324.299095592,1765917456.9166396,0.42443729903536975,0.001,0.7989583015441895,0.023731805384159088,
31036663.0,199.0,0.7971433252096176,198,1330.2550803,1765917462.8726153,0.4265809217577706,0.001,0.7879278063774109,0.02324637398123741,
31184340.0,200.0,0.8073568940162659,199,1335.992026175,1765917468.609546,0.4287245444801715,0.001,0.75057053565979,0.024127911776304245,
31345142.0,201.0,0.7950114011764526,200,1352.987787709,1765917485.6052566,0.43086816720257237,0.001,0.797872006893158,0.021258626133203506,
31495847.0,202.0,0.789105698466301,201,1359.18235844,1765917491.7998986,0.4330117899249732,0.001,0.8181785941123962,0.02565274015069008,
31654749.0,203.0,0.7976226210594177,202,1366.189309786,1765917498.8068304,0.43515541264737406,0.001,0.7865011692047119,0.020902756601572037,
31808152.0,204.0,0.7960886806249619,203,1371.423442227,1765917504.0409513,0.43729903536977494,0.001,0.7949411869049072,0.028804602101445198,
