train/num_tokens,train/learning_rate,_step,_runtime,train/loss,train/mean_token_accuracy,_timestamp,train/epoch,train/global_step,train/grad_norm
2591858.0,0.001,16,535.327395209,0.7874425649642944,0.7968110144138336,1765917069.9090593,0.03644158628081458,17,1.475530982017517
2754012.0,0.001,17,568.531600211,0.8089780807495117,0.7884126603603363,1765917103.1132734,0.03858520900321544,18,0.2741258442401886
2916829.0,0.001,18,600.317573603,0.7950872182846069,0.7914999127388,1765917134.899298,0.04072883172561629,19,0.5084015727043152
3061305.0,0.001,19,629.972479549,0.8190454244613647,0.7878580391407013,1765917164.5541642,0.04287245444801715,20,0.5836867690086365
3219127.0,0.001,20,658.534717746,0.8112555742263794,0.7932046055793762,1765917193.1163888,0.04501607717041801,21,4.559762001037598
3380158.0,0.001,21,693.02439534,0.8316923379898071,0.7871774137020111,1765917227.606069,0.04715969989281887,22,2.059285879135132
3539898.0,0.001,22,721.329030225,0.8396751284599304,0.7888653576374054,1765917255.910724,0.04930332261521972,23,1.1981772184371948
3689574.0,0.001,23,742.565292707,0.7966136336326599,0.7941978275775909,1765917277.1469653,0.05144694533762058,24,0.5343561768531799
3855970.0,0.001,24,779.287007241,0.8269820213317871,0.78484907746315,1765917313.8686793,0.05359056806002144,25,7.851402282714844
4018658.0,0.001,25,808.397219257,0.7863134145736694,0.7953926920890808,1765917342.978875,0.055734190782422297,26,0.7791103720664978
4171160.0,0.001,26,841.710254123,0.8990254998207092,0.7729235589504242,1765917376.2919292,0.05787781350482315,27,5.052307605743408
4314298.0,0.001,27,864.449125094,0.7473675012588501,0.8034630119800568,1765917399.0308018,0.06002143622722401,28,1.1868747472763062
4468546.0,0.001,28,891.090224918,0.750372052192688,0.8016788363456726,1765917425.6719272,0.06216505894962487,29,0.2154204100370407
4635984.0,0.001,29,926.029329912,0.8179020881652832,0.7883665263652802,1765917460.6110163,0.06430868167202572,30,0.24266654253005981
4790352.0,0.001,30,950.538174701,0.7435750961303711,0.8063701093196869,1765917485.1198857,0.06645230439442658,31,0.2100885510444641
4956096.0,0.001,31,981.542342956,0.7934538125991821,0.7929383218288422,1765917516.1240342,0.06859592711682744,32,0.2058032751083374
5107640.0,0.001,32,1006.04523188,0.7220770120620728,0.8080445826053619,1765917540.62691,0.0707395498392283,33,0.8334616422653198
5265237.0,0.001,33,1036.832235592,0.7467858791351318,0.8044339120388031,1765917571.413903,0.07288317256162916,34,0.38305333256721497
5419378.0,0.001,34,1066.119466931,0.7209234833717346,0.8094825446605682,1765917600.7011762,0.07502679528403002,35,0.14832380414009094
5576075.0,0.001,35,1092.905699557,0.7359634041786194,0.8036494255065918,1765917627.4873614,0.07717041800643087,36,0.19917543232440948
5720029.0,0.001,36,1116.753167004,0.7283629179000854,0.8069866299629211,1765917651.3347328,0.07931404072883172,37,1.0501511096954346
5884915.0,0.001,37,1148.826051699,0.7543251514434814,0.8010017573833466,1765917683.4077084,0.08145766345123258,38,0.2715379297733307
6032758.0,0.001,38,1179.76853253,0.7464975118637085,0.8039968311786652,1765917714.3500748,0.08360128617363344,39,0.4088663160800934
6187550.0,0.001,39,1207.853208037,0.7446049451828003,0.8027099668979645,1765917742.4348514,0.0857449088960343,40,0.10417159646749496
6355408.0,0.001,40,1242.113956241,0.7643948793411255,0.7960219085216522,1765917776.695537,0.08788853161843516,41,0.11824559420347214
6519771.0,0.001,41,1273.32633256,0.7588747143745422,0.7984438836574554,1765917807.9079661,0.09003215434083602,42,0.11773981153964996
6672296.0,0.001,42,1300.599960271,0.7165343165397644,0.8074651062488556,1765917835.181638,0.09217577706323687,43,0.1165134534239769
6843136.0,0.001,43,1337.556774392,0.7755135297775269,0.7937548458576202,1765917872.1384485,0.09431939978563773,44,0.1305195689201355
6993296.0,0.001,44,1373.826193141,0.7469968795776367,0.7973794341087341,1765917908.4078875,0.09646302250803858,45,0.10532800108194351
7142356.0,0.001,45,1406.452568678,0.7042100429534912,0.8106521666049957,1765917941.0342417,0.09860664523043944,46,0.1028587818145752
7294167.0,0.001,46,1432.219361733,0.7052096128463745,0.8103108406066895,1765917966.8009887,0.1007502679528403,47,0.11641231179237366
7470762.0,0.001,47,1469.454437407,0.8064155578613281,0.7866358458995819,1765918004.0359674,0.10289389067524116,48,0.09166130423545837
7629052.0,0.001,48,1505.578961387,0.7205711603164673,0.8067963123321533,1765918040.1606185,0.10503751339764202,49,0.2080327719449997
7779609.0,0.001,49,1528.550572327,0.6975692510604858,0.8123307824134827,1765918063.132234,0.10718113612004287,50,0.07681230455636978
7927458.0,0.001,50,1560.410401484,0.7230583429336548,0.8067068755626678,1765918094.992122,0.10932475884244373,51,0.1440209299325943
8078023.0,0.001,51,1586.034880251,0.7032945156097412,0.8105905652046204,1765918120.6165438,0.11146838156484459,52,0.09339498728513718
8230483.0,0.001,52,1613.417248987,0.7140794992446899,0.8071815967559814,1765918147.9988961,0.11361200428724544,53,0.1436440646648407
8375984.0,0.001,53,1641.813193965,0.6864299774169922,0.8154803514480591,1765918176.3948565,0.1157556270096463,54,0.07833871245384216
8547262.0,0.001,54,1674.59728199,0.7810233235359192,0.790966272354126,1765918209.1789527,0.11789924973204716,55,0.10830716788768768
8704936.0,0.001,55,1705.384228282,0.7547770738601685,0.799599826335907,1765918239.9658816,0.12004287245444802,56,0.10897797346115112
8867795.0,0.001,56,1736.930099834,0.7166957259178162,0.8075674176216125,1765918271.511765,0.12218649517684887,57,0.06613055616617203
9019339.0,0.001,57,1762.228957153,0.7240815162658691,0.8051090240478516,1765918296.8106294,0.12433011789924973,58,0.11985573172569275
9189045.0,0.001,58,1794.873374543,0.7351639270782471,0.80418461561203,1765918329.4550564,0.1264737406216506,59,0.05860481411218643
9353955.0,0.001,59,1822.864173664,0.720457136631012,0.8065905869007111,1765918357.4458292,0.12861736334405144,60,0.105551578104496
9504744.0,0.001,60,1856.047343424,0.6753871440887451,0.8192490339279175,1765918390.6290255,0.1307609860664523,61,0.06290698796510696
9662901.0,0.001,61,1887.706424952,0.7644997835159302,0.7951290309429169,1765918422.2880857,0.13290460878885316,62,0.10815130174160004
9809122.0,0.001,62,1913.813538054,0.6571340560913086,0.8214004933834076,1765918448.3952062,0.13504823151125403,63,0.09194336831569672
9968473.0,0.001,63,1948.29245296,0.7087154388427734,0.8107629716396332,1765918482.8741324,0.13719185423365488,64,0.053449541330337524
10119334.0,0.001,64,1982.071718102,0.7342580556869507,0.8031319975852966,1765918516.653399,0.13933547695605572,65,0.09178420156240463
10259437.0,0.001,65,2003.94207276,0.6863232851028442,0.8147053420543671,1765918538.5237172,0.1414790996784566,66,0.0783030167222023
10416011.0,0.001,66,2041.246520496,0.7432266473770142,0.8022207617759705,1765918575.8282032,0.14362272240085744,67,0.06453132629394531
10566185.0,0.001,67,2067.251818925,0.7281614542007446,0.8050167262554169,1765918601.8334787,0.1457663451232583,68,0.08840809017419815
10715715.0,0.001,68,2093.644132176,0.69915372133255,0.8116512596607208,1765918628.2258186,0.14790996784565916,69,0.06787572056055069
10880059.0,0.001,69,2127.716044794,0.7164630889892578,0.8072474598884583,1765918662.2976937,0.15005359056806003,70,0.06868487596511841
11036249.0,0.001,70,2152.376624176,0.7037113904953003,0.809306800365448,1765918686.9583187,0.15219721329046088,71,0.07827235013246536
11186751.0,0.001,71,2181.126959558,0.717006504535675,0.8065684735774994,1765918715.7086658,0.15434083601286175,72,0.05447821691632271
11356082.0,0.001,72,2212.935972439,0.745559811592102,0.7988379597663879,1765918747.5176542,0.1564844587352626,73,0.06910816580057144
11514483.0,0.001,73,2242.363522937,0.7267627716064453,0.804735004901886,1765918776.9451725,0.15862808145766344,74,0.07541731745004654
11663606.0,0.001,74,2268.50813746,0.7091979384422302,0.807989090681076,1765918803.0897996,0.1607717041800643,75,0.06446944922208786
11816781.0,0.001,75,2301.179023548,0.7172393798828125,0.8063938617706299,1765918835.7606518,0.16291532690246516,76,0.06657958775758743
11978438.0,0.001,76,2328.337677947,0.7262629270553589,0.804667204618454,1765918862.919337,0.16505894962486603,77,0.07999221980571747
12137976.0,0.001,77,2355.535877339,0.6976394653320312,0.8109171390533447,1765918890.1175754,0.16720257234726688,78,0.05692576244473457
12295505.0,0.001,78,2385.114935851,0.7275026440620422,0.8074698448181152,1765918919.6966445,0.16934619506966775,79,0.06653895229101181
12452019.0,0.001,79,2415.563349087,0.7338132858276367,0.8024525046348572,1765918950.1450207,0.1714898177920686,80,0.07061861455440521
12611435.0,0.001,80,2449.488081586,0.7448025345802307,0.7995952367782593,1765918984.069735,0.17363344051446947,81,0.06319119036197662
12770621.0,0.001,81,2482.914077405,0.679843008518219,0.8172807395458221,1765919017.4957461,0.1757770632368703,82,0.05625152960419655
12917873.0,0.001,82,2507.798955223,0.7081342935562134,0.8100983798503876,1765919042.3806357,0.17792068595927116,83,0.1034194827079773
13056173.0,0.001,83,2530.786932444,0.691407322883606,0.8141990900039673,1765919065.3686466,0.18006430868167203,84,0.07282286137342453
13211326.0,0.001,84,2559.059610682,0.745480477809906,0.7987265586853027,1765919093.6412616,0.18220793140407288,85,0.05091533437371254
13369675.0,0.001,85,2585.738255681,0.7346593141555786,0.8030887842178345,1765919120.319901,0.18435155412647375,86,0.08523499965667725
13509971.0,0.001,86,2617.525580585,0.6882997751235962,0.8130033910274506,1765919152.107234,0.1864951768488746,87,0.08224882185459137
13673080.0,0.001,87,2649.24304069,0.7260401248931885,0.8057234287261963,1765919183.8247056,0.18863879957127547,88,0.05297987908124924
13838935.0,0.001,88,2680.499147339,0.7609127163887024,0.7939444482326508,1765919215.0808432,0.1907824222936763,89,0.06597758829593658
14002150.0,0.001,89,2716.902721584,0.7454092502593994,0.7983225584030151,1765919251.4844017,0.19292604501607716,90,0.09187360107898712
14156247.0,0.001,90,2748.702878166,0.7140129804611206,0.8083593547344208,1765919283.284559,0.19506966773847803,91,0.28433212637901306
14323035.0,0.001,91,2779.823404075,0.7183875441551208,0.8073197603225708,1765919314.405064,0.19721329046087888,92,0.06279654800891876
14490759.0,0.001,92,2813.729652287,0.7550652623176575,0.7996431291103363,1765919348.3113346,0.19935691318327975,93,0.08104705810546875
14642384.0,0.001,93,2840.931748462,0.7115054130554199,0.8083143830299377,1765919375.5134304,0.2015005359056806,94,0.06427007168531418
14786158.0,0.001,94,2867.405351562,0.6988059878349304,0.8101132810115814,1765919401.9869773,0.20364415862808147,95,0.2004459798336029
14929253.0,0.001,95,2892.522994303,0.6900860667228699,0.8118184804916382,1765919427.1046784,0.2057877813504823,96,0.690922737121582
15078062.0,0.001,96,2926.802347395,0.6582145690917969,0.8193115890026093,1765919461.3840208,0.20793140407288319,97,0.07826489210128784
15227850.0,0.001,97,2958.856287064,0.7318501472473145,0.8018587231636047,1765919493.437959,0.21007502679528403,98,0.0644676685333252
15385692.0,0.001,98,2994.25856296,0.7106314897537231,0.8081801533699036,1765919528.8402438,0.21221864951768488,99,1.7772797346115112
15540223.0,0.001,99,3027.508850834,0.6824377775192261,0.8169537484645844,1765919562.0905225,0.21436227224008575,100,0.09123213589191437
15695591.0,0.001,100,3065.069174157,0.6787578463554382,0.8175035417079926,1765919599.6508555,0.2165058949624866,101,1.7553186416625977
15855000.0,0.001,101,3094.601006007,0.7143884897232056,0.8072839677333832,1765919629.1826663,0.21864951768488747,102,0.16116823256015778
16010570.0,0.001,102,3123.313807338,0.7352463603019714,0.801483690738678,1765919657.8952878,0.2207931404072883,103,0.4560737609863281
16175156.0,0.001,103,3152.963190677,0.7111080884933472,0.8070040345191956,1765919687.5448635,0.22293676312968919,104,0.19354110956192017
16345184.0,0.001,104,3188.75864427,0.7287595272064209,0.8048120141029358,1765919723.3400924,0.22508038585209003,105,0.9615507125854492
16496673.0,0.001,105,3219.342714673,0.7529406547546387,0.8039293885231018,1765919753.9243748,0.22722400857449088,106,2.344053030014038
16650964.0,0.001,106,3251.369712951,0.7431881427764893,0.8032421171665192,1765919785.9513237,0.22936763129689175,107,0.2538914978504181
16806131.0,0.001,107,3286.264993954,0.7444895505905151,0.8006244003772736,1765919820.846639,0.2315112540192926,108,0.5975496172904968
16971757.0,0.001,108,3316.987325773,0.7483299970626831,0.8031880557537079,1765919851.5689807,0.23365487674169347,109,0.20884591341018677
17125261.0,0.001,109,3352.06672021,0.702214241027832,0.8111121952533722,1765919886.6483934,0.2357984994640943,110,0.1618586778640747
17285808.0,0.001,110,3383.218405731,0.701987087726593,0.812139630317688,1765919917.7999763,0.2379421221864952,111,0.20003201067447662
17436207.0,0.001,111,3419.268391379,0.708171010017395,0.8128959238529205,1765919953.85004,0.24008574490889603,112,0.793046772480011
17609651.0,0.001,112,3451.786374749,0.7800602316856384,0.8005104660987854,1765919986.3680458,0.2422293676312969,113,2.475754976272583
17764531.0,0.001,113,3484.065479368,0.7631034851074219,0.7988130450248718,1765920018.6471553,0.24437299035369775,114,2.728440284729004
17923936.0,0.001,114,3516.429457419,0.7007299661636353,0.8163121044635773,1765920051.0111299,0.2465166130760986,115,0.5155753493309021
18080869.0,0.001,115,3550.944963174,0.7084637880325317,0.8120352327823639,1765920085.5266821,0.24866023579849947,116,0.567441999912262
18244414.0,0.001,116,3581.123465794,0.7565203905105591,0.8015925288200378,1765920115.7051435,0.2508038585209003,117,1.0485846996307373
18401734.0,0.001,117,3613.265900604,0.7734040021896362,0.7966240048408508,1765920147.847592,0.2529474812433012,118,1.3172978162765503
18555213.0,0.001,118,3645.174424343,0.7224373817443848,0.8046184480190277,1765920179.7561142,0.25509110396570206,119,0.8349953293800354
18729596.0,0.001,119,3682.719880981,0.8149921894073486,0.7830283939838409,1765920217.3015454,0.2572347266881029,120,0.2604867219924927
18874599.0,0.001,120,3705.842458903,0.7174564599990845,0.8082922399044037,1765920240.424142,0.25937834941050375,121,14.182116508483887
19043580.0,0.001,121,3737.61828185,0.7791153788566589,0.7930906414985657,1765920272.199952,0.2615219721329046,122,2.7996983528137207
19188254.0,0.001,122,3763.61652501,0.7618891000747681,0.8004133105278015,1765920298.1981816,0.26366559485530544,123,0.7990424633026123
19336517.0,0.001,123,3791.46124717,0.7515639066696167,0.80792236328125,1765920326.0429003,0.2658092175777063,124,4.235793113708496
19494094.0,0.001,124,3820.532718845,0.7323377728462219,0.8039799630641937,1765920355.1144416,0.2679528403001072,125,1.0616259574890137
19648425.0,0.001,125,3848.979392082,0.7740328311920166,0.7964648902416229,1765920383.5610018,0.27009646302250806,126,4.8453755378723145
19798344.0,0.001,126,3878.915739011,0.894155740737915,0.7878618538379669,1765920413.4974065,0.2722400857449089,127,3.4081337451934814
19955841.0,0.001,127,3905.444638449,1.0386192798614502,0.7536612749099731,1765920440.0262856,0.27438370846730975,128,12.287755966186523
20107598.0,0.001,128,3932.740223631,0.8655787706375122,0.7845769822597504,1765920467.3218064,0.2765273311897106,129,3.947260618209839
20258362.0,0.001,129,3957.556861674,0.8868986368179321,0.789623498916626,1765920492.1385128,0.27867095391211144,130,5.655050754547119
20412165.0,0.001,130,3989.75133525,1.0740551948547363,0.7562870979309082,1765920524.3328702,0.2808145766345123,131,29.46397590637207
20561798.0,0.001,131,4013.48175635,0.9165416955947876,0.7862734198570251,1765920548.0633001,0.2829581993569132,132,16.064939498901367
20720111.0,0.001,132,4042.692126145,0.9063027501106262,0.7788881659507751,1765920577.273798,0.28510182207931406,133,3.153383255004883
20876095.0,0.001,133,4071.599859965,1.5217251777648926,0.7075921595096588,1765920606.1815472,0.2872454448017149,134,142.44515991210938
21031975.0,0.001,134,4100.976952368,0.9195176959037781,0.7791338562965393,1765920635.5586002,0.28938906752411575,135,5.682827472686768
21180614.0,0.001,135,4137.444274396,1.9886677265167236,0.6363641321659088,1765920672.0258434,0.2915326902465166,136,292.3616638183594
21349138.0,0.001,136,4172.880348129,1.125278115272522,0.7394331991672516,1765920707.4619071,0.2936763129689175,137,16.07697105407715
21511590.0,0.001,137,4204.527050238,1.038263201713562,0.7414378821849823,1765920739.1085901,0.2958199356913183,138,8.744708061218262
21656819.0,0.001,138,4233.491077211,0.856224775314331,0.7838504016399384,1765920768.0727205,0.2979635584137192,139,1.8195794820785522
21811238.0,0.001,139,4260.431975346,0.8749258518218994,0.7817776203155518,1765920795.0136817,0.30010718113612006,140,3.5282866954803467
21980388.0,0.001,140,4289.203520586,1.2123304605484009,0.7306662499904633,1765920823.7851753,0.3022508038585209,141,48.32728576660156
22142594.0,0.001,141,4324.33340796,0.8604421615600586,0.7739589214324951,1765920858.915068,0.30439442658092175,142,1.9070202112197876
22299845.0,0.001,142,4354.757530886,0.9087448120117188,0.77005335688591,1765920889.3390994,0.3065380493033226,143,5.5991339683532715
22465527.0,0.001,143,4388.723381653,0.849424421787262,0.7881936132907867,1765920923.3050277,0.3086816720257235,144,2.249267339706421
22618289.0,0.001,144,4419.399351297,0.8117437362670898,0.7932909727096558,1765920953.9810057,0.3108252947481243,145,1.5445863008499146
22770622.0,0.001,145,4449.300239835,0.7878230810165405,0.7970399856567383,1765920983.8817112,0.3129689174705252,146,1.3190444707870483
22922597.0,0.001,146,4478.095505653,0.745890200138092,0.8075351119041443,1765921012.6770666,0.31511254019292606,147,0.9853101372718811
23075685.0,0.001,147,4508.95328918,0.8408331871032715,0.7906902134418488,1765921043.5348542,0.3172561629153269,148,21.916667938232422
23239973.0,0.001,148,4536.242415953,0.827154815196991,0.791728138923645,1765921070.8240669,0.31939978563772775,149,2.5190842151641846
23407446.0,0.001,149,4572.507173847,0.8207287788391113,0.7871558666229248,1765921107.0888581,0.3215434083601286,150,1.7486920356750488
23555395.0,0.001,150,4603.448525425,0.7930612564086914,0.8007594347000122,1765921138.0301416,0.3236870310825295,151,13.377396583557129
23712167.0,0.001,151,4632.180609179,0.9733656644821167,0.7733402252197266,1765921166.7622151,0.3258306538049303,152,10.660282135009766
23869562.0,0.001,152,4663.587239442,0.9411948919296265,0.7664006352424622,1765921198.16887,0.3279742765273312,153,9.997509956359863
24027568.0,0.001,153,4694.322014828,0.8554457426071167,0.7785107493400574,1765921228.903648,0.33011789924973206,154,1.887321949005127
24183451.0,0.001,154,4724.17481664,0.8151358962059021,0.7889023423194885,1765921258.75649,0.3322615219721329,155,2.228884220123291
24342400.0,0.001,155,4755.463591157,0.79036545753479,0.7962967753410339,1765921290.0452576,0.33440514469453375,156,1.7019693851470947
24500736.0,0.001,156,4791.825342354,0.8212583661079407,0.787378340959549,1765921326.4069269,0.3365487674169346,157,1.4557381868362427
24652820.0,0.001,157,4825.088010103,0.7446178197860718,0.8016292154788971,1765921359.669561,0.3386923901393355,158,0.6841281652450562
24810632.0,0.001,158,4852.476406525,0.7692700624465942,0.7975318133831024,1765921387.0578666,0.3408360128617363,159,5.948161602020264
24968589.0,0.001,159,4888.951170831,0.8080673217773438,0.7999862134456635,1765921423.5328043,0.3429796355841372,160,1.1144216060638428
25125017.0,0.001,160,4921.785083143,0.7804123759269714,0.794537216424942,1765921456.3667634,0.34512325830653806,161,0.9491437673568726
25277188.0,0.001,161,4954.120689867,0.7449499368667603,0.8076745271682739,1765921488.7023556,0.34726688102893893,162,0.7158619165420532
25430057.0,0.001,162,4983.06416992,0.7122215032577515,0.8112967014312744,1765921517.6458259,0.34941050375133975,163,0.6363016366958618
25583830.0,0.001,163,5017.502199947,0.7071820497512817,0.8130518794059753,1765921552.0838685,0.3515541264737406,164,0.3030513823032379
25742285.0,0.001,164,5050.303713023,0.7816479206085205,0.7980667054653168,1765921584.8853798,0.3536977491961415,165,0.570222795009613
25907065.0,0.001,165,5087.103887316,0.7461463212966919,0.8025889992713928,1765921621.6854262,0.3558413719185423,166,1.383762240409851
26051750.0,0.001,166,5110.836478737,0.7299227714538574,0.8061559498310089,1765921645.4181933,0.3579849946409432,167,0.5054842233657837
26204362.0,0.001,167,5140.101023334,0.7542966604232788,0.8018985092639923,1765921674.6826773,0.36012861736334406,168,0.715291440486908
26364857.0,0.001,168,5173.592603775,0.773959755897522,0.7971016466617584,1765921708.174255,0.36227224008574493,169,0.32779502868652344
26513585.0,0.001,169,5197.033509119,0.729814887046814,0.805704653263092,1765921731.6150684,0.36441586280814575,170,0.3214987516403198
26680409.0,0.001,170,5228.918714318,0.7555572390556335,0.799097865819931,1765921763.500306,0.3665594855305466,171,0.40554580092430115
26817383.0,0.001,171,5255.947103482,0.6878190040588379,0.8142018020153046,1765921790.5287528,0.3687031082529475,172,3.723388910293579
26962206.0,0.001,172,5285.114230937,0.7516891956329346,0.8021823465824127,1765921819.6958709,0.3708467309753483,173,0.8084456920623779
27123276.0,0.001,173,5321.498818124,0.7320519685745239,0.8044745326042175,1765921856.0804265,0.3729903536977492,174,0.8388922214508057
27290681.0,0.001,174,5355.268556815,0.755029559135437,0.7989886701107025,1765921889.8501933,0.37513397642015006,175,1.6626768112182617
27449673.0,0.001,175,5385.120890851,0.7733297348022461,0.7979690432548523,1765921919.7024884,0.37727759914255093,176,0.7623376846313477
27601441.0,0.001,176,5413.415372485,0.7298840284347534,0.8074524402618408,1765921947.996909,0.37942122186495175,177,0.23785898089408875
27748300.0,0.001,177,5442.973022984,0.7360026836395264,0.8078707158565521,1765921977.5545566,0.3815648445873526,178,0.31144124269485474
27900973.0,0.001,178,5477.552446562,0.689041256904602,0.8162172138690948,1765922012.1340895,0.3837084673097535,179,0.24258644878864288
28057386.0,0.001,179,5511.822209875,0.7270704507827759,0.8049362003803253,1765922046.4039094,0.3858520900321543,180,0.24926333129405975
28218433.0,0.001,180,5544.585315562,0.7357286214828491,0.8043126463890076,1765922079.1668987,0.3879957127545552,181,0.14121389389038086
28378531.0,0.001,181,5581.567379508,0.7272323369979858,0.8078938126564026,1765922116.1489499,0.39013933547695606,182,0.18096934258937836
28517567.0,0.001,182,5604.241932151,0.6598660945892334,0.8241086006164551,1765922138.8235607,0.39228295819935693,183,0.1389303356409073
28678245.0,0.001,183,5630.216679929,0.6892510652542114,0.8142883777618408,1765922164.7983317,0.39442658092175775,184,0.1336154341697693
28847748.0,0.001,184,5663.505489347,0.7387460470199585,0.8038560450077057,1765922198.0871713,0.3965702036441586,185,0.2041027992963791
29003477.0,0.001,185,5689.660596432,0.7218890190124512,0.8066911697387695,1765922224.2422569,0.3987138263665595,186,0.14315655827522278
29163981.0,0.001,186,5726.178626953,0.7177331447601318,0.8059834837913513,1765922260.7601886,0.4008574490889603,187,0.13183560967445374
29313769.0,0.001,187,5754.669708469,0.7021374702453613,0.8103667795658112,1765922289.25136,0.4030010718113612,188,0.11743387579917908
29474111.0,0.001,188,5785.128398704,0.699326753616333,0.8097516000270844,1765922319.7100134,0.40514469453376206,189,0.1239541545510292
29641339.0,0.001,189,5815.374220036,0.7529468536376953,0.8006480932235718,1765922349.9557695,0.40728831725616294,190,0.12624654173851013
29795124.0,0.001,190,5844.867060331,0.6855143308639526,0.8161686360836029,1765922379.4487107,0.40943193997856375,191,0.11714322119951248
29956920.0,0.001,191,5875.111833253,0.7238178253173828,0.805851399898529,1765922409.693387,0.4115755627009646,192,0.09199103713035583
30113790.0,0.001,192,5906.701179706,0.7281380891799927,0.8012635409832001,1765922441.282765,0.4137191854233655,193,0.09809582680463791
30267060.0,0.001,193,5942.970017774,0.7001347541809082,0.8096424341201782,1765922477.5517125,0.41586280814576637,194,0.08589405566453934
30420733.0,0.001,194,5969.294052188,0.715613842010498,0.8068233132362366,1765922503.875493,0.4180064308681672,195,0.10336814820766449
30582338.0,0.001,195,6002.911461068,0.7194709777832031,0.8052502274513245,1765922537.493039,0.42015005359056806,196,0.09964807331562042
30735043.0,0.001,196,6026.900723938,0.6812340021133423,0.8183541595935822,1765922561.4823604,0.42229367631296894,197,0.09395507723093033
30885025.0,0.001,197,6053.131262284,0.706529974937439,0.8098450899124146,1765922587.7128837,0.42443729903536975,198,0.09658073633909225
31036663.0,0.001,198,6079.011095104,0.7050820589065552,0.8092641830444336,1765922613.5927436,0.4265809217577706,199,0.1118113100528717
31184340.0,0.001,199,6104.545362157,0.6658303737640381,0.8199045658111572,1765922639.1270232,0.4287245444801715,200,0.07557002454996109
31345142.0,0.001,200,6141.099598055,0.7120003700256348,0.806040495634079,1765922675.6810791,0.43086816720257237,201,0.12236490845680237
31495847.0,0.001,201,6167.871813706,0.7307769060134888,0.8024972379207611,1765922702.4534054,0.4330117899249732,202,0.08184145390987396
31654749.0,0.001,202,6201.626579042,0.7004363536834717,0.8104439675807953,1765922736.2081594,0.43515541264737406,203,0.09006500989198685
31808152.0,0.001,203,6224.985166501,0.7102893590927124,0.8082261383533478,1765922759.5666552,0.43729903536977494,204,0.0894758552312851
31977458.0,0.001,204,6255.913955592,0.7274650931358337,0.8042039573192596,1765922790.495534,0.43944265809217575,205,0.12394952028989792
32129990.0,0.001,205,6280.96751157,0.694406270980835,0.8113971948623657,1765922815.5490878,0.4415862808145766,206,0.09730339795351028
32295318.0,0.001,206,6316.612592082,0.7513088583946228,0.7990274429321289,1765922851.1942484,0.4437299035369775,207,0.09573907405138016
32458576.0,0.001,207,6348.717960505,0.7327849864959717,0.803105354309082,1765922883.29954,0.44587352625937837,208,0.11129017919301987
32617496.0,0.001,208,6379.249561522,0.7091473340988159,0.807363748550415,1765922913.8312168,0.4480171489817792,209,0.12008192390203476
32779172.0,0.001,209,6415.696294964,0.7033289670944214,0.8113069236278534,1765922950.2779486,0.45016077170418006,210,0.08919461071491241
32931223.0,0.001,210,6447.874569417,0.6881545782089233,0.8128740787506104,1765922982.456192,0.45230439442658094,211,0.11121322959661484
33081708.0,0.001,211,6479.866468779,0.6981197595596313,0.8094724714756012,1765923014.4481134,0.45444801714898175,212,0.09825370460748672
