train/mean_token_accuracy,_runtime,train/num_tokens,train/epoch,train/global_step,train/learning_rate,_step,_timestamp,train/loss,train/grad_norm,eval/accuracy
0.7770612984895706,589.373983381,13838935.0,0.1907824222936763,89.0,0.001,88,1765916720.9857044,0.8693044185638428,0.025517014786601067,
0.782045379281044,596.913645236,14002150.0,0.19292604501607716,90.0,0.001,89,1765916728.5253565,0.8475514650344849,0.01320606004446745,
0.7919965982437134,603.664880345,14156247.0,0.19506966773847803,91.0,0.001,90,1765916735.2765892,0.8213027119636536,0.02671455591917038,
0.7892349660396576,610.972553805,14323035.0,0.19721329046087888,92.0,0.001,91,1765916742.5842595,0.8255088925361633,0.0167617816478014,
0.7821496874094009,618.457490223,14490759.0,0.19935691318327975,93.0,0.001,92,1765916750.0692089,0.8642604351043701,0.018781809136271477,
0.7900325357913971,624.605103778,14642384.0,0.2015005359056806,94.0,0.001,93,1765916756.2168036,0.8227664232254028,0.019131643697619438,
0.7935388535261154,630.176536811,14786158.0,0.20364415862808147,95.0,0.001,94,1765916761.7882574,0.8074243664741516,0.017391826957464218,
0.7949607223272324,635.879406621,14929253.0,0.2057877813504823,96.0,0.001,95,1765916767.4911213,0.7959571480751038,0.023152809590101242,
0.8020235151052475,642.918332915,15078062.0,0.20793140407288319,97.0,0.001,96,1765916774.530054,0.7637163400650024,0.016214126721024513,
0.7844551503658295,649.066756504,15227850.0,0.21007502679528403,98.0,0.001,97,1765916780.6784744,0.8432316780090332,0.017935480922460556,
0.7907788008451462,656.303194646,15385692.0,0.21221864951768488,99.0,0.001,98,1765916787.9148998,0.8176417946815491,0.016393328085541725,
0.801156148314476,663.756283537,15540223.0,0.21436227224008575,100.0,0.001,99,1765916795.3680096,0.7827669382095337,0.026257729157805443,
0.8022793829441071,681.236599959,15695591.0,0.2165058949624866,101.0,0.001,100,1765916812.8481538,0.7757713794708252,0.022504985332489014,
0.7937753349542618,687.856048574,15855000.0,0.21864951768488747,102.0,0.001,101,1765916819.4676905,0.8157603740692139,0.0290288794785738,
0.7864827066659927,693.966285104,16010570.0,0.2207931404072883,103.0,0.001,102,1765916825.5779817,0.830546498298645,0.020591976121068,
0.7908386588096619,700.761433005,16175156.0,0.22293676312968919,104.0,0.001,103,1765916832.3731563,0.8106186985969543,0.0428338460624218,
0.7885039448738098,708.704574889,16345184.0,0.22508038585209003,105.0,0.001,104,1765916840.3161895,0.8314993381500244,0.024807289242744446,
0.7910653501749039,715.343867812,16496673.0,0.22722400857449088,106.0,0.001,105,1765916846.9555633,0.8253963589668274,0.03792400658130646,
0.7898981720209122,721.700416694,16650964.0,0.22936763129689175,107.0,0.001,106,1765916853.312093,0.8323028087615967,0.025960085913538933,
0.7865083813667297,728.181309303,16806131.0,0.2315112540192926,108.0,0.001,107,1765916859.7930183,0.8393995761871338,0.030566224828362465,
0.78709277510643,734.981701052,16971757.0,0.23365487674169347,109.0,0.001,108,1765916866.5933127,0.8479709625244141,0.022709958255290985,
0.7971033006906509,742.150846416,17125261.0,0.2357984994640943,110.0,0.001,109,1765916873.7625475,0.7962623834609985,0.025532368570566177,
0.7971619069576263,749.028128733,17285808.0,0.2379421221864952,111.0,0.001,110,1765916880.639801,0.7925597429275513,0.020707301795482635,
0.7982250452041626,756.15562822,17436207.0,0.24008574490889603,112.0,0.001,111,1765916887.7673218,0.7922692894935608,0.029337456449866295,
0.7877715975046158,763.074592507,17609651.0,0.2422293676312969,113.0,0.001,112,1765916894.6862023,0.8216500282287598,0.019763756543397903,
0.7914225310087204,770.107637675,17764531.0,0.24437299035369775,114.0,0.001,113,1765916901.7193184,0.8168421983718872,0.0271287951618433,
0.8042754530906677,777.204829302,17923936.0,0.2465166130760986,115.0,0.001,114,1765916908.8165207,0.7706286907196045,0.022418314591050148,
0.7986848503351212,784.65123151,18080869.0,0.24866023579849947,116.0,0.001,115,1765916916.2628732,0.784264326095581,0.021787378937005997,
0.7890929281711578,790.764242288,18244414.0,0.2508038585209003,117.0,0.001,116,1765916922.3759491,0.8233513236045837,0.01749517396092415,
0.7884806096553802,798.49486439,18401734.0,0.2529474812433012,118.0,0.001,117,1765916930.1065273,0.8307372331619263,0.022893263027071953,
0.7979726046323776,804.849735526,18555213.0,0.25509110396570206,119.0,0.001,118,1765916936.4614215,0.7868350744247437,0.016616273671388626,
0.7729793339967728,813.196217208,18729596.0,0.2572347266881029,120.0,0.001,119,1765916944.8079317,0.8897404670715332,0.021703407168388367,
0.7969929575920105,818.847528017,18874599.0,0.25937834941050375,121.0,0.001,120,1765916950.4592323,0.7936803698539734,0.0158122219145298,
0.7865481972694397,826.469255308,19043580.0,0.2615219721329046,122.0,0.001,121,1765916958.080956,0.8232971429824829,0.022433411329984665,
0.7929470241069794,832.367781139,19188254.0,0.26366559485530544,123.0,0.001,122,1765916963.9794974,0.809118390083313,0.01642111875116825,
0.7994280308485031,838.262784756,19336517.0,0.2658092175777063,124.0,0.001,123,1765916969.8744695,0.7787264585494995,0.01940583437681198,
0.7977547347545624,845.224629392,19494094.0,0.2679528403001072,125.0,0.001,124,1765916976.8363478,0.791141152381897,0.014148390851914883,
0.7930668145418167,851.299855857,19648425.0,0.27009646302250806,126.0,0.001,125,1765916982.9115853,0.8084440231323242,0.02031315676867962,
0.7912607043981552,857.536028472,19798344.0,0.2722400857449089,127.0,0.001,126,1765916989.1477435,0.8152414560317993,0.016361959278583527,
0.7930320352315903,863.799738614,19955841.0,0.27438370846730975,128.0,0.001,127,1765916995.4114485,0.8041477203369141,0.015104761347174644,
0.7982702553272247,869.718645151,20107598.0,0.2765273311897106,129.0,0.001,128,1765917001.330341,0.7913639545440674,0.01545063965022564,
0.7983663976192474,875.495360881,20258362.0,0.27867095391211144,130.0,0.001,129,1765917007.1070611,0.7939627170562744,0.01665765792131424,
0.7829168289899826,881.981241895,20412165.0,0.2808145766345123,131.0,0.001,130,1765917013.592976,0.8407537937164307,0.014897387474775314,
0.8025402724742889,887.59579777,20561798.0,0.2829581993569132,132.0,0.001,131,1765917019.20751,0.7701454162597656,0.015638509765267372,
0.7890723943710327,893.871976947,20720111.0,0.28510182207931406,133.0,0.001,132,1765917025.4837193,0.818467378616333,0.015157025307416916,
0.7979702651500702,900.211818845,20876095.0,0.2872454448017149,134.0,0.001,133,1765917031.8235335,0.787180483341217,0.015118005685508251,
0.7935241460800171,906.883597411,21031975.0,0.28938906752411575,135.0,0.001,134,1765917038.4953036,0.8067708015441895,0.01662854664027691,
0.8000180423259735,914.151327729,21180614.0,0.2915326902465166,136.0,0.001,135,1765917045.762981,0.7728309631347656,0.015298972837626934,
0.7789631485939026,922.769210368,21349138.0,0.2936763129689175,137.0,0.001,136,1765917054.380904,0.8675438165664673,0.01534410659223795,
0.7812706530094147,930.062147684,21511590.0,0.2958199356913183,138.0,0.001,137,1765917061.6738527,0.8467820882797241,0.015185884200036526,
0.7940265238285065,936.226149087,21656819.0,0.2979635584137192,139.0,0.001,138,1765917067.8378372,0.8077793121337891,0.015333536081016064,
0.7875855267047882,942.603298681,21811238.0,0.30010718113612006,140.0,0.001,139,1765917074.215007,0.8266254663467407,0.014287776313722134,
0.7793051600456238,949.291071617,21980388.0,0.3022508038585209,141.0,0.001,140,1765917080.902795,0.8610812425613403,0.014397207647562027,
0.7810800224542618,957.18471374,22142594.0,0.30439442658092175,142.0,0.001,141,1765917088.7963948,0.8526638746261597,0.015420760959386826,
0.7850774526596069,963.725721476,22299845.0,0.3065380493033226,143.0,0.001,142,1765917095.3374443,0.8405368328094482,0.014526763930916786,
0.7958637177944183,971.0919633460001,22465527.0,0.3086816720257235,144.0,0.001,143,1765917102.703689,0.8036102056503296,0.015362467616796494,
0.8013232946395874,978.170724645,22618289.0,0.3108252947481243,145.0,0.001,144,1765917109.7824285,0.7702025175094604,0.022847259417176247,
0.7976438105106354,984.640532033,22770622.0,0.3129689174705252,146.0,0.001,145,1765917116.2522361,0.7909325957298279,0.02998560667037964,
0.8028128743171692,990.575733856,22922597.0,0.31511254019292606,147.0,0.001,146,1765917122.1874518,0.7657008767127991,0.03464353829622269,
0.7956473380327225,997.286621993,23075685.0,0.3172561629153269,148.0,0.001,147,1765917128.8983274,0.796309232711792,0.028423814103007317,
0.7961832731962204,1004.073523642,23239973.0,0.31939978563772775,149.0,0.001,148,1765917135.6852384,0.7963827848434448,0.02020498923957348,
0.7859879583120346,1012.429863759,23407446.0,0.3215434083601286,150.0,0.001,149,1765917144.0416014,0.8384848833084106,0.015600866638123989,
0.8044741153717041,1018.463739034,23555395.0,0.3236870310825295,151.0,0.001,150,1765917150.0753176,0.7645204067230225,0.03948553651571274,
0.795999214053154,1024.759323827,23712167.0,0.3258306538049303,152.0,0.001,151,1765917156.3710227,0.8071864247322083,0.03718383237719536,
0.7890995889902115,1031.290256748,23869562.0,0.3279742765273312,153.0,0.001,152,1765917162.901958,0.8202311396598816,0.030529778450727463,
0.788428857922554,1038.149235409,24027568.0,0.33011789924973206,154.0,0.001,153,1765917169.760911,0.8197077512741089,0.014829247258603573,
0.7898533940315247,1044.726760409,24183451.0,0.3322615219721329,155.0,0.001,154,1765917176.338474,0.8279496431350708,0.023539336398243904,
0.7945259213447571,1051.980056684,24342400.0,0.33440514469453375,156.0,0.001,155,1765917183.5917702,0.7988303899765015,0.02129567600786686,
0.7871057242155075,1060.25699316,24500736.0,0.3365487674169346,157.0,0.001,156,1765917191.8686852,0.8363104462623596,0.017481738701462746,
0.7978644818067551,1067.852008951,24652820.0,0.3386923901393355,158.0,0.001,157,1765917199.4637232,0.7893315553665161,0.02610769495368004,
0.7920708805322647,1074.312225946,24810632.0,0.3408360128617363,159.0,0.001,158,1765917205.923924,0.8034701347351074,0.014403036795556545,
0.7953180968761444,1081.789046004,24968589.0,0.3429796355841372,160.0,0.001,159,1765917213.4007645,0.7894047498703003,0.027216937392950058,
0.7875575870275497,1088.60019296,25125017.0,0.34512325830653806,161.0,0.001,160,1765917220.2118986,0.8270920515060425,0.026844479143619537,
0.802285760641098,1095.173503436,25277188.0,0.34726688102893893,162.0,0.001,161,1765917226.7852457,0.7662567496299744,0.02055332250893116,
0.8069815635681152,1101.29175888,25430057.0,0.34941050375133975,163.0,0.001,162,1765917232.9034755,0.7531277537345886,0.028500637039542198,
0.8054700344800949,1108.941985035,25583830.0,0.3515541264737406,164.0,0.001,163,1765917240.5536501,0.7634597420692444,0.014929916709661484,
0.7914986461400986,1115.733645453,25742285.0,0.3536977491961415,165.0,0.001,164,1765917247.3453448,0.8128927946090698,0.029684720560908318,
0.7956428825855255,1123.349818517,25907065.0,0.3558413719185423,166.0,0.001,165,1765917254.9615173,0.7936400175094604,0.019925346598029137,
0.7996947467327118,1128.849973334,26051750.0,0.3579849946409432,167.0,0.001,166,1765917260.4616559,0.7753924131393433,0.028177184984087944,
0.7940632551908493,1135.376579037,26204362.0,0.36012861736334406,168.0,0.001,167,1765917266.9882877,0.8068989515304565,0.030153071507811546,
0.7873380035161972,1142.940289737,26364857.0,0.36227224008574493,169.0,0.001,168,1765917274.5519903,0.8259910345077515,0.018997972831130028,
0.7974171936511993,1148.644993702,26513585.0,0.36441586280814575,170.0,0.001,169,1765917280.2567115,0.790157675743103,0.030563488602638245,
0.7893346101045609,1156.230715036,26680409.0,0.3665594855305466,171.0,0.001,170,1765917287.8424096,0.824763834476471,0.014738354831933975,
0.8061207383871078,1161.616845342,26817383.0,0.3687031082529475,172.0,0.001,171,1765917293.2285643,0.761802077293396,0.03303632140159607,
0.7947565913200378,1167.747276653,26962206.0,0.3708467309753483,173.0,0.001,172,1765917299.3589964,0.8081543445587158,0.021846959367394447,
0.7987335622310638,1174.952441826,27123276.0,0.3729903536977492,174.0,0.001,173,1765917306.5641408,0.7854750156402588,0.01940067857503891,
0.7903497219085693,1182.182969378,27290681.0,0.37513397642015006,175.0,0.001,174,1765917313.7947006,0.8176470398902893,0.019661976024508476,
0.7889157384634018,1188.657550064,27449673.0,0.37727759914255093,176.0,0.001,175,1765917320.2692513,0.8210644721984863,0.02177707850933075,
0.7973617911338806,1194.792834307,27601441.0,0.37942122186495175,177.0,0.001,176,1765917326.404579,0.7897717952728271,0.018952881917357445,
0.7956060171127319,1201.329183797,27748300.0,0.3815648445873526,178.0,0.001,177,1765917332.940893,0.8027461171150208,0.024142496287822723,
0.806271880865097,1207.894023228,27900973.0,0.3837084673097535,179.0,0.001,178,1765917339.5057156,0.7594513893127441,0.023163646459579468,
0.7948010116815567,1214.796170755,28057386.0,0.3858520900321543,180.0,0.001,179,1765917346.4078925,0.8024555444717407,0.016412973403930664,
0.7930261194705963,1221.502861948,28218433.0,0.3879957127545552,181.0,0.001,180,1765917353.1145666,0.8092571496963501,0.021661926060914993,
0.7962269186973572,1229.381500257,28378531.0,0.39013933547695606,182.0,0.001,181,1765917360.9931648,0.7971404194831848,0.014990867115557194,
0.8118720501661301,1234.262033608,28517567.0,0.39228295819935693,183.0,0.001,182,1765917365.873751,0.7356334924697876,0.023769309744238853,
0.8024363368749619,1240.362004692,28678245.0,0.39442658092175775,184.0,0.001,183,1765917371.973734,0.7630966901779175,0.018717752769589424,
0.7921752482652664,1247.642940298,28847748.0,0.3965702036441586,185.0,0.001,184,1765917379.2546422,0.8174521327018738,0.018814655020833015,
0.796098068356514,1253.624536616,29003477.0,0.3987138263665595,186.0,0.001,185,1765917385.236258,0.7985640168190002,0.020622575655579567,
0.7959764748811722,1261.207092025,29163981.0,0.4008574490889603,187.0,0.001,186,1765917392.8187933,0.7952741384506226,0.015334470197558403,
0.7982827723026276,1268.436287994,29313769.0,0.4030010718113612,188.0,0.001,187,1765917400.047998,0.7801283597946167,0.021837757900357246,
0.7986665070056915,1275.340407665,29474111.0,0.40514469453376206,189.0,0.001,188,1765917406.9521086,0.777121901512146,0.01594739407300949,
0.7882507592439651,1281.978682973,29641339.0,0.40728831725616294,190.0,0.001,189,1765917413.5903895,0.8337241411209106,0.02172199636697769,
0.8031646013259888,1288.456544856,29795124.0,0.40943193997856375,191.0,0.001,190,1765917420.0682235,0.7685427665710449,0.01596050150692463,
0.7935387641191483,1294.94468947,29956920.0,0.4115755627009646,192.0,0.001,191,1765917426.5564048,0.8065903186798096,0.01851453259587288,
0.7898398339748383,1301.979882653,30113790.0,0.4137191854233655,193.0,0.001,192,1765917433.591603,0.811310887336731,0.019616588950157166,
0.79735367000103,1309.14150573,30267060.0,0.41586280814576637,194.0,0.001,193,1765917440.7532237,0.7854646444320679,0.014796938747167587,
0.7944463640451431,1315.154734129,30420733.0,0.4180064308681672,195.0,0.001,194,1765917446.766433,0.7986257076263428,0.021134881302714348,
0.793458566069603,1322.291852485,30582338.0,0.42015005359056806,196.0,0.001,195,1765917453.903571,0.8008476495742798,0.018149586394429207,
0.8057490438222885,1327.71957338,30735043.0,0.42229367631296894,197.0,0.001,196,1765917459.3312867,0.7630382776260376,0.01516411267220974,
0.7957167327404022,1333.641579504,30885025.0,0.42443729903536975,198.0,0.001,197,1765917465.2532969,0.7984157800674438,0.018980493769049644,
0.7972791343927383,1339.732560044,31036663.0,0.4265809217577706,199.0,0.001,198,1765917471.344262,0.7873747944831848,0.016736458986997604,
0.8073071092367172,1345.486625834,31184340.0,0.4287245444801715,200.0,0.001,199,1765917477.0983126,0.7497974634170532,0.015577727928757668,
0.7950292825698853,1366.851472931,31345142.0,0.43086816720257237,201.0,0.001,200,1765917498.4631624,0.7968373894691467,0.01463275495916605,
0.7894950956106186,1373.146766064,31495847.0,0.4330117899249732,202.0,0.001,201,1765917504.7584817,0.8171360492706299,0.016470039263367653,
0.7977024167776108,1380.216366227,31654749.0,0.43515541264737406,203.0,0.001,202,1765917511.8280642,0.784818172454834,0.015175254084169865,
0.7969572842121124,1385.446672935,31808152.0,0.43729903536977494,204.0,0.001,203,1765917517.058277,0.7939034104347229,0.020161299034953117,
