_runtime,train/global_step,train/learning_rate,train/mean_token_accuracy,_timestamp,train/grad_norm,train/num_tokens,_step,train/loss,train/epoch
288.945324045,43,0.0001,0.7843293398618698,1765916407.766824,0.15415583550930023,6672296.0,42,0.8569455146789551,0.09217577706323687
297.768256862,44,0.0001,0.7697259038686752,1765916416.5897722,0.15144337713718414,6843136.0,43,0.9133347868919373,0.09431939978563773
305.030108784,45,0.0001,0.7725897878408432,1765916423.8516228,0.17199578881263733,6993296.0,44,0.8949823379516602,0.09646302250803858
311.708856595,46,0.0001,0.7865226119756699,1765916430.530368,0.14437906444072723,7142356.0,45,0.8493849635124207,0.09860664523043944
317.482575456,47,0.0001,0.7877326607704163,1765916436.3040917,0.14808352291584015,7294167.0,46,0.8492791056632996,0.1007502679528403
325.768330902,48,0.0001,0.7646979242563248,1765916444.5898361,0.17378027737140656,7470762.0,47,0.9440366625785828,0.10289389067524116
333.607949333,49,0.0001,0.7848124802112579,1765916452.429458,0.13896478712558746,7629052.0,48,0.857079029083252,0.10503751339764202
339.070062385,50,0.0001,0.7875594794750214,1765916457.8915558,0.14349259436130524,7779609.0,49,0.83946692943573,0.10718113612004287
345.748935583,51,0.0001,0.7825018018484116,1765916464.570457,0.19590534269809723,7927458.0,50,0.8667797446250916,0.10932475884244373
351.477601544,52,0.0001,0.7869649976491928,1765916470.2991128,0.13118627667427063,8078023.0,51,0.8487948179244995,0.11146838156484459
357.553919071,53,0.0001,0.7843619585037231,1765916476.3754113,0.14499542117118835,8230483.0,52,0.860284149646759,0.11361200428724544
363.93599783,54,0.0001,0.7919283211231232,1765916482.757482,0.15042869746685028,8375984.0,53,0.8291658759117126,0.1157556270096463
371.072053187,55,0.0001,0.7689735740423203,1765916489.8935993,0.15312308073043823,8547262.0,54,0.9228163361549377,0.11789924973204716
378.084612063,56,0.0001,0.776463195681572,1765916496.9061093,0.201180562376976,8704936.0,55,0.8952946662902832,0.12004287245444802
385.16206441,57,0.0001,0.7840053737163544,1765916503.983573,0.12184356898069382,8867795.0,56,0.8585964441299438,0.12218649517684887
391.230953415,58,0.0001,0.7828571498394012,1765916510.052471,0.17234693467617035,9019339.0,57,0.864552915096283,0.12433011789924973
397.740033073,59,0.0001,0.7815194576978683,1765916516.5615468,0.16963525116443634,9189045.0,58,0.8711820244789124,0.1264737406216506
404.066396831,60,0.0001,0.7822089195251465,1765916522.8879242,0.12120409309864044,9353955.0,59,0.8584434390068054,0.12861736334405144
411.204622343,61,0.0001,0.7968660593032837,1765916530.0261416,0.13319753110408783,9504744.0,60,0.8165265917778015,0.1307609860664523
418.361579999,62,0.0001,0.7724703103303909,1765916537.1831183,0.15188883244991302,9662901.0,61,0.9061259627342224,0.13290460878885316
424.073526058,63,0.0001,0.7983187139034271,1765916542.8950434,0.14221423864364624,9809122.0,62,0.7970362901687622,0.13504823151125403
431.081297582,64,0.0001,0.7882544249296188,1765916549.9027963,0.15790176391601562,9968473.0,63,0.8473525047302246,0.13719185423365488
438.390503664,65,0.0001,0.7807638496160507,1765916557.2120218,0.1940181702375412,10119334.0,64,0.8765196204185486,0.13933547695605572
443.596658956,66,0.0001,0.7906451970338821,1765916562.4181912,0.123143270611763,10259437.0,65,0.8332289457321167,0.1414790996784566
451.44943969,67,0.0001,0.7793731987476349,1765916570.2709699,0.16418997943401337,10416011.0,66,0.8824198246002197,0.14362272240085744
456.859441876,68,0.0001,0.7818029969930649,1765916575.6809428,0.2640649378299713,10566185.0,67,0.8710293769836426,0.1457663451232583
462.457329977,69,0.0001,0.788583517074585,1765916581.2788405,0.1694420427083969,10715715.0,68,0.8439992666244507,0.14790996784565916
470.694320858,70,0.0001,0.7830388396978378,1765916589.515865,0.24858053028583527,10880059.0,69,0.8611822724342346,0.15005359056806003
476.036392959,71,0.0001,0.7864920645952225,1765916594.8578913,0.29570144414901733,11036249.0,70,0.8424391746520996,0.15219721329046088
482.341449279,72,0.0001,0.7840122729539871,1765916601.1629615,0.1407090574502945,11186751.0,71,0.8568505048751831,0.15434083601286175
489.184237301,73,0.0001,0.7768435925245285,1765916608.0055113,0.19975240528583527,11356082.0,72,0.885651707649231,0.1564844587352626
496.075740205,74,0.0001,0.7806839495897293,1765916614.897125,0.27804094552993774,11514483.0,73,0.8699175119400024,0.15862808145766344
502.153425055,75,0.0001,0.7828630208969116,1765916620.9748964,0.1844545155763626,11663606.0,74,0.8548072576522827,0.1607717041800643
508.250140673,76,0.0001,0.7848335951566696,1765916627.0715744,0.1398373544216156,11816781.0,75,0.8548040390014648,0.16291532690246516
514.372430519,77,0.0001,0.7808171361684799,1765916633.1939054,0.20199409127235413,11978438.0,76,0.8696215152740479,0.16505894962486603
520.94235229,78,0.0001,0.7881405204534531,1765916639.763843,0.19744154810905457,12137976.0,77,0.8381890654563904,0.16720257234726688
527.662252486,79,0.0001,0.7846047431230545,1765916646.4837515,0.12419023364782333,12295505.0,78,0.8672135472297668,0.16934619506966775
534.361902588,80,0.0001,0.7789984792470932,1765916653.1832805,0.20314447581768036,12452019.0,79,0.8767575025558472,0.1714898177920686
542.049271729,81,0.0001,0.7755047231912613,1765916660.8707514,0.2521430253982544,12611435.0,80,0.8895324468612671,0.17363344051446947
549.371116985,82,0.0001,0.7945802956819534,1765916668.192498,0.17443618178367615,12770621.0,81,0.8135720491409302,0.1757770632368703
555.144428302,83,0.0001,0.7858980447053909,1765916673.9659343,0.18288475275039673,12917873.0,82,0.8500587940216064,0.17792068595927116
560.390687263,84,0.0001,0.7889551669359207,1765916679.2122262,0.24826917052268982,13056173.0,83,0.8375846743583679,0.18006430868167203
566.633779537,85,0.0001,0.7741063386201859,1765916685.4551468,0.15018467605113983,13211326.0,84,0.8886152505874634,0.18220793140407288
572.828477802,86,0.0001,0.7795883566141129,1765916691.6499553,0.14874404668807983,13369675.0,85,0.8764113783836365,0.18435155412647375
578.638772053,87,0.0001,0.7877056896686554,1765916697.4602082,0.14224699139595032,13509971.0,86,0.8329908847808838,0.1864951768488746
586.270372936,88,0.0001,0.7842313200235367,1765916705.09188,0.18766345083713531,13673080.0,87,0.8619885444641113,0.18863879957127547
592.881366862,89,0.0001,0.7703295648097992,1765916711.702847,0.13304771482944489,13838935.0,88,0.905280351638794,0.1907824222936763
600.400719655,90,0.0001,0.7757206857204437,1765916719.2222536,0.26782870292663574,14002150.0,89,0.8806544542312622,0.19292604501607716
607.217783155,91,0.0001,0.7864058017730713,1765916726.039207,0.15078073740005493,14156247.0,90,0.8551700115203857,0.19506966773847803
614.600952075,92,0.0001,0.7836872041225433,1765916733.4223194,0.19467692077159882,14323035.0,91,0.8557895421981812,0.19721329046087888
622.075134776,93,0.0001,0.7758412659168243,1765916740.89663,0.2221950888633728,14490759.0,92,0.8990719318389893,0.19935691318327975
628.1915283660001,94,0.0001,0.7833929061889648,1765916747.0129502,0.14060230553150177,14642384.0,93,0.856475830078125,0.2015005359056806
633.798403626,95,0.0001,0.7860184907913208,1765916752.6198435,0.32073530554771423,14786158.0,94,0.8471264839172363,0.20364415862808147
639.527652444,96,0.0001,0.788496658205986,1765916758.3491158,0.15284572541713715,14929253.0,95,0.8320782780647278,0.2057877813504823
646.575902333,97,0.0001,0.7957424968481064,1765916765.3973653,0.23067395389080048,15078062.0,96,0.7961082458496094,0.20793140407288319
652.721309619,98,0.0001,0.7775223851203918,1765916771.5426924,0.1875063180923462,15227850.0,97,0.8782408237457275,0.21007502679528403
659.998706072,99,0.0001,0.7845342606306076,1765916778.8202074,0.15649351477622986,15385692.0,98,0.8510927557945251,0.21221864951768488
667.52750907,100,0.0001,0.7946920245885849,1765916786.3488963,0.17015589773654938,15540223.0,99,0.8144452571868896,0.21436227224008575
681.971560699,101,0.0001,0.795746922492981,1765916800.793007,0.15555714070796967,15695591.0,100,0.8080573081970215,0.2165058949624866
688.596500578,102,0.0001,0.7875663787126541,1765916807.417917,0.11863616853952408,15855000.0,101,0.8480759859085083,0.21864951768488747
694.767945293,103,0.0001,0.7795912325382233,1765916813.589335,0.12774604558944702,16010570.0,102,0.865917980670929,0.2207931404072883
701.596332423,104,0.0001,0.7842052727937698,1765916820.4178529,0.12750999629497528,16175156.0,103,0.8438750505447388,0.22293676312968919
709.572296413,105,0.0001,0.7813499867916107,1765916828.393722,0.13491536676883698,16345184.0,104,0.8621808886528015,0.22508038585209003
716.243689197,106,0.0001,0.7845414578914642,1765916835.0651274,0.12769575417041779,16496673.0,105,0.8570936918258667,0.22722400857449088
722.650051289,107,0.0001,0.7829982191324234,1765916841.4714456,0.12284236401319504,16650964.0,106,0.8660063743591309,0.22936763129689175
729.15318481,108,0.0001,0.7798542827367783,1765916847.9746914,0.1416601985692978,16806131.0,107,0.874732255935669,0.2315112540192926
735.990188438,109,0.0001,0.7802996933460236,1765916854.8116803,0.13755452632904053,16971757.0,108,0.880966067314148,0.23365487674169347
743.148313596,110,0.0001,0.7901556640863419,1765916861.96977,0.13431882858276367,17125261.0,109,0.8312128186225891,0.2357984994640943
750.097665005,111,0.0001,0.7910900563001633,1765916868.9190464,0.13246990740299225,17285808.0,110,0.8235538005828857,0.2379421221864952
757.271532011,112,0.0001,0.7921678423881531,1765916876.0929382,0.1482105553150177,17436207.0,111,0.8243020176887512,0.24008574490889603
764.193349552,113,0.0001,0.7813512682914734,1765916883.0148625,0.15972085297107697,17609651.0,112,0.8535441160202026,0.2422293676312969
771.273616121,114,0.0001,0.7848789989948273,1765916890.0950775,0.1502530723810196,17764531.0,113,0.8505866527557373,0.24437299035369775
778.36299032,115,0.0001,0.7978174239397049,1765916897.1844347,0.12446203082799911,17923936.0,114,0.8030383586883545,0.2465166130760986
785.872934833,116,0.0001,0.7916802167892456,1765916904.6944435,0.13180088996887207,18080869.0,115,0.8200086951255798,0.24866023579849947
792.062803015,117,0.0001,0.7824853211641312,1765916910.8843102,0.15434466302394867,18244414.0,116,0.861713171005249,0.2508038585209003
799.838422733,118,0.0001,0.7820118218660355,1765916918.659907,0.23272205889225006,18401734.0,117,0.8646973371505737,0.2529474812433012
806.196941543,119,0.0001,0.7910255640745163,1765916925.0183978,0.15813498198986053,18555213.0,118,0.8217585682868958,0.25509110396570206
814.656276558,120,0.0001,0.767498329281807,1765916933.477776,0.19936133921146393,18729596.0,119,0.9194142818450928,0.2572347266881029
820.350749795,121,0.0001,0.7886874675750732,1765916939.1722045,0.23681077361106873,18874599.0,120,0.831648588180542,0.25937834941050375
828.013512101,122,0.0001,0.7806003987789154,1765916946.83504,0.12048177421092987,19043580.0,121,0.8547255992889404,0.2615219721329046
833.967064829,123,0.0001,0.7871794253587723,1765916952.788555,0.21610064804553986,19188254.0,122,0.8450047969818115,0.26366559485530544
839.894853065,124,0.0001,0.7934587299823761,1765916958.7163746,0.1732015758752823,19336517.0,123,0.8115311861038208,0.2658092175777063
846.813087226,125,0.0001,0.7920087575912476,1765916965.6345499,0.14425931870937347,19494094.0,124,0.8247988224029541,0.2679528403001072
852.913854662,126,0.0001,0.7858873456716537,1765916971.7353475,0.25104013085365295,19648425.0,125,0.8462033271789551,0.27009646302250806
859.183721962,127,0.0001,0.7843766659498215,1765916978.0052428,0.15860822796821594,19798344.0,126,0.849705159664154,0.2722400857449089
865.537531698,128,0.0001,0.7873591929674149,1765916984.3590322,0.19472813606262207,19955841.0,127,0.8360394239425659,0.27438370846730975
871.451974377,129,0.0001,0.7914212495088577,1765916990.2734823,0.14049461483955383,20107598.0,128,0.8268110752105713,0.2765273311897106
877.288979612,130,0.0001,0.7917648106813431,1765916996.110479,0.28162574768066406,20258362.0,129,0.8267110586166382,0.27867095391211144
883.791343266,131,0.0001,0.7765252888202667,1765917002.6128738,0.263860821723938,20412165.0,130,0.87696373462677,0.2808145766345123
889.425688269,132,0.0001,0.7955217361450195,1765917008.2472079,0.14015990495681763,20561798.0,131,0.8055142164230347,0.2829581993569132
895.738265424,133,0.0001,0.7819421291351318,1765917014.5597923,0.17718297243118286,20720111.0,132,0.8551762104034424,0.28510182207931406
902.131764861,134,0.0001,0.7917013466358185,1765917020.9532862,0.29388123750686646,20876095.0,133,0.8218224048614502,0.2872454448017149
908.8340397,135,0.0001,0.7867387235164642,1765917027.6555278,0.14699320495128632,21031975.0,134,0.840591311454773,0.28938906752411575
916.202012026,136,0.0001,0.7927830666303635,1765917035.0235312,0.2934630215167999,21180614.0,135,0.8087495565414429,0.2915326902465166
924.814431302,137,0.0001,0.7726427018642426,1765917043.6359322,0.26099926233291626,21349138.0,136,0.9007588624954224,0.2936763129689175
932.106928709,138,0.0001,0.775032177567482,1765917050.9284294,0.13934768736362457,21511590.0,137,0.8826733231544495,0.2958199356913183
938.316188136,139,0.0001,0.7863562405109406,1765917057.1376834,0.1860206127166748,21656819.0,138,0.843765377998352,0.2979635584137192
944.720721877,140,0.0001,0.7793708592653275,1765917063.5422246,0.13724832236766815,21811238.0,139,0.8659918308258057,0.30010718113612006
951.427723656,141,0.0001,0.7727770805358887,1765917070.2492194,0.21681715548038483,21980388.0,140,0.8959522247314453,0.3022508038585209
959.32458598,142,0.0001,0.7741575092077255,1765917078.1460881,0.16005432605743408,22142594.0,141,0.8879547119140625,0.30439442658092175
965.852170938,143,0.0001,0.7773849368095398,1765917084.6736817,0.27666714787483215,22299845.0,142,0.878838062286377,0.3065380493033226
973.245155656,144,0.0001,0.78989377617836,1765917092.0666692,0.13400185108184814,22465527.0,143,0.8350514769554138,0.3086816720257235
980.364034922,145,0.0001,0.794666662812233,1765917099.1855905,0.4017349183559418,22618289.0,144,0.8110376596450806,0.3108252947481243
986.916369987,146,0.0001,0.7914431244134903,1765917105.7378898,0.2393321543931961,22770622.0,145,0.8276596069335938,0.3129689174705252
992.884212657,147,0.0001,0.7964012920856476,1765917111.7057302,0.2920648157596588,22922597.0,146,0.800345242023468,0.31511254019292606
999.601737431,148,0.0001,0.7892513126134872,1765917118.4232354,0.29990270733833313,23075685.0,147,0.8305080533027649,0.3172561629153269
1006.395339537,149,0.0001,0.7892239838838577,1765917125.2168732,0.17836639285087585,23239973.0,148,0.8330701589584351,0.31939978563772775
1014.7878853,150,0.0001,0.7797096371650696,1765917133.6094234,0.29279574751853943,23407446.0,149,0.873271644115448,0.3215434083601286
1020.848149845,151,0.0001,0.7976761311292648,1765917139.669691,0.18038003146648407,23555395.0,150,0.7983097434043884,0.3236870310825295
1027.134100049,152,0.0001,0.7891886681318283,1765917145.9556234,0.38346168398857117,23712167.0,151,0.8434057235717773,0.3258306538049303
1033.701148824,153,0.0001,0.7821582108736038,1765917152.5226762,0.14040003716945648,23869562.0,152,0.8580030202865601,0.3279742765273312
1040.587242243,154,0.0001,0.7818970680236816,1765917159.4087782,0.37074393033981323,24027568.0,153,0.8542622327804565,0.33011789924973206
1047.23959885,155,0.0001,0.7827390432357788,1765917166.061114,0.21088667213916779,24183451.0,154,0.8648435473442078,0.3322615219721329
1054.551467971,156,0.0001,0.7866661995649338,1765917173.372983,0.23083099722862244,24342400.0,155,0.8367487192153931,0.33440514469453375
1062.838897354,157,0.0001,0.7815490067005157,1765917181.6603997,0.14158865809440613,24500736.0,156,0.8689426183700562,0.3365487674169346
1070.505765576,158,0.0001,0.791072890162468,1765917189.3272784,0.2990516722202301,24652820.0,157,0.8242055177688599,0.3386923901393355
1077.037890355,159,0.0001,0.7845894694328308,1765917195.8593948,0.15855756402015686,24810632.0,158,0.8373866677284241,0.3408360128617363
1084.519880809,160,0.0001,0.7883177846670151,1765917203.3413932,0.14140953123569489,24968589.0,159,0.8251843452453613,0.3429796355841372
1091.354142914,161,0.0001,0.780789241194725,1765917210.175681,0.16765381395816803,25125017.0,160,0.8636397123336792,0.34512325830653806
1097.952710086,162,0.0001,0.7955718487501144,1765917216.7742202,0.20514743030071259,25277188.0,161,0.8007229566574097,0.34726688102893893
1104.114755606,163,0.0001,0.7991709411144257,1765917222.9362724,0.311654269695282,25430057.0,162,0.7881209254264832,0.34941050375133975
1111.810900974,164,0.0001,0.7988324165344238,1765917230.6324112,0.146617129445076,25583830.0,163,0.7977644801139832,0.3515541264737406
1118.567048446,165,0.0001,0.7849934101104736,1765917237.3885548,0.20163829624652863,25742285.0,164,0.8499124050140381,0.3536977491961415
1126.149847201,166,0.0001,0.7887270301580429,1765917244.9713671,0.14867569506168365,25907065.0,165,0.8291093707084656,0.3558413719185423
1131.72759591,167,0.0001,0.7920936644077301,1765917250.549101,0.24336418509483337,26051750.0,166,0.8142877817153931,0.3579849946409432
1138.236392005,168,0.0001,0.7872923612594604,1765917257.0579085,0.15788166224956512,26204362.0,167,0.8439363837242126,0.36012861736334406
1145.763679282,169,0.0001,0.7803583443164825,1765917264.5851746,0.3296162486076355,26364857.0,168,0.8638519048690796,0.36227224008574493
1151.490803006,170,0.0001,0.7905365526676178,1765917270.3122878,0.15205977857112885,26513585.0,169,0.8259115219116211,0.36441586280814575
1159.137498498,171,0.0001,0.7830243408679962,1765917277.9590435,0.2976224422454834,26680409.0,170,0.858167827129364,0.3665594855305466
1164.626502053,172,0.0001,0.7998034656047821,1765917283.4480245,0.1839781105518341,26817383.0,171,0.7983503341674805,0.3687031082529475
1170.772476981,173,0.0001,0.7866511344909668,1765917289.5940063,0.2970311939716339,26962206.0,172,0.8464968204498291,0.3708467309753483
1177.974561665,174,0.0001,0.7918831259012222,1765917296.796075,0.17333416640758514,27123276.0,173,0.8208453059196472,0.3729903536977492
1185.206612573,175,0.0001,0.7829151302576065,1765917304.0281432,0.3218647837638855,27290681.0,174,0.8546669483184814,0.37513397642015006
1191.756078933,176,0.0001,0.7821015417575836,1765917310.5775578,0.1686892956495285,27449673.0,175,0.8560858964920044,0.37727759914255093
1197.84626122,177,0.0001,0.7902154475450516,1765917316.667777,0.2679230272769928,27601441.0,176,0.8260370492935181,0.37942122186495175
1204.402161808,178,0.0001,0.789386436343193,1765917323.2236829,0.2268924117088318,27748300.0,177,0.8376006484031677,0.3815648445873526
1210.955509412,179,0.0001,0.7993069142103195,1765917329.7770503,0.30491143465042114,27900973.0,178,0.7954469323158264,0.3837084673097535
1217.888603295,180,0.0001,0.7876548767089844,1765917336.7101426,0.20777902007102966,28057386.0,179,0.8387782573699951,0.3858520900321543
1224.631750785,181,0.0001,0.7859057188034058,1765917343.4532623,0.2569741904735565,28218433.0,180,0.8447493314743042,0.3879957127545552
1232.569792292,182,0.0001,0.7892691791057587,1765917351.3913064,0.244730606675148,28378531.0,181,0.8328031301498413,0.39013933547695606
1237.489055491,183,0.0001,0.8053672462701797,1765917356.310563,0.17296461760997772,28517567.0,182,0.7707033157348633,0.39228295819935693
1243.612088317,184,0.0001,0.7952527105808258,1765917362.433584,0.3800818622112274,28678245.0,183,0.7981758117675781,0.39442658092175775
1250.942760387,185,0.0001,0.7853556275367737,1765917369.7642827,0.1836772859096527,28847748.0,184,0.8505535125732422,0.3965702036441586
1256.907623169,186,0.0001,0.7898260951042175,1765917375.7291296,0.2644104063510895,29003477.0,185,0.8322657942771912,0.3987138263665595
1264.539391745,187,0.0001,0.7902596443891525,1765917383.3608987,0.32315513491630554,29163981.0,186,0.8298465609550476,0.4008574490889603
1271.782840788,188,0.0001,0.7902605384588242,1765917390.60437,0.4151149392127991,29313769.0,187,0.8209182024002075,0.4030010718113612
1278.740816983,189,0.0001,0.7907330393791199,1765917397.5623379,0.18226544559001923,29474111.0,188,0.8149449229240417,0.40514469453376206
1285.367759194,190,0.0001,0.7813907414674759,1765917404.189282,0.3402397036552429,29641339.0,189,0.8686046004295349,0.40728831725616294
1291.909169511,191,0.0001,0.7967613488435745,1765917410.7306929,0.2679700255393982,29795124.0,190,0.8027019500732422,0.40943193997856375
1298.458145889,192,0.0001,0.7862429022789001,1765917417.2796698,0.3064812123775482,29956920.0,191,0.8450664281845093,0.4115755627009646
1305.58482054,193,0.0001,0.7812208980321884,1765917424.4063742,0.25315481424331665,30113790.0,192,0.8553270697593689,0.4137191854233655
1312.761472346,194,0.0001,0.7900547385215759,1765917431.5829816,0.16271935403347015,30267060.0,193,0.8223135471343994,0.41586280814576637
1318.839017496,195,0.0001,0.7867384850978851,1765917437.6605313,0.4211796522140503,30420733.0,194,0.8380469083786011,0.4180064308681672
1325.970039014,196,0.0001,0.7858520150184631,1765917444.7915454,0.2266881912946701,30582338.0,195,0.840265691280365,0.42015005359056806
1331.413620872,197,0.0001,0.7980890721082687,1765917450.2351673,0.4541223645210266,30735043.0,196,0.8016665577888489,0.42229367631296894
1337.32896214,198,0.0001,0.7885420024394989,1765917456.1504834,0.32354527711868286,30885025.0,197,0.8335859179496765,0.42443729903536975
1343.432187926,199,0.0001,0.7893331944942474,1765917462.2537282,0.3001866340637207,31036663.0,198,0.8268222808837891,0.4265809217577706
1349.267146669,200,0.0001,0.8000420480966568,1765917468.088675,0.4506050646305084,31184340.0,199,0.7875109910964966,0.4287245444801715
1367.9242602,201,0.0001,0.7873759865760803,1765917486.7457685,0.15551559627056122,31345142.0,200,0.8373323082923889,0.43086816720257237
1374.159634808,202,0.0001,0.7819672524929047,1765917492.9811676,0.4503829777240753,31495847.0,201,0.8537970185279846,0.4330117899249732
1381.240952265,203,0.0001,0.7900050133466721,1765917500.062494,0.31292960047721863,31654749.0,202,0.8243856430053711,0.43515541264737406
1386.504426306,204,0.0001,0.7892401814460754,1765917505.3259456,0.26910802721977234,31808152.0,203,0.8331541419029236,0.43729903536977494
1393.725013923,205,0.0001,0.7843121588230133,1765917512.5465183,0.3326197862625122,31977458.0,204,0.8498080968856812,0.43944265809217575
1399.838720695,206,0.0001,0.7906009703874588,1765917518.6602573,0.23632638156414032,32129990.0,205,0.8209292888641357,0.4415862808145766
1408.126504468,207,0.0001,0.7799698561429977,1765917526.9479997,0.3661845028400421,32295318.0,206,0.8709080815315247,0.4437299035369775
1415.283039951,208,0.0001,0.7824760526418686,1765917534.104558,0.33600616455078125,32458576.0,207,0.8551499247550964,0.44587352625937837
1422.220072526,209,0.0001,0.7871650457382202,1765917541.041579,0.28427112102508545,32617496.0,208,0.8352894186973572,0.4480171489817792
1430.25370607,210,0.0001,0.7908323705196381,1765917549.075204,0.2896437346935272,32779172.0,209,0.8236454725265503,0.45016077170418006
