train/loss,_step,train/global_step,train/learning_rate,train/mean_token_accuracy,train/epoch,train/grad_norm,_timestamp,train/num_tokens,_runtime,eval/accuracy
1.0939637422561646,45,46.0,1e-05,0.7404644191265106,0.09860664523043944,0.4859265685081482,1765917932.562643,7142356.0,1397.009614505,
1.0728033781051636,46,47.0,1e-05,0.7448509931564331,0.1007502679528403,0.4877202808856964,1765917958.2588477,7294167.0,1422.705837674,
1.105634331703186,47,48.0,1e-05,0.7351865470409393,0.10289389067524116,0.420629620552063,1765917995.8820624,7470762.0,1460.329030533,
1.0366557836532593,48,49.0,1e-05,0.7499691545963287,0.10503751339764202,0.46946966648101807,1765918031.8268738,7629052.0,1496.273952837,
1.0115867853164673,49,50.0,1e-05,0.755246639251709,0.10718113612004287,0.5009515881538391,1765918054.904836,7779609.0,1519.351930667,
1.0237371921539307,50,51.0,1e-05,0.7540392875671387,0.10932475884244373,0.49565955996513367,1765918087.2360392,7927458.0,1551.683034769,
0.9867254495620728,51,52.0,1e-05,0.7631595730781555,0.11146838156484459,0.47683167457580566,1765918112.555645,8078023.0,1577.002638725,
0.9746344089508057,52,53.0,1e-05,0.7651688754558563,0.11361200428724544,0.4349031448364258,1765918139.9483316,8230483.0,1604.39532226,
0.947083592414856,53,54.0,1e-05,0.7747869491577148,0.1157556270096463,0.42028963565826416,1765918168.0112338,8375984.0,1632.458217904,
0.9978848099708557,54,55.0,1e-05,0.7592398822307587,0.11789924973204716,0.3572510778903961,1765918200.5719404,8547262.0,1665.018896217,
0.9762678146362305,55,56.0,1e-05,0.7655783593654633,0.12004287245444802,0.3744141757488251,1765918231.1893182,8704936.0,1695.636298593,
0.9264823198318481,56,57.0,1e-05,0.7775465846061707,0.12218649517684887,0.3304508626461029,1765918263.1534095,8867795.0,1727.600378909,
0.9370754957199097,57,58.0,1e-05,0.7764057815074921,0.12433011789924973,0.33894702792167664,1765918289.0695271,9019339.0,1753.516512211,
0.9268389344215393,58,59.0,1e-05,0.7780219316482544,0.1264737406216506,0.2999216616153717,1765918321.5101826,9189045.0,1785.957151546,
0.908730149269104,59,60.0,1e-05,0.7807707786560059,0.12861736334405144,0.3069233000278473,1765918349.5653768,9353955.0,1814.012385376,
0.8737200498580933,60,61.0,1e-05,0.7927615940570831,0.1307609860664523,0.3121548295021057,1765918382.984229,9504744.0,1847.43120924,
0.9447907209396362,61,62.0,1e-05,0.7705062031745911,0.13290460878885316,0.2698119878768921,1765918414.7963119,9662901.0,1879.243309491,
0.847154974937439,62,63.0,1e-05,0.7966643571853638,0.13504823151125403,0.2695465385913849,1765918441.0734534,9809122.0,1905.520413337,
0.8793675899505615,63,64.0,1e-05,0.787206768989563,0.13719185423365488,0.24169062077999115,1765918475.6328309,9968473.0,1940.079934855,
0.907223105430603,64,65.0,1e-05,0.7808575630187988,0.13933547695605572,0.24926164746284485,1765918509.4347007,10119334.0,1973.881795275,
0.8663067817687988,65,66.0,1e-05,0.7904185354709625,0.1414790996784566,0.2691463828086853,1765918531.2537649,10259437.0,1995.700733595,
0.9016985893249512,66,67.0,1e-05,0.7798742949962616,0.14362272240085744,0.2542904019355774,1765918568.2708752,10416011.0,2032.717825217,
0.8878350257873535,67,68.0,1e-05,0.7817772328853607,0.1457663451232583,0.2803414463996887,1765918593.8984385,10566185.0,2058.345443856,
0.8531602025032043,68,69.0,1e-05,0.7900825142860413,0.14790996784565916,0.29905518889427185,1765918620.2312598,10715715.0,2084.678260729,
0.8536192178726196,69,70.0,1e-05,0.7859368920326233,0.15005359056806003,0.26122424006462097,1765918654.1059628,10880059.0,2118.552962237,
0.8449921607971191,70,71.0,1e-05,0.7899976968765259,0.15219721329046088,0.26821741461753845,1765918678.6707816,11036249.0,2143.11778146,
0.8606996536254883,71,72.0,1e-05,0.7855732142925262,0.15434083601286175,0.26907363533973694,1765918708.0604942,11186751.0,2172.507503961,
0.8664138317108154,72,73.0,1e-05,0.7822462022304535,0.1564844587352626,0.23307229578495026,1765918740.110616,11356082.0,2204.557607383,
0.8533293604850769,73,74.0,1e-05,0.7864187061786652,0.15862808145766344,0.21265172958374023,1765918769.365056,11514483.0,2233.812041386,
0.839148998260498,74,75.0,1e-05,0.788507729768753,0.1607717041800643,0.1964500993490219,1765918795.6504903,11663606.0,2260.097498273,
0.8420842289924622,75,76.0,1e-05,0.788577139377594,0.16291532690246516,0.17763079702854156,1765918827.8728688,11816781.0,2292.319864108,
0.8473447561264038,76,77.0,1e-05,0.7864286303520203,0.16505894962486603,0.16806013882160187,1765918855.1128592,11978438.0,2319.559839428,
0.8153765797615051,77,78.0,1e-05,0.7937888205051422,0.16720257234726688,0.1718444526195526,1765918881.7267992,12137976.0,2346.173771281,
0.8412401080131531,78,79.0,1e-05,0.7912725806236267,0.16934619506966775,0.17331145703792572,1765918911.5365717,12295505.0,2375.983543773,
0.8505438566207886,79,80.0,1e-05,0.7845574915409088,0.1714898177920686,0.17078901827335358,1765918941.4109652,12452019.0,2405.857945931,
0.8552624583244324,80,81.0,1e-05,0.7837324440479279,0.17363344051446947,0.16708232462406158,1765918974.6022773,12611435.0,2439.049255252,
0.7902802228927612,81,82.0,1e-05,0.7999526560306549,0.1757770632368703,0.16692784428596497,1765919008.0115235,12770621.0,2472.458491634,
0.8251932859420776,82,83.0,1e-05,0.7914758026599884,0.17792068595927116,0.16696573793888092,1765919032.8786364,12917873.0,2497.325631327,
0.8093020915985107,83,84.0,1e-05,0.796209454536438,0.18006430868167203,0.17261147499084473,1765919056.0797133,13056173.0,2520.526676138,
0.8556520938873291,84,85.0,1e-05,0.781476229429245,0.18220793140407288,0.14494766294956207,1765919084.3226407,13211326.0,2548.769795628,
0.8371566534042358,85,86.0,1e-05,0.786884218454361,0.18435155412647375,0.13652920722961426,1765919110.5462806,13369675.0,2574.993356235,
0.7975160479545593,86,87.0,1e-05,0.7951347231864929,0.1864951768488746,0.14719167351722717,1765919142.3474212,13509971.0,2606.794423106,
0.8221067190170288,87,88.0,1e-05,0.7905203104019165,0.18863879957127547,0.13195404410362244,1765919174.1910572,13673080.0,2638.63810745,
0.8580461740493774,88,89.0,1e-05,0.7797744870185852,0.1907824222936763,0.13548819720745087,1765919205.723606,13838935.0,2670.170578754,
0.839105486869812,89,90.0,1e-05,0.783787727355957,0.19292604501607716,0.14847078919410706,1765919241.958889,14002150.0,2706.405873287,
0.8132376670837402,90,91.0,1e-05,0.7925760447978973,0.19506966773847803,0.1490090787410736,1765919274.0524344,14156247.0,2738.499602556,
0.8087449669837952,91,92.0,1e-05,0.7924516499042511,0.19721329046087888,0.13832463324069977,1765919304.5188925,14323035.0,2768.965882383,
0.84605872631073,92,93.0,1e-05,0.7854366898536682,0.19935691318327975,0.13285164535045624,1765919338.5781372,14490759.0,2803.025284667,
0.8049792647361755,93,94.0,1e-05,0.7939733862876892,0.2015005359056806,0.14533215761184692,1765919366.4233398,14642384.0,2830.870302636,
0.7992090582847595,94,95.0,1e-05,0.7947708964347839,0.20364415862808147,0.1517697274684906,1765919392.990956,14786158.0,2857.437964556,
0.7858590483665466,95,96.0,1e-05,0.7977542877197266,0.2057877813504823,0.1517452597618103,1765919418.326481,14929253.0,2882.773582837,
0.7447676658630371,96,97.0,1e-05,0.8059442341327667,0.20793140407288319,0.16185079514980316,1765919452.420554,15078062.0,2916.867540399,
0.8249843120574951,97,98.0,1e-05,0.7872592508792877,0.21007502679528403,0.15357813239097595,1765919484.4480987,15227850.0,2948.895088338,
0.7948241829872131,98,99.0,1e-05,0.7941347360610962,0.21221864951768488,0.14287090301513672,1765919519.3585155,15385692.0,2983.805494605,
0.76481693983078,99,100.0,1e-05,0.8041486442089081,0.21436227224008575,0.5400198101997375,1765919552.7767296,15540223.0,3017.22400908,
0.7558066248893738,100,101.0,1e-05,0.8056443929672241,0.2165058949624866,0.2783966660499573,1765919589.921952,15695591.0,3054.368926615,
0.7895090579986572,101,102.0,1e-05,0.7965965867042542,0.21864951768488747,0.1958417296409607,1765919619.063004,15855000.0,3083.510066942,
0.8096722364425659,102,103.0,1e-05,0.7901358008384705,0.2207931404072883,0.3022889494895935,1765919646.9555829,16010570.0,3111.402656506,
0.7886788249015808,103,104.0,1e-05,0.7948027551174164,0.22293676312968919,0.4534984827041626,1765919676.9286926,16175156.0,3141.375687173,
0.7986841201782227,104,105.0,1e-05,0.7944301664829254,0.22508038585209003,0.11677592992782593,1765919712.3785102,16345184.0,3176.825601678,
0.7966166734695435,105,106.0,1e-05,0.7951900064945221,0.22722400857449088,0.12284950911998749,1765919743.374944,16496673.0,3207.821968575,
0.80459064245224,106,107.0,1e-05,0.7935421168804169,0.22936763129689175,0.11937707662582397,1765919775.693412,16650964.0,3240.140493791,
0.8102436661720276,107,108.0,1e-05,0.7903741002082825,0.2315112540192926,0.1250394582748413,1765919811.0983975,16806131.0,3275.545487321,
0.814631462097168,108,109.0,1e-05,0.7920898795127869,0.23365487674169347,0.12184435874223709,1765919841.4506054,16971757.0,3305.897781164,
0.7704428434371948,109,110.0,1e-05,0.800847589969635,0.2357984994640943,0.11902384459972382,1765919876.3853822,17125261.0,3340.832390978,
0.7668153643608093,110,111.0,1e-05,0.8010337352752686,0.2379421221864952,0.11757981777191162,1765919907.8196044,17285808.0,3372.266692888,
0.7546094655990601,111,112.0,1e-05,0.805330753326416,0.24008574490889603,0.12006203085184097,1765919944.03455,17436207.0,3408.481546038,
0.7846952676773071,112,113.0,1e-05,0.7946168482303619,0.2422293676312969,0.1044897809624672,1765919976.3133414,17609651.0,3440.760293451,
0.7804918885231018,113,114.0,1e-05,0.7976340353488922,0.24437299035369775,0.11174257099628448,1765920008.842708,17764531.0,3473.289688934,
0.7331907749176025,114,115.0,1e-05,0.809557318687439,0.2465166130760986,0.10381624102592468,1765920041.3918083,17923936.0,3505.838827707,
0.748914361000061,115,116.0,1e-05,0.8052304685115814,0.24866023579849947,0.10419487208127975,1765920075.1146958,18080869.0,3539.561710749,
0.7896556854248047,116,117.0,1e-05,0.7948429584503174,0.2508038585209003,0.10297133028507233,1765920105.1432817,18244414.0,3569.590291462,
0.7944092154502869,117,118.0,1e-05,0.7932405471801758,0.2529474812433012,0.10533389449119568,1765920137.4110548,18401734.0,3601.85806963,
0.7501929998397827,118,119.0,1e-05,0.8030892610549927,0.25509110396570206,0.10192716866731644,1765920169.1408567,18555213.0,3633.587926833,
0.8408937454223633,119,120.0,1e-05,0.780048668384552,0.2572347266881029,0.09604864567518234,1765920205.7519586,18729596.0,3670.199152016,
0.7570797204971313,120,121.0,1e-05,0.8000396490097046,0.25937834941050375,0.10895878076553345,1765920229.0144556,18874599.0,3693.461426793,
0.7754579782485962,121,122.0,1e-05,0.7955334782600403,0.2615219721329046,0.09560723602771759,1765920260.6908026,19043580.0,3725.13780868,
0.7673984169960022,122,123.0,1e-05,0.799513041973114,0.26366559485530544,0.10798224806785583,1765920286.7906666,19188254.0,3751.237754084,
0.7381940484046936,123,124.0,1e-05,0.8050425350666046,0.2658092175777063,0.09822429716587067,1765920314.1518514,19336517.0,3778.598981549,
0.7528396844863892,124,125.0,1e-05,0.8027544319629669,0.2679528403001072,0.09375555068254471,1765920343.1761148,19494094.0,3807.623118547,
0.7679566144943237,125,126.0,1e-05,0.7996450364589691,0.27009646302250806,0.10123331844806671,1765920371.957054,19648425.0,3836.404135636,
0.7695822715759277,126,127.0,1e-05,0.7981700301170349,0.2722400857449089,0.10392459481954575,1765920401.8966556,19798344.0,3866.343779661,
0.7618468999862671,127,128.0,1e-05,0.8000497221946716,0.27438370846730975,0.0928918868303299,1765920428.4695997,19955841.0,3892.916679148,
0.7490076422691345,128,129.0,1e-05,0.8041001856327057,0.2765273311897106,0.09780123084783554,1765920455.7846415,20107598.0,3920.231666068,
0.7447129487991333,129,130.0,1e-05,0.8052707016468048,0.27867095391211144,0.09281722456216812,1765920480.425303,20258362.0,3944.872347196,
0.7914167046546936,130,131.0,1e-05,0.7907633185386658,0.2808145766345123,0.09376007318496704,1765920512.1713207,20412165.0,3976.618372256,
0.7231757640838623,131,132.0,1e-05,0.8098953366279602,0.2829581993569132,0.09492309391498566,1765920536.1563067,20561798.0,4000.603260023,
0.7757370471954346,132,133.0,1e-05,0.7948957681655884,0.28510182207931406,0.09442084282636642,1765920565.6486819,20720111.0,4030.095676333,
0.742809534072876,133,134.0,1e-05,0.8043541312217712,0.2872454448017149,0.09085200726985931,1765920594.3132405,20876095.0,4058.760409917,
0.762608528137207,134,135.0,1e-05,0.7993297874927521,0.28938906752411575,0.08734899014234543,1765920623.7211366,21031975.0,4088.168146071,
0.7296255826950073,135,136.0,1e-05,0.8067407608032227,0.2915326902465166,0.09179283678531647,1765920659.7998352,21180614.0,4124.246843711,
0.8183904886245728,136,137.0,1e-05,0.7856861650943756,0.2936763129689175,0.08319554477930069,1765920695.1865842,21349138.0,4159.633589979,
0.8004000186920166,137,138.0,1e-05,0.7883663773536682,0.2958199356913183,0.08792741596698761,1765920726.8442957,21511590.0,4191.291266852,
0.7635466456413269,138,139.0,1e-05,0.7980814576148987,0.2979635584137192,0.08968258649110794,1765920755.909683,21656819.0,4220.356880826,
0.7838906049728394,139,140.0,1e-05,0.792742908000946,0.30010718113612006,0.08840296417474747,1765920782.745917,21811238.0,4247.192990874,
0.8136125206947327,140,141.0,1e-05,0.7862067520618439,0.3022508038585209,0.08161956071853638,1765920811.5209417,21980388.0,4275.96792147,
0.8018077611923218,141,142.0,1e-05,0.7887927293777466,0.30439442658092175,0.08428116887807846,1765920846.5891604,22142594.0,4311.036154563,
0.79714435338974,142,143.0,1e-05,0.7902260422706604,0.3065380493033226,0.08491493761539459,1765920877.1457167,22299845.0,4341.592852503,
0.7556242942810059,143,144.0,1e-05,0.8029307425022125,0.3086816720257235,0.08246489614248276,1765920911.28046,22465527.0,4375.727451851,
0.7342126965522766,144,145.0,1e-05,0.8062962293624878,0.3108252947481243,0.08988900482654572,1765920942.4725885,22618289.0,4406.919583561,
0.7473007440567017,145,146.0,1e-05,0.8028631508350372,0.3129689174705252,0.08350836485624313,1765920971.956801,22770622.0,4436.403868274,
0.7182744741439819,146,147.0,1e-05,0.8093995749950409,0.31511254019292606,0.09072858095169067,1765920999.9462814,22922597.0,4464.393366158,
0.7487822771072388,147,148.0,1e-05,0.8025124669075012,0.3172561629153269,0.08350060135126114,1765921030.422317,23075685.0,4494.869458012,
0.751286506652832,148,149.0,1e-05,0.8020714819431305,0.31939978563772775,0.07816281914710999,1765921057.7368689,23239973.0,4522.183961139,
0.7890086770057678,149,150.0,1e-05,0.7927611470222473,0.3215434083601286,0.08064275979995728,1765921094.5155072,23407446.0,4558.96252568,
0.7143148183822632,150,151.0,1e-05,0.8118547201156616,0.3236870310825295,0.08278459310531616,1765921125.0900042,23555395.0,4589.537131246,
0.7595201134681702,151,152.0,1e-05,0.8019801378250122,0.3258306538049303,0.08128846436738968,1765921153.362701,23712167.0,4617.809785056,
0.7717294692993164,152,153.0,1e-05,0.7961039245128632,0.3279742765273312,0.08914312720298767,1765921184.1818202,23869562.0,4648.628797303,
0.7657338380813599,153,154.0,1e-05,0.7969688475131989,0.33011789924973206,0.09080013632774353,1765921215.2545207,24027568.0,4679.701536319,
0.7794977426528931,154,155.0,1e-05,0.7966722548007965,0.3322615219721329,0.08882100880146027,1765921244.989434,24183451.0,4709.436429438,
0.7494374513626099,155,156.0,1e-05,0.8025155663490295,0.33440514469453375,0.08384574949741364,1765921276.0793176,24342400.0,4740.526247114,
0.7877606153488159,156,157.0,1e-05,0.793744683265686,0.3365487674169346,0.08115126937627792,1765921312.938025,24500736.0,4777.385025913,
0.7378804683685303,157,158.0,1e-05,0.8044207394123077,0.3386923901393355,0.08305978775024414,1765921346.0139973,24652820.0,4810.460995903,
0.7546097636222839,158,159.0,1e-05,0.7994369864463806,0.3408360128617363,0.08213772624731064,1765921373.2028103,24810632.0,4837.649938346,
0.7445417642593384,159,160.0,1e-05,0.8017031252384186,0.3429796355841372,0.08282624930143356,1765921409.1580746,24968589.0,4873.605184972,
0.775039792060852,160,161.0,1e-05,0.7947236597537994,0.34512325830653806,0.08785348385572433,1765921441.8831184,25125017.0,4906.330251308,
0.7161017656326294,161,162.0,1e-05,0.8098250031471252,0.34726688102893893,0.08618810027837753,1765921473.4426045,25277188.0,4937.889614056,
0.7060465812683105,162,163.0,1e-05,0.8133466839790344,0.34941050375133975,0.08431471884250641,1765921502.5052705,25430057.0,4966.952253718,
0.7126959562301636,163,164.0,1e-05,0.8127206563949585,0.3515541264737406,0.08149552345275879,1765921537.1120806,25583830.0,5001.559048536,
0.7619646191596985,164,165.0,1e-05,0.7981058359146118,0.3536977491961415,0.08320669829845428,1765921569.778834,25742285.0,5034.225803573,
0.7444955110549927,165,166.0,1e-05,0.8017694056034088,0.3558413719185423,0.08388306945562363,1765921606.3902588,25907065.0,5070.837225422,
0.7288575768470764,166,167.0,1e-05,0.8072092533111572,0.3579849946409432,0.09095700830221176,1765921629.9761982,26051750.0,5094.423166046,
0.7545499801635742,167,168.0,1e-05,0.8007306754589081,0.36012861736334406,0.08791752904653549,1765921659.504602,26204362.0,5123.951574291,
0.779701828956604,168,169.0,1e-05,0.7940964996814728,0.36227224008574493,0.08544249832630157,1765921693.5605755,26364857.0,5158.007567099,
0.740105926990509,169,170.0,1e-05,0.803930401802063,0.36441586280814575,0.08789759129285812,1765921716.6319642,26513585.0,5181.07895501,
0.777194619178772,170,171.0,1e-05,0.7955407798290253,0.3665594855305466,0.07875247299671173,1765921748.4581776,26680409.0,5212.905231352,
0.7095032334327698,171,172.0,1e-05,0.813037246465683,0.3687031082529475,0.09055058658123016,1765921775.7496698,26817383.0,5240.196670666,
0.7550863027572632,172,173.0,1e-05,0.8014975488185883,0.3708467309753483,0.08319947868585587,1765921804.922135,26962206.0,5269.369130625,
0.7320318222045898,173,174.0,1e-05,0.8051195740699768,0.3729903536977492,0.07979093492031097,1765921841.268352,27123276.0,5305.715448794,
0.767848014831543,174,175.0,1e-05,0.7954790890216827,0.37513397642015006,0.07999635487794876,1765921875.5170553,27290681.0,5339.964206064,
0.7671269178390503,175,176.0,1e-05,0.7976993322372437,0.37727759914255093,0.08509194105863571,1765921905.128729,27449673.0,5369.575729041,
0.7406409382820129,176,177.0,1e-05,0.8034829795360565,0.37942122186495175,0.09256959706544876,1765921933.020258,27601441.0,5397.467409242,
0.7525159120559692,177,178.0,1e-05,0.8028153777122498,0.3815648445873526,0.0834902822971344,1765921962.4616039,27748300.0,5426.908618935,
0.7084231376647949,178,179.0,1e-05,0.8126784563064575,0.3837084673097535,0.08172088116407394,1765921996.8812308,27900973.0,5461.328202451,
0.7503856420516968,179,180.0,1e-05,0.8014482855796814,0.3858520900321543,0.08084312081336975,1765922031.4935284,28057386.0,5495.940540011,
0.7580913305282593,180,181.0,1e-05,0.7995947301387787,0.3879957127545552,0.09251359105110168,1765922064.7510457,28218433.0,5529.198146826,
0.7482370734214783,181,182.0,1e-05,0.8025365769863129,0.39013933547695606,0.0830969363451004,1765922101.4275315,28378531.0,5565.874497491,
0.6841866970062256,182,183.0,1e-05,0.8186759352684021,0.39228295819935693,0.09125760197639465,1765922124.1938927,28517567.0,5588.640865533,
0.7142265439033508,183,184.0,1e-05,0.8092299103736877,0.39442658092175775,0.08861097693443298,1765922150.2678308,28678245.0,5614.71480384,
0.7600111961364746,184,185.0,1e-05,0.8003200888633728,0.3965702036441586,0.09076103568077087,1765922182.9903436,28847748.0,5647.437336455,
0.7502412796020508,185,186.0,1e-05,0.8021577894687653,0.3987138263665595,0.09260348975658417,1765922209.3466895,29003477.0,5673.793768218,
0.7447469234466553,186,187.0,1e-05,0.8017944693565369,0.4008574490889603,0.08547016978263855,1765922245.8181524,29163981.0,5710.265308704,
0.7333416938781738,187,188.0,1e-05,0.8044469356536865,0.4030010718113612,0.08160361647605896,1765922274.489537,29313769.0,5738.936634795,
0.7306476831436157,188,189.0,1e-05,0.8042892515659332,0.40514469453376206,0.07577920705080032,1765922304.4409058,29474111.0,5768.888077405,
0.7793042659759521,189,190.0,1e-05,0.7954737842082977,0.40728831725616294,0.08111747354269028,1765922334.830656,29641339.0,5799.277669118,
0.7140581607818604,190,191.0,1e-05,0.8111706674098969,0.40943193997856375,0.0915917456150055,1765922364.375201,29795124.0,5828.822192936,
0.7565017938613892,191,192.0,1e-05,0.7996013760566711,0.4115755627009646,0.08736889064311981,1765922394.858293,29956920.0,5859.305294181,
0.7683678865432739,192,193.0,1e-05,0.7937019169330597,0.4137191854233655,0.09297024458646774,1765922426.4738376,30113790.0,5890.92078842,
0.7334559559822083,193,194.0,1e-05,0.8044976592063904,0.41586280814576637,0.11826127767562866,1765922462.352853,30267060.0,5926.799954346,
0.7518293261528015,194,195.0,1e-05,0.8013645708560944,0.4180064308681672,0.08441861718893051,1765922488.0912178,30420733.0,5952.538298689,
0.7522836327552795,195,196.0,1e-05,0.7994176745414734,0.42015005359056806,0.08797222375869751,1765922521.8707237,30582338.0,5986.317808126,
0.7146427035331726,196,197.0,1e-05,0.8125137984752655,0.42229367631296894,0.10452109575271606,1765922545.7622766,30735043.0,6010.209390461,
0.7402482032775879,197,198.0,1e-05,0.8044140040874481,0.42443729903536975,0.0916314497590065,1765922572.2115617,30885025.0,6036.658561379,
