_step,_runtime,train/epoch,_timestamp,train/global_step,train/loss,train/grad_norm,train/num_tokens,train/mean_token_accuracy,train/learning_rate
96,659.752202211,0.20793140407288319,1765916777.3236258,97,1.0163483619689941,0.0847979411482811,15078062.0,0.7605328410863876,1e-05
97,666.010526287,0.21007502679528403,1765916783.5819414,98,1.0921319723129272,0.08281661570072174,15227850.0,0.7435208112001419,1e-05
98,673.4115498,0.21221864951768488,1765916790.9830022,99,1.0476951599121094,0.07825104147195816,15385692.0,0.7543866336345673,1e-05
99,681.054800473,0.21436227224008575,1765916798.6262448,100,1.008791208267212,0.07773580402135849,15540223.0,0.7634207010269165,1e-05
100,702.628893509,0.2165058949624866,1765916820.200284,101,0.9958417415618896,0.07675310224294662,15695591.0,0.7657565027475357,1e-05
101,709.373596281,0.21864951768488747,1765916826.9449956,102,1.022910237312317,0.07126157730817795,15855000.0,0.7603923827409744,1e-05
102,715.722432716,0.2207931404072883,1765916833.2938468,103,1.0407098531723022,0.07064876705408096,16010570.0,0.7542894780635834,1e-05
103,722.606829047,0.22293676312968919,1765916840.1782207,104,1.0083708763122559,0.06539138406515121,16175156.0,0.7600213438272476,1e-05
104,730.73315908,0.22508038585209003,1765916848.3045743,105,1.0129255056381226,0.06357987970113754,16345184.0,0.7605405002832413,1e-05
105,737.576066082,0.22722400857449088,1765916855.1474757,106,1.0156550407409668,0.06860798597335815,16496673.0,0.7623507976531982,1e-05
106,744.147347139,0.22936763129689175,1765916861.7187622,107,1.0167782306671143,0.06659778952598572,16650964.0,0.7628239095211029,1e-05
107,750.763930865,0.2315112540192926,1765916868.3353484,108,1.020245909690857,0.06439987570047379,16806131.0,0.7594211995601654,1e-05
108,757.727825984,0.23365487674169347,1765916875.2992313,109,1.0147273540496826,0.05986820161342621,16971757.0,0.7614888995885849,1e-05
109,765.031857146,0.2357984994640943,1765916882.6032872,110,0.9691848754882812,0.06346415728330612,17125261.0,0.7704209834337234,1e-05
110,772.159356099,0.2379421221864952,1765916889.7307715,111,0.9547631740570068,0.06128282845020294,17285808.0,0.7714503556489944,1e-05
111,779.472245977,0.24008574490889603,1765916897.0436683,112,0.9536076784133911,0.06299512088298798,17436207.0,0.7730908393859863,1e-05
112,786.478047461,0.2422293676312969,1765916904.0494688,113,0.9673873782157898,0.04982481151819229,17609651.0,0.7645620107650757,1e-05
113,793.747821802,0.24437299035369775,1765916911.319268,114,0.9706521034240723,0.051712505519390106,17764531.0,0.7677865028381348,1e-05
114,800.963179923,0.2465166130760986,1765916918.5346305,115,0.9191224575042725,0.04635051637887955,17923936.0,0.7809693664312363,1e-05
115,808.604581456,0.24866023579849947,1765916926.1760159,116,0.9363532066345215,0.043584272265434265,18080869.0,0.7751647531986237,1e-05
116,814.972613276,0.2508038585209003,1765916932.544036,117,0.9720171689987183,0.03804561123251915,18244414.0,0.7662318348884583,1e-05
117,822.831080402,0.2529474812433012,1765916940.4025002,118,0.9745696783065796,0.03691859543323517,18401734.0,0.7666042745113373,1e-05
118,829.331278844,0.25509110396570206,1765916946.9026933,119,0.932591438293457,0.037175197154283524,18555213.0,0.7755266577005386,1e-05
119,837.920243722,0.2572347266881029,1765916955.4916687,120,1.0178256034851074,0.03306801617145538,18729596.0,0.7536549270153046,1e-05
120,843.653134573,0.25937834941050375,1765916961.2245579,121,0.9458019733428955,0.03727124258875847,18874599.0,0.7724085599184036,1e-05
121,851.482422817,0.2615219721329046,1765916969.0538511,122,0.9526782631874084,0.03237106278538704,19043580.0,0.7668781727552414,1e-05
122,857.584658085,0.26366559485530544,1765916975.1560795,123,0.9554798603057861,0.0354434959590435,19188254.0,0.7712803035974503,1e-05
123,863.680099435,0.2658092175777063,1765916981.2515235,124,0.9174205660820007,0.03607343137264252,19336517.0,0.7784040421247482,1e-05
124,870.731919366,0.2679528403001072,1765916988.3033445,125,0.9278526306152344,0.035630617290735245,19494094.0,0.7768324762582779,1e-05
125,877.003577872,0.27009646302250806,1765916994.5749714,126,0.9491366744041443,0.03536254167556763,19648425.0,0.7702567875385284,1e-05
126,883.434156117,0.2722400857449089,1765917001.0056052,127,0.9537882804870605,0.03548029437661171,19798344.0,0.7698762863874435,1e-05
127,889.90146551,0.27438370846730975,1765917007.4728835,128,0.9360172152519226,0.033215153962373734,19955841.0,0.7725101858377457,1e-05
128,895.942105997,0.2765273311897106,1765917013.5135274,129,0.9277212619781494,0.03199648857116699,20107598.0,0.7763240188360214,1e-05
129,901.911199831,0.27867095391211144,1765917019.4826283,130,0.9248946905136108,0.03169335052371025,20258362.0,0.7784249037504196,1e-05
130,908.544396818,0.2808145766345123,1765917026.1158214,131,0.9762189388275146,0.03169868141412735,20412165.0,0.7626368403434753,1e-05
131,914.28711036,0.2829581993569132,1765917031.8585446,132,0.9027565121650696,0.03188676759600639,20561798.0,0.7817266136407852,1e-05
132,920.690524999,0.28510182207931406,1765917038.261973,133,0.9491297006607056,0.029569439589977264,20720111.0,0.7688277214765549,1e-05
133,927.242823967,0.2872454448017149,1765917044.814256,134,0.9152783155441284,0.028829220682382584,20876095.0,0.7784312069416046,1e-05
134,934.061242822,0.28938906752411575,1765917051.632676,135,0.9323418140411377,0.02954964153468609,21031975.0,0.774428516626358,1e-05
135,941.57556524,0.2915326902465166,1765917059.1470025,136,0.90510094165802,0.030258212238550186,21180614.0,0.7791212499141693,1e-05
136,950.296473386,0.2936763129689175,1765917067.8678918,137,0.987775444984436,0.026178721338510513,21349138.0,0.760755866765976,1e-05
137,957.75135547,0.2958199356913183,1765917075.322783,138,0.972882866859436,0.027823777869343758,21511590.0,0.7621500194072723,1e-05
138,964.094495232,0.2979635584137192,1765917081.665885,139,0.9410232305526733,0.029095297679305077,21656819.0,0.7731196880340576,1e-05
139,970.571572457,0.30010718113612006,1765917088.1430118,140,0.9578112363815308,0.027771728113293648,21811238.0,0.7668613493442535,1e-05
140,977.46032991,0.3022508038585209,1765917095.0317585,141,0.980694055557251,0.026322336867451668,21980388.0,0.7604478746652603,1e-05
141,985.444945564,0.30439442658092175,1765917103.0163722,142,0.9745427370071411,0.026486610993742943,22142594.0,0.7615158557891846,1e-05
142,992.134998119,0.3065380493033226,1765917109.7064128,143,0.9692665338516235,0.02734031341969967,22299845.0,0.7647062540054321,1e-05
143,999.672476962,0.3086816720257235,1765917117.2438972,144,0.9169397950172424,0.02460525743663311,22465527.0,0.7780013531446457,1e-05
144,1006.897800542,0.3108252947481243,1765917124.4692314,145,0.9007037878036499,0.02604261226952076,22618289.0,0.7816670835018158,1e-05
145,1013.581336007,0.3129689174705252,1765917131.152743,146,0.9159738421440125,0.025848375633358955,22770622.0,0.7780324220657349,1e-05
146,1019.703142437,0.31511254019292606,1765917137.274583,147,0.8867911100387573,0.026178399100899696,22922597.0,0.7835669964551926,1e-05
147,1026.56455848,0.3172561629153269,1765917144.135985,148,0.9116759896278381,0.02501240186393261,23075685.0,0.7771760672330856,1e-05
148,1033.483074638,0.31939978563772775,1765917151.054507,149,0.9168564677238464,0.02410813234746456,23239973.0,0.7771494686603546,1e-05
149,1042.014028354,0.3215434083601286,1765917159.585435,150,0.9534821510314941,0.02406408078968525,23407446.0,0.7673191726207733,1e-05
150,1048.210336163,0.3236870310825295,1765917165.7817345,151,0.8817138671875,0.02547553926706314,23555395.0,0.7855403870344162,1e-05
151,1054.620044336,0.3258306538049303,1765917172.1914556,152,0.9259963035583496,0.0247771218419075,23712167.0,0.7766608595848083,1e-05
152,1061.305388256,0.3279742765273312,1765917178.8768337,153,0.9414737224578857,0.025803159922361374,23869562.0,0.7688359767198563,1e-05
153,1068.322743398,0.33011789924973206,1765917185.8941574,154,0.933678925037384,0.023827141150832176,24027568.0,0.7703827917575836,1e-05
154,1075.156858632,0.3322615219721329,1765917192.7282596,155,0.9476094245910645,0.023973526433110237,24183451.0,0.7705318927764893,1e-05
155,1082.669299191,0.33440514469453375,1765917200.2406995,156,0.9177728891372681,0.024750905111432076,24342400.0,0.7749104797840118,1e-05
156,1091.174813569,0.3365487674169346,1765917208.7462692,157,0.9458935856819153,0.0238724946975708,24500736.0,0.769961953163147,1e-05
157,1099.031691102,0.3386923901393355,1765917216.6031115,158,0.9048912525177002,0.024255940690636635,24652820.0,0.7784510552883148,1e-05
158,1105.676514697,0.3408360128617363,1765917223.2479355,159,0.9140541553497314,0.024967994540929794,24810632.0,0.7741960138082504,1e-05
159,1113.274949327,0.3429796355841372,1765917230.8463435,160,0.905819296836853,0.025187557563185692,24968589.0,0.7758500128984451,1e-05
160,1120.276892933,0.34512325830653806,1765917237.848339,161,0.9416703581809998,0.024197671562433243,25125017.0,0.7686888575553894,1e-05
161,1127.014767388,0.34726688102893893,1765917244.5862095,162,0.8789281845092773,0.023621205240488052,25277188.0,0.7842424064874649,1e-05
162,1133.238293043,0.34941050375133975,1765917250.8097157,163,0.8669278621673584,0.024159152060747147,25430057.0,0.7876925617456436,1e-05
163,1141.126096232,0.3515541264737406,1765917258.6975334,164,0.8747197985649109,0.022876840084791183,25583830.0,0.7877833247184753,1e-05
164,1148.013771553,0.3536977491961415,1765917265.585179,165,0.9263803958892822,0.023405225947499275,25742285.0,0.7729738503694534,1e-05
165,1155.797537224,0.3558413719185423,1765917273.3689623,166,0.9041124582290649,0.022288065403699875,25907065.0,0.7766501754522324,1e-05
166,1161.520656229,0.3579849946409432,1765917279.0920742,167,0.8959506154060364,0.02426323853433132,26051750.0,0.7796897441148758,1e-05
167,1168.160298475,0.36012861736334406,1765917285.7317252,168,0.9207520484924316,0.023809468373656273,26204362.0,0.7748988419771194,1e-05
168,1175.760490309,0.36227224008574493,1765917293.3319166,169,0.9402205348014832,0.023585397750139236,26364857.0,0.768953949213028,1e-05
169,1181.66489268,0.36441586280814575,1765917299.236305,170,0.9030993580818176,0.023546474054455757,26513585.0,0.7787669450044632,1e-05
170,1189.42458774,0.3665594855305466,1765917306.9960043,171,0.9295066595077515,0.023148154839873314,26680409.0,0.7725195586681366,1e-05
171,1194.993284611,0.3687031082529475,1765917312.564687,172,0.8804534077644348,0.025743525475263596,26817383.0,0.7870149612426758,1e-05
172,1201.273731509,0.3708467309753483,1765917318.8451633,173,0.9245059490203857,0.024800322949886322,26962206.0,0.7748715430498123,1e-05
173,1208.582849847,0.3729903536977492,1765917326.1542609,174,0.895750880241394,0.02384554222226143,27123276.0,0.7804944515228271,1e-05
174,1215.906908267,0.37513397642015006,1765917333.47833,175,0.9261194467544556,0.022436656057834625,27290681.0,0.7714466005563736,1e-05
175,1222.591112945,0.37727759914255093,1765917340.1625497,176,0.9287344813346863,0.023471469059586525,27449673.0,0.771129310131073,1e-05
176,1228.80185905,0.37942122186495175,1765917346.373287,177,0.898628294467926,0.024315375834703445,27601441.0,0.7786374092102051,1e-05
177,1235.477514774,0.3815648445873526,1765917353.0489283,178,0.9145506620407104,0.02405012957751751,27748300.0,0.7776790261268616,1e-05
178,1242.245854879,0.3837084673097535,1765917359.8172598,179,0.8681418299674988,0.023496365174651146,27900973.0,0.7877418398857117,1e-05
179,1249.35257998,0.3858520900321543,1765917366.924003,180,0.9118924140930176,0.022763097658753395,28057386.0,0.776342511177063,1e-05
180,1256.247261656,0.3879957127545552,1765917373.8186827,181,0.9134269952774048,0.02337888441979885,28218433.0,0.7751447558403015,1e-05
181,1264.322754253,0.39013933547695606,1765917381.894167,182,0.9025064706802368,0.022793089970946312,28378531.0,0.7780225723981857,1e-05
182,1269.305070313,0.39228295819935693,1765917386.8765128,183,0.8454082608222961,0.025145843625068665,28517567.0,0.79334656894207,1e-05
183,1275.59595693,0.39442658092175775,1765917393.1673744,184,0.8696236610412598,0.023861275985836983,28678245.0,0.7833991497755051,1e-05
184,1283.092926404,0.3965702036441586,1765917400.6643362,185,0.9141659736633301,0.022864533588290215,28847748.0,0.775218740105629,1e-05
185,1289.133668265,0.3987138263665595,1765917406.7050908,186,0.9015492796897888,0.023127038031816483,29003477.0,0.7778066545724869,1e-05
186,1296.928948668,0.4008574490889603,1765917414.5003588,187,0.8991321325302124,0.02243616245687008,29163981.0,0.7782685309648514,1e-05
187,1304.371656248,0.4030010718113612,1765917421.9430835,188,0.8934829235076904,0.02580178529024124,29313769.0,0.7785418182611465,1e-05
188,1311.488000599,0.40514469453376206,1765917429.059411,189,0.8849066495895386,0.023440374061465263,29474111.0,0.7795745730400085,1e-05
189,1318.180329515,0.40728831725616294,1765917435.7517502,190,0.9363813400268555,0.023721609264612198,29641339.0,0.7696887999773026,1e-05
190,1324.865285957,0.40943193997856375,1765917442.4367044,191,0.872534453868866,0.02426225133240223,29795124.0,0.7845301330089569,1e-05
191,1331.579370577,0.4115755627009646,1765917449.150815,192,0.9150619506835938,0.02309245988726616,29956920.0,0.77466981112957,1e-05
192,1338.854818799,0.4137191854233655,1765917456.4262335,193,0.927592396736145,0.023002486675977707,30113790.0,0.7692757844924927,1e-05
193,1346.228082116,0.41586280814576637,1765917463.7995174,194,0.8903102278709412,0.02311442792415619,30267060.0,0.7784046977758408,1e-05
194,1352.431722655,0.4180064308681672,1765917470.0031404,195,0.9061832427978516,0.023278020322322845,30420733.0,0.7763283550739288,1e-05
195,1359.798646623,0.42015005359056806,1765917477.3700516,196,0.9109722375869751,0.02240765653550625,30582338.0,0.7739408165216446,1e-05
196,1365.359460568,0.42229367631296894,1765917482.930902,197,0.8716182708740234,0.02356497012078762,30735043.0,0.7866314649581909,1e-05
197,1371.334538811,0.42443729903536975,1765917488.9059463,198,0.9036557674407959,0.02396358549594879,30885025.0,0.7769725322723389,1e-05
198,1377.516677576,0.4265809217577706,1765917495.088066,199,0.8969325423240662,0.023404672741889954,31036663.0,0.776934027671814,1e-05
199,1383.484522816,0.4287245444801715,1765917501.0559433,200,0.8552929162979126,0.024054529145359993,31184340.0,0.7882814705371857,1e-05
200,1404.56426602,0.43086816720257237,1765917522.1356943,201,0.9047559499740601,0.02253512479364872,31345142.0,0.7754559814929962,1e-05
201,1410.89455652,0.4330117899249732,1765917528.4659555,202,0.9209198951721191,0.023403184488415718,31495847.0,0.7713336646556854,1e-05
202,1418.136550326,0.43515541264737406,1765917535.707951,203,0.8928077816963196,0.0227284524589777,31654749.0,0.7782790809869766,1e-05
203,1423.532323536,0.43729903536977494,1765917541.1037638,204,0.9026470184326172,0.023358909413218498,31808152.0,0.7773158848285675,1e-05
204,1430.928162333,0.43944265809217575,1765917548.4995818,205,0.917037844657898,0.02212011069059372,31977458.0,0.772825688123703,1e-05
205,1437.15042009,0.4415862808145766,1765917554.7218308,206,0.8888336420059204,0.023277919739484787,32129990.0,0.7790232300758362,1e-05
206,1445.654714968,0.4437299035369775,1765917563.2261395,207,0.9334100484848022,0.02252812311053276,32295318.0,0.7687948942184448,1e-05
207,1452.967002962,0.44587352625937837,1765917570.5384305,208,0.9201516509056091,0.023717427626252174,32458576.0,0.7722221612930298,1e-05
208,1460.013823803,0.4480171489817792,1765917577.5852416,209,0.8995194435119629,0.022965002804994583,32617496.0,0.7755086421966553,1e-05
209,1468.212455308,0.45016077170418006,1765917585.783888,210,0.8864127397537231,0.022266678512096405,32779172.0,0.7804524153470993,1e-05
