_timestamp,init_time_seconds,mcq_4_choices/total,mcq_4_choices/correct,mcq_4_choices/accuracy,mcq_4_choices/predictions,mcq_4_choices/classification_report,_step,_runtime,mcq_4_choices/generation_time,mcq_4_choices/pred_distribution,mcq_4_choices/confusion_matrix_table
1766061422.3900795,73.39299702644348,,,,,,0,73.502398288,,,
1766062144.0277216,,1655.0,161.0,0.09728096676737161,"{'nrows': 1655, 'size': 32668053.0, '_latest_artifact_path': 'wandb-client-artifact://mtw4y8rjpa7t120jan4q2gk9hdntihzdy6gl4h2hqsf05x9007jvgd2h6j950vukogly0z9mlctd3xrlnhqj7e7oysvstvyezrvaspz8vrixulsqj4etmti42o2znj2d:latest/mcq_4_choices/predictions.table.json', 'ncols': 5, 'path': 'media/table/mcq_4_choices/predictions_1_c360ab0cc3d2b1fb643d.table.json', 'sha256': 'c360ab0cc3d2b1fb643da64492fb119f06109f359b31f834645c13bfca1b7422', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://4jdc6gov5g6wmpo3vxqnabl49xqoixkilgdq0kf2s9fy3qhwn3sftmrcvfiomzvgsi8rdrpgwrkai8eeze7bje06su5q1r197ad3l1z2f1jvq5ebt4b1z0my4cek96xn/mcq_4_choices/predictions.table.json', '_type': 'table-file'}",,1,795.139773411,717.7816755771637,"{'path': 'media/table/mcq_4_choices/pred_distribution_1_3c408a7f23fd2481fc7f.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://143s7u6fi2kd4vz0o0tnzqokx1rghzzjtzgbik066ce1p06rxynm5mx28o2bb80kpwwi3jlxwwyepno2hlncdv0u0fd862aihsxiu6f3augj69vmyr5oqlkxh6qz2xjh/mcq_4_choices/pred_distribution.table.json', 'sha256': '3c408a7f23fd2481fc7f8e1ff45f837ca673ee9e42c632ec029425ff1f478131', '_latest_artifact_path': 'wandb-client-artifact://g2wyw0eg2zk9kbwt6fyou31r64yseuuuaj7u9e3zxs4l4b6u3pgn1gnt7pnyrmck77lzit932h1s69r91i6bl9rz4bsdxu2nuvjgtsqypm2by4udnfwnpen75ze04pst:latest/mcq_4_choices/pred_distribution.table.json', '_type': 'table-file', 'ncols': 2, 'size': 114, 'nrows': 6}","{'artifact_path': 'wandb-client-artifact://50kn3xk3xkota5gn9qwnf6113wq9hskvcizzfmu6fqy1lekjo23gky9ruwgya2n177jf7md31961yib78elr55quaizfk7ljhvuc0ow1yqyby8m2vwiofv8ffhl5k74g/mcq_4_choices/confusion_matrix_table.table.json', '_type': 'table-file', 'ncols': 3, 'path': 'media/table/mcq_4_choices/confusion_matrix_table_1_ffa2e27af4b048741e22.table.json', 'sha256': 'ffa2e27af4b048741e22c7401f98717bf20c1f4242709a4c0294324d649808b3', 'size': 730, 'nrows': 36, '_latest_artifact_path': 'wandb-client-artifact://ojz64l1bzfdaf9f9jy16daa4xxfffq8bmqrmc07p6mtarhgkzhbo3a407x2umw4j330kb7yyiag6b87g8wx48kyjyiv4x8787pjlytxke10q1j179oqt6tdj30c213px:latest/mcq_4_choices/confusion_matrix_table.table.json', 'log_mode': 'IMMUTABLE'}"
1766062144.2069964,,,,,,"{'ncols': 5, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://ex2vd63mie9ae92mur7x2s0kcyji7pmj5olatouwi7r44hv2cb7o3n0q7jok55wiry05yx6xhawe7puvg3jdma1rocxmnee87eunzsc8bq6hjlri48uki7sm4jqc1jp0/mcq_4_choices/classification_report.table.json', '_latest_artifact_path': 'wandb-client-artifact://vd0r22cm5phclplr94ruvdixct7t20iw3phll8gb01ozca3svjty45qjrikw0ldvj0y9zf3eb1cayx1ge86uegaur1oqhqo49xtuce6f1o1pohsl29yynzsxewz0atxg:latest/mcq_4_choices/classification_report.table.json', 'nrows': 8, 'path': 'media/table/mcq_4_choices/classification_report_2_b34a3054b3d881d01865.table.json', 'size': 607, '_type': 'table-file', 'sha256': 'b34a3054b3d881d0186572bf1bfdae20fab7e7ef435af8005539011ea464039d'}",2,795.318979362,,,
