train/learning_rate,train/mean_token_accuracy,train/epoch,train/num_tokens,_runtime,train/grad_norm,train/loss,train/global_step,_step,_timestamp,eval/accuracy
0.0001,0.6688115298748016,0.0021436227224008574,136605.0,64.34679636,22.857036590576172,1.670913815498352,1.0,0,1765923020.684156,
0.0001,0.001461425912566483,0.004287245444801715,292128.0,117.771022096,210.0523681640625,13.589790344238281,2.0,1,1765923074.1085541,
0.0001,0.0033914552768692374,0.006430868167202572,444535.0,165.205240728,733.6881713867188,11.972468376159668,3.0,2,1765923121.5427625,
0.0001,0.15122465789318085,0.00857449088960343,592263.0,210.129788267,228.63470458984375,6.605202674865723,4.0,3,1765923166.4672976,
0.0001,0.1377958059310913,0.010718113612004287,737019.0,255.76725718,1595.739501953125,6.902997970581055,5.0,4,1765923212.1048343,
0.0001,0.19766707718372345,0.012861736334405145,896813.0,306.399573671,159.1536865234375,7.164276123046875,6.0,5,1765923262.737088,
0.0001,0.24567874521017075,0.015005359056806002,1062679.0,360.720245809,87.854736328125,5.4365620613098145,7.0,6,1765923317.057802,
0.0001,0.21725615113973618,0.01714898177920686,1212566.0,409.693869775,271.9980163574219,5.803750514984131,8.0,7,1765923366.0312867,
0.0001,0.180267333984375,0.01929260450160772,1373797.0,466.870325166,142.98684692382812,6.111078262329102,9.0,8,1765923423.2079146,
0.0001,0.32694588601589203,0.021436227224008574,1516877.0,518.904372328,151.51443481445312,5.043126106262207,10.0,9,1765923475.2418892,
0.0001,0.325172558426857,0.023579849946409433,1663977.0,566.742922761,1174.1483154296875,4.711311340332031,11.0,10,1765923523.0805228,
0.0001,0.3460834473371506,0.02572347266881029,1815907.0,614.687740533,285.60162353515625,4.5814313888549805,12.0,11,1765923571.025246,
0.0001,0.40418194234371185,0.027867095391211148,1971911.0,667.62595165,161.3700408935547,4.097702980041504,13.0,12,1765923623.963569,
0.0001,0.428280234336853,0.030010718113612004,2135596.0,720.236121785,150.8096160888672,3.6865110397338867,14.0,13,1765923676.5736775,
0.0001,0.4659695029258728,0.03215434083601286,2285621.0,769.122517543,22.636301040649414,3.3153152465820312,15.0,14,1765923725.4599855,
0.0001,0.46589456498622894,0.03429796355841372,2441090.0,819.399295456,27.659406661987305,3.251692056655884,16.0,15,1765923775.7369058,
0.0001,0.5379209816455841,0.03644158628081458,2591858.0,869.197668976,9.486536979675293,2.885758876800537,17.0,16,1765923825.535177,
0.0001,0.5324336290359497,0.03858520900321544,2754012.0,921.061178601,15.521775245666504,2.907933235168457,18.0,17,1765923877.3987384,
0.0001,0.5916601121425629,0.04072883172561629,2916829.0,972.571271827,5.96182107925415,2.30108904838562,19.0,18,1765923928.9088042,
0.0001,0.6081029176712036,0.04287245444801715,3061305.0,1022.228065131,12.618932723999023,2.262484073638916,20.0,19,1765923978.5655973,
0.0001,0.6403727233409882,0.04501607717041801,3219127.0,1070.146842424,7.292673110961914,1.8763911724090576,21.0,20,1765924026.484362,
0.0001,0.6558943390846252,0.04715969989281887,3380158.0,1124.352134496,17.240509033203125,1.7051142454147339,22.0,21,1765924080.6895902,
0.0001,0.6646796464920044,0.04930332261521972,3539898.0,1171.823311528,13.249938011169434,1.655998945236206,23.0,22,1765924128.1608515,
0.0001,0.6842041015625,0.05144694533762058,3689574.0,1211.473318948,4.578545570373535,1.528186321258545,24.0,23,1765924167.8107467,
0.0001,0.6858680546283722,0.05359056806002144,3855970.0,1268.445471107,24.38241958618164,1.4534238576889038,25.0,24,1765924224.7830281,
0.0001,0.6760222613811493,0.055734190782422297,4018658.0,1316.918412046,3.1277058124542236,1.491342544555664,26.0,25,1765924273.25601,
0.0001,0.6792225539684296,0.05787781350482315,4171160.0,1369.792011066,5.814418792724609,1.5934340953826904,27.0,26,1765924326.1295285,
0.0001,0.7119380235671997,0.06002143622722401,4314298.0,1411.167265529,5.4971160888671875,1.4287742376327515,28.0,27,1765924367.504816,
0.0001,0.7101514935493469,0.06216505894962487,4468546.0,1457.336918211,32.86955642700195,1.4066513776779175,29.0,28,1765924413.6744747,
0.0001,0.681075245141983,0.06430868167202572,4635984.0,1512.937510677,19.609371185302734,1.5540753602981567,30.0,29,1765924469.275066,
0.0001,0.7082021236419678,0.06645230439442658,4790352.0,1563.433947558,3.535548448562622,1.3780704736709595,31.0,30,1765924519.771459,
0.0001,0.7236050963401794,0.06859592711682744,4956096.0,1613.967898173,7.148687839508057,1.3275951147079468,32.0,31,1765924570.3054419,
0.0001,0.7395174205303192,0.0707395498392283,5107640.0,1657.165189305,2.2018940448760986,1.2469063997268677,33.0,32,1765924613.5026965,
0.0001,0.7404961287975311,0.07288317256162916,5265237.0,1707.91880225,1.5830293893814087,1.178611397743225,34.0,33,1765924664.2563295,
0.0001,0.7468863129615784,0.07502679528403002,5419378.0,1757.247261618,2.647653579711914,1.1174403429031372,35.0,34,1765924713.5848224,
0.0001,0.743130624294281,0.07717041800643087,5576075.0,1803.338568775,6.928210258483887,1.1255557537078857,36.0,35,1765924759.6761122,
0.0001,0.7380449175834656,0.07931404072883172,5720029.0,1846.202818445,3.340947389602661,1.160379409790039,37.0,36,1765924802.5403707,
0.0001,0.749191403388977,0.08145766345123258,5884915.0,1898.14647285,2.4778401851654053,1.0892446041107178,38.0,37,1765924854.484059,
0.0001,0.7496365606784821,0.08360128617363344,6032758.0,1948.410449131,4.819457054138184,1.0757551193237305,39.0,38,1765924904.7480214,
0.0001,0.7488715350627899,0.0857449088960343,6187550.0,1995.664643259,7.012412071228027,1.0844905376434326,40.0,39,1765924952.002182,
0.0001,0.7414907813072205,0.08788853161843516,6355408.0,2050.570957494,1.3430571556091309,1.119452953338623,41.0,40,1765925006.908486,
0.0001,0.746000349521637,0.09003215434083602,6519771.0,2100.430704879,3.25060772895813,1.0996185541152954,42.0,41,1765925056.768247,
0.0001,0.7542557418346405,0.09217577706323687,6672296.0,2146.487659848,1.3947590589523315,1.0573612451553345,43.0,42,1765925102.8252294,
0.0001,0.742581307888031,0.09431939978563773,6843136.0,2203.985572703,1.6778898239135742,1.0994136333465576,44.0,43,1765925160.3231723,
0.0001,0.752052366733551,0.09646302250803858,6993296.0,2262.272697372,11.859740257263184,1.0287883281707764,45.0,44,1765925218.6101627,
0.0001,0.7460297346115112,0.09860664523043944,7142356.0,2314.914105259,1.61832594871521,1.1269686222076416,46.0,45,1765925271.2516398,
0.0001,0.7682136297225952,0.1007502679528403,7294167.0,2359.762501199,1.137821078300476,0.9884060621261597,47.0,46,1765925316.1000855,
0.0001,0.7415440678596497,0.10289389067524116,7470762.0,2416.864412736,1.2317328453063965,1.1286927461624146,48.0,47,1765925373.2019181,
0.0001,0.7699162364006042,0.10503751339764202,7629052.0,2474.252823999,0.875131368637085,0.9785040616989136,49.0,48,1765925430.5902252,
0.0001,0.7738532721996307,0.10718113612004287,7779609.0,2516.184107954,5.229637622833252,0.9303500652313232,50.0,49,1765925472.5216,
0.0001,0.7572245597839355,0.10932475884244373,7927458.0,2568.261389946,276.1248779296875,1.042896032333374,51.0,50,1765925524.5989292,
0.0001,0.7329127490520477,0.11146838156484459,8078023.0,2612.958878014,64.75166320800781,1.195589542388916,52.0,51,1765925569.296456,
0.0001,0.6975388824939728,0.11361200428724544,8230483.0,2659.77256894,202.02667236328125,1.3904857635498047,53.0,52,1765925616.1101253,
0.0001,0.6873322129249573,0.1157556270096463,8375984.0,2707.638404786,20.268718719482422,1.486720323562622,54.0,53,1765925663.9759243,
0.0001,0.6719285547733307,0.11789924973204716,8547262.0,2760.445620871,5.384006500244141,1.575498342514038,55.0,54,1765925716.7830055,
0.0001,0.7246459424495697,0.12004287245444802,8704936.0,2810.857867445,4.760300159454346,1.2952954769134521,56.0,55,1765925767.1953344,
0.0001,0.7475837469100952,0.12218649517684887,8867795.0,2862.068071481,5.2585248947143555,1.1899765729904175,57.0,56,1765925818.4055848,
0.0001,0.7421576678752899,0.12433011789924973,9019339.0,2906.294332108,4.67013692855835,1.1793937683105469,58.0,57,1765925862.6317942,
0.0001,0.7490784227848053,0.1264737406216506,9189045.0,2958.960385293,1.4235655069351196,1.1070613861083984,59.0,58,1765925915.2979362,
0.0001,0.760288655757904,0.12861736334405144,9353955.0,3005.999498593,2.464432954788208,1.0154228210449219,60.0,59,1765925962.337043,
0.0001,0.7790468335151672,0.1307609860664523,9504744.0,3060.265137858,0.9276768565177917,0.9307252168655396,61.0,60,1765926016.6026201,
0.0001,0.7545810639858246,0.13290460878885316,9662901.0,3111.898371052,0.8395291566848755,1.0161981582641602,62.0,61,1765926068.235883,
0.0001,0.7860633134841919,0.13504823151125403,9809122.0,3157.42290129,3.4733009338378906,0.9030467867851257,63.0,62,1765926113.760341,
0.0001,0.7653314769268036,0.13719185423365488,9968473.0,3211.780311539,1.730482578277588,0.9824976325035095,64.0,63,1765926168.1177292,
0.0001,0.7668986916542053,0.13933547695605572,10119334.0,3266.001685093,1.8986574411392212,0.9684364199638367,65.0,64,1765926222.3392015,
0.0001,0.7822198271751404,0.1414790996784566,10259437.0,3306.23721868,1.2660765647888184,0.8867841362953186,66.0,65,1765926262.5745564,
0.0001,0.7668978869915009,0.14362272240085744,10416011.0,3363.661048537,0.9763512015342712,0.9600605368614197,67.0,66,1765926319.9985223,
0.0001,0.7712463140487671,0.1457663451232583,10566185.0,3408.372091091,7.256228923797607,0.9527025818824768,68.0,67,1765926364.7094414,
0.0001,0.7693595290184021,0.14790996784565916,10715715.0,3453.557275465,2.867286205291748,0.975417971611023,69.0,68,1765926409.8947294,
0.0001,0.7665356397628784,0.15005359056806003,10880059.0,3507.427756968,0.9493695497512817,0.9666820168495178,70.0,69,1765926463.765176,
0.0001,0.777109295129776,0.15219721329046088,11036249.0,3551.418507115,3.3692476749420166,0.9085953235626221,71.0,70,1765926507.755897,
0.0001,0.7623105049133301,0.15434083601286175,11186751.0,3599.773186508,2.485300064086914,0.9839043617248535,72.0,71,1765926556.110486,
0.0001,0.7538625001907349,0.1564844587352626,11356082.0,3652.145175991,11.101388931274414,1.0247727632522583,73.0,72,1765926608.482607,
0.0001,0.7579941153526306,0.15862808145766344,11514483.0,3700.312203756,6.195122241973877,1.0661964416503906,74.0,73,1765926656.6496158,
0.0001,0.7583657205104828,0.1607717041800643,11663606.0,3746.009733161,1.9782960414886475,1.0204041004180908,75.0,74,1765926702.3471215,
0.0001,0.774295449256897,0.16291532690246516,11816781.0,3798.624094235,0.8917298316955566,0.9325419664382935,76.0,75,1765926754.9615119,
0.0001,0.7681310772895813,0.16505894962486603,11978438.0,3845.032247987,8.677253723144531,0.933875322341919,77.0,76,1765926801.36968,
0.0001,0.7609378397464752,0.16720257234726688,12137976.0,3891.04766208,4.518073081970215,0.9698768258094788,78.0,77,1765926847.385113,
0.0001,0.7603016197681427,0.16934619506966775,12295505.0,3940.139831306,1.2249079942703247,1.005121111869812,79.0,78,1765926896.4772575,
0.0001,0.7741575539112091,0.1714898177920686,12452019.0,3989.570811585,0.6958132386207581,0.9357215166091919,80.0,79,1765926945.908183,
0.0001,0.7652193307876587,0.17363344051446947,12611435.0,4043.605763708,1.4844268560409546,0.963483452796936,81.0,80,1765926999.943156,
0.0001,0.786858081817627,0.1757770632368703,12770621.0,4097.065332854,0.7035477757453918,0.8557693958282471,82.0,81,1765927053.4028094,
0.0001,0.7844717800617218,0.17792068595927116,12917873.0,4141.49829717,0.7077969908714294,0.8689228892326355,83.0,82,1765927097.8356717,
0.0001,0.7884644567966461,0.18006430868167203,13056173.0,4183.175634009,0.6052140593528748,0.8564537763595581,84.0,83,1765927139.5130472,
0.0001,0.7699078619480133,0.18220793140407288,13211326.0,4230.733281998,0.6067612171173096,0.9196409583091736,85.0,84,1765927187.0707312,
0.0001,0.7774151265621185,0.18435155412647375,13369675.0,4276.46176651,0.5641434788703918,0.8988766074180603,86.0,85,1765927232.799046,
0.0001,0.789328396320343,0.1864951768488746,13509971.0,4328.637039957,0.5178666710853577,0.8290131688117981,87.0,86,1765927284.9744964,
0.0001,0.7796449661254883,0.18863879957127547,13673080.0,4380.208775757,0.45830580592155457,0.883912205696106,88.0,87,1765927336.5461338,
0.0001,0.7697680592536926,0.1907824222936763,13838935.0,4431.819533352,0.5099558234214783,0.9127280712127686,89.0,88,1765927388.1568563,
0.0001,0.7750228047370911,0.19292604501607716,14002150.0,4487.954196242,0.5334959030151367,0.8914345502853394,90.0,89,1765927444.2915275,
0.0001,0.7873002886772156,0.19506966773847803,14156247.0,4539.110915225,0.4271516799926758,0.845718264579773,91.0,90,1765927495.448413,
0.0001,0.7824036777019501,0.19721329046087888,14323035.0,4589.671366156,0.4384115934371948,0.8618679642677307,92.0,91,1765927546.0088184,
0.0001,0.7752411663532257,0.19935691318327975,14490759.0,4643.200941449,0.4628254771232605,0.9026467800140381,93.0,92,1765927599.538333,
0.0001,0.7858727276325226,0.2015005359056806,14642384.0,4689.941320591,0.4319571256637573,0.8470202088356018,94.0,93,1765927646.2787936,
0.0001,0.7910512387752533,0.20364415862808147,14786158.0,4735.900937947,0.391694575548172,0.8143796324729919,95.0,94,1765927692.2382655,
0.0001,0.792560875415802,0.2057877813504823,14929253.0,4780.071323609,0.427621066570282,0.8060975670814514,96.0,95,1765927736.40879,
0.0001,0.7982528507709503,0.20793140407288319,15078062.0,4834.168952942,0.3697047829627991,0.7787107229232788,97.0,96,1765927790.5063925,
0.0001,0.7814704179763794,0.21007502679528403,15227850.0,4886.495787443,0.3974277079105377,0.8575083017349243,98.0,97,1765927842.833286,
0.0001,0.7883648574352264,0.21221864951768488,15385692.0,4941.590390698,0.3812602460384369,0.8301969766616821,99.0,98,1765927897.9278164,
0.0001,0.795705109834671,0.21436227224008575,15540223.0,4995.421042581,0.3521154224872589,0.8055384755134583,100.0,99,1765927951.7584147,
,,,,4995.149457181,,,,100,1766156414.2352843,0.808088955464654
