_step,train/mean_token_accuracy,_timestamp,train/epoch,train/num_tokens,train/global_step,train/grad_norm,_runtime,train/loss,train/learning_rate,eval/accuracy
38,0.6665500551462173,1765916381.072764,0.08360128617363344,6032758.0,39.0,1.9372800588607788,262.108564003,1.5086867809295654,1e-05,
39,0.6706952750682831,1765916387.3423386,0.0857449088960343,6187550.0,40.0,1.8337037563323975,268.378121133,1.4822046756744385,1e-05,
40,0.6750018000602722,1765916395.107418,0.08788853161843516,6355408.0,41.0,1.713897943496704,276.143247885,1.4465041160583496,1e-05,
41,0.6753948032855988,1765916402.173023,0.09003215434083602,6519771.0,42.0,1.7394520044326782,283.208817672,1.4474742412567139,1e-05,
42,0.6766833364963531,1765916408.41978,0.09217577706323687,6672296.0,43.0,1.8684428930282593,289.455607329,1.44663667678833,1e-05,
43,0.6745578944683075,1765916417.230857,0.09431939978563773,6843136.0,44.0,1.7287694215774536,298.266679274,1.437150239944458,1e-05,
44,0.6659400910139084,1765916424.544763,0.09646302250803858,6993296.0,45.0,1.9384489059448242,305.58059156,1.4784443378448486,1e-05,
45,0.6806414276361465,1765916431.235506,0.09860664523043944,7142356.0,46.0,1.9696786403656006,312.271324213,1.430773377418518,1e-05,
46,0.6813608258962631,1765916437.0317047,0.1007502679528403,7294167.0,47.0,1.9667422771453857,318.067525973,1.4161479473114014,1e-05,
47,0.6749303936958313,1765916445.3987467,0.10289389067524116,7470762.0,48.0,1.708328366279602,326.434631849,1.4246691465377808,1e-05,
48,0.6864087879657745,1765916453.3289382,0.10503751339764202,7629052.0,49.0,1.951411485671997,334.364757463,1.389649748802185,1e-05,
49,0.6865380555391312,1765916458.7522173,0.10718113612004287,7779609.0,50.0,2.0410640239715576,339.788043692,1.3851885795593262,1e-05,
50,0.680298700928688,1765916465.4287791,0.10932475884244373,7927458.0,51.0,2.1120100021362305,346.464673804,1.413162350654602,1e-05,
51,0.6878804564476013,1765916471.164479,0.11146838156484459,8078023.0,52.0,2.088526964187622,352.20030444,1.380500078201294,1e-05,
52,0.6890341192483902,1765916477.2571356,0.11361200428724544,8230483.0,53.0,1.888128638267517,358.293018869,1.3739558458328247,1e-05,
53,0.6928917467594147,1765916483.7184021,0.1157556270096463,8375984.0,54.0,1.9023715257644653,364.754225698,1.3602118492126465,1e-05,
54,0.6858926862478256,1765916490.9053774,0.11789924973204716,8547262.0,55.0,1.3081501722335815,371.941201002,1.3727755546569824,1e-05,
55,0.6876731812953949,1765916497.900418,0.12004287245444802,8704936.0,56.0,1.446396827697754,378.936363937,1.3748143911361694,1e-05,
56,0.6995731443166733,1765916505.000458,0.12218649517684887,8867795.0,57.0,1.5392911434173584,386.036271803,1.3172962665557861,1e-05,
57,0.694333627820015,1765916511.0183022,0.12433011789924973,9019339.0,58.0,1.5568047761917114,392.054125709,1.34423828125,1e-05,
58,0.701761394739151,1765916517.5444272,0.1264737406216506,9189045.0,59.0,1.3599603176116943,398.58031996,1.2997205257415771,1e-05,
59,0.7040270864963531,1765916523.889003,0.12861736334405144,9353955.0,60.0,1.3778622150421143,404.924802086,1.2876296043395996,1e-05,
60,0.7126201838254929,1765916531.0643003,0.1307609860664523,9504744.0,61.0,1.5444631576538086,412.100118027,1.2763646841049194,1e-05,
61,0.693088099360466,1765916538.265171,0.13290460878885316,9662901.0,62.0,1.5246914625167847,419.300993979,1.3340368270874023,1e-05,
62,0.7158271968364716,1765916543.987002,0.13504823151125403,9809122.0,63.0,1.857778549194336,425.022824777,1.2537862062454224,1e-05,
63,0.7134926319122314,1765916551.0697534,0.13719185423365488,9968473.0,64.0,1.5480035543441772,432.105568041,1.2581919431686401,1e-05,
64,0.7045062482357025,1765916558.3476162,0.13933547695605572,10119334.0,65.0,1.5244539976119995,439.383498834,1.2991186380386353,1e-05,
65,0.709946021437645,1765916563.5663671,0.1414790996784566,10259437.0,66.0,1.6233279705047607,444.602191566,1.2780200242996216,1e-05,
66,0.7083591818809509,1765916571.4304779,0.14362272240085744,10416011.0,67.0,1.5400768518447876,452.466299621,1.274996280670166,1e-05,
67,0.7108943909406662,1765916576.8608272,0.1457663451232583,10566185.0,68.0,1.559256911277771,457.896625475,1.2694625854492188,1e-05,
68,0.7202716618776321,1765916582.4959667,0.14790996784565916,10715715.0,69.0,1.4773452281951904,463.531776649,1.2342420816421509,1e-05,
69,0.7229209095239639,1765916590.6897178,0.15005359056806003,10880059.0,70.0,1.3343524932861328,471.725562274,1.2108299732208252,1e-05,
70,0.7241261750459671,1765916596.050739,0.15219721329046088,11036249.0,71.0,1.4012479782104492,477.086526648,1.2014868259429932,1e-05,
71,0.7201176881790161,1765916602.3941312,0.15434083601286175,11186751.0,72.0,1.4971798658370972,483.430050917,1.2207006216049194,1e-05,
72,0.7236802577972412,1765916609.3432968,0.1564844587352626,11356082.0,73.0,1.270538330078125,490.379085376,1.1984443664550781,1e-05,
73,0.7256845384836197,1765916616.3175778,0.15862808145766344,11514483.0,74.0,1.3226779699325562,497.353390637,1.1977183818817139,1e-05,
74,0.7254996746778488,1765916622.3362148,0.1607717041800643,11663606.0,75.0,1.4181679487228394,503.372009865,1.1934441328048706,1e-05,
75,0.7304367870092392,1765916628.4064202,0.16291532690246516,11816781.0,76.0,1.4034372568130493,509.442238729,1.1748747825622559,1e-05,
76,0.7316931784152985,1765916634.553902,0.16505894962486603,11978438.0,77.0,1.3502827882766724,515.589725015,1.1678745746612549,1e-05,
77,0.7409759014844894,1765916641.1359992,0.16720257234726688,12137976.0,78.0,1.3938448429107666,522.171812875,1.1284675598144531,1e-05,
78,0.7383777797222137,1765916647.8379762,0.16934619506966775,12295505.0,79.0,1.4187145233154297,528.873810078,1.1501845121383667,1e-05,
79,0.7333050817251205,1765916654.554118,0.1714898177920686,12452019.0,80.0,1.450476884841919,535.589920566,1.1553754806518555,1e-05,
80,0.7327423691749573,1765916662.313358,0.17363344051446947,12611435.0,81.0,1.4588220119476318,543.349176951,1.1512871980667114,1e-05,
81,0.7520100176334381,1765916669.6082375,0.1757770632368703,12770621.0,82.0,1.4444293975830078,550.644036191,1.0690219402313232,1e-05,
82,0.7424774467945099,1765916675.3477535,0.17792068595927116,12917873.0,83.0,1.5468719005584717,556.383562355,1.115757703781128,1e-05,
83,0.7494851499795914,1765916680.6608143,0.18006430868167203,13056173.0,84.0,1.6460456848144531,561.696601365,1.1019607782363892,1e-05,
84,0.7394795715808868,1765916686.9685779,0.18220793140407288,13211326.0,85.0,1.449546456336975,568.004384152,1.1218550205230713,1e-05,
85,0.7460289001464844,1765916693.1293347,0.18435155412647375,13369675.0,86.0,1.3878358602523804,574.165133259,1.096034049987793,1e-05,
86,0.7515712529420853,1765916698.9651814,0.1864951768488746,13509971.0,87.0,1.5053465366363525,580.000991639,1.066083312034607,1e-05,
87,0.7529017478227615,1765916706.6340997,0.18863879957127547,13673080.0,88.0,1.273719072341919,587.669923257,1.0597633123397827,1e-05,
88,0.7411990612745285,1765916713.2816472,0.1907824222936763,13838935.0,89.0,1.2490243911743164,594.317453594,1.0922709703445435,1e-05,
89,0.7485307306051254,1765916720.8631513,0.19292604501607716,14002150.0,90.0,1.2437832355499268,601.898966419,1.06439208984375,1e-05,
90,0.7580344527959824,1765916727.7399597,0.19506966773847803,14156247.0,91.0,1.288310170173645,608.775751138,1.041593313217163,1e-05,
91,0.7579922080039978,1765916735.1297176,0.19721329046087888,14323035.0,92.0,1.1890140771865845,616.165509951,1.0227528810501099,1e-05,
92,0.7529526799917221,1765916742.687257,0.19935691318327975,14490759.0,93.0,1.1646296977996826,623.723060536,1.0591650009155273,1e-05,
93,0.7607866525650024,1765916748.909637,0.2015005359056806,14642384.0,94.0,1.2067523002624512,629.945448691,1.0217945575714111,1e-05,
94,0.7627309411764145,1765916754.5137842,0.20364415862808147,14786158.0,95.0,1.2198824882507324,635.549622086,1.0164148807525635,1e-05,
95,0.7652382701635361,1765916760.3198287,0.2057877813504823,14929253.0,96.0,1.1495496034622192,641.355644614,0.9948198795318604,1e-05,
96,0.7754306644201279,1765916767.4237785,0.20793140407288319,15078062.0,97.0,1.105779767036438,648.459598697,0.9443113803863525,1e-05,
97,0.7570806294679642,1765916773.6623058,0.21007502679528403,15227850.0,98.0,1.1191420555114746,654.698123296,1.0236616134643555,1e-05,
98,0.76632359623909,1765916780.9157429,0.21221864951768488,15385692.0,99.0,1.0285154581069946,661.951559501,0.9849010705947876,1e-05,
99,0.7751701176166534,1765916788.4800057,0.21436227224008575,15540223.0,100.0,1.0732060670852661,669.515817043,0.9461992383003235,1e-05,
100,0.776941567659378,1765916805.5142648,0.2165058949624866,15695591.0,101.0,0.9744386076927185,686.550080845,0.9352585077285767,1e-05,
101,0.771048367023468,1765916812.148179,0.21864951768488747,15855000.0,102.0,0.8548573851585388,693.183980339,0.9667048454284668,1e-05,
102,0.7630726099014282,1765916818.3305101,0.2207931404072883,16010570.0,103.0,0.7964122891426086,699.366327329,0.9853084683418274,1e-05,
103,0.7670336365699768,1765916825.139869,0.22293676312968919,16175156.0,104.0,0.7494549751281738,706.175664153,0.9576466083526611,1e-05,
104,0.7665402740240097,1765916833.1006365,0.22508038585209003,16345184.0,105.0,0.6841621994972229,714.136441509,0.9670801162719727,1e-05,
105,0.7682165503501892,1765916839.7378821,0.22722400857449088,16496673.0,106.0,0.7440901398658752,720.773657397,0.9674680233001709,1e-05,
106,0.7681432962417603,1765916846.1438308,0.22936763129689175,16650964.0,107.0,0.7131009697914124,727.17962756,0.971505880355835,1e-05,
107,0.7657512128353119,1765916852.6960042,0.2315112540192926,16806131.0,108.0,0.6210167407989502,733.731791836,0.9778028130531311,1e-05,
108,0.7676041573286057,1765916859.5361567,0.23365487674169347,16971757.0,109.0,0.543794572353363,740.571957634,0.9778509140014648,1e-05,
109,0.7770986706018448,1765916866.74551,0.2357984994640943,17125261.0,110.0,0.528356671333313,747.781330725,0.932437539100647,1e-05,
110,0.7774838209152222,1765916873.6699586,0.2379421221864952,17285808.0,111.0,0.502153217792511,754.705782799,0.9212859272956848,1e-05,
111,0.7795096039772034,1765916880.792844,0.24008574490889603,17436207.0,112.0,0.5187565684318542,761.82864111,0.9219025373458862,1e-05,
112,0.7692619413137436,1765916887.811518,0.2422293676312969,17609651.0,113.0,0.45151329040527344,768.847322177,0.9417541027069092,1e-05,
113,0.7718946039676666,1765916894.8414567,0.24437299035369775,17764531.0,114.0,0.4895676076412201,775.877264477,0.9437733292579651,1e-05,
114,0.7843517661094666,1765916901.945926,0.2465166130760986,17923936.0,115.0,0.473393052816391,782.981729833,0.8951661586761475,1e-05,
115,0.7785366177558899,1765916909.4909596,0.24866023579849947,18080869.0,116.0,0.4737975299358368,790.526759566,0.9126484394073486,1e-05,
116,0.7694681286811829,1765916915.657161,0.2508038585209003,18244414.0,117.0,0.4548150599002838,796.69297533,0.9511926770210266,1e-05,
117,0.7694342583417892,1765916923.4726455,0.2529474812433012,18401734.0,118.0,0.4613077938556671,804.508445537,0.9540799856185913,1e-05,
118,0.7785015255212784,1765916929.8499866,0.25509110396570206,18555213.0,119.0,0.46190083026885986,810.885790589,0.9121924042701721,1e-05,
119,0.7560708373785019,1765916938.2445908,0.2572347266881029,18729596.0,120.0,0.41860872507095337,819.280399837,0.9995899200439453,1e-05,
120,0.7758582830429077,1765916943.9265196,0.25937834941050375,18874599.0,121.0,0.48470112681388855,824.962322569,0.9247909784317017,1e-05,
121,0.7703134715557098,1765916951.6093447,0.2615219721329046,19043580.0,122.0,0.42248019576072693,832.6451717,0.9345601201057434,1e-05,
122,0.7749948650598526,1765916957.5784423,0.26366559485530544,19188254.0,123.0,0.4879535734653473,838.614255281,0.9345765113830566,1e-05,
123,0.7810396552085876,1765916963.4972324,0.2658092175777063,19336517.0,124.0,0.48046061396598816,844.533029424,0.8975090980529785,1e-05,
124,0.7800202965736389,1765916970.5026903,0.2679528403001072,19494094.0,125.0,0.4304027855396271,851.53849426,0.9082142114639282,1e-05,
125,0.7729265093803406,1765916976.6208146,0.27009646302250806,19648425.0,126.0,0.4481782913208008,857.656623687,0.930208683013916,1e-05,
126,0.7722185105085373,1765916982.9868753,0.2722400857449089,19798344.0,127.0,0.4603274464607239,864.022687438,0.9337566494941711,1e-05,
127,0.775595560669899,1765916989.342023,0.27438370846730975,19955841.0,128.0,0.42478519678115845,870.377817626,0.9175735712051392,1e-05,
128,0.7789672911167145,1765916995.248978,0.2765273311897106,20107598.0,129.0,0.44196921586990356,876.284815155,0.9093126058578491,1e-05,
129,0.7808742970228195,1765917001.0527437,0.27867095391211144,20258362.0,130.0,0.4282883107662201,882.088561319,0.9055914878845215,1e-05,
130,0.7645495235919952,1765917007.586168,0.2808145766345123,20412165.0,131.0,0.4259983003139496,888.62197401,0.9584634304046631,1e-05,
131,0.7839210480451584,1765917013.2480748,0.2829581993569132,20561798.0,132.0,0.4196626543998718,894.283887958,0.8848670721054077,1e-05,
132,0.7706769555807114,1765917019.5965374,0.28510182207931406,20720111.0,133.0,0.3864206075668335,900.632349354,0.9317278861999512,1e-05,
133,0.7796634286642075,1765917025.97515,0.2872454448017149,20876095.0,134.0,0.37804532051086426,907.010965554,0.8976974487304688,1e-05,
134,0.7757179886102676,1765917032.7151036,0.28938906752411575,21031975.0,135.0,0.3859117925167084,913.75092919,0.9151093363761902,1e-05,
135,0.7803571075201035,1765917040.0567102,0.2915326902465166,21180614.0,136.0,0.4008624851703644,921.092540212,0.8871063590049744,1e-05,
136,0.7620385140180588,1765917048.7492437,0.2936763129689175,21349138.0,137.0,0.35462674498558044,929.785062349,0.9721999168395996,1e-05,
137,0.7633420526981354,1765917056.1396592,0.2958199356913183,21511590.0,138.0,0.37519264221191406,937.17547766,0.9574100971221924,1e-05,
138,0.7743351459503174,1765917062.327632,0.2979635584137192,21656819.0,139.0,0.41458600759506226,943.363450848,0.9233125448226929,1e-05,
139,0.7679347544908524,1765917068.749737,0.30010718113612006,21811238.0,140.0,0.3816385269165039,949.785553895,0.9416404962539673,1e-05,
140,0.7621856480836868,1765917075.4683406,0.3022508038585209,21980388.0,141.0,0.3630329668521881,956.504148572,0.965314507484436,1e-05,
141,0.7622427642345428,1765917083.395519,0.30439442658092175,22142594.0,142.0,0.3667319118976593,964.431334102,0.9585930109024048,1e-05,
142,0.7658483386039734,1765917090.003362,0.3065380493033226,22299845.0,143.0,0.3789317011833191,971.039147025,0.9537314176559448,1e-05,
143,0.7790165096521378,1765917097.4235072,0.3086816720257235,22465527.0,144.0,0.35702207684516907,978.459336387,0.9022471904754639,1e-05,
144,0.7835084944963455,1765917104.5872474,0.3108252947481243,22618289.0,145.0,0.3896397650241852,985.623034938,0.8853310942649841,1e-05,
145,0.7792223244905472,1765917111.1164458,0.3129689174705252,22770622.0,146.0,0.37952011823654175,992.152275076,0.9000646471977234,1e-05,
146,0.7848588228225708,1765917117.0661736,0.31511254019292606,22922597.0,147.0,0.3822578489780426,998.101984386,0.8716095089912415,1e-05,
147,0.7783946841955185,1765917123.8663304,0.3172561629153269,23075685.0,148.0,0.37263914942741394,1004.902142276,0.8966200947761536,1e-05,
148,0.778296947479248,1765917130.7292764,0.31939978563772775,23239973.0,149.0,0.36147478222846985,1011.765097485,0.9021214246749878,1e-05,
149,0.7685137242078781,1765917139.0920057,0.3215434083601286,23407446.0,150.0,0.3678862154483795,1020.127785844,0.939430832862854,1e-05,
150,0.7875325083732605,1765917145.1488833,0.3236870310825295,23555395.0,151.0,0.4106474220752716,1026.184703238,0.86656653881073,1e-05,
151,0.7781288176774979,1765917151.4596348,0.3258306538049303,23712167.0,152.0,0.3694688677787781,1032.495435306,0.9112348556518555,1e-05,
152,0.7703420221805573,1765917158.1082096,0.3279742765273312,23869562.0,153.0,0.3743140995502472,1039.144039018,0.9263604879379272,1e-05,
153,0.771306112408638,1765917165.0369503,0.33011789924973206,24027568.0,154.0,0.37765663862228394,1046.072777887,0.9189400672912598,1e-05,
154,0.7722736150026321,1765917171.722448,0.3322615219721329,24183451.0,155.0,0.39933961629867554,1052.758260934,0.9331157207489014,1e-05,
155,0.776599258184433,1765917179.0705702,0.33440514469453375,24342400.0,156.0,0.3837302029132843,1060.106384196,0.9028688669204712,1e-05,
156,0.7716604322195053,1765917187.4566534,0.3365487674169346,24500736.0,157.0,0.35527580976486206,1068.49248082,0.9319536685943604,1e-05,
157,0.7800067216157913,1765917195.1028745,0.3386923901393355,24652820.0,158.0,0.37487104535102844,1076.138704378,0.8903371095657349,1e-05,
158,0.7760064899921417,1765917201.6292834,0.3408360128617363,24810632.0,159.0,0.367430716753006,1082.665105597,0.8999870419502258,1e-05,
159,0.7775652408599854,1765917209.1491296,0.3429796355841372,24968589.0,160.0,0.3666931092739105,1090.18494002,0.8914104700088501,1e-05,
160,0.7705811560153961,1765917216.0169964,0.34512325830653806,25125017.0,161.0,0.3715275824069977,1097.052826558,0.9273135662078857,1e-05,
161,0.7859611362218857,1765917222.6333768,0.34726688102893893,25277188.0,162.0,0.3805376887321472,1103.669179785,0.8636715412139893,1e-05,
162,0.789148285984993,1765917228.8065703,0.34941050375133975,25430057.0,163.0,0.3825240433216095,1109.84238928,0.8524933457374573,1e-05,
163,0.7892186343669891,1765917236.5743098,0.3515541264737406,25583830.0,164.0,0.3837713599205017,1117.610147426,0.8602986335754395,1e-05,
164,0.7745706290006638,1765917243.369747,0.3536977491961415,25742285.0,165.0,0.37633025646209717,1124.405555991,0.9120473861694336,1e-05,
165,0.7780207097530365,1765917250.9761004,0.3558413719185423,25907065.0,166.0,0.3675377070903778,1132.01188536,0.8899682760238647,1e-05,
166,0.781119242310524,1765917256.5179327,0.3579849946409432,26051750.0,167.0,0.4088701605796814,1137.553761115,0.8801904320716858,1e-05,
167,0.776840552687645,1765917263.1127903,0.36012861736334406,26204362.0,168.0,0.3818630278110504,1144.148600969,0.9055109024047852,1e-05,
168,0.7707013040781021,1765917270.7161353,0.36227224008574493,26364857.0,169.0,0.3928455114364624,1151.751930423,0.9259817004203796,1e-05,
169,0.7806922793388367,1765917276.468942,0.36441586280814575,26513585.0,170.0,0.3916478455066681,1157.504756703,0.8878448009490967,1e-05,
170,0.7743926495313644,1765917284.1202786,0.3665594855305466,26680409.0,171.0,0.3733329772949219,1165.156090797,0.9150861501693726,1e-05,
171,0.788427472114563,1765917289.5923007,0.3687031082529475,26817383.0,172.0,0.42892366647720337,1170.628090053,0.8641960620880127,1e-05,
172,0.7763304114341736,1765917295.764565,0.3708467309753483,26962206.0,173.0,0.4124484062194824,1176.800366679,0.9089813232421875,1e-05,
173,0.7822853028774261,1765917302.998039,0.3729903536977492,27123276.0,174.0,0.3828234076499939,1184.033823543,0.8805049657821655,1e-05,
174,0.772774264216423,1765917310.2747986,0.37513397642015006,27290681.0,175.0,0.3925030827522278,1191.310606686,0.9117709994316101,1e-05,
175,0.7731417864561081,1765917316.849506,0.37727759914255093,27449673.0,176.0,0.40768277645111084,1197.885315613,0.9137086868286133,1e-05,
176,0.7802811414003372,1765917322.9717596,0.37942122186495175,27601441.0,177.0,0.436007022857666,1204.007555342,0.8829155564308167,1e-05,
177,0.7792211621999741,1765917329.552222,0.3815648445873526,27748300.0,178.0,0.41289862990379333,1210.5880041,0.8986824750900269,1e-05,
178,0.7889010906219482,1765917336.1983318,0.3837084673097535,27900973.0,179.0,0.3946624994277954,1217.23412936,0.8532484769821167,1e-05,
179,0.778179869055748,1765917343.2279797,0.3858520900321543,28057386.0,180.0,0.39205533266067505,1224.263775382,0.8962813019752502,1e-05,
180,0.7766766846179962,1765917350.014112,0.3879957127545552,28218433.0,181.0,0.38470324873924255,1231.049921776,0.8986023664474487,1e-05,
181,0.7796226143836975,1765917357.9273877,0.39013933547695606,28378531.0,182.0,0.38886138796806335,1238.963210605,0.8871523141860962,1e-05,
182,0.7951616793870926,1765917362.8021286,0.39228295819935693,28517567.0,183.0,0.4446949362754822,1243.83791387,0.8288266658782959,1e-05,
183,0.7851136475801468,1765917368.9438028,0.39442658092175775,28678245.0,184.0,0.3957144021987915,1249.979617072,0.8543010950088501,1e-05,
184,0.7762837558984756,1765917376.2831507,0.3965702036441586,28847748.0,185.0,0.37458640336990356,1257.318947691,0.8995996713638306,1e-05,
185,0.7796732932329178,1765917382.307006,0.3987138263665595,29003477.0,186.0,0.40062153339385986,1263.342839887,0.8855680227279663,1e-05,
186,0.7795812338590622,1765917389.9372294,0.4008574490889603,29163981.0,187.0,0.3892410695552826,1270.973062404,0.8840944766998291,1e-05,
187,0.7800412327051163,1765917397.240127,0.4030010718113612,29313769.0,188.0,0.42039766907691956,1278.275951305,0.8765817284584045,1e-05,
188,0.7813194394111633,1765917404.2143342,0.40514469453376206,29474111.0,189.0,0.39790889620780945,1285.250157829,0.868578314781189,1e-05,
189,0.7709358632564545,1765917410.9021575,0.40728831725616294,29641339.0,190.0,0.38889142870903015,1291.937973051,0.9210324287414551,1e-05,
190,0.7868075668811798,1765917417.419622,0.40943193997856375,29795124.0,191.0,0.4069401025772095,1298.455437455,0.8553774356842041,1e-05,
191,0.7772127836942673,1765917423.9758263,0.4115755627009646,29956920.0,192.0,0.37609976530075073,1305.011610138,0.8986624479293823,1e-05,
192,0.7711272239685059,1765917431.0405679,0.4137191854233655,30113790.0,193.0,0.3588724434375763,1312.076379253,0.9112563729286194,1e-05,
193,0.780550092458725,1765917438.2609923,0.41586280814576637,30267060.0,194.0,0.3343699276447296,1319.296810494,0.8733606934547424,1e-05,
194,0.7787649631500244,1765917444.3709385,0.4180064308681672,30420733.0,195.0,0.30265673995018005,1325.40673203,0.8892729878425598,1e-05,
195,0.7764724493026733,1765917451.6085103,0.42015005359056806,30582338.0,196.0,0.3019801676273346,1332.644435569,0.8942036628723145,1e-05,
196,0.7885193228721619,1765917457.0811722,0.42229367631296894,30735043.0,197.0,0.2766147553920746,1338.116977264,0.8543169498443604,1e-05,
197,0.7787941694259644,1765917463.0411541,0.42443729903536975,30885025.0,198.0,0.2772228717803955,1344.076944695,0.8867039680480957,1e-05,
198,0.7788894772529602,1765917469.2211795,0.4265809217577706,31036663.0,199.0,0.27964475750923157,1350.257003654,0.8802975416183472,1e-05,
199,0.7906889170408249,1765917475.060595,0.4287245444801715,31184340.0,200.0,0.26469823718070984,1356.096420503,0.8384184241294861,1e-05,
200,0.7781024128198624,1765917492.78832,0.43086816720257237,31345142.0,201.0,0.24467015266418457,1373.824189951,0.8888740539550781,1e-05,
201,0.7737395614385605,1765917499.1646047,0.4330117899249732,31495847.0,202.0,0.2601759135723114,1380.200408264,0.9039533138275146,1e-05,
